cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,battery_soc,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
74,32,1695.09,4.349,2,124,50.5329981,-84.7890867,221,4.349,2023-05-17 14:56:41,,26.0,88.5,23.5,80.5,49.0,17.0,47.799999999999955,9.0,13.0,47.799999999999955,5.26,2023,5,17,14,1.91,317.0
78,33,1700.01,4.784,2,123,50.5329983,-84.7890143,203,4.784,2023-05-17 14:56:42,,24.0,82.5,31.0,96.5,49.0,17.0,47.799999999999955,9.0,13.0,47.799999999999955,5.33,2023,5,17,14,1.91,317.0
82,33,1705.17,5.042,2,123,50.533007,-84.7889411,166,5.042,2023-05-17 14:56:43,,19.5,69.0,22.5,75.0,52.0,17.0,47.799999999999955,9.0,13.0,47.799999999999955,5.32,2023,5,17,14,1.91,317.0
84,33,1710.39,5.165,2,122,50.5330206,-84.7888679,148,5.165,2023-05-17 14:56:44,,18.5,66.0,18.5,65.0,54.0,17.0,47.799999999999955,10.0,13.0,47.799999999999955,4.94,2023,5,17,14,1.91,317.0
84,33,1715.74,5.32,2,121,50.5330342,-84.7887866,140,5.32,2023-05-17 14:56:45,,18.5,68.5,18.5,64.0,53.0,17.0,47.799999999999955,10.0,13.0,47.799999999999955,4.18,2023,5,17,14,1.91,317.0
84,33,1720.96,5.263,2,121,50.5330478,-84.7887138,145,5.263,2023-05-17 14:56:46,,19.0,71.0,18.5,64.0,52.0,17.0,47.799999999999955,10.0,13.0,47.799999999999955,3.25,2023,5,17,14,1.91,317.0
83,33,1725.98,5.064,2,120,50.5330615,-84.7886494,147,5.064,2023-05-17 14:56:47,,20.5,72.0,18.0,68.5,53.0,17.0,48.0,10.0,13.0,48.0,2.46,2023,5,17,14,1.91,317.0
75,33,1730.29,4.511,2,120,50.5330795,-84.7885861,145,4.511,2023-05-17 14:56:48,,20.0,69.0,18.5,71.0,47.0,17.0,48.200000000000045,10.0,13.0,48.200000000000045,1.89,2023,5,17,14,1.91,317.0
56,33,1733.05,3.19,2,120,50.5331021,-84.788566,141,3.19,2023-05-17 14:56:49,,18.0,64.0,19.5,72.5,40.0,17.0,48.39999999999998,10.0,13.0,48.39999999999998,1.52,2023,5,17,14,1.91,317.0
38,34,1735.11,2.108,2,120,50.5331249,-84.7885741,136,2.108,2023-05-17 14:56:50,,16.5,60.5,20.0,72.5,34.0,17.0,48.39999999999998,10.0,13.0,48.39999999999998,1.41,2023,5,17,14,1.91,317.0
27,34,1737.23,2.281,2,120,50.5331301,-84.7886007,85,2.281,2023-05-17 14:56:51,,16.5,67.0,17.5,61.5,29.0,17.0,48.60000000000002,10.0,13.0,48.60000000000002,1.52,2023,5,17,14,1.91,317.0
18,34,1739.37,2.291,2,121,50.533126,-84.7886358,70,2.291,2023-05-17 14:56:52,,17.0,69.5,17.5,63.5,23.0,17.0,48.60000000000002,10.0,13.0,48.60000000000002,1.84,2023,5,17,14,1.91,317.0
8,34,1741.9,2.487,2,121,50.5331257,-84.7886733,54,2.487,2023-05-17 14:56:53,,18.0,71.0,18.0,67.5,22.0,17.0,48.39999999999998,11.0,13.0,48.39999999999998,2.17,2023,5,17,14,1.91,317.0
0,34,1744.19,2.185,2,121,50.5331299,-84.7887085,0,2.185,2023-05-17 14:56:54,,19.0,72.5,18.5,72.0,23.0,17.0,48.39999999999998,11.0,13.0,48.39999999999998,2.26,2023,5,17,14,1.91,317.0
14,34,1746.1,1.522,2,120,50.533139,-84.7887286,5,1.522,2023-05-17 14:56:55,,19.5,74.0,19.0,76.0,24.0,17.0,48.0,11.0,13.0,48.0,1.73,2023,5,17,14,1.91,317.0
18,34,1748.74,2.909,2,120,50.5331525,-84.7887643,37,2.909,2023-05-17 14:56:56,,20.5,76.0,19.5,80.0,26.0,17.0,47.39999999999998,11.0,13.0,47.39999999999998,0.06,2023,5,17,14,1.91,317.0
37,34,1751.65,3.087,2,120,50.5331748,-84.7887918,79,3.087,2023-05-17 14:56:57,,23.0,81.0,22.0,84.5,37.0,17.0,46.799999999999955,11.0,13.0,46.799999999999955,-3.02,2023,5,17,14,1.91,317.0
63,34,1755.3,3.633,2,120,50.5332109,-84.7888105,157,3.633,2023-05-17 14:56:58,,25.5,87.0,24.5,89.5,48.0,17.0,46.200000000000045,11.0,14.0,46.200000000000045,-7.22,2023,5,17,14,1.91,317.0
67,34,1759.12,4.001,3,119,50.5332463,-84.7888367,319,4.001,2023-05-17 14:56:59,,28.5,92.5,27.5,94.0,53.0,17.0,45.60000000000002,11.0,14.0,45.60000000000002,-11.58,2023,5,17,14,1.91,317.0
68,35,1763.17,4.041,3,119,50.5332831,-84.7888643,289,4.041,2023-05-17 14:57:00,,30.0,97.0,29.0,97.5,54.0,17.0,45.39999999999998,11.0,15.0,45.39999999999998,-14.6,2023,5,17,14,1.91,317.0
68,35,1767.15,4.019,3,119,50.5333242,-84.7888918,269,4.019,2023-05-17 14:57:01,,28.5,93.5,27.5,94.5,52.0,17.0,45.39999999999998,11.0,16.0,45.39999999999998,-15.23,2023,5,17,14,1.91,317.0
61,35,1770.85,3.856,3,120,50.5333611,-84.7889194,253,3.856,2023-05-17 14:57:02,,27.0,89.5,25.5,91.0,51.0,17.0,45.39999999999998,11.0,16.0,45.39999999999998,-13.74,2023,5,17,14,1.91,317.0
41,35,1774.62,3.729,3,120,50.533397,-84.788929,241,3.729,2023-05-17 14:57:03,,25.5,86.0,23.5,88.0,50.0,17.0,45.39999999999998,11.0,16.0,45.39999999999998,-11.08,2023,5,17,14,1.91,317.0
21,35,1778.48,3.591,3,121,50.533438,-84.7889469,229,3.591,2023-05-17 14:57:04,,24.5,83.5,21.5,82.0,50.0,17.0,45.60000000000002,11.0,16.0,45.60000000000002,-8.0,2023,5,17,14,1.91,317.0
2,35,1783.53,4.192,3,122,50.5334922,-84.7889564,0,4.192,2023-05-17 14:57:05,,24.0,82.5,19.0,72.0,50.0,17.0,45.799999999999955,11.0,16.0,45.799999999999955,-4.91,2023,5,17,14,1.91,317.0
0,35,1788.26,3.734,3,122,50.5335439,-84.7889567,0,3.734,2023-05-17 14:57:06,,23.5,81.5,16.5,62.5,50.0,17.0,46.0,11.0,16.0,46.0,-2.11,2023,5,17,14,1.91,317.0
0,35,1792.16,3.931,3,122,50.5335841,-84.7889655,0,3.931,2023-05-17 14:57:07,,23.5,80.5,13.5,52.5,50.0,17.0,46.0,11.0,16.0,46.0,0.16,2023,5,17,14,1.91,317.0
0,35,1794.32,2.619,3,122,50.5336073,-84.7889746,0,2.619,2023-05-17 14:57:08,,23.0,79.5,11.0,42.5,50.0,17.0,46.200000000000045,11.0,16.0,46.200000000000045,1.71,2023,5,17,14,1.91,317.0
0,35,1795.51,1.544,3,122,50.5336169,-84.7889837,0,1.544,2023-05-17 14:57:09,,22.5,78.5,8.5,32.5,50.0,17.0,46.200000000000045,11.0,16.0,46.200000000000045,2.43,2023,5,17,14,1.91,317.0
0,35,1796.91,1.432,3,122,50.5336304,-84.7889928,0,1.432,2023-05-17 14:57:10,,22.5,77.5,6.0,23.0,50.0,17.0,46.200000000000045,11.0,16.0,46.200000000000045,2.56,2023,5,17,14,1.91,317.0
13,35,1798.95,1.895,3,122,50.5336528,-84.7889844,3,1.895,2023-05-17 14:57:11,,22.0,76.5,3.5,13.0,50.0,17.0,46.0,11.0,16.0,46.0,2.49,2023,5,17,14,1.91,317.0
35,35,1800.88,1.926,3,122,50.5336667,-84.7889666,19,1.926,2023-05-17 14:57:12,,21.5,75.5,1.0,3.0,50.0,17.0,46.0,11.0,16.0,46.0,2.23,2023,5,17,14,1.91,317.0
45,35,1803.85,2.699,2,122,50.5336848,-84.7889308,145,2.699,2023-05-17 14:57:13,,25.0,88.0,5.0,18.5,51.0,17.0,46.200000000000045,11.0,16.0,46.200000000000045,1.75,2023,5,17,14,1.91,317.0
53,36,1807.58,3.472,2,122,50.5336987,-84.7888854,188,3.472,2023-05-17 14:57:14,,29.0,99.0,14.5,53.5,52.0,17.0,46.200000000000045,11.0,16.0,46.200000000000045,0.82,2023,5,17,14,1.91,317.0
62,36,1811.75,3.998,2,122,50.5337167,-84.7888312,231,3.998,2023-05-17 14:57:15,,31.5,99.5,26.0,92.0,52.0,17.0,46.0,11.0,16.0,46.0,0.0,2023,5,17,14,1.91,317.0
76,36,1816.32,4.428,2,122,50.5337392,-84.7887679,271,4.428,2023-05-17 14:57:16,,31.0,99.0,30.0,98.5,51.0,17.0,46.0,11.0,16.0,46.0,0.0,2023,5,17,14,1.91,317.0
82,36,1821.62,5.084,2,122,50.5337663,-84.7887043,277,5.084,2023-05-17 14:57:17,,31.5,97.0,28.5,98.0,49.0,17.0,45.799999999999955,11.0,16.0,45.799999999999955,-0.13,2023,5,17,14,1.91,317.0
83,37,1827.06,5.325,2,123,50.533785,-84.7886228,243,5.325,2023-05-17 14:57:18,,30.0,92.5,24.5,88.0,56.0,17.0,46.0,11.0,16.0,46.0,-0.38,2023,5,17,14,1.91,317.0
83,37,1832.28,5.278,2,123,50.5337899,-84.7885504,200,5.278,2023-05-17 14:57:19,,28.0,88.5,22.5,80.0,57.0,17.0,46.200000000000045,11.0,16.0,46.200000000000045,0.0,2023,5,17,14,1.91,317.0
83,37,1837.08,4.909,2,123,50.5338032,-84.7884861,204,4.909,2023-05-17 14:57:20,,28.5,86.5,23.0,79.0,56.0,17.0,46.60000000000002,11.0,16.0,46.60000000000002,0.0,2023,5,17,14,1.91,317.0
82,37,1841.51,4.538,2,124,50.533817,-84.7884219,209,4.538,2023-05-17 14:57:21,,28.5,90.0,21.5,77.0,56.0,17.0,46.799999999999955,12.0,16.0,46.799999999999955,0.39,2023,5,17,14,1.91,317.0
82,37,1846.5,4.893,2,124,50.533835,-84.7883495,213,4.893,2023-05-17 14:57:22,,29.5,95.0,25.0,88.0,52.0,17.0,47.0,12.0,16.0,47.0,1.27,2023,5,17,14,1.91,317.0
82,38,1851.56,5.105,2,124,50.5338484,-84.7882874,216,5.105,2023-05-17 14:57:23,,30.5,96.0,26.5,93.5,54.0,17.0,47.0,12.0,16.0,47.0,1.96,2023,5,17,14,1.91,317.0
82,38,1857.15,5.392,2,125,50.5338666,-84.7882052,231,5.392,2023-05-17 14:57:24,,30.0,96.0,26.0,92.0,58.0,17.0,47.39999999999998,12.0,16.0,47.39999999999998,2.67,2023,5,17,14,1.91,317.0
82,38,1862.0,5.074,2,125,50.533876,-84.7881335,239,5.074,2023-05-17 14:57:25,,27.0,98.0,23.5,84.5,60.0,17.0,47.60000000000002,12.0,16.0,47.60000000000002,3.38,2023,5,17,14,1.91,317.0
82,38,1866.76,4.734,2,125,50.5338898,-84.788067,248,4.734,2023-05-17 14:57:26,,29.0,98.5,25.5,89.0,56.0,17.0,47.799999999999955,13.0,16.0,47.799999999999955,3.89,2023,5,17,14,1.91,317.0
82,39,1870.96,4.337,3,125,50.5339078,-84.7880122,256,4.337,2023-05-17 14:57:27,,31.0,99.0,28.0,95.0,54.0,17.0,48.0,13.0,16.0,48.0,4.02,2023,5,17,14,1.91,317.0
82,39,1875.43,4.438,3,125,50.5339302,-84.7879579,285,4.438,2023-05-17 14:57:28,,32.5,99.5,28.5,97.5,52.0,17.0,48.200000000000045,13.0,16.0,48.200000000000045,3.84,2023,5,17,14,1.91,317.0
84,39,1880.1,4.636,3,125,50.5339483,-84.7878958,308,4.636,2023-05-17 14:57:29,,33.5,100.0,27.5,97.5,52.0,17.0,48.200000000000045,13.0,16.0,48.200000000000045,3.6,2023,5,17,14,1.91,317.0
84,40,1885.36,5.162,3,125,50.5339621,-84.7878156,314,5.162,2023-05-17 14:57:30,,34.0,99.5,31.5,99.5,53.0,17.0,48.39999999999998,13.0,16.0,48.39999999999998,3.33,2023,5,17,14,1.91,317.0
84,40,1890.13,4.744,3,125,50.5339762,-84.7877573,315,4.744,2023-05-17 14:57:31,,30.0,96.0,32.0,99.5,52.0,17.0,48.39999999999998,14.0,16.0,48.39999999999998,3.04,2023,5,17,14,1.91,317.0
85,40,1894.61,4.537,3,125,50.5339899,-84.7876936,291,4.537,2023-05-17 14:57:32,,27.5,89.5,29.0,97.5,51.0,17.0,48.60000000000002,14.0,16.0,48.60000000000002,2.76,2023,5,17,14,1.91,317.0
90,40,1898.43,4.009,3,125,50.5340035,-84.787639,213,4.009,2023-05-17 14:57:33,,27.5,86.0,26.0,93.0,53.0,17.0,48.799999999999955,14.0,16.0,48.799999999999955,2.56,2023,5,17,14,1.91,317.0
89,41,1901.64,3.409,3,126,50.5340084,-84.787593,215,3.409,2023-05-17 14:57:34,,29.0,89.0,25.0,86.5,57.0,17.0,49.200000000000045,14.0,16.0,49.200000000000045,2.57,2023,5,17,14,1.91,317.0
87,41,1904.54,3.023,3,127,50.5340086,-84.7875476,240,3.023,2023-05-17 14:57:35,,30.5,91.5,24.0,80.5,59.0,17.0,49.39999999999998,14.0,16.0,49.39999999999998,2.93,2023,5,17,14,1.91,317.0
86,41,1907.57,3.035,3,128,50.534013,-84.7875109,261,3.035,2023-05-17 14:57:36,,30.5,94.0,26.5,90.5,51.0,17.0,49.799999999999955,14.0,16.0,49.799999999999955,3.61,2023,5,17,14,1.91,317.0
83,41,1911.66,3.811,3,128,50.5340132,-84.7874481,276,3.811,2023-05-17 14:57:37,,30.0,94.5,27.5,94.0,48.0,17.0,50.200000000000045,15.0,16.0,50.200000000000045,4.6,2023,5,17,14,1.91,317.0
74,42,1914.48,3.073,3,129,50.5340219,-84.7874106,281,3.073,2023-05-17 14:57:38,,30.0,93.5,27.5,93.5,45.0,17.0,50.60000000000002,15.0,16.0,50.60000000000002,5.95,2023,5,17,14,1.91,317.0
57,42,1916.39,2.196,3,129,50.5340311,-84.787383,246,2.196,2023-05-17 14:57:39,,29.5,94.0,27.0,92.0,42.0,17.0,51.0,16.0,16.0,51.0,7.41,2023,5,17,14,1.91,317.0
50,42,1917.75,1.591,3,130,50.5340314,-84.7873648,213,1.591,2023-05-17 14:57:40,,30.0,98.0,22.5,85.0,39.0,17.0,51.39999999999998,16.0,16.0,51.39999999999998,8.53,2023,5,17,14,1.91,317.0
46,42,1919.43,1.659,3,130,50.5340401,-84.7873464,157,1.659,2023-05-17 14:57:41,,25.0,92.0,21.0,83.5,36.0,18.0,51.60000000000002,16.0,16.0,51.60000000000002,9.27,2023,5,17,14,1.91,317.0
57,42,1921.48,1.946,3,130,50.534058,-84.7873369,159,1.946,2023-05-17 14:57:42,,27.5,95.0,21.0,83.5,58.0,18.0,51.799999999999955,16.0,16.0,51.799999999999955,9.66,2023,5,17,14,1.91,317.0
71,43,1923.81,2.259,3,131,50.5340842,-84.7873365,240,2.259,2023-05-17 14:57:43,,31.0,99.0,25.5,88.5,60.0,18.0,52.200000000000045,17.0,16.0,52.200000000000045,10.04,2023,5,17,14,1.91,317.0
80,43,1926.34,2.445,3,133,50.5341118,-84.7873452,275,2.445,2023-05-17 14:57:44,,32.5,100.0,35.0,99.5,55.0,18.0,52.39999999999998,17.0,16.0,52.39999999999998,10.59,2023,5,17,14,1.91,317.0
83,43,1928.52,2.238,3,133,50.5341349,-84.7873543,284,2.238,2023-05-17 14:57:45,,29.0,93.5,29.5,95.0,48.0,18.0,52.799999999999955,17.0,16.0,52.799999999999955,11.49,2023,5,17,14,1.91,317.0
82,44,1931.12,2.518,3,135,50.5341622,-84.7873635,282,2.518,2023-05-17 14:57:46,,28.5,91.5,28.5,94.5,52.0,18.0,53.200000000000045,18.0,16.0,53.200000000000045,12.59,2023,5,17,14,1.91,317.0
81,44,1933.76,2.636,3,136,50.5341887,-84.7873723,257,2.636,2023-05-17 14:57:47,,29.5,92.0,28.5,95.5,53.0,18.0,53.39999999999998,18.0,16.0,53.39999999999998,13.5,2023,5,17,14,1.91,317.0
77,44,1936.42,2.614,3,136,50.5342166,-84.7873729,216,2.614,2023-05-17 14:57:48,,29.5,91.5,29.0,96.5,54.0,18.0,53.799999999999955,18.0,16.0,53.799999999999955,14.13,2023,5,17,14,1.91,317.0
72,44,1938.79,2.472,3,136,50.5342434,-84.7873814,200,2.472,2023-05-17 14:57:49,,28.0,89.5,29.0,96.5,55.0,18.0,54.39999999999998,19.0,16.0,54.39999999999998,14.3,2023,5,17,14,1.91,317.0
68,44,1942.49,3.351,3,136,50.5342799,-84.7873734,192,3.351,2023-05-17 14:57:50,,26.5,90.0,29.0,96.5,56.0,18.0,54.799999999999955,19.0,16.0,54.799999999999955,14.13,2023,5,17,14,1.91,317.0
62,45,1944.97,2.699,3,136,50.5343076,-84.7873729,185,2.699,2023-05-17 14:57:51,,23.5,80.5,28.0,95.0,35.0,18.0,55.0,20.0,16.0,55.0,13.84,2023,5,17,14,1.91,317.0
55,45,1947.06,2.23,3,136,50.5343309,-84.7873729,149,2.23,2023-05-17 14:57:52,,20.0,67.0,26.5,92.5,35.0,18.0,55.39999999999998,20.0,16.0,55.39999999999998,13.13,2023,5,17,14,1.91,317.0
48,45,1948.58,1.704,3,136,50.5343448,-84.7873642,112,1.704,2023-05-17 14:57:53,,18.0,59.0,23.5,84.5,43.0,18.0,55.60000000000002,20.0,16.0,55.60000000000002,12.31,2023,5,17,14,1.91,317.0
42,45,1949.93,1.448,3,136,50.5343583,-84.7873553,84,1.448,2023-05-17 14:57:54,,20.5,67.5,14.0,56.0,51.0,18.0,55.799999999999955,20.0,16.0,55.799999999999955,11.34,2023,5,17,14,1.91,317.0
37,45,1950.01,0.061,3,136,50.5343678,-84.787346,78,0.061,2023-05-17 14:57:55,,24.0,74.0,13.5,54.5,56.0,18.0,55.799999999999955,21.0,16.0,55.799999999999955,10.48,2023,5,17,14,1.91,317.0
34,45,1950.99,1.041,3,136,50.5343725,-84.7873282,67,1.041,2023-05-17 14:57:56,,26.0,81.5,18.5,68.0,51.0,18.0,56.0,21.0,16.0,56.0,6.15,2023,5,17,14,1.91,317.0
40,45,1951.04,0.313,3,136,50.5343727,-84.7873274,110,0.313,2023-05-17 14:57:57,,27.0,88.5,25.5,86.0,46.0,18.0,56.200000000000045,21.0,16.0,56.200000000000045,0.0,2023,5,17,14,1.91,317.0
61,45,1954.21,2.476,3,136,50.5343896,-84.7872937,202,2.476,2023-05-17 14:57:58,,27.5,94.0,31.5,99.5,48.0,18.0,56.39999999999998,21.0,16.0,56.39999999999998,0.0,2023,5,17,14,1.91,317.0
75,46,1957.53,3.074,3,136,50.5344169,-84.7872564,264,3.074,2023-05-17 14:57:59,,26.5,94.0,34.0,98.0,55.0,18.0,56.60000000000002,21.0,16.0,56.60000000000002,0.0,2023,5,17,14,1.91,317.0
83,46,1959.91,2.574,3,136,50.5344307,-84.7872296,295,2.574,2023-05-17 14:58:00,,27.5,91.0,33.5,97.0,51.0,18.0,56.799999999999955,21.0,16.0,56.799999999999955,0.0,2023,5,17,14,1.91,317.0
85,46,1962.74,2.775,3,136,50.5344448,-84.7871928,281,2.775,2023-05-17 14:58:01,,26.5,87.0,31.0,95.0,52.0,18.0,56.799999999999955,21.0,16.0,56.799999999999955,0.0,2023,5,17,14,1.91,317.0
84,46,1965.67,2.903,3,136,50.5344583,-84.7871567,233,2.903,2023-05-17 14:58:02,,26.5,86.5,27.5,90.5,52.0,18.0,57.0,21.0,16.0,57.0,2.11,2023,5,17,14,1.91,317.0
84,47,1968.63,2.928,3,136,50.5344635,-84.7871109,231,2.928,2023-05-17 14:58:03,,29.0,90.0,25.0,83.5,53.0,18.0,57.200000000000045,22.0,16.0,57.200000000000045,5.29,2023,5,17,14,1.91,317.0
84,47,1971.24,2.677,3,136,50.5344681,-84.7870739,230,2.677,2023-05-17 14:58:04,,28.5,89.5,25.5,84.5,53.0,18.0,57.39999999999998,22.0,16.0,57.39999999999998,4.9,2023,5,17,14,1.91,317.0
84,47,1973.74,2.554,3,136,50.5344814,-84.7870464,226,2.554,2023-05-17 14:58:05,,28.0,89.0,26.0,86.0,54.0,18.0,57.60000000000002,22.0,16.0,57.60000000000002,4.82,2023,5,17,14,1.91,317.0
84,47,1976.2,2.474,3,136,50.5344863,-84.7870103,225,2.474,2023-05-17 14:58:06,,28.5,91.5,26.5,86.5,55.0,18.0,57.799999999999955,23.0,16.0,57.799999999999955,5.02,2023,5,17,14,1.91,317.0
84,48,1978.85,2.613,3,135,50.5344996,-84.786974,227,2.613,2023-05-17 14:58:07,,30.0,95.0,27.0,86.5,55.0,18.0,58.0,23.0,16.0,58.0,5.29,2023,5,17,14,1.91,317.0
85,48,1981.87,2.921,3,135,50.5345132,-84.7869376,225,2.921,2023-05-17 14:58:08,,28.5,91.5,26.0,86.5,54.0,18.0,58.200000000000045,23.0,16.0,58.200000000000045,5.29,2023,5,17,14,1.91,317.0
85,48,1984.8,2.915,3,134,50.5345269,-84.7869011,219,2.915,2023-05-17 14:58:09,,27.0,88.0,25.0,86.0,48.0,18.0,58.39999999999998,23.0,16.0,58.39999999999998,5.49,2023,5,17,14,1.91,317.0
85,48,1987.69,2.911,3,134,50.5345405,-84.7868561,216,2.911,2023-05-17 14:58:10,,28.5,89.0,27.0,90.0,53.0,18.0,58.60000000000002,23.0,16.0,58.60000000000002,5.84,2023,5,17,14,1.91,317.0
84,48,1990.14,2.609,3,133,50.5345495,-84.7868204,226,2.609,2023-05-17 14:58:11,,27.0,88.5,28.0,92.0,52.0,18.0,58.799999999999955,24.0,16.0,58.799999999999955,6.2,2023,5,17,14,1.91,317.0
84,49,1992.87,2.656,3,133,50.5345545,-84.786783,231,2.656,2023-05-17 14:58:12,,23.5,86.0,28.0,90.0,51.0,18.0,58.799999999999955,24.0,16.0,58.799999999999955,6.45,2023,5,17,14,1.91,317.0
86,49,1995.84,2.89,3,133,50.5345679,-84.7867463,228,2.89,2023-05-17 14:58:13,,28.5,85.5,25.0,89.0,52.0,18.0,59.0,24.0,16.0,59.0,6.5,2023,5,17,14,1.91,317.0
87,49,1999.0,3.094,3,133,50.5345816,-84.786701,224,3.094,2023-05-17 14:58:14,,28.0,86.0,26.0,88.5,52.0,18.0,59.200000000000045,24.0,16.0,59.200000000000045,6.36,2023,5,17,14,1.91,317.0
87,49,2001.89,2.945,3,133,50.5345908,-84.7866645,235,2.945,2023-05-17 14:58:15,,28.0,87.0,27.0,87.5,51.0,18.0,59.39999999999998,24.0,16.0,59.39999999999998,6.18,2023,5,17,14,1.91,317.0
87,50,2004.8,2.914,3,133,50.5346088,-84.7866277,241,2.914,2023-05-17 14:58:16,,27.5,87.5,28.0,87.0,51.0,18.0,59.799999999999955,25.0,16.0,59.799999999999955,5.93,2023,5,17,14,1.91,317.0
86,50,2008.06,3.172,3,133,50.5346181,-84.7865827,237,3.172,2023-05-17 14:58:17,,27.5,88.5,28.0,87.0,51.0,18.0,60.0,25.0,16.0,60.0,5.86,2023,5,17,14,1.91,317.0
87,50,2011.42,3.31,3,133,50.5346316,-84.7865373,242,3.31,2023-05-17 14:58:18,,28.5,91.5,27.0,89.0,51.0,18.0,60.39999999999998,25.0,16.0,60.39999999999998,5.98,2023,5,17,14,1.91,317.0
88,50,2014.84,3.404,3,133,50.5346453,-84.7864916,245,3.404,2023-05-17 14:58:19,,28.5,90.5,27.0,89.0,51.0,18.0,60.60000000000002,25.0,16.0,60.60000000000002,6.27,2023,5,17,14,1.91,317.0
89,51,2018.61,3.682,3,132,50.5346632,-84.7864465,247,3.682,2023-05-17 14:58:20,,28.0,89.0,27.0,88.0,50.0,18.0,61.0,25.0,16.0,61.0,6.69,2023,5,17,14,1.91,317.0
91,51,2022.32,3.695,3,132,50.5346771,-84.7863918,242,3.695,2023-05-17 14:58:21,,27.5,88.0,26.5,86.0,50.0,18.0,61.200000000000045,26.0,16.0,61.200000000000045,7.13,2023,5,17,14,1.91,317.0
90,51,2025.36,3.214,3,132,50.5346864,-84.7863549,228,3.214,2023-05-17 14:58:22,,27.0,87.0,26.5,84.5,50.0,18.0,61.60000000000002,26.0,16.0,61.60000000000002,7.55,2023,5,17,14,1.91,317.0
88,51,2028.42,3.102,3,131,50.5346998,-84.7863101,229,3.102,2023-05-17 14:58:23,,26.5,86.0,26.0,83.0,50.0,18.0,61.799999999999955,26.0,16.0,61.799999999999955,7.85,2023,5,17,14,1.91,317.0
90,52,2031.87,3.368,3,130,50.5347133,-84.7862647,241,3.368,2023-05-17 14:58:24,,28.0,86.5,29.0,92.5,50.0,18.0,62.0,27.0,16.0,62.0,8.04,2023,5,17,14,1.91,317.0
90,52,2035.65,3.663,3,130,50.5347359,-84.7862187,242,3.663,2023-05-17 14:58:25,,28.5,88.0,29.5,95.0,50.0,18.0,62.39999999999998,27.0,16.0,62.39999999999998,8.09,2023,5,17,14,1.91,317.0
90,52,2038.93,3.386,3,130,50.5347498,-84.7861735,243,3.386,2023-05-17 14:58:26,,27.0,84.5,29.5,94.0,51.0,18.0,62.60000000000002,27.0,16.0,62.60000000000002,7.99,2023,5,17,14,1.91,317.0
92,52,2042.28,3.418,3,130,50.534759,-84.7861288,236,3.418,2023-05-17 14:58:27,,24.5,78.0,29.5,93.0,50.0,18.0,62.799999999999955,28.0,16.0,62.799999999999955,7.79,2023,5,17,14,1.91,317.0
92,52,2045.78,3.419,3,130,50.5347682,-84.7860824,236,3.419,2023-05-17 14:58:28,,25.0,77.5,30.0,92.5,49.0,18.0,63.200000000000045,28.0,16.0,63.200000000000045,7.39,2023,5,17,14,1.91,317.0
91,53,2049.35,3.522,3,130,50.5347818,-84.7860278,237,3.522,2023-05-17 14:58:29,,26.5,86.0,29.0,92.0,52.0,18.0,63.39999999999998,28.0,16.0,63.39999999999998,6.98,2023,5,17,14,1.91,317.0
91,53,2052.83,3.491,3,130,50.5347911,-84.7859819,244,3.491,2023-05-17 14:58:30,,28.0,89.5,28.0,90.0,54.0,18.0,63.60000000000002,28.0,16.0,63.60000000000002,6.6,2023,5,17,14,1.91,317.0
91,53,2056.18,3.401,3,130,50.5348001,-84.7859368,255,3.401,2023-05-17 14:58:31,,29.0,92.0,27.0,87.5,55.0,18.0,64.0,28.0,16.0,64.0,6.28,2023,5,17,14,1.91,317.0
91,53,2059.43,3.281,3,131,50.5348092,-84.7858914,253,3.281,2023-05-17 14:58:32,,30.0,94.0,26.0,84.5,55.0,18.0,64.20000000000005,29.0,16.0,64.20000000000005,6.13,2023,5,17,14,1.91,317.0
90,54,2062.46,3.104,3,132,50.5348226,-84.7858461,252,3.104,2023-05-17 14:58:33,,31.0,96.0,25.0,82.0,56.0,18.0,64.60000000000002,29.0,16.0,64.60000000000002,6.22,2023,5,17,14,1.91,317.0
90,54,2065.4,2.968,3,133,50.5348363,-84.785809,251,2.968,2023-05-17 14:58:34,,29.0,94.5,25.0,82.0,57.0,18.0,64.79999999999995,29.0,16.0,64.79999999999995,6.55,2023,5,17,14,1.91,317.0
90,54,2068.0,2.749,3,133,50.5348454,-84.7857733,244,2.749,2023-05-17 14:58:35,,28.0,92.0,25.0,82.0,54.0,18.0,65.20000000000005,30.0,16.0,65.20000000000005,7.08,2023,5,17,14,1.91,317.0
90,54,2071.13,2.985,3,133,50.5348547,-84.7857363,243,2.985,2023-05-17 14:58:36,,27.0,91.0,25.0,82.0,55.0,18.0,65.39999999999998,30.0,16.0,65.39999999999998,7.7,2023,5,17,14,1.91,317.0
88,55,2075.05,3.691,3,134,50.5348767,-84.7856828,242,3.691,2023-05-17 14:58:37,,26.5,91.0,25.0,82.5,55.0,18.0,65.60000000000002,30.0,16.0,65.60000000000002,8.22,2023,5,17,14,1.91,317.0
