altitude,battery_soc,cadence,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,timestamp,temperature,year,month,day,hour,wind_speed,wind_direction
27.399999999999977,,97.0,140.75,27.399999999999977,9.41,3,-0.27,23.5,46.0,78.0,50.5283879,-84.7978708,227.0,27.5,87.0,9.41,2022-05-11 11:25:45,11.0,2022,5,11,11,2.78,218.0
27.399999999999977,,96.0,150.74,27.399999999999977,8.946,3,0.07,23.0,46.0,76.0,50.528352,-84.7980071,211.0,26.5,85.5,8.946,2022-05-11 11:25:46,11.0,2022,5,11,11,2.78,218.0
27.399999999999977,,96.0,159.9,27.399999999999977,9.257,3,0.48,21.5,46.0,72.5,50.5283167,-84.798131,210.0,25.0,82.0,9.257,2022-05-11 11:25:47,11.0,2022,5,11,11,2.78,218.0
27.600000000000023,,95.0,169.36,27.600000000000023,9.232,3,0.95,22.0,46.0,72.5,50.5282811,-84.7982592,212.0,22.5,75.0,9.232,2022-05-11 11:25:48,11.0,2022,5,11,11,2.78,218.0
27.799999999999955,,94.0,178.73,27.799999999999955,9.196,3,1.12,23.0,49.0,75.5,50.5282528,-84.7983894,197.0,24.0,78.0,9.196,2022-05-11 11:25:49,11.0,2022,5,11,11,2.78,218.0
28.0,,94.0,188.22,28.0,9.002,3,1.19,23.0,50.0,76.5,50.5282135,-84.7985163,139.0,24.5,79.0,9.002,2022-05-11 11:25:50,11.0,2022,5,11,11,2.78,218.0
28.200000000000045,,94.0,197.6,28.200000000000045,9.033,3,1.48,23.0,50.0,76.5,50.5281696,-84.7986384,69.0,24.5,79.0,9.033,2022-05-11 11:25:51,11.0,2022,5,11,11,2.78,218.0
28.399999999999977,,90.0,206.61,28.399999999999977,8.941,3,1.88,23.0,50.0,76.5,50.5281241,-84.7987536,18.0,24.5,79.0,8.941,2022-05-11 11:25:52,11.0,2022,5,11,11,2.78,218.0
28.399999999999977,,73.0,215.56,28.399999999999977,8.763,3,1.97,23.0,50.0,76.5,50.528084,-84.7988713,16.0,24.5,79.0,8.763,2022-05-11 11:25:53,11.0,2022,5,11,11,2.78,218.0
28.600000000000023,,57.0,224.22,28.600000000000023,8.648,3,1.8,23.0,50.0,76.5,50.5280427,-84.7989836,14.0,24.5,79.0,8.648,2022-05-11 11:25:54,11.0,2022,5,11,11,2.78,218.0
28.399999999999977,,41.0,232.83,28.399999999999977,8.63,3,1.49,23.0,50.0,76.5,50.5280041,-84.7990971,12.0,24.5,79.0,8.63,2022-05-11 11:25:55,11.0,2022,5,11,11,2.78,218.0
28.399999999999977,,25.0,242.31,28.399999999999977,8.727,3,0.98,23.0,50.0,76.5,50.5279607,-84.7992212,114.0,24.5,79.0,8.727,2022-05-11 11:25:56,11.0,2022,5,11,11,2.78,218.0
28.399999999999977,,21.0,251.44,28.399999999999977,8.711,3,0.33,23.5,50.0,78.5,50.5279249,-84.7993443,373.0,24.5,80.5,8.711,2022-05-11 11:25:57,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,45.0,260.61,28.399999999999977,8.864,3,0.0,26.0,50.0,85.5,50.5278929,-84.7994699,365.0,25.5,85.5,8.864,2022-05-11 11:25:58,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,69.0,269.38,28.600000000000023,9.173,3,0.0,28.5,49.0,92.5,50.5278582,-84.7995878,357.0,26.0,90.5,9.173,2022-05-11 11:25:59,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,87.0,276.9,28.600000000000023,9.276,3,0.0,30.5,49.0,97.5,50.5278248,-84.799687,350.0,26.5,94.0,9.276,2022-05-11 11:26:00,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,88.0,288.56,28.399999999999977,9.282,3,0.0,30.5,49.0,97.5,50.5277686,-84.7998379,331.0,26.5,94.0,9.282,2022-05-11 11:26:01,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,88.0,297.65,28.399999999999977,8.733,3,0.0,30.5,49.0,97.5,50.5277263,-84.7999565,292.0,26.5,94.0,8.733,2022-05-11 11:26:02,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,87.0,306.0,28.200000000000045,8.45,3,0.0,30.5,49.0,97.5,50.5276884,-84.8000661,291.0,26.5,94.0,8.45,2022-05-11 11:26:03,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,87.0,314.55,28.200000000000045,8.751,3,-0.1,29.0,49.0,95.0,50.5276545,-84.8001811,311.0,26.5,94.0,8.751,2022-05-11 11:26:04,10.0,2022,5,11,11,2.78,218.0
28.0,,87.0,323.15,28.0,8.477,3,-0.67,26.5,49.0,92.0,50.5276199,-84.8002966,334.0,26.5,93.5,8.477,2022-05-11 11:26:05,10.0,2022,5,11,11,2.78,218.0
27.799999999999955,,87.0,332.35,27.799999999999955,8.701,3,-1.2,24.5,49.0,91.5,50.5275791,-84.8004178,323.0,27.0,94.5,8.701,2022-05-11 11:26:06,10.0,2022,5,11,11,2.78,218.0
27.799999999999955,,88.0,341.69,27.799999999999955,9.117,3,-1.21,23.0,50.0,90.5,50.5275368,-84.8005406,312.0,28.0,95.0,9.117,2022-05-11 11:26:07,10.0,2022,5,11,11,2.78,218.0
27.799999999999955,,90.0,350.66,27.799999999999955,8.699,3,-1.2,22.0,50.0,90.5,50.5275034,-84.8006623,292.0,28.5,95.5,8.699,2022-05-11 11:26:08,10.0,2022,5,11,11,2.78,218.0
28.0,,91.0,359.63,28.0,8.68,3,-0.92,22.0,50.0,90.5,50.527464,-84.8007808,281.0,28.5,95.5,8.68,2022-05-11 11:26:09,10.0,2022,5,11,11,2.78,218.0
28.0,,92.0,369.07,28.0,8.964,3,-0.29,22.0,50.0,90.5,50.5274224,-84.8009056,284.0,28.5,95.5,8.964,2022-05-11 11:26:10,10.0,2022,5,11,11,2.78,218.0
28.0,,92.0,378.83,28.0,9.137,3,0.0,22.0,47.0,86.5,50.5273838,-84.801037,281.0,27.0,93.0,9.137,2022-05-11 11:26:11,10.0,2022,5,11,11,2.78,218.0
28.0,,93.0,388.28,28.0,9.221,3,0.0,23.0,37.0,74.0,50.5273483,-84.8011652,270.0,23.0,84.5,9.221,2022-05-11 11:26:12,10.0,2022,5,11,11,2.78,218.0
27.799999999999955,,94.0,397.66,27.799999999999955,8.894,3,0.0,26.5,47.0,87.0,50.5273143,-84.801293,266.0,25.5,86.0,8.894,2022-05-11 11:26:13,10.0,2022,5,11,11,2.78,218.0
27.799999999999955,,95.0,407.48,27.799999999999955,9.84,3,0.0,28.0,50.0,90.5,50.527275,-84.8014249,255.0,26.5,88.0,9.84,2022-05-11 11:26:14,10.0,2022,5,11,11,2.78,218.0
27.600000000000023,,96.0,416.86,27.600000000000023,9.115,3,-0.07,28.5,50.0,91.0,50.5272333,-84.8015486,219.0,26.5,90.0,9.115,2022-05-11 11:26:15,10.0,2022,5,11,11,2.78,218.0
27.600000000000023,,95.0,426.25,27.600000000000023,9.331,3,-0.48,26.5,43.0,87.0,50.5271909,-84.801672,253.0,26.0,89.0,9.331,2022-05-11 11:26:16,10.0,2022,5,11,11,2.78,218.0
27.600000000000023,,95.0,436.33,27.600000000000023,9.676,3,-0.83,24.5,37.0,83.0,50.5271492,-84.8018066,287.0,25.5,87.5,9.676,2022-05-11 11:26:17,10.0,2022,5,11,11,2.78,218.0
27.600000000000023,,97.0,446.33,27.600000000000023,10.026,3,-0.71,27.0,45.0,87.5,50.5271058,-84.8019391,245.0,30.5,93.5,10.026,2022-05-11 11:26:18,10.0,2022,5,11,11,2.78,218.0
27.600000000000023,,98.0,456.96,27.600000000000023,9.883,3,-0.29,25.0,44.0,82.0,50.5270563,-84.8020779,226.0,30.0,92.5,9.883,2022-05-11 11:26:19,10.0,2022,5,11,11,2.78,218.0
27.600000000000023,,98.0,466.79,27.600000000000023,9.539,3,0.0,23.0,43.0,77.5,50.5270162,-84.8022094,238.0,28.0,89.5,9.539,2022-05-11 11:26:20,10.0,2022,5,11,11,2.78,218.0
27.600000000000023,,97.0,476.07,27.600000000000023,9.415,3,0.0,24.0,50.0,82.5,50.5269749,-84.8023318,277.0,24.0,81.5,9.415,2022-05-11 11:26:21,10.0,2022,5,11,11,2.78,218.0
27.799999999999955,,96.0,485.67,27.799999999999955,9.424,3,0.0,24.0,54.0,86.5,50.5269426,-84.8024636,254.0,23.5,86.5,9.424,2022-05-11 11:26:22,10.0,2022,5,11,11,2.78,218.0
27.799999999999955,,95.0,495.36,27.799999999999955,9.723,3,0.0,24.0,51.0,87.0,50.5269072,-84.8025957,245.0,23.5,87.5,9.723,2022-05-11 11:26:23,10.0,2022,5,11,11,2.78,218.0
27.799999999999955,,95.0,505.26,27.799999999999955,9.338,3,0.0,23.5,50.0,84.5,50.526871,-84.8027304,247.0,24.5,88.0,9.338,2022-05-11 11:26:24,10.0,2022,5,11,11,2.78,218.0
27.799999999999955,,95.0,514.56,27.799999999999955,9.611,3,0.0,23.0,51.0,80.5,50.526839,-84.802858,253.0,26.0,89.0,9.611,2022-05-11 11:26:25,10.0,2022,5,11,11,2.78,218.0
28.0,,94.0,524.66,28.0,9.267,3,0.08,22.5,52.0,76.5,50.5268018,-84.8029954,259.0,27.5,90.0,9.267,2022-05-11 11:26:26,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,94.0,534.86,28.200000000000045,9.17,3,0.51,22.0,51.0,74.5,50.5267676,-84.8031357,273.0,28.0,90.5,9.17,2022-05-11 11:26:27,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,93.0,544.77,28.200000000000045,9.683,3,0.88,22.0,49.0,74.5,50.5267259,-84.8032676,316.0,28.0,90.5,9.683,2022-05-11 11:26:28,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,93.0,554.82,28.200000000000045,9.902,3,0.96,22.0,50.0,76.0,50.5266827,-84.8034011,362.0,28.0,90.5,9.902,2022-05-11 11:26:29,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,93.0,564.72,28.399999999999977,9.903,3,1.14,23.0,53.0,80.0,50.526656,-84.8035398,315.0,27.5,90.0,9.903,2022-05-11 11:26:30,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,94.0,574.22,28.399999999999977,9.763,3,1.1,23.5,56.0,84.0,50.5266172,-84.803667,267.0,27.0,89.5,9.763,2022-05-11 11:26:31,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,94.0,583.96,28.399999999999977,9.597,3,0.79,24.0,57.0,86.0,50.5265866,-84.8038018,235.0,27.0,89.5,9.597,2022-05-11 11:26:32,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,94.0,593.67,28.399999999999977,9.704,3,0.32,24.0,57.0,86.0,50.526549,-84.803933,207.0,27.0,89.5,9.704,2022-05-11 11:26:33,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,95.0,603.6,28.399999999999977,9.717,3,0.0,24.0,57.0,86.0,50.5265131,-84.8040683,222.0,27.0,89.5,9.717,2022-05-11 11:26:34,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,95.0,613.4,28.200000000000045,9.286,3,0.0,24.0,58.0,86.0,50.5264734,-84.8041998,273.0,27.0,89.5,9.286,2022-05-11 11:26:35,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,95.0,623.1,28.200000000000045,9.574,3,-0.06,24.0,60.0,86.0,50.5264335,-84.8043295,317.0,27.0,89.5,9.574,2022-05-11 11:26:36,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,96.0,633.06,28.200000000000045,9.618,3,-0.37,24.0,49.0,86.0,50.5263903,-84.8044613,240.0,27.0,89.5,9.618,2022-05-11 11:26:37,10.0,2022,5,11,11,2.78,218.0
28.0,,96.0,642.86,28.0,9.541,3,-0.71,24.0,45.0,86.0,50.526346,-84.8045902,209.0,27.0,89.5,9.541,2022-05-11 11:26:38,10.0,2022,5,11,11,2.78,218.0
28.0,,96.0,652.34,28.0,9.508,3,-0.92,24.0,45.0,86.0,50.5263103,-84.8047187,213.0,27.0,89.5,9.508,2022-05-11 11:26:39,10.0,2022,5,11,11,2.78,218.0
28.0,,95.0,661.84,28.0,9.492,3,-0.9,24.0,45.0,86.0,50.5262763,-84.8048485,220.0,27.0,89.5,9.492,2022-05-11 11:26:40,10.0,2022,5,11,11,2.78,218.0
28.0,,94.0,671.48,28.0,9.394,3,-0.37,24.0,45.0,86.0,50.5262446,-84.8049812,246.0,27.0,89.5,9.394,2022-05-11 11:26:41,10.0,2022,5,11,11,2.78,218.0
28.0,,94.0,680.64,28.0,9.135,3,0.0,24.0,49.0,86.0,50.5262081,-84.8051045,242.0,27.0,89.5,9.135,2022-05-11 11:26:42,10.0,2022,5,11,11,2.78,218.0
28.0,,93.0,690.23,28.0,9.109,3,0.0,24.0,53.0,85.5,50.5261672,-84.8052319,238.0,27.0,89.5,9.109,2022-05-11 11:26:43,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,91.0,699.64,28.200000000000045,9.333,3,0.0,25.0,53.0,81.5,50.5261237,-84.8053549,272.0,26.5,88.5,9.333,2022-05-11 11:26:44,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,91.0,708.61,28.200000000000045,8.929,3,0.0,24.0,53.0,82.0,50.5260857,-84.8054742,239.0,27.0,86.5,8.929,2022-05-11 11:26:45,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,90.0,718.24,28.200000000000045,8.913,3,0.04,22.5,49.0,80.5,50.5260439,-84.8056018,219.0,27.0,86.5,8.913,2022-05-11 11:26:46,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,89.0,727.12,28.200000000000045,8.342,3,0.25,22.0,47.0,75.0,50.5260081,-84.8057209,195.0,26.5,85.5,8.342,2022-05-11 11:26:47,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,89.0,734.94,28.399999999999977,7.98,3,0.26,21.5,46.0,72.0,50.5259765,-84.8058258,150.0,26.5,85.0,7.98,2022-05-11 11:26:48,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,88.0,743.02,28.399999999999977,8.005,3,0.38,20.5,47.0,71.5,50.5259469,-84.8059359,93.0,26.5,85.5,8.005,2022-05-11 11:26:49,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,83.0,751.47,28.600000000000023,8.153,3,0.77,19.0,47.0,68.5,50.5259165,-84.806051,69.0,26.0,84.5,8.153,2022-05-11 11:26:50,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,40.0,760.05,28.600000000000023,8.462,3,0.97,10.5,47.0,44.0,50.5258827,-84.8061667,356.0,22.0,76.0,8.462,2022-05-11 11:26:51,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,86.0,769.01,28.600000000000023,9.31,3,0.92,18.0,49.0,67.5,50.5258488,-84.8062881,644.0,24.5,84.0,9.31,2022-05-11 11:26:52,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,92.0,778.6,28.600000000000023,9.914,3,0.85,28.0,50.0,97.0,50.5258133,-84.8064185,582.0,28.0,95.0,9.914,2022-05-11 11:26:53,10.0,2022,5,11,11,2.78,218.0
28.799999999999955,,95.0,788.66,28.799999999999955,10.219,3,0.8,26.5,45.0,94.0,50.5257762,-84.8065552,512.0,28.5,98.5,10.219,2022-05-11 11:26:54,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,96.0,798.89,28.600000000000023,10.227,3,0.34,26.0,45.0,92.5,50.5257397,-84.806695,509.0,28.5,98.5,10.227,2022-05-11 11:26:55,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,100.0,809.44,28.600000000000023,10.062,3,0.0,25.0,45.0,92.0,50.5256961,-84.8068359,403.0,27.0,97.5,10.062,2022-05-11 11:26:56,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,101.0,819.27,28.200000000000045,9.729,3,-0.07,25.0,45.0,92.0,50.5256562,-84.8069677,218.0,26.5,97.5,9.729,2022-05-11 11:26:57,10.0,2022,5,11,11,2.78,218.0
28.0,,100.0,829.13,28.0,10.014,3,-0.51,22.0,45.0,80.0,50.5256145,-84.8070989,166.0,25.0,88.5,10.014,2022-05-11 11:26:58,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,100.0,838.73,28.200000000000045,9.732,3,-1.1,18.0,45.0,62.5,50.5255712,-84.807225,177.0,23.0,75.5,9.732,2022-05-11 11:26:59,10.0,2022,5,11,11,2.78,218.0
28.200000000000045,,97.0,847.78,28.200000000000045,9.449,3,-1.16,20.5,52.0,69.0,50.5255266,-84.8073416,179.0,23.5,79.0,9.449,2022-05-11 11:27:00,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,95.0,857.49,28.399999999999977,9.24,3,-0.78,21.0,54.0,70.5,50.5254891,-84.8074727,175.0,23.5,80.0,9.24,2022-05-11 11:27:01,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,94.0,866.65,28.399999999999977,9.204,3,-0.28,21.0,53.0,71.5,50.5254516,-84.8075952,182.0,24.0,79.0,9.204,2022-05-11 11:27:02,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,94.0,875.79,28.600000000000023,8.911,3,0.11,21.0,53.0,72.0,50.5254175,-84.8077193,189.0,24.0,78.5,8.911,2022-05-11 11:27:03,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,91.0,884.71,28.600000000000023,8.925,3,0.72,21.0,53.0,72.0,50.52538,-84.8078382,199.0,24.0,78.5,8.925,2022-05-11 11:27:04,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,90.0,894.07,28.600000000000023,9.18,3,1.11,21.0,53.0,72.0,50.525342,-84.8079637,197.0,24.0,78.5,9.18,2022-05-11 11:27:05,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,88.0,903.4,28.600000000000023,9.2,3,0.5,21.0,50.0,72.0,50.5253021,-84.8080877,173.0,24.0,78.5,9.2,2022-05-11 11:27:06,10.0,2022,5,11,11,2.78,218.0
28.399999999999977,,88.0,912.59,28.399999999999977,8.907,3,0.0,21.0,47.0,72.0,50.5252606,-84.8082084,165.0,24.0,78.5,8.907,2022-05-11 11:27:07,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,87.0,921.52,28.600000000000023,8.747,3,0.0,22.0,47.0,77.0,50.5252245,-84.8083283,199.0,24.0,78.0,8.747,2022-05-11 11:27:08,10.0,2022,5,11,11,2.78,218.0
28.799999999999955,,87.0,930.36,28.799999999999955,8.744,3,0.0,25.0,47.0,88.5,50.5251851,-84.8084447,216.0,24.5,77.0,8.744,2022-05-11 11:27:09,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,88.0,939.68,28.600000000000023,9.01,3,0.0,25.0,47.0,88.5,50.525149,-84.8085705,219.0,24.5,77.0,9.01,2022-05-11 11:27:10,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,88.0,948.92,28.600000000000023,9.051,3,0.0,23.5,46.0,83.0,50.5251095,-84.8086932,212.0,24.0,77.0,9.051,2022-05-11 11:27:11,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,88.0,958.1,28.600000000000023,8.724,3,0.0,21.5,44.0,76.5,50.5250774,-84.8088189,205.0,23.5,77.5,8.724,2022-05-11 11:27:12,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,88.0,966.57,28.600000000000023,8.111,3,0.0,19.5,42.0,70.0,50.5250514,-84.8089364,197.0,23.0,77.5,8.111,2022-05-11 11:27:13,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,88.0,974.75,28.600000000000023,7.961,3,0.0,17.5,41.0,64.0,50.5250296,-84.8090511,190.0,22.5,78.0,7.961,2022-05-11 11:27:14,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,88.0,982.43,28.600000000000023,7.64,3,0.0,17.0,40.0,61.5,50.525003,-84.8091565,86.0,22.5,78.0,7.64,2022-05-11 11:27:15,10.0,2022,5,11,11,2.78,218.0
28.600000000000023,,55.0,990.71,28.600000000000023,7.949,3,0.0,17.0,40.0,61.5,50.524972,-84.8092687,123.0,22.5,78.0,7.949,2022-05-11 11:27:16,10.0,2022,5,11,11,2.78,218.0
28.799999999999955,,40.0,999.09,28.799999999999955,8.047,3,0.0,17.0,40.0,61.5,50.5249401,-84.8093822,222.0,22.5,78.0,8.047,2022-05-11 11:27:17,10.0,2022,5,11,11,2.78,218.0
28.799999999999955,,78.0,1007.01,28.799999999999955,7.494,3,0.0,17.0,40.0,61.5,50.5249159,-84.8094922,232.0,22.5,78.0,7.494,2022-05-11 11:27:18,10.0,2022,5,11,11,2.78,218.0
28.799999999999955,,79.0,1015.01,28.799999999999955,7.962,3,0.07,17.0,41.0,61.5,50.5248825,-84.8095989,239.0,22.5,78.0,7.962,2022-05-11 11:27:19,10.0,2022,5,11,11,2.78,218.0
29.0,,79.0,1022.94,29.0,7.999,3,0.47,17.0,45.0,61.5,50.5248548,-84.8097075,230.0,22.5,78.0,7.999,2022-05-11 11:27:20,10.0,2022,5,11,11,2.78,218.0
29.0,,80.0,1031.01,29.0,8.191,3,0.84,17.0,47.0,61.5,50.5248292,-84.8098191,217.0,22.5,78.0,8.191,2022-05-11 11:27:21,10.0,2022,5,11,11,2.78,218.0
29.200000000000045,,80.0,1039.51,29.200000000000045,8.203,3,0.91,17.0,47.0,61.5,50.5247989,-84.8099351,199.0,22.5,78.0,8.203,2022-05-11 11:27:22,10.0,2022,5,11,11,2.78,218.0
29.399999999999977,,80.0,1047.54,29.399999999999977,7.955,3,1.17,17.0,47.0,60.5,50.524777,-84.8100476,173.0,23.5,80.0,7.955,2022-05-11 11:27:23,10.0,2022,5,11,11,2.78,218.0
29.600000000000023,,80.0,1055.54,29.600000000000023,8.06,3,1.49,17.0,,55.5,50.5247493,-84.8101573,102.0,28.5,93.0,8.06,2022-05-11 11:27:24,10.0,2022,5,11,11,2.78,218.0
29.600000000000023,,79.0,1063.18,29.600000000000023,7.911,3,1.68,16.5,,54.0,50.5247247,-84.8102628,74.0,27.0,89.0,7.911,2022-05-11 11:27:25,10.0,2022,5,11,11,2.78,218.0
29.799999999999955,,79.0,1071.6,29.799999999999955,7.685,3,1.69,16.5,,53.0,50.5246995,-84.8103799,46.0,25.0,84.5,7.685,2022-05-11 11:27:26,10.0,2022,5,11,11,2.78,218.0
30.0,,79.0,1079.09,30.0,7.245,3,1.74,16.0,,51.5,50.5246717,-84.8104816,17.0,23.0,80.5,7.245,2022-05-11 11:27:27,10.0,2022,5,11,11,2.78,218.0
30.0,,0.0,1086.0,30.0,6.371,3,1.87,16.0,,51.0,50.5246536,-84.8105787,0.0,22.0,78.0,6.371,2022-05-11 11:27:28,10.0,2022,5,11,11,2.78,218.0
30.0,,0.0,1091.93,30.0,5.837,3,1.83,16.0,,51.0,50.5246317,-84.8106593,0.0,22.0,78.0,5.837,2022-05-11 11:27:29,10.0,2022,5,11,11,2.78,218.0
30.0,,0.0,1097.8,30.0,5.689,3,1.53,16.0,,51.0,50.5246138,-84.8107408,0.0,22.0,78.0,5.689,2022-05-11 11:27:30,10.0,2022,5,11,11,2.78,218.0
30.0,,0.0,1103.36,30.0,5.385,3,1.2,16.0,,51.0,50.5245978,-84.8108183,0.0,22.0,78.0,5.385,2022-05-11 11:27:31,10.0,2022,5,11,11,2.78,218.0
30.200000000000045,,0.0,1108.71,30.200000000000045,4.989,3,0.56,16.0,,51.0,50.52458,-84.810892,0.0,22.0,78.0,4.989,2022-05-11 11:27:32,10.0,2022,5,11,11,2.78,218.0
30.200000000000045,,0.0,1114.13,30.200000000000045,5.095,3,0.0,16.0,,51.0,50.5245698,-84.8109693,0.0,22.0,78.0,5.095,2022-05-11 11:27:33,10.0,2022,5,11,11,2.78,218.0
30.200000000000045,,0.0,1119.41,30.200000000000045,4.625,3,0.0,16.0,,51.0,50.524556,-84.8110433,0.0,22.0,78.0,4.625,2022-05-11 11:27:34,10.0,2022,5,11,11,2.78,218.0
30.200000000000045,,0.0,1123.84,30.200000000000045,4.501,3,0.0,16.0,,51.0,50.5245372,-84.8111023,0.0,22.0,78.0,4.501,2022-05-11 11:27:35,10.0,2022,5,11,11,2.78,218.0
30.200000000000045,,0.0,1128.75,30.200000000000045,4.411,3,0.0,16.0,,51.0,50.5245183,-84.8111686,0.0,22.0,78.0,4.411,2022-05-11 11:27:36,10.0,2022,5,11,11,2.78,218.0
