cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,altitude,ascent,battery_soc,descent,enhanced_altitude,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
62,748,28721.68,4.262,3,125,50.5405212,-84.8114669,298,4.262,2022-09-15 22:38:00,5.600000000000023,103.0,,123.0,5.600000000000023,2.47,22.5,53.0,84.0,0.0,0.0,17.0,2022,9,15,22,2.6,2.0
75,748,28727.76,5.637,3,124,50.5405289,-84.8115503,438,5.637,2022-09-15 22:38:01,5.600000000000023,103.0,,123.0,5.600000000000023,2.18,25.5,52.0,85.5,9.0,29.5,17.0,2022,9,15,22,2.6,2.0
86,749,28735.15,6.928,3,123,50.5405375,-84.8116564,492,6.928,2022-09-15 22:38:02,5.399999999999977,103.0,,123.0,5.399999999999977,1.42,24.5,51.0,94.5,29.5,97.5,17.0,2022,9,15,22,2.6,2.0
93,749,28742.77,7.415,3,124,50.5405368,-84.811767,507,7.415,2022-09-15 22:38:03,5.199999999999989,103.0,,123.0,5.199999999999989,0.41,28.5,50.0,99.5,29.5,97.5,17.0,2022,9,15,22,2.6,2.0
98,750,28750.51,7.674,3,123,50.5405349,-84.8118812,495,7.674,2022-09-15 22:38:04,5.0,103.0,,123.0,5.0,-0.65,30.0,51.0,98.5,29.5,97.0,17.0,2022,9,15,22,2.6,2.0
103,750,28758.49,7.911,2,123,50.5405375,-84.8119993,426,7.911,2022-09-15 22:38:05,5.0,103.0,,123.0,5.0,-1.3,31.0,50.0,97.0,30.0,96.5,17.0,2022,9,15,22,2.6,2.0
107,750,28766.71,8.244,2,122,50.5405445,-84.8121144,422,8.244,2022-09-15 22:38:06,5.0,103.0,,123.0,5.0,-1.56,29.5,43.0,92.5,30.0,96.5,17.0,2022,9,15,22,2.6,2.0
109,751,28775.47,8.606,2,121,50.5405562,-84.8122387,391,8.606,2022-09-15 22:38:07,4.800000000000011,103.0,,123.0,4.800000000000011,-1.55,24.5,37.0,83.5,29.5,95.5,17.0,2022,9,15,22,2.6,2.0
104,751,28784.43,8.772,2,122,50.5405648,-84.8123689,341,8.772,2022-09-15 22:38:08,4.800000000000011,103.0,,123.0,4.800000000000011,-1.46,19.0,37.0,81.5,25.0,90.0,17.0,2022,9,15,22,2.6,2.0
102,751,28793.3,8.865,2,121,50.5405746,-84.8124954,284,8.865,2022-09-15 22:38:09,4.800000000000011,103.0,,123.0,4.800000000000011,-1.26,18.5,47.0,70.0,25.0,86.5,17.0,2022,9,15,22,2.6,2.0
101,751,28802.38,9.002,2,122,50.5405935,-84.8126231,181,9.002,2022-09-15 22:38:10,5.0,103.0,,123.0,5.0,-0.17,18.0,50.0,66.0,22.0,77.5,17.0,2022,9,15,22,2.6,2.0
101,752,28811.2,8.851,2,123,50.5406111,-84.8127513,176,8.851,2022-09-15 22:38:11,4.800000000000011,103.0,,123.0,4.800000000000011,0.0,18.0,50.0,66.5,18.0,67.0,17.0,2022,9,15,22,2.6,2.0
80,752,28819.51,8.472,2,120,50.5406247,-84.8128731,168,8.472,2022-09-15 22:38:12,4.800000000000011,103.0,,123.0,4.800000000000011,0.0,18.0,53.0,67.0,16.5,60.0,17.0,2022,9,15,22,2.6,2.0
57,752,28827.36,7.988,2,121,50.5406358,-84.8129863,159,7.988,2022-09-15 22:38:13,4.800000000000011,103.0,,123.0,4.800000000000011,0.0,17.5,63.0,65.5,17.0,61.0,17.0,2022,9,15,22,2.6,2.0
34,752,28834.12,7.063,2,121,50.5406422,-84.8130849,150,7.063,2022-09-15 22:38:14,4.800000000000011,103.0,,123.0,4.800000000000011,0.0,17.0,72.0,64.0,17.0,62.0,17.0,2022,9,15,22,2.6,2.0
32,752,28840.14,6.304,2,119,50.5406546,-84.8131652,90,6.304,2022-09-15 22:38:15,5.0,103.0,,123.0,5.0,0.0,16.5,81.0,62.5,17.5,62.5,17.0,2022,9,15,22,2.6,2.0
63,752,28845.08,5.273,2,120,50.5406703,-84.813233,60,5.273,2022-09-15 22:38:16,5.0,103.0,,123.0,5.0,0.0,16.5,73.0,61.5,17.5,64.0,17.0,2022,9,15,22,2.6,2.0
52,752,28848.26,3.704,2,120,50.5406839,-84.8132755,50,3.704,2022-09-15 22:38:17,5.199999999999989,103.0,,123.0,5.199999999999989,0.0,21.0,46.0,61.5,18.5,68.0,17.0,2022,9,15,22,2.6,2.0
34,752,28849.29,1.295,2,120,50.540687,-84.8132922,43,1.295,2022-09-15 22:38:18,5.399999999999977,103.0,,123.0,5.399999999999977,0.0,25.0,57.0,67.5,15.0,,17.0,2022,9,15,22,2.6,2.0
16,752,28849.29,0.0,2,120,50.5406825,-84.8133012,36,0.0,2022-09-15 22:38:19,5.399999999999977,103.0,,123.0,5.399999999999977,0.0,28.5,68.0,74.5,11.5,,17.0,2022,9,15,22,2.6,2.0
0,752,28849.29,0.0,2,119,50.5406779,-84.8133104,0,0.0,2022-09-15 22:38:20,5.600000000000023,103.0,,123.0,5.600000000000023,0.0,32.0,79.0,81.5,8.0,,17.0,2022,9,15,22,2.6,2.0
10,752,28849.29,0.0,2,120,50.540676,-84.8133143,1,0.0,2022-09-15 22:38:21,5.600000000000023,103.0,,123.0,5.600000000000023,0.0,36.0,90.0,88.5,4.0,,17.0,2022,9,15,22,2.6,2.0
9,752,28849.29,0.0,2,120,50.540676,-84.8133143,1,0.0,2022-09-15 22:38:22,5.600000000000023,103.0,,123.0,5.600000000000023,0.0,39.5,99.0,95.5,0.5,,17.0,2022,9,15,22,2.6,2.0
6,752,28849.29,0.0,2,119,50.540676,-84.8133143,1,0.0,2022-09-15 22:38:23,5.600000000000023,103.0,,123.0,5.600000000000023,0.0,39.0,96.0,95.5,1.0,,17.0,2022,9,15,22,2.6,2.0
3,752,28849.29,0.0,1,119,50.540676,-84.8133143,0,0.0,2022-09-15 22:38:24,5.600000000000023,103.0,,123.0,5.600000000000023,0.0,37.5,93.0,94.5,2.0,,17.0,2022,9,15,22,2.6,2.0
0,752,28849.29,0.0,1,120,50.540676,-84.8133143,0,0.0,2022-09-15 22:38:25,5.800000000000011,103.0,,123.0,5.800000000000011,0.0,36.0,89.0,93.5,3.0,,17.0,2022,9,15,22,2.6,2.0
0,752,28849.29,0.0,1,119,50.540676,-84.8133143,0,0.0,2022-09-15 22:38:26,5.800000000000011,103.0,,123.0,5.800000000000011,0.0,34.5,86.0,93.0,4.0,,17.0,2022,9,15,22,2.6,2.0
33,752,28850.46,2.253,2,118,50.5406441,-84.8132825,32,2.253,2022-09-15 22:38:37,5.800000000000011,103.0,,123.0,5.800000000000011,0.0,19.5,48.0,84.0,16.0,60.0,17.0,2022,9,15,22,2.6,2.0
49,752,28853.06,2.484,2,117,50.5406441,-84.8132452,96,2.484,2022-09-15 22:38:38,5.800000000000011,103.0,,123.0,5.800000000000011,0.0,18.5,44.0,77.5,23.0,78.0,17.0,2022,9,15,22,2.6,2.0
52,752,28855.42,2.291,2,117,50.5406441,-84.8132077,94,2.291,2022-09-15 22:38:39,5.800000000000011,103.0,,123.0,5.800000000000011,0.0,18.5,41.0,66.5,27.5,82.0,17.0,2022,9,15,22,2.6,2.0
35,752,28856.21,0.862,2,117,50.5406467,-84.8131959,76,0.862,2022-09-15 22:38:40,5.800000000000011,103.0,,123.0,5.800000000000011,0.0,21.5,54.0,61.5,21.5,69.5,17.0,2022,9,15,22,2.6,2.0
28,752,28856.21,0.0,2,117,50.540646,-84.8131959,67,0.0,2022-09-15 22:38:41,5.800000000000011,103.0,,123.0,5.800000000000011,0.0,30.5,82.0,83.0,18.0,62.5,17.0,2022,9,15,22,2.6,2.0
25,753,28857.03,0.68,2,117,50.5406467,-84.8132064,63,0.68,2022-09-15 22:38:42,5.800000000000011,103.0,,123.0,5.800000000000011,0.0,28.0,75.0,86.0,13.0,71.5,17.0,2022,9,15,22,2.6,2.0
22,753,28857.63,0.664,2,119,50.5406487,-84.8132142,60,0.664,2022-09-15 22:38:43,5.800000000000011,103.0,,123.0,5.800000000000011,0.0,24.5,68.0,87.5,8.5,81.5,17.0,2022,9,15,22,2.6,2.0
22,753,28860.18,2.079,2,119,50.5406434,-84.8132511,61,2.079,2022-09-15 22:38:44,5.600000000000023,103.0,,123.0,5.600000000000023,0.0,20.5,61.0,89.0,4.0,91.5,17.0,2022,9,15,22,2.6,2.0
37,753,28864.02,3.395,2,122,50.5406316,-84.8133044,115,3.395,2022-09-15 22:38:45,5.600000000000023,103.0,,123.0,5.600000000000023,0.0,18.5,54.0,91.0,2.0,99.5,17.0,2022,9,15,22,2.6,2.0
60,753,28868.31,4.063,2,122,50.5406179,-84.8133606,248,4.063,2022-09-15 22:38:46,5.600000000000023,103.0,,123.0,5.600000000000023,0.0,25.5,47.0,94.0,13.5,95.5,17.0,2022,9,15,22,2.6,2.0
90,754,28873.64,5.024,2,123,50.540599,-84.8134347,411,5.024,2022-09-15 22:38:47,5.399999999999977,103.0,,123.0,5.399999999999977,0.0,32.0,42.0,96.5,25.0,91.5,17.0,2022,9,15,22,2.6,2.0
99,754,28879.62,5.722,2,122,50.5405683,-84.8135114,548,5.722,2022-09-15 22:38:48,5.399999999999977,103.0,,123.0,5.399999999999977,0.0,33.0,32.0,98.0,31.0,95.5,17.0,2022,9,15,22,2.6,2.0
100,755,28886.81,6.8,2,122,50.540521,-84.8135953,530,6.8,2022-09-15 22:38:49,5.399999999999977,103.0,,123.0,5.399999999999977,0.0,35.0,37.0,99.0,32.0,97.5,17.0,2022,9,15,22,2.6,2.0
98,755,28894.85,7.723,3,122,50.5404664,-84.8136863,501,7.723,2022-09-15 22:38:50,5.199999999999989,103.0,,123.0,5.199999999999989,0.0,38.0,41.0,97.5,29.0,93.0,17.0,2022,9,15,22,2.6,2.0
103,756,28903.14,8.201,3,123,50.5404044,-84.813766,423,8.201,2022-09-15 22:38:51,5.199999999999989,103.0,,123.0,5.199999999999989,0.0,26.0,39.0,86.5,26.5,89.0,17.0,2022,9,15,22,2.6,2.0
102,756,28911.95,8.674,3,123,50.5403414,-84.8138598,351,8.674,2022-09-15 22:38:52,5.0,103.0,,123.0,5.0,0.0,25.5,47.0,82.0,29.0,93.0,17.0,2022,9,15,22,2.6,2.0
101,756,28921.24,9.121,3,123,50.5402823,-84.8139689,317,9.121,2022-09-15 22:38:53,5.199999999999989,103.0,,124.0,5.199999999999989,-1.1,25.0,51.0,80.0,30.5,94.0,17.0,2022,9,15,22,2.6,2.0
102,757,28930.47,9.209,3,123,50.5402231,-84.8140782,346,9.209,2022-09-15 22:38:54,5.0,103.0,,124.0,5.0,-0.21,24.0,52.0,79.5,30.5,93.5,17.0,2022,9,15,22,2.6,2.0
104,757,28939.56,9.118,3,123,50.5401663,-84.814188,331,9.118,2022-09-15 22:38:55,5.0,103.0,,124.0,5.0,0.0,23.0,50.0,78.5,31.0,93.0,17.0,2022,9,15,22,2.6,2.0
104,757,28948.48,8.975,3,123,50.5401117,-84.8142918,265,8.975,2022-09-15 22:38:56,5.0,103.0,,124.0,5.0,0.0,22.0,48.0,77.5,25.5,84.0,17.0,2022,9,15,22,2.6,2.0
105,757,28957.26,8.821,3,123,50.5400598,-84.8143973,264,8.821,2022-09-15 22:38:57,5.0,103.0,,124.0,5.0,0.0,21.5,51.0,79.0,23.5,81.0,17.0,2022,9,15,22,2.6,2.0
105,758,28965.59,8.513,3,124,50.5400128,-84.8145002,283,8.513,2022-09-15 22:38:58,5.0,103.0,,124.0,5.0,0.0,22.0,42.0,82.5,24.5,84.0,17.0,2022,9,15,22,2.6,2.0
100,758,28973.74,8.25,3,123,50.5399621,-84.814595,262,8.25,2022-09-15 22:38:59,4.800000000000011,103.0,,124.0,4.800000000000011,0.0,23.5,39.0,87.0,27.0,90.5,17.0,2022,9,15,22,2.6,2.0
100,758,28981.54,7.83,3,122,50.5399122,-84.814687,258,7.83,2022-09-15 22:39:00,4.600000000000023,103.0,,124.0,4.600000000000023,0.0,25.5,47.0,91.5,29.5,96.5,17.0,2022,9,15,22,2.6,2.0
101,758,28988.16,7.949,3,122,50.5398745,-84.8147679,252,7.949,2022-09-15 22:39:01,4.600000000000023,103.0,,124.0,4.600000000000023,-0.4,22.5,48.0,81.0,27.0,86.0,17.0,2022,9,15,22,2.6,2.0
102,759,28995.48,8.208,3,122,50.5398374,-84.8148618,257,8.208,2022-09-15 22:39:02,4.399999999999977,103.0,,124.0,4.399999999999977,-0.64,20.5,48.0,76.0,25.5,82.0,17.0,2022,9,15,22,2.6,2.0
102,759,29003.66,8.19,3,121,50.5397944,-84.8149644,257,8.19,2022-09-15 22:39:03,4.399999999999977,103.0,,124.0,4.399999999999977,-0.82,20.0,49.0,75.0,25.0,82.0,17.0,2022,9,15,22,2.6,2.0
101,759,29011.67,8.102,3,122,50.5397487,-84.8150649,254,8.102,2022-09-15 22:39:04,4.399999999999977,103.0,,124.0,4.399999999999977,-0.96,21.0,49.0,78.0,25.0,81.5,17.0,2022,9,15,22,2.6,2.0
101,759,29019.21,7.868,3,123,50.5397028,-84.8151552,267,7.868,2022-09-15 22:39:05,4.399999999999977,103.0,,124.0,4.399999999999977,-1.03,22.5,49.0,87.0,24.5,77.5,17.0,2022,9,15,22,2.6,2.0
102,760,29026.55,7.752,3,121,50.5396628,-84.815242,284,7.752,2022-09-15 22:39:06,4.199999999999989,103.0,,125.0,4.199999999999989,-1.0,19.5,44.0,77.0,24.5,82.0,17.0,2022,9,15,22,2.6,2.0
102,760,29034.44,8.121,3,121,50.5396211,-84.8153435,298,8.121,2022-09-15 22:39:07,4.399999999999977,103.0,,125.0,4.399999999999977,-0.9,22.0,46.0,80.5,25.5,82.5,17.0,2022,9,15,22,2.6,2.0
102,760,29043.04,8.635,3,122,50.5395754,-84.8154532,285,8.635,2022-09-15 22:39:08,4.600000000000023,103.0,,125.0,4.600000000000023,-0.15,24.5,51.0,86.0,26.5,84.5,17.0,2022,9,15,22,2.6,2.0
102,761,29051.57,9.023,3,122,50.5395351,-84.8155626,281,9.023,2022-09-15 22:39:09,4.600000000000023,103.0,,125.0,4.600000000000023,0.0,24.0,56.0,85.5,27.5,89.5,17.0,2022,9,15,22,2.6,2.0
103,761,29059.74,9.183,3,122,50.5394936,-84.8156662,264,9.183,2022-09-15 22:39:10,4.600000000000023,103.0,,125.0,4.600000000000023,0.0,22.5,59.0,80.5,28.5,89.5,17.0,2022,9,15,22,2.6,2.0
102,761,29068.2,9.118,3,123,50.5394463,-84.8157697,277,9.118,2022-09-15 22:39:11,4.600000000000023,103.0,,125.0,4.600000000000023,0.0,21.0,51.0,75.5,29.5,89.5,17.0,2022,9,15,22,2.6,2.0
102,761,29076.75,8.852,3,125,50.5393986,-84.8158742,269,8.852,2022-09-15 22:39:12,4.800000000000011,103.0,,125.0,4.800000000000011,0.0,19.5,45.0,70.0,30.5,89.5,17.0,2022,9,15,22,2.6,2.0
103,762,29085.43,8.677,3,126,50.5393524,-84.8159863,249,8.677,2022-09-15 22:39:13,4.800000000000011,103.0,,125.0,4.800000000000011,0.45,20.0,47.0,72.0,28.0,86.0,17.0,2022,9,15,22,2.6,2.0
104,762,29094.16,8.52,3,127,50.5393095,-84.8160995,243,8.52,2022-09-15 22:39:14,4.800000000000011,103.0,,125.0,4.800000000000011,0.65,22.0,50.0,79.0,23.5,80.0,17.0,2022,9,15,22,2.6,2.0
106,762,29102.86,8.772,3,130,50.5392659,-84.8162087,267,8.772,2022-09-15 22:39:15,4.800000000000011,103.0,,125.0,4.800000000000011,0.17,20.5,48.0,77.5,25.5,79.0,17.0,2022,9,15,22,2.6,2.0
107,763,29112.18,9.42,3,131,50.5392177,-84.8163288,323,9.42,2022-09-15 22:39:16,4.800000000000011,103.0,,125.0,4.800000000000011,0.0,22.0,45.0,81.5,25.5,79.0,17.0,2022,9,15,22,2.6,2.0
97,763,29121.91,9.331,3,131,50.5391703,-84.8164562,336,9.331,2022-09-15 22:39:17,4.800000000000011,103.0,,125.0,4.800000000000011,0.0,24.5,44.0,87.0,18.5,85.0,17.0,2022,9,15,22,2.6,2.0
87,763,29131.34,9.078,3,132,50.539125,-84.8165776,349,9.078,2022-09-15 22:39:18,4.800000000000011,103.0,,125.0,4.800000000000011,0.0,27.5,44.0,93.0,8.0,93.5,17.0,2022,9,15,22,2.6,2.0
108,764,29140.51,9.064,3,132,50.5390804,-84.8166937,358,9.064,2022-09-15 22:39:19,4.800000000000011,103.0,,125.0,4.800000000000011,0.0,29.5,43.0,96.5,4.5,99.0,17.0,2022,9,15,22,2.6,2.0
87,764,29150.4,9.257,3,134,50.5390345,-84.8168233,345,9.257,2022-09-15 22:39:20,4.800000000000011,103.0,,125.0,4.800000000000011,0.0,28.5,42.0,92.5,28.0,93.5,17.0,2022,9,15,22,2.6,2.0
56,764,29160.59,9.401,3,135,50.5389908,-84.8169571,330,9.401,2022-09-15 22:39:21,5.0,103.0,,125.0,5.0,0.0,27.5,35.0,89.5,28.0,93.5,17.0,2022,9,15,22,2.6,2.0
24,764,29170.34,8.953,3,136,50.5389498,-84.8170847,315,8.953,2022-09-15 22:39:22,5.0,103.0,,125.0,5.0,0.0,26.5,28.0,86.0,27.5,93.5,17.0,2022,9,15,22,2.6,2.0
0,764,29179.8,8.484,3,136,50.5389064,-84.8172114,0,8.484,2022-09-15 22:39:23,5.199999999999989,103.0,,125.0,5.199999999999989,0.0,25.5,21.0,83.0,27.0,93.5,17.0,2022,9,15,22,2.6,2.0
0,764,29188.84,8.302,3,136,50.5388617,-84.8173315,0,8.302,2022-09-15 22:39:24,5.199999999999989,103.0,,125.0,5.199999999999989,0.0,24.5,14.0,80.0,26.5,94.0,17.0,2022,9,15,22,2.6,2.0
0,764,29198.22,8.384,3,137,50.5388161,-84.8174501,0,8.384,2022-09-15 22:39:25,5.0,103.0,,125.0,5.0,0.0,23.0,7.0,76.5,26.0,94.0,17.0,2022,9,15,22,2.6,2.0
106,764,29207.93,8.384,3,136,50.5387673,-84.8175753,58,8.384,2022-09-15 22:39:26,5.0,103.0,,125.0,5.0,0.0,22.0,0.0,73.5,25.5,94.0,17.0,2022,9,15,22,2.6,2.0
95,764,29217.22,8.319,3,138,50.5387177,-84.8176911,220,8.319,2022-09-15 22:39:27,4.800000000000011,103.0,,125.0,4.800000000000011,0.0,21.0,33.0,70.0,25.0,94.0,17.0,2022,9,15,22,2.6,2.0
97,764,29226.47,8.324,3,137,50.5386674,-84.817806,302,8.324,2022-09-15 22:39:28,4.600000000000023,103.0,,125.0,4.600000000000023,0.0,22.0,47.0,75.0,22.5,85.0,17.0,2022,9,15,22,2.6,2.0
99,765,29235.87,8.507,3,137,50.5386143,-84.8179253,384,8.507,2022-09-15 22:39:29,4.600000000000023,103.0,,125.0,4.600000000000023,0.0,23.5,44.0,83.5,19.5,70.0,17.0,2022,9,15,22,2.6,2.0
101,765,29244.86,8.139,3,136,50.5385625,-84.8180327,434,8.139,2022-09-15 22:39:30,4.399999999999977,103.0,,125.0,4.399999999999977,0.0,20.5,35.0,76.5,19.5,70.0,17.0,2022,9,15,22,2.6,2.0
100,766,29252.54,8.194,3,137,50.5385181,-84.8181258,388,8.194,2022-09-15 22:39:31,4.199999999999989,103.0,,125.0,4.199999999999989,0.0,18.5,49.0,70.5,19.5,78.0,17.0,2022,9,15,22,2.6,2.0
98,766,29261.01,8.647,3,136,50.5384668,-84.8182291,212,8.647,2022-09-15 22:39:32,4.199999999999989,103.0,,125.0,4.199999999999989,0.0,17.0,50.0,64.0,19.0,86.0,17.0,2022,9,15,22,2.6,2.0
83,766,29271.04,8.821,3,136,50.5384048,-84.8183482,198,8.821,2022-09-15 22:39:33,4.0,103.0,,125.0,4.0,0.0,16.0,48.0,62.0,17.0,93.0,17.0,2022,9,15,22,2.6,2.0
63,766,29280.86,9.61,3,137,50.5383504,-84.8184676,184,9.61,2022-09-15 22:39:34,4.0,103.0,,125.0,4.0,0.0,18.5,48.0,73.5,9.5,96.0,17.0,2022,9,15,22,2.6,2.0
82,766,29291.44,10.354,3,136,50.5382879,-84.8185948,189,10.354,2022-09-15 22:39:35,4.0,103.0,,125.0,4.0,0.0,21.5,48.0,84.5,2.0,99.0,17.0,2022,9,15,22,2.6,2.0
98,767,29301.83,10.37,3,135,50.5382249,-84.818717,291,10.37,2022-09-15 22:39:36,4.0,103.0,,125.0,4.0,0.0,19.5,73.0,68.0,16.0,93.5,17.0,2022,9,15,22,2.6,2.0
69,767,29311.42,9.797,3,134,50.5381656,-84.8188303,138,9.797,2022-09-15 22:39:37,4.0,103.0,,125.0,4.0,0.0,10.5,60.0,72.5,19.5,63.5,17.0,2022,9,15,22,2.6,2.0
50,767,29321.0,9.62,3,134,50.5381091,-84.8189503,102,9.62,2022-09-15 22:39:38,4.199999999999989,103.0,,125.0,4.199999999999989,0.0,1.5,53.0,98.5,7.5,25.5,17.0,2022,9,15,22,2.6,2.0
30,767,29329.74,8.953,3,135,50.5380599,-84.8190615,66,8.953,2022-09-15 22:39:39,4.199999999999989,103.0,,125.0,4.199999999999989,0.0,7.0,67.0,93.0,7.5,26.5,17.0,2022,9,15,22,2.6,2.0
10,767,29337.03,7.706,3,136,50.5380171,-84.8191455,30,7.706,2022-09-15 22:39:40,4.399999999999977,103.0,,125.0,4.399999999999977,0.0,12.5,82.0,87.0,7.0,27.5,17.0,2022,9,15,22,2.6,2.0
23,767,29343.58,6.82,3,135,50.5379733,-84.8192187,0,6.82,2022-09-15 22:39:41,4.600000000000023,103.0,,125.0,4.600000000000023,0.0,18.0,96.0,81.5,7.0,28.5,17.0,2022,9,15,22,2.6,2.0
57,767,29348.66,5.535,2,137,50.5379359,-84.8192753,0,5.535,2022-09-15 22:39:42,4.800000000000011,103.0,,125.0,4.800000000000011,0.0,12.5,96.0,81.0,4.0,34.0,17.0,2022,9,15,22,2.6,2.0
51,767,29352.68,4.396,2,137,50.537904,-84.8193157,8,4.396,2022-09-15 22:39:43,5.0,103.0,,125.0,5.0,0.0,3.5,91.0,85.5,0.0,44.5,17.0,2022,9,15,22,2.6,2.0
45,767,29356.33,3.83,2,138,50.5378721,-84.8193415,15,3.83,2022-09-15 22:39:44,5.0,103.0,,125.0,5.0,0.0,17.0,85.0,90.5,0.0,54.5,17.0,2022,9,15,22,2.6,2.0
44,767,29359.66,3.499,2,140,50.5378407,-84.8193646,43,3.499,2022-09-15 22:39:45,5.199999999999989,103.0,,125.0,5.199999999999989,0.0,30.0,80.0,95.5,0.0,64.5,17.0,2022,9,15,22,2.6,2.0
45,767,29363.33,3.654,2,134,50.5378042,-84.8193865,55,3.654,2022-09-15 22:39:46,5.199999999999989,103.0,,125.0,5.199999999999989,0.0,37.5,65.0,98.0,13.5,75.0,17.0,2022,9,15,22,2.6,2.0
64,767,29368.04,4.431,2,135,50.5377552,-84.8193946,257,4.431,2022-09-15 22:39:47,5.199999999999989,103.0,,125.0,5.199999999999989,0.0,33.5,56.0,94.5,25.0,87.0,17.0,2022,9,15,22,2.6,2.0
85,768,29374.04,5.577,2,136,50.5376922,-84.8193789,441,5.577,2022-09-15 22:39:48,5.399999999999977,103.0,,125.0,5.399999999999977,0.0,21.5,44.0,83.0,27.5,97.5,17.0,2022,9,15,22,2.6,2.0
92,768,29380.65,6.328,2,137,50.5376262,-84.8193409,455,6.328,2022-09-15 22:39:49,5.199999999999989,103.0,,125.0,5.199999999999989,1.44,18.5,35.0,65.0,24.5,96.0,17.0,2022,9,15,22,2.6,2.0
97,769,29387.73,6.861,2,138,50.537565,-84.8192846,419,6.861,2022-09-15 22:39:50,5.199999999999989,103.0,,125.0,5.199999999999989,0.51,19.5,42.0,68.5,25.5,93.5,17.0,2022,9,15,22,2.6,2.0
96,769,29395.33,7.413,2,138,50.5375031,-84.8192156,383,7.413,2022-09-15 22:39:51,5.0,103.0,,125.0,5.0,0.0,20.5,44.0,71.5,26.5,91.5,17.0,2022,9,15,22,2.6,2.0
101,769,29403.35,7.882,2,139,50.5374394,-84.8191375,383,7.882,2022-09-15 22:39:52,5.0,103.0,,125.0,5.0,0.0,21.5,45.0,75.0,27.0,89.0,17.0,2022,9,15,22,2.6,2.0
102,770,29411.6,8.164,2,139,50.5373735,-84.819056,337,8.164,2022-09-15 22:39:53,5.0,103.0,,125.0,5.0,0.0,22.5,46.0,78.0,28.0,87.0,17.0,2022,9,15,22,2.6,2.0
103,770,29420.23,8.521,2,139,50.5373027,-84.8189742,267,8.521,2022-09-15 22:39:54,5.0,103.0,,125.0,5.0,0.0,19.5,46.0,70.5,28.0,87.0,17.0,2022,9,15,22,2.6,2.0
101,770,29429.04,8.73,2,138,50.5372352,-84.818882,226,8.73,2022-09-15 22:39:55,5.0,103.0,,125.0,5.0,0.0,18.5,47.0,71.0,25.0,81.0,17.0,2022,9,15,22,2.6,2.0
99,770,29437.54,8.554,2,138,50.5371712,-84.818792,241,8.554,2022-09-15 22:39:56,5.0,103.0,,125.0,5.0,0.0,21.0,49.0,77.5,23.5,80.0,17.0,2022,9,15,22,2.6,2.0
98,771,29446.1,8.534,2,137,50.5371043,-84.8187094,245,8.534,2022-09-15 22:39:57,5.0,103.0,,125.0,5.0,0.0,25.0,50.0,86.0,25.0,84.0,17.0,2022,9,15,22,2.6,2.0
101,771,29454.74,8.605,2,137,50.5370335,-84.8186276,258,8.605,2022-09-15 22:39:58,5.0,103.0,,125.0,5.0,0.0,25.5,49.0,89.0,26.0,85.0,17.0,2022,9,15,22,2.6,2.0
102,771,29463.21,8.539,2,137,50.5369635,-84.8185512,279,8.539,2022-09-15 22:39:59,5.0,103.0,,125.0,5.0,0.0,25.5,48.0,91.5,27.0,85.5,17.0,2022,9,15,22,2.6,2.0
102,771,29471.63,8.425,2,136,50.5368924,-84.8184782,284,8.425,2022-09-15 22:40:00,5.0,103.0,,125.0,5.0,0.0,21.0,43.0,78.0,25.0,81.0,17.0,2022,9,15,22,2.6,2.0
103,772,29480.07,8.513,2,135,50.5368179,-84.8184063,246,8.513,2022-09-15 22:40:01,5.0,103.0,,125.0,5.0,0.0,18.0,47.0,69.5,23.5,79.0,17.0,2022,9,15,22,2.6,2.0
103,772,29488.69,8.446,2,135,50.5367406,-84.8183336,214,8.446,2022-09-15 22:40:02,4.800000000000011,103.0,,125.0,4.800000000000011,0.0,17.5,45.0,69.0,23.0,80.5,17.0,2022,9,15,22,2.6,2.0
104,772,29497.31,8.38,2,135,50.5366627,-84.8182655,210,8.38,2022-09-15 22:40:03,5.0,103.0,,125.0,5.0,0.0,17.0,39.0,69.5,23.0,80.5,17.0,2022,9,15,22,2.6,2.0
104,772,29506.07,8.675,2,135,50.5365826,-84.8182017,210,8.675,2022-09-15 22:40:04,4.800000000000011,103.0,,125.0,4.800000000000011,0.0,17.5,46.0,67.0,24.0,82.0,17.0,2022,9,15,22,2.6,2.0
104,773,29514.96,8.594,2,135,50.5365013,-84.8181385,233,8.594,2022-09-15 22:40:05,5.0,103.0,,125.0,5.0,0.0,17.5,46.0,69.0,22.0,78.0,17.0,2022,9,15,22,2.6,2.0
104,773,29523.82,8.47,2,135,50.5364196,-84.8180749,236,8.47,2022-09-15 22:40:06,5.0,103.0,,125.0,5.0,0.0,20.5,49.0,74.5,20.5,75.5,17.0,2022,9,15,22,2.6,2.0
103,773,29532.71,8.394,2,134,50.5363328,-84.8180166,229,8.394,2022-09-15 22:40:07,5.0,103.0,,125.0,5.0,0.0,25.0,53.0,82.5,20.5,75.0,17.0,2022,9,15,22,2.6,2.0
103,773,29541.76,8.377,2,134,50.5362439,-84.8179616,230,8.377,2022-09-15 22:40:08,5.0,103.0,,125.0,5.0,0.0,26.0,55.0,90.5,20.5,72.5,17.0,2022,9,15,22,2.6,2.0
