cadence,calories,heart_rate,timestamp,battery_soc,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
90,28,92,2022-10-27 21:00:09,,28.5,58.0,96.0,244.0,30.0,94.0,17.0,881.21,7.166,2.0,50.5177477,-84.8085842,7.166,10.800000000000011,2.0,1.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
94,28,92,2022-10-27 21:00:10,,21.0,52.0,80.5,242.0,28.0,90.5,17.0,888.62,7.513,2.0,50.5178146,-84.8086472,7.513,11.0,2.0,1.0,11.0,0.0,2022,10,27,21,3.47,229.0
96,29,91,2022-10-27 21:00:11,,23.0,54.0,82.5,236.0,27.0,89.5,17.0,896.28,7.629,2.0,50.5178842,-84.808705,7.629,11.199999999999989,2.0,1.0,11.199999999999989,0.0,2022,10,27,21,3.47,229.0
97,29,91,2022-10-27 21:00:12,,25.0,55.0,85.5,229.0,26.0,88.0,16.0,903.85,7.79,2.0,50.5179552,-84.8087596,7.79,11.199999999999989,2.0,1.0,11.199999999999989,0.04,2022,10,27,21,3.47,229.0
98,29,91,2022-10-27 21:00:13,,26.5,56.0,87.5,220.0,25.0,86.0,16.0,911.64,7.869,2.0,50.5180314,-84.8088091,7.869,11.199999999999989,2.0,1.0,11.199999999999989,0.78,2022,10,27,21,3.47,229.0
99,29,90,2022-10-27 21:00:14,,27.5,57.0,89.0,211.0,24.0,83.0,16.0,919.45,7.907,2.0,50.518108,-84.8088542,7.907,11.0,2.0,1.0,11.0,0.85,2022,10,27,21,3.47,229.0
101,29,91,2022-10-27 21:00:15,,28.5,56.0,90.0,216.0,23.0,80.0,16.0,927.51,8.105,2.0,50.5181884,-84.8088999,8.105,10.800000000000011,2.0,1.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
102,30,91,2022-10-27 21:00:16,,24.0,51.0,83.5,233.0,27.5,89.5,16.0,935.65,8.122,2.0,50.5182682,-84.8089458,8.122,10.600000000000023,2.0,1.0,10.600000000000023,-0.01,2022,10,27,21,3.47,229.0
102,30,93,2022-10-27 21:00:17,,22.5,54.0,81.5,244.0,27.5,87.5,16.0,943.76,8.003,2.0,50.5183485,-84.8089858,8.003,10.199999999999989,2.0,2.0,10.199999999999989,-0.23,2022,10,27,21,3.47,229.0
102,30,93,2022-10-27 21:00:18,,23.0,55.0,81.0,247.0,25.0,83.0,16.0,951.83,7.984,2.0,50.5184305,-84.8090222,7.984,10.199999999999989,2.0,2.0,10.199999999999989,-0.89,2022,10,27,21,3.47,229.0
101,30,94,2022-10-27 21:00:19,,23.5,56.0,82.5,219.0,21.0,83.5,16.0,959.85,7.995,2.0,50.5185121,-84.8090641,7.995,10.199999999999989,2.0,2.0,10.199999999999989,-1.44,2022,10,27,21,3.47,229.0
92,31,96,2022-10-27 21:00:20,,24.0,56.0,84.0,209.0,16.5,84.0,16.0,967.81,7.681,3.0,50.5185944,-84.8090986,7.681,10.0,2.0,2.0,10.0,-1.75,2022,10,27,21,3.47,229.0
54,31,98,2022-10-27 21:00:21,,24.5,56.0,85.5,145.0,12.5,84.0,16.0,975.47,7.422,3.0,50.5186735,-84.8091203,7.422,10.0,2.0,2.0,10.0,-1.84,2022,10,27,21,3.47,229.0
54,31,101,2022-10-27 21:00:22,,24.5,57.0,87.0,70.0,8.5,84.5,16.0,982.73,7.372,3.0,50.5187502,-84.8091429,7.372,10.0,2.0,2.0,10.0,-1.57,2022,10,27,21,3.47,229.0
93,31,103,2022-10-27 21:00:23,,25.0,57.0,88.5,90.0,4.0,85.0,16.0,990.28,7.477,3.0,50.5188273,-84.8091756,7.477,10.199999999999989,2.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
93,31,105,2022-10-27 21:00:24,,25.5,58.0,90.0,123.0,0.0,85.0,16.0,998.15,7.554,3.0,50.5189079,-84.8092076,7.554,10.199999999999989,2.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
93,31,105,2022-10-27 21:00:25,,26.5,58.0,93.0,155.0,10.5,85.5,16.0,1005.64,7.274,3.0,50.5189839,-84.8092403,7.274,10.199999999999989,2.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
93,32,106,2022-10-27 21:00:26,,28.0,57.0,96.0,188.0,20.5,86.0,16.0,1012.87,7.22,3.0,50.5190562,-84.8092764,7.22,10.199999999999989,2.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
92,32,105,2022-10-27 21:00:27,,28.0,56.0,93.5,228.0,26.5,87.0,16.0,1020.13,7.183,3.0,50.5191322,-84.8093076,7.183,10.199999999999989,2.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
89,32,105,2022-10-27 21:00:28,,27.0,56.0,87.5,223.0,27.0,88.5,16.0,1027.24,6.807,3.0,50.5192045,-84.8093406,6.807,10.199999999999989,2.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
89,32,104,2022-10-27 21:00:29,,27.5,55.0,87.0,210.0,24.5,87.5,16.0,1034.14,6.706,3.0,50.5192728,-84.809377,6.706,10.199999999999989,2.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
84,32,105,2022-10-27 21:00:30,,26.5,56.0,87.5,205.0,26.5,85.5,16.0,1040.8,6.769,3.0,50.5193389,-84.809407,6.769,10.399999999999977,2.0,2.0,10.399999999999977,0.0,2022,10,27,21,3.47,229.0
64,33,106,2022-10-27 21:00:31,,19.5,36.0,64.5,187.0,26.0,83.5,16.0,1047.67,6.61,3.0,50.5194099,-84.8094396,6.61,10.399999999999977,2.0,2.0,10.399999999999977,0.0,2022,10,27,21,3.47,229.0
45,33,106,2022-10-27 21:00:32,,9.5,15.0,34.0,169.0,24.5,81.0,16.0,1054.29,6.423,3.0,50.5194788,-84.8094714,6.423,10.600000000000023,2.0,2.0,10.600000000000023,0.0,2022,10,27,21,3.47,229.0
56,33,107,2022-10-27 21:00:33,,7.5,34.0,27.5,155.0,23.5,79.5,16.0,1060.54,6.36,3.0,50.51954,-84.8095042,6.36,10.399999999999977,2.0,2.0,10.399999999999977,0.0,2022,10,27,21,3.47,229.0
77,33,108,2022-10-27 21:00:34,,28.0,73.0,93.0,195.0,23.5,79.5,16.0,1066.75,6.548,3.0,50.5195993,-84.8095408,6.548,10.399999999999977,2.0,2.0,10.399999999999977,0.0,2022,10,27,21,3.47,229.0
91,33,107,2022-10-27 21:00:35,,25.0,54.0,88.0,231.0,30.5,93.5,16.0,1073.19,6.82,3.0,50.5196666,-84.8095716,6.82,10.399999999999977,2.0,2.0,10.399999999999977,0.0,2022,10,27,21,3.47,229.0
99,34,107,2022-10-27 21:00:36,,24.0,53.0,85.0,280.0,31.0,95.0,16.0,1080.16,6.994,3.0,50.5197398,-84.809599,6.994,10.600000000000023,2.0,2.0,10.600000000000023,0.0,2022,10,27,21,3.47,229.0
101,34,107,2022-10-27 21:00:37,,22.5,50.0,78.5,234.0,29.0,92.0,16.0,1087.09,7.044,3.0,50.5198096,-84.8096262,7.044,10.600000000000023,2.0,2.0,10.600000000000023,0.0,2022,10,27,21,3.47,229.0
100,34,106,2022-10-27 21:00:38,,19.5,48.0,69.0,181.0,26.5,86.0,16.0,1094.16,6.948,3.0,50.519881,-84.8096593,6.948,10.600000000000023,2.0,2.0,10.600000000000023,0.0,2022,10,27,21,3.47,229.0
93,34,107,2022-10-27 21:00:39,,18.0,49.0,62.0,170.0,25.5,77.5,16.0,1101.14,6.896,3.0,50.5199531,-84.8096898,6.896,10.399999999999977,2.0,2.0,10.399999999999977,0.0,2022,10,27,21,3.47,229.0
89,34,106,2022-10-27 21:00:40,,22.0,52.0,76.5,185.0,28.0,85.5,16.0,1108.07,6.883,3.0,50.5200258,-84.8097116,6.883,10.199999999999989,2.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
87,35,106,2022-10-27 21:00:41,,26.0,54.0,90.5,212.0,30.5,93.5,16.0,1114.86,6.864,3.0,50.5200949,-84.8097402,6.864,10.0,2.0,2.0,10.0,0.0,2022,10,27,21,3.47,229.0
87,35,110,2022-10-27 21:00:42,,29.0,57.0,98.0,250.0,31.0,94.0,16.0,1121.78,6.933,3.0,50.5201639,-84.8097716,6.933,10.199999999999989,2.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
87,35,112,2022-10-27 21:00:43,,29.5,60.0,98.0,242.0,29.5,89.5,16.0,1128.81,7.065,3.0,50.520236,-84.8098049,7.065,10.199999999999989,2.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
89,35,113,2022-10-27 21:00:44,,28.0,62.0,97.0,242.0,29.5,90.0,16.0,1135.81,7.04,3.0,50.5203076,-84.8098353,7.04,10.199999999999989,2.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
89,36,114,2022-10-27 21:00:45,,29.0,62.0,97.0,246.0,30.5,94.5,16.0,1143.01,7.062,2.0,50.5203804,-84.809868,7.062,10.399999999999977,2.0,2.0,10.399999999999977,0.0,2022,10,27,21,3.47,229.0
89,36,115,2022-10-27 21:00:46,,30.5,59.0,98.5,250.0,30.0,94.5,16.0,1150.03,7.093,2.0,50.5204528,-84.8099042,7.093,10.399999999999977,2.0,2.0,10.399999999999977,0.0,2022,10,27,21,3.47,229.0
89,36,116,2022-10-27 21:00:47,,31.5,59.0,99.5,264.0,29.5,92.5,16.0,1157.15,7.1,2.0,50.5205232,-84.8099408,7.1,10.600000000000023,2.0,2.0,10.600000000000023,0.0,2022,10,27,21,3.47,229.0
90,36,117,2022-10-27 21:00:48,,31.5,58.0,99.0,276.0,29.5,92.0,16.0,1164.59,7.224,2.0,50.5205984,-84.8099835,7.224,10.600000000000023,2.0,2.0,10.600000000000023,0.0,2022,10,27,21,3.47,229.0
92,37,118,2022-10-27 21:00:49,,29.0,57.0,97.5,285.0,31.0,94.0,16.0,1171.94,7.302,2.0,50.5206727,-84.8100233,7.302,10.600000000000023,2.0,2.0,10.600000000000023,0.0,2022,10,27,21,3.47,229.0
93,37,117,2022-10-27 21:00:50,,26.5,56.0,96.5,310.0,32.0,96.0,16.0,1179.33,7.435,2.0,50.520745,-84.8100649,7.435,10.800000000000011,2.0,2.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
93,37,119,2022-10-27 21:00:51,,27.5,59.0,97.0,294.0,32.5,96.5,16.0,1186.78,7.434,2.0,50.5208175,-84.8101102,7.434,10.800000000000011,2.0,2.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
93,38,119,2022-10-27 21:00:52,,28.0,62.0,96.5,289.0,32.0,96.0,16.0,1193.32,6.198,2.0,50.5208772,-84.8101562,6.198,10.800000000000011,2.0,2.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
93,38,119,2022-10-27 21:00:53,,27.5,62.0,94.5,284.0,30.5,95.0,16.0,1198.85,5.443,2.0,50.5209216,-84.8102069,5.443,10.800000000000011,2.0,2.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
93,38,120,2022-10-27 21:00:54,,26.5,60.0,92.0,279.0,29.0,94.0,16.0,1204.16,5.802,2.0,50.5209648,-84.8102611,5.802,11.0,2.0,2.0,11.0,0.0,2022,10,27,21,3.47,229.0
91,38,119,2022-10-27 21:00:55,,25.5,58.0,90.0,272.0,28.0,93.0,16.0,1209.84,6.562,2.0,50.5210135,-84.8103106,6.562,11.0,2.0,2.0,11.0,0.0,2022,10,27,21,3.47,229.0
91,39,119,2022-10-27 21:00:56,,27.5,59.0,92.5,266.0,30.5,95.0,16.0,1216.26,7.27,2.0,50.5210743,-84.8103506,7.27,11.199999999999989,2.0,2.0,11.199999999999989,0.0,2022,10,27,21,3.47,229.0
92,39,119,2022-10-27 21:00:57,,30.0,57.0,96.0,318.0,35.0,97.5,16.0,1223.42,7.394,2.0,50.5211457,-84.8103927,7.394,11.600000000000023,2.0,2.0,11.600000000000023,0.0,2022,10,27,21,3.47,229.0
93,39,118,2022-10-27 21:00:58,,32.5,53.0,99.5,336.0,39.0,100.0,16.0,1230.6,7.292,2.0,50.5212157,-84.8104327,7.292,11.800000000000011,2.0,2.0,11.800000000000011,0.0,2022,10,27,21,3.47,229.0
94,40,118,2022-10-27 21:00:59,,31.0,49.0,98.0,334.0,34.5,95.5,16.0,1237.76,7.281,2.0,50.5212865,-84.810469,7.281,11.800000000000011,2.0,2.0,11.800000000000011,0.0,2022,10,27,21,3.47,229.0
106,40,117,2022-10-27 21:01:00,,23.0,46.0,78.0,288.0,29.5,92.5,16.0,1244.96,7.266,2.0,50.5213595,-84.8105054,7.266,11.800000000000011,2.0,2.0,11.800000000000011,0.0,2022,10,27,21,3.47,229.0
105,40,116,2022-10-27 21:01:01,,19.5,54.0,69.5,219.0,27.5,91.0,16.0,1251.56,6.543,2.0,50.521424,-84.8105418,6.543,11.800000000000011,2.0,2.0,11.800000000000011,0.0,2022,10,27,21,3.47,229.0
102,40,117,2022-10-27 21:01:02,,21.0,59.0,74.0,199.0,27.5,91.0,16.0,1257.65,5.94,2.0,50.5214856,-84.8105781,5.94,11.800000000000011,2.0,2.0,11.800000000000011,0.0,2022,10,27,21,3.47,229.0
100,41,117,2022-10-27 21:01:03,,21.0,59.0,76.5,211.0,27.5,90.5,16.0,1263.41,5.874,2.0,50.521541,-84.8106143,5.874,11.600000000000023,2.0,2.0,11.600000000000023,0.0,2022,10,27,21,3.47,229.0
97,41,118,2022-10-27 21:01:04,,23.0,61.0,84.5,226.0,22.5,78.5,16.0,1269.35,5.959,2.0,50.5215966,-84.8106508,5.959,11.600000000000023,2.0,2.0,11.600000000000023,0.0,2022,10,27,21,3.47,229.0
96,41,117,2022-10-27 21:01:05,,24.5,47.0,85.0,240.0,27.0,83.5,16.0,1275.7,5.95,2.0,50.5216609,-84.8106817,5.95,11.600000000000023,2.0,2.0,11.600000000000023,0.0,2022,10,27,21,3.47,229.0
93,41,118,2022-10-27 21:01:06,,23.5,34.0,80.0,240.0,28.5,84.5,16.0,1282.31,5.836,3.0,50.5217298,-84.8107038,5.836,11.800000000000011,2.0,2.0,11.800000000000011,0.0,2022,10,27,21,3.47,229.0
88,42,117,2022-10-27 21:01:07,,17.0,20.0,60.0,187.0,24.0,76.5,16.0,1288.02,5.283,3.0,50.5217896,-84.8107274,5.283,11.800000000000011,2.0,2.0,11.800000000000011,0.0,2022,10,27,21,3.47,229.0
60,42,117,2022-10-27 21:01:08,,,,,157.0,,,16.0,1293.03,4.854,3.0,50.5218388,-84.8107601,4.854,12.0,2.0,2.0,12.0,0.0,2022,10,27,21,3.47,229.0
38,42,118,2022-10-27 21:01:09,,,,,128.0,,,16.0,1297.59,4.421,3.0,50.5218819,-84.8107913,4.421,12.200000000000045,2.0,2.0,12.200000000000045,0.0,2022,10,27,21,3.47,229.0
16,42,117,2022-10-27 21:01:10,,,,,98.0,,,16.0,1301.68,4.033,3.0,50.5219226,-84.8108184,4.033,12.600000000000023,2.0,2.0,12.600000000000023,0.0,2022,10,27,21,3.47,229.0
0,42,118,2022-10-27 21:01:11,,,,,0.0,,,16.0,1305.7,3.659,3.0,50.5219635,-84.8108348,3.659,12.600000000000023,2.0,2.0,12.600000000000023,0.0,2022,10,27,21,3.47,229.0
0,42,117,2022-10-27 21:01:12,,,,,0.0,,,16.0,1308.74,2.75,3.0,50.5219933,-84.8108491,2.75,12.600000000000023,3.0,2.0,12.600000000000023,1.96,2022,10,27,21,3.47,229.0
0,42,117,2022-10-27 21:01:13,,,,,0.0,,,16.0,1310.88,1.861,3.0,50.5220134,-84.810862,1.861,12.799999999999955,3.0,2.0,12.799999999999955,2.52,2022,10,27,21,3.47,229.0
0,42,117,2022-10-27 21:01:14,,,,,0.0,,,16.0,1311.68,0.677,3.0,50.5220446,-84.8108605,0.677,13.0,3.0,2.0,13.0,3.03,2022,10,27,21,3.47,229.0
11,42,103,2022-10-27 21:01:52,,,,,7.0,,,16.0,1316.29,1.601,2.0,50.5221495,-84.8108658,1.601,14.0,3.0,2.0,14.0,0.0,2022,10,27,21,3.47,229.0
44,42,101,2022-10-27 21:01:53,,36.5,,97.0,95.0,0.0,0.0,16.0,1321.66,3.522,2.0,50.5222057,-84.810871,3.522,14.0,3.0,2.0,14.0,0.0,2022,10,27,21,3.47,229.0
75,42,100,2022-10-27 21:01:54,,29.0,45.0,97.5,304.0,25.5,69.0,16.0,1326.42,5.531,2.0,50.5222541,-84.8108901,5.531,13.799999999999955,3.0,2.0,13.799999999999955,0.0,2022,10,27,21,3.47,229.0
87,43,99,2022-10-27 21:01:55,,30.0,51.0,98.5,411.0,37.0,99.5,16.0,1332.62,6.454,2.0,50.522319,-84.8109176,6.454,13.799999999999955,3.0,2.0,13.799999999999955,0.0,2022,10,27,21,3.47,229.0
97,43,97,2022-10-27 21:01:56,,34.5,58.0,99.5,568.0,36.0,100.0,16.0,1339.32,6.712,2.0,50.5223879,-84.8109399,6.712,13.799999999999955,3.0,2.0,13.799999999999955,0.0,2022,10,27,21,3.47,229.0
102,44,96,2022-10-27 21:01:57,,32.0,59.0,98.5,524.0,31.5,98.5,16.0,1345.86,6.418,2.0,50.5224561,-84.8109634,6.418,13.799999999999955,3.0,2.0,13.799999999999955,0.0,2022,10,27,21,3.47,229.0
102,44,98,2022-10-27 21:01:58,,28.5,52.0,96.5,454.0,30.5,87.5,16.0,1352.11,6.318,2.0,50.5225192,-84.8109959,6.318,14.0,3.0,2.0,14.0,0.0,2022,10,27,21,3.47,229.0
103,45,99,2022-10-27 21:01:59,,29.0,56.0,96.0,409.0,30.5,86.0,16.0,1358.43,6.569,2.0,50.5225835,-84.8110271,6.569,14.0,3.0,2.0,14.0,0.0,2022,10,27,21,3.47,229.0
102,45,98,2022-10-27 21:02:00,,24.0,49.0,89.0,378.0,32.0,91.5,16.0,1364.97,6.67,2.0,50.5226499,-84.81106,6.67,14.0,3.0,2.0,14.0,0.0,2022,10,27,21,3.47,229.0
97,45,98,2022-10-27 21:02:01,,21.5,52.0,86.5,302.0,31.0,94.5,16.0,1371.6,6.569,2.0,50.5227147,-84.8110916,6.569,14.0,3.0,2.0,14.0,0.0,2022,10,27,21,3.47,229.0
98,46,98,2022-10-27 21:02:02,,30.5,58.0,98.5,323.0,25.0,86.0,16.0,1378.23,6.791,2.0,50.5227806,-84.8111241,6.791,13.799999999999955,3.0,2.0,13.799999999999955,0.0,2022,10,27,21,3.47,229.0
104,46,98,2022-10-27 21:02:03,,27.0,54.0,90.5,332.0,27.0,89.5,16.0,1384.92,6.981,2.0,50.5228487,-84.8111604,6.981,13.399999999999977,3.0,2.0,13.399999999999977,0.0,2022,10,27,21,3.47,229.0
99,46,99,2022-10-27 21:02:04,,23.0,58.0,82.0,273.0,29.0,93.0,16.0,1391.49,6.921,2.0,50.5229152,-84.8111958,6.921,13.200000000000045,3.0,2.0,13.200000000000045,0.0,2022,10,27,21,3.47,229.0
98,46,101,2022-10-27 21:02:05,,21.5,60.0,78.5,258.0,29.5,93.5,16.0,1397.57,6.436,2.0,50.5229726,-84.8112369,6.436,13.200000000000045,3.0,2.0,13.200000000000045,0.0,2022,10,27,21,3.47,229.0
97,47,102,2022-10-27 21:02:06,,21.5,61.0,78.0,242.0,29.0,91.5,16.0,1404.26,6.919,2.0,50.5230387,-84.8112726,6.919,13.0,3.0,2.0,13.0,0.0,2022,10,27,21,3.47,229.0
99,47,101,2022-10-27 21:02:07,,21.5,61.0,77.5,245.0,28.0,89.5,16.0,1412.01,7.951,2.0,50.5231161,-84.8113103,7.951,13.0,3.0,2.0,13.0,0.0,2022,10,27,21,3.47,229.0
101,47,101,2022-10-27 21:02:08,,21.0,62.0,77.0,268.0,27.5,87.5,16.0,1420.24,8.085,2.0,50.5231996,-84.8113563,8.085,13.0,3.0,2.0,13.0,0.0,2022,10,27,21,3.47,229.0
98,47,101,2022-10-27 21:02:09,,21.0,62.0,76.5,262.0,26.5,85.5,16.0,1428.95,8.243,2.0,50.5232869,-84.8114022,8.243,13.0,3.0,2.0,13.0,0.0,2022,10,27,21,3.47,229.0
101,48,101,2022-10-27 21:02:10,,21.0,59.0,76.0,247.0,26.0,83.5,16.0,1437.65,8.366,2.0,50.523373,-84.8114476,8.366,12.799999999999955,3.0,2.0,12.799999999999955,0.0,2022,10,27,21,3.47,229.0
102,48,102,2022-10-27 21:02:11,,21.0,58.0,74.0,200.0,25.5,82.5,16.0,1446.31,8.402,2.0,50.5234592,-84.8114929,8.402,12.799999999999955,3.0,2.0,12.799999999999955,0.0,2022,10,27,21,3.47,229.0
98,48,103,2022-10-27 21:02:12,,21.5,60.0,72.0,172.0,25.5,82.5,16.0,1455.16,8.413,2.0,50.5235488,-84.8115387,8.413,12.600000000000023,3.0,2.0,12.600000000000023,0.0,2022,10,27,21,3.47,229.0
78,48,104,2022-10-27 21:02:13,,23.5,59.0,79.0,124.0,25.5,82.5,16.0,1463.78,8.131,3.0,50.5236368,-84.811584,8.131,12.399999999999977,3.0,2.0,12.399999999999977,0.0,2022,10,27,21,3.47,229.0
74,48,103,2022-10-27 21:02:14,,27.0,58.0,88.5,157.0,26.0,83.5,16.0,1471.99,8.168,3.0,50.5237169,-84.811634,8.168,12.200000000000045,3.0,2.0,12.200000000000045,0.0,2022,10,27,21,3.47,229.0
78,48,105,2022-10-27 21:02:15,,28.0,57.0,91.5,186.0,26.0,82.0,16.0,1478.94,7.336,3.0,50.5237838,-84.811672,7.336,12.0,3.0,2.0,12.0,0.0,2022,10,27,21,3.47,229.0
86,49,103,2022-10-27 21:02:16,,25.5,55.0,84.0,219.0,24.5,77.5,16.0,1486.64,7.402,3.0,50.5238618,-84.8117088,7.402,11.800000000000011,3.0,2.0,11.800000000000011,0.0,2022,10,27,21,3.47,229.0
90,49,104,2022-10-27 21:02:17,,28.5,53.0,91.5,251.0,29.5,90.5,16.0,1495.73,8.528,3.0,50.5239485,-84.8117662,8.528,11.399999999999977,3.0,2.0,11.399999999999977,0.0,2022,10,27,21,3.47,229.0
91,49,103,2022-10-27 21:02:18,,27.5,55.0,92.0,279.0,29.0,92.5,16.0,1505.16,9.148,3.0,50.5240389,-84.8118301,9.148,11.399999999999977,3.0,2.0,11.399999999999977,0.0,2022,10,27,21,3.47,229.0
91,50,103,2022-10-27 21:02:19,,26.0,55.0,91.5,297.0,27.5,93.0,16.0,1515.35,9.586,3.0,50.5241384,-84.8118934,9.586,11.399999999999977,3.0,2.0,11.399999999999977,0.0,2022,10,27,21,3.47,229.0
91,50,102,2022-10-27 21:02:20,,26.5,57.0,93.0,288.0,26.0,91.0,16.0,1526.36,9.548,2.0,50.5242451,-84.811958,9.548,11.199999999999989,3.0,2.0,11.199999999999989,0.0,2022,10,27,21,3.47,229.0
91,50,105,2022-10-27 21:02:21,,29.5,58.0,97.0,274.0,25.0,86.5,16.0,1537.16,9.469,2.0,50.5243533,-84.812012,9.469,11.0,3.0,2.0,11.0,0.0,2022,10,27,21,3.47,229.0
92,50,104,2022-10-27 21:02:22,,31.0,56.0,99.5,264.0,27.0,90.0,16.0,1547.36,9.487,2.0,50.5244595,-84.812057,9.487,10.800000000000011,3.0,2.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
92,51,104,2022-10-27 21:02:23,,29.0,54.0,97.0,259.0,29.0,92.5,16.0,1557.26,9.514,2.0,50.5245606,-84.8121024,9.514,10.800000000000011,3.0,2.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
93,51,104,2022-10-27 21:02:24,,27.0,58.0,93.5,255.0,29.0,92.0,16.0,1567.14,9.576,2.0,50.5246603,-84.8121486,9.576,10.600000000000023,3.0,2.0,10.600000000000023,0.0,2022,10,27,21,3.47,229.0
94,51,103,2022-10-27 21:02:25,,25.0,60.0,90.0,246.0,28.0,89.0,16.0,1576.71,9.599,2.0,50.524757,-84.8121938,9.599,10.600000000000023,3.0,2.0,10.600000000000023,0.0,2022,10,27,21,3.47,229.0
94,51,106,2022-10-27 21:02:26,,23.5,60.0,86.5,230.0,26.5,85.5,16.0,1586.1,9.572,2.0,50.5248534,-84.8122385,9.572,10.399999999999977,3.0,2.0,10.399999999999977,0.0,2022,10,27,21,3.47,229.0
95,51,106,2022-10-27 21:02:27,,21.5,61.0,83.5,207.0,23.0,75.5,16.0,1595.77,9.574,2.0,50.524952,-84.8122793,9.574,10.199999999999989,3.0,2.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
94,52,107,2022-10-27 21:02:28,,23.0,57.0,77.0,188.0,22.0,72.5,16.0,1605.0,9.041,2.0,50.5250473,-84.8123156,9.041,10.0,3.0,2.0,10.0,0.0,2022,10,27,21,3.47,229.0
83,52,109,2022-10-27 21:02:29,,23.0,57.0,76.5,177.0,22.5,74.0,16.0,1613.63,8.351,2.0,50.5251351,-84.812352,8.351,9.800000000000011,3.0,2.0,9.800000000000011,0.0,2022,10,27,21,3.47,229.0
54,52,111,2022-10-27 21:02:30,,23.5,58.0,80.5,174.0,24.0,77.0,16.0,1621.57,7.912,2.0,50.5252151,-84.8123887,7.912,9.800000000000011,3.0,2.0,9.800000000000011,0.0,2022,10,27,21,3.47,229.0
25,52,112,2022-10-27 21:02:31,,26.0,59.0,86.0,171.0,26.5,81.5,16.0,1629.07,7.555,3.0,50.5252898,-84.8124303,7.555,9.800000000000011,3.0,2.0,9.800000000000011,0.0,2022,10,27,21,3.47,229.0
3,52,113,2022-10-27 21:02:32,,29.0,60.0,91.0,0.0,29.5,86.0,16.0,1636.39,7.538,3.0,50.525359,-84.8124803,7.538,9.600000000000023,3.0,2.0,9.600000000000023,0.0,2022,10,27,21,3.47,229.0
61,52,115,2022-10-27 21:02:33,,31.5,61.0,96.5,58.0,32.0,90.5,16.0,1643.97,7.653,3.0,50.5254322,-84.8125246,7.653,9.600000000000023,4.0,2.0,9.600000000000023,-1.17,2022,10,27,21,3.47,229.0
106,52,116,2022-10-27 21:02:34,,30.5,54.0,96.0,342.0,32.0,95.0,16.0,1651.71,7.67,3.0,50.5255127,-84.8125613,7.67,9.600000000000023,4.0,2.0,9.600000000000023,-1.1,2022,10,27,21,3.47,229.0
109,53,116,2022-10-27 21:02:35,,24.0,49.0,88.5,438.0,29.5,99.0,16.0,1659.64,8.367,2.0,50.5255919,-84.8126013,8.367,9.399999999999977,4.0,3.0,9.399999999999977,-0.97,2022,10,27,21,3.47,229.0
104,53,116,2022-10-27 21:02:36,,22.0,54.0,83.5,360.0,29.5,99.0,16.0,1668.73,9.223,2.0,50.5256806,-84.8126514,9.223,9.199999999999989,4.0,3.0,9.199999999999989,-0.93,2022,10,27,21,3.47,229.0
100,53,116,2022-10-27 21:02:37,,23.5,51.0,93.0,318.0,29.0,90.5,16.0,1678.47,9.494,2.0,50.5257792,-84.8127015,9.494,9.0,4.0,3.0,9.0,-0.89,2022,10,27,21,3.47,229.0
98,54,116,2022-10-27 21:02:38,,23.5,52.0,95.5,326.0,28.5,87.5,16.0,1688.17,9.277,2.0,50.5258775,-84.8127473,9.277,8.800000000000011,4.0,3.0,8.800000000000011,-1.06,2022,10,27,21,3.47,229.0
99,54,116,2022-10-27 21:02:39,,23.0,54.0,93.0,418.0,28.5,89.0,16.0,1697.82,9.235,2.0,50.5259762,-84.8127981,9.235,8.600000000000023,4.0,3.0,8.600000000000023,-1.36,2022,10,27,21,3.47,229.0
99,55,116,2022-10-27 21:02:40,,22.0,54.0,90.5,415.0,28.5,90.0,16.0,1707.18,9.076,2.0,50.5260694,-84.812848,9.076,8.600000000000023,4.0,3.0,8.600000000000023,-1.47,2022,10,27,21,3.47,229.0
