cadence,calories,heart_rate,timestamp,battery_soc,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
48,108,116,2022-10-27 21:07:24,,18.5,57.0,67.5,61.0,21.5,68.0,15.0,3599.41,2.932,2.0,50.5424667,-84.8274089,2.932,8.199999999999989,9.0,6.0,8.199999999999989,0.0,2022,10,27,21,3.47,229.0
50,108,116,2022-10-27 21:07:25,,15.5,37.0,55.0,69.0,22.0,72.0,15.0,3601.95,2.645,2.0,50.5424821,-84.8274396,2.645,8.399999999999977,9.0,6.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
44,108,116,2022-10-27 21:07:26,,11.5,30.0,40.0,61.0,23.0,75.5,15.0,3603.93,2.258,2.0,50.5424949,-84.8274601,2.258,8.399999999999977,10.0,6.0,8.399999999999977,0.33,2022,10,27,21,3.47,229.0
38,108,114,2022-10-27 21:07:27,,6.0,26.0,23.0,48.0,24.5,78.0,15.0,3605.97,2.072,2.0,50.5425111,-84.8274784,2.072,8.399999999999977,10.0,6.0,8.399999999999977,0.34,2022,10,27,21,3.47,229.0
36,108,114,2022-10-27 21:07:28,,1.0,26.0,7.0,46.0,26.0,81.0,15.0,3608.6,2.419,2.0,50.5425302,-84.8275085,2.419,8.399999999999977,10.0,6.0,8.399999999999977,0.04,2022,10,27,21,3.47,229.0
34,108,114,2022-10-27 21:07:29,,20.5,33.0,68.5,45.0,26.0,81.0,15.0,3611.66,2.898,2.0,50.5425514,-84.8275453,2.898,8.399999999999977,10.0,6.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
38,109,114,2022-10-27 21:07:30,,28.5,40.0,92.5,46.0,25.5,80.5,15.0,3615.13,3.337,2.0,50.5425741,-84.8275817,3.337,8.399999999999977,10.0,6.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
46,109,113,2022-10-27 21:07:31,,30.0,47.0,97.0,52.0,25.5,80.5,15.0,3618.82,3.599,2.0,50.5425996,-84.8276235,3.599,8.399999999999977,10.0,6.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
56,109,113,2022-10-27 21:07:32,,29.0,47.0,95.0,126.0,26.0,82.0,15.0,3622.52,3.675,2.0,50.5426242,-84.8276636,3.675,8.399999999999977,10.0,6.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
69,109,114,2022-10-27 21:07:33,,27.5,43.0,92.5,114.0,26.5,83.5,15.0,3626.02,3.553,2.0,50.5426469,-84.8277055,3.553,8.399999999999977,10.0,6.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
66,109,113,2022-10-27 21:07:34,,26.5,45.0,90.5,68.0,27.0,84.5,15.0,3629.03,3.15,2.0,50.5426669,-84.8277398,3.15,8.399999999999977,10.0,6.0,8.399999999999977,0.39,2022,10,27,21,3.47,229.0
60,109,113,2022-10-27 21:07:35,,25.5,48.0,88.5,61.0,27.0,86.0,15.0,3631.86,2.925,2.0,50.5426846,-84.8277717,2.925,8.399999999999977,10.0,6.0,8.399999999999977,0.54,2022,10,27,21,3.47,229.0
58,109,112,2022-10-27 21:07:36,,24.0,50.0,86.0,86.0,27.5,87.0,15.0,3634.88,2.992,2.0,50.5427003,-84.8278085,2.992,8.399999999999977,10.0,6.0,8.399999999999977,0.63,2022,10,27,21,3.47,229.0
65,109,113,2022-10-27 21:07:37,,23.0,49.0,84.0,136.0,28.0,88.5,15.0,3637.65,2.812,2.0,50.542717,-84.8278401,2.812,8.399999999999977,10.0,6.0,8.399999999999977,0.67,2022,10,27,21,3.47,229.0
70,109,113,2022-10-27 21:07:38,,24.0,40.0,74.5,154.0,28.0,88.5,15.0,3640.38,2.76,2.0,50.5427352,-84.8278729,2.76,8.399999999999977,10.0,6.0,8.399999999999977,0.66,2022,10,27,21,3.47,229.0
71,110,112,2022-10-27 21:07:39,,24.5,42.0,76.5,152.0,29.5,90.0,15.0,3643.66,3.138,2.0,50.5427562,-84.827915,3.138,8.399999999999977,10.0,6.0,8.399999999999977,0.07,2022,10,27,21,3.47,229.0
73,110,111,2022-10-27 21:07:40,,24.5,44.0,82.0,183.0,31.5,92.5,15.0,3647.62,4.25,2.0,50.5427763,-84.8279664,4.25,8.399999999999977,10.0,6.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
83,110,110,2022-10-27 21:07:41,,25.0,46.0,87.5,298.0,34.0,94.5,15.0,3653.07,5.175,2.0,50.5427888,-84.8280433,5.175,8.399999999999977,10.0,6.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
88,111,109,2022-10-27 21:07:42,,25.0,48.0,93.0,329.0,36.0,97.0,15.0,3658.82,5.676,2.0,50.5428108,-84.8281153,5.676,8.399999999999977,10.0,6.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
93,111,108,2022-10-27 21:07:43,,25.0,50.0,98.5,361.0,38.0,99.0,15.0,3665.24,6.211,2.0,50.5428486,-84.8281908,6.211,8.399999999999977,10.0,6.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
99,111,107,2022-10-27 21:07:44,,28.5,49.0,100.0,392.0,36.5,100.0,15.0,3672.37,6.698,2.0,50.5428931,-84.8282798,6.698,8.199999999999989,10.0,6.0,8.199999999999989,0.0,2022,10,27,21,3.47,229.0
103,112,107,2022-10-27 21:07:45,,30.5,52.0,99.0,457.0,34.0,97.5,15.0,3679.62,6.63,2.0,50.5429358,-84.8283652,6.63,8.0,10.0,6.0,8.0,0.0,2022,10,27,21,3.47,229.0
107,112,108,2022-10-27 21:07:46,,30.0,55.0,97.5,434.0,32.5,94.0,15.0,3687.05,7.27,2.0,50.5429797,-84.8284529,7.27,8.0,10.0,6.0,8.0,0.0,2022,10,27,21,3.47,229.0
107,113,110,2022-10-27 21:07:47,,31.0,57.0,96.5,403.0,32.5,94.0,15.0,3694.72,7.764,2.0,50.5430296,-84.828542,7.764,7.800000000000011,10.0,6.0,7.800000000000011,0.0,2022,10,27,21,3.47,229.0
100,113,111,2022-10-27 21:07:48,,29.0,56.0,97.5,426.0,32.0,95.5,15.0,3702.83,7.939,2.0,50.5430872,-84.8286334,7.939,7.800000000000011,10.0,6.0,7.800000000000011,0.0,2022,10,27,21,3.47,229.0
102,114,112,2022-10-27 21:07:49,,27.5,55.0,98.0,506.0,31.0,97.5,15.0,3711.25,8.282,2.0,50.5431473,-84.8287258,8.282,7.600000000000023,10.0,7.0,7.600000000000023,-1.13,2022,10,27,21,3.47,229.0
106,114,115,2022-10-27 21:07:50,,25.5,54.0,99.0,508.0,30.5,99.0,15.0,3719.87,8.667,2.0,50.5432118,-84.8288166,8.667,7.600000000000023,10.0,7.0,7.600000000000023,-1.27,2022,10,27,21,3.47,229.0
109,115,117,2022-10-27 21:07:51,,25.5,57.0,99.0,477.0,31.5,100.0,15.0,3728.74,8.824,2.0,50.5432767,-84.8289121,8.824,7.600000000000023,10.0,7.0,7.600000000000023,-1.26,2022,10,27,21,3.47,229.0
110,115,118,2022-10-27 21:07:52,,28.5,60.0,96.5,450.0,37.0,99.0,15.0,3737.8,8.822,2.0,50.5433399,-84.8290115,8.822,7.800000000000011,10.0,7.0,7.800000000000011,-1.12,2022,10,27,21,3.47,229.0
111,115,118,2022-10-27 21:07:53,,28.0,61.0,93.5,405.0,35.5,99.0,15.0,3746.89,8.808,2.0,50.5434034,-84.8291059,8.808,8.0,10.0,7.0,8.0,-0.11,2022,10,27,21,3.47,229.0
109,116,117,2022-10-27 21:07:54,,27.5,62.0,90.0,366.0,34.0,99.0,15.0,3755.88,8.631,2.0,50.543467,-84.8292021,8.631,8.199999999999989,10.0,7.0,8.199999999999989,0.0,2022,10,27,21,3.47,229.0
98,116,116,2022-10-27 21:07:55,,28.0,64.0,90.0,266.0,32.5,97.0,15.0,3764.67,8.09,2.0,50.5435317,-84.8292983,8.09,8.399999999999977,10.0,7.0,8.399999999999977,0.13,2022,10,27,21,3.47,229.0
54,116,114,2022-10-27 21:07:56,,28.5,63.0,93.0,177.0,32.0,92.0,15.0,3772.8,7.53,2.0,50.5435847,-84.82939,7.53,8.600000000000023,10.0,7.0,8.600000000000023,0.67,2022,10,27,21,3.47,229.0
63,116,113,2022-10-27 21:07:57,,26.0,55.0,89.0,132.0,28.5,86.0,15.0,3780.35,6.943,2.0,50.543633,-84.8294753,6.943,8.800000000000011,10.0,7.0,8.800000000000011,1.22,2022,10,27,21,3.47,229.0
77,116,113,2022-10-27 21:07:58,,23.5,56.0,85.0,129.0,25.0,79.5,15.0,3787.24,6.61,2.0,50.543683,-84.8295516,6.61,8.800000000000011,11.0,7.0,8.800000000000011,1.62,2022,10,27,21,3.47,229.0
57,117,113,2022-10-27 21:07:59,,23.5,57.0,84.5,130.0,24.5,78.5,15.0,3793.67,6.264,2.0,50.5437272,-84.829624,6.264,8.800000000000011,11.0,7.0,8.800000000000011,1.82,2022,10,27,21,3.47,229.0
41,117,114,2022-10-27 21:08:00,,25.0,61.0,87.5,146.0,26.0,82.5,15.0,3800.09,6.202,2.0,50.5437652,-84.8297017,6.202,9.0,11.0,7.0,9.0,1.87,2022,10,27,21,3.47,229.0
78,117,113,2022-10-27 21:08:01,,26.5,62.0,90.5,175.0,27.5,86.0,15.0,3806.96,6.652,2.0,50.5438048,-84.8297846,6.652,9.0,11.0,7.0,9.0,1.76,2022,10,27,21,3.47,229.0
90,117,114,2022-10-27 21:08:02,,28.0,50.0,93.5,205.0,29.0,90.0,15.0,3814.58,7.197,2.0,50.5438517,-84.8298727,7.197,9.0,11.0,7.0,9.0,1.51,2022,10,27,21,3.47,229.0
107,118,115,2022-10-27 21:08:03,,29.5,54.0,96.5,425.0,30.5,94.0,15.0,3822.72,7.587,2.0,50.5439045,-84.8299693,7.587,9.0,11.0,7.0,9.0,0.16,2022,10,27,21,3.47,229.0
108,118,116,2022-10-27 21:08:04,,29.5,54.0,96.0,416.0,32.0,97.0,15.0,3831.12,7.728,2.0,50.5439591,-84.8300693,7.728,8.800000000000011,11.0,7.0,8.800000000000011,0.0,2022,10,27,21,3.47,229.0
105,119,116,2022-10-27 21:08:05,,29.5,54.0,94.5,381.0,33.0,98.0,15.0,3839.49,7.899,2.0,50.5440164,-84.8301581,7.899,8.800000000000011,11.0,7.0,8.800000000000011,0.0,2022,10,27,21,3.47,229.0
101,119,116,2022-10-27 21:08:06,,32.0,53.0,98.0,369.0,30.5,95.5,15.0,3847.65,8.083,2.0,50.5440755,-84.8302455,8.083,8.800000000000011,11.0,7.0,8.800000000000011,0.0,2022,10,27,21,3.47,229.0
102,119,116,2022-10-27 21:08:07,,27.5,52.0,91.5,364.0,32.5,98.5,15.0,3855.88,8.142,2.0,50.5441377,-84.8303313,8.142,8.800000000000011,11.0,7.0,8.800000000000011,0.0,2022,10,27,21,3.47,229.0
103,120,115,2022-10-27 21:08:08,,27.0,51.0,89.5,360.0,32.0,96.0,15.0,3864.16,8.169,2.0,50.5441986,-84.8304189,8.169,8.800000000000011,11.0,7.0,8.800000000000011,0.0,2022,10,27,21,3.47,229.0
104,120,116,2022-10-27 21:08:09,,27.5,50.0,89.0,327.0,30.5,92.5,15.0,3872.62,8.163,2.0,50.544257,-84.8305087,8.163,8.399999999999977,11.0,7.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
104,120,117,2022-10-27 21:08:10,,28.0,50.0,88.5,313.0,29.5,89.5,15.0,3881.18,8.019,2.0,50.5443192,-84.8306001,8.019,8.399999999999977,11.0,7.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
103,121,117,2022-10-27 21:08:11,,28.5,49.0,88.0,306.0,28.0,86.5,15.0,3889.53,7.924,2.0,50.5443832,-84.830686,7.924,8.399999999999977,11.0,7.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
102,121,118,2022-10-27 21:08:12,,26.5,48.0,86.5,298.0,27.5,92.0,15.0,3897.7,7.927,2.0,50.5444444,-84.8307738,7.927,8.399999999999977,11.0,7.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
102,121,116,2022-10-27 21:08:13,,28.5,54.0,91.5,285.0,28.5,92.5,15.0,3905.71,7.914,2.0,50.5445008,-84.830865,7.914,8.399999999999977,11.0,7.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
101,121,116,2022-10-27 21:08:14,,29.0,57.0,95.0,271.0,29.0,92.5,15.0,3913.74,7.921,2.0,50.544555,-84.8309553,7.921,8.399999999999977,11.0,7.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
101,122,114,2022-10-27 21:08:15,,28.5,58.0,96.5,285.0,29.0,92.5,15.0,3921.61,7.93,2.0,50.5446089,-84.8310397,7.93,8.600000000000023,11.0,7.0,8.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,122,114,2022-10-27 21:08:16,,30.0,56.0,94.5,292.0,30.0,95.0,15.0,3929.94,7.94,2.0,50.5446641,-84.8311336,7.94,8.600000000000023,11.0,7.0,8.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,122,112,2022-10-27 21:08:17,,27.0,57.0,89.0,294.0,30.5,93.0,15.0,3938.29,7.959,2.0,50.544719,-84.8312287,7.959,8.600000000000023,11.0,7.0,8.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,123,113,2022-10-27 21:08:18,,24.5,58.0,86.0,290.0,28.5,88.5,15.0,3946.39,7.981,2.0,50.544776,-84.831319,7.981,8.800000000000011,11.0,7.0,8.800000000000011,0.0,2022,10,27,21,3.47,229.0
102,123,112,2022-10-27 21:08:19,,25.0,59.0,88.0,279.0,25.5,84.5,15.0,3954.45,7.994,2.0,50.544832,-84.8314095,7.994,9.0,11.0,7.0,9.0,0.0,2022,10,27,21,3.47,229.0
102,123,111,2022-10-27 21:08:20,,29.0,59.0,94.0,268.0,26.5,84.5,15.0,3962.61,7.922,2.0,50.5448814,-84.8315063,7.922,9.0,11.0,7.0,9.0,0.0,2022,10,27,21,3.47,229.0
101,123,111,2022-10-27 21:08:21,,27.5,58.0,90.5,260.0,26.5,87.0,15.0,3970.84,7.888,2.0,50.54493,-84.8316016,7.888,9.199999999999989,11.0,7.0,9.199999999999989,0.0,2022,10,27,21,3.47,229.0
101,124,112,2022-10-27 21:08:22,,26.5,55.0,86.5,255.0,27.0,89.5,15.0,3978.87,7.909,2.0,50.5449828,-84.8316926,7.909,9.399999999999977,11.0,7.0,9.399999999999977,0.0,2022,10,27,21,3.47,229.0
101,124,111,2022-10-27 21:08:23,,25.5,57.0,84.0,249.0,28.5,92.0,15.0,3986.72,7.913,2.0,50.5450372,-84.8317833,7.913,9.600000000000023,11.0,7.0,9.600000000000023,0.0,2022,10,27,21,3.47,229.0
101,124,110,2022-10-27 21:08:24,,24.5,58.0,82.0,253.0,29.0,91.0,15.0,3994.79,7.904,2.0,50.5450889,-84.8318794,7.904,9.600000000000023,11.0,7.0,9.600000000000023,0.0,2022,10,27,21,3.47,229.0
101,124,112,2022-10-27 21:08:25,,24.0,55.0,80.0,264.0,25.5,82.5,15.0,4002.85,8.034,2.0,50.5451393,-84.8319747,8.034,9.600000000000023,11.0,7.0,9.600000000000023,0.0,2022,10,27,21,3.47,229.0
103,125,112,2022-10-27 21:08:26,,25.5,46.0,84.5,304.0,25.5,90.5,15.0,4010.8,8.13,2.0,50.5451925,-84.8320663,8.13,9.600000000000023,11.0,7.0,9.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,125,110,2022-10-27 21:08:27,,26.5,51.0,90.5,337.0,25.5,92.0,15.0,4018.82,8.082,2.0,50.5452443,-84.8321574,8.082,9.600000000000023,11.0,7.0,9.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,125,109,2022-10-27 21:08:28,,27.0,63.0,92.5,335.0,24.5,90.5,15.0,4026.75,7.89,2.0,50.5453,-84.8322428,7.89,9.800000000000011,11.0,7.0,9.800000000000011,0.0,2022,10,27,21,3.47,229.0
101,126,108,2022-10-27 21:08:29,,27.5,65.0,93.0,292.0,24.0,89.5,15.0,4034.67,7.942,2.0,50.545359,-84.8323245,7.942,10.0,11.0,7.0,10.0,0.0,2022,10,27,21,3.47,229.0
102,126,109,2022-10-27 21:08:30,,30.5,60.0,97.5,299.0,25.5,92.0,15.0,4042.74,8.049,2.0,50.5454155,-84.8324122,8.049,10.0,11.0,7.0,10.0,0.0,2022,10,27,21,3.47,229.0
104,126,108,2022-10-27 21:08:31,,34.5,56.0,99.0,335.0,25.5,92.0,15.0,4050.88,8.042,2.0,50.5454729,-84.8325032,8.042,10.0,11.0,7.0,10.0,0.0,2022,10,27,21,3.47,229.0
103,127,108,2022-10-27 21:08:32,,27.5,56.0,87.0,299.0,31.5,97.0,15.0,4058.92,7.861,2.0,50.5455292,-84.8325942,7.861,10.0,11.0,7.0,10.0,0.0,2022,10,27,21,3.47,229.0
102,127,108,2022-10-27 21:08:33,,23.0,60.0,80.0,273.0,31.0,94.0,15.0,4066.8,7.683,2.0,50.5455838,-84.8326795,7.683,10.199999999999989,11.0,7.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
100,127,107,2022-10-27 21:08:34,,22.0,64.0,79.5,247.0,25.5,86.0,15.0,4074.52,7.533,2.0,50.5456357,-84.8327673,7.533,10.600000000000023,11.0,7.0,10.600000000000023,0.0,2022,10,27,21,3.47,229.0
97,127,107,2022-10-27 21:08:35,,22.0,68.0,82.5,213.0,26.0,86.0,15.0,4082.06,7.478,2.0,50.545683,-84.8328527,7.478,10.800000000000011,11.0,7.0,10.800000000000011,1.08,2022,10,27,21,3.47,229.0
97,128,104,2022-10-27 21:08:36,,22.0,70.0,85.5,243.0,27.0,86.5,15.0,4089.44,7.471,2.0,50.5457277,-84.8329386,7.471,10.800000000000011,12.0,7.0,10.800000000000011,1.37,2022,10,27,21,3.47,229.0
97,128,103,2022-10-27 21:08:37,,24.5,65.0,90.0,292.0,27.5,85.0,15.0,4097.14,7.544,2.0,50.5457763,-84.8330303,7.544,11.0,12.0,7.0,11.0,1.45,2022,10,27,21,3.47,229.0
99,128,103,2022-10-27 21:08:38,,27.5,59.0,95.0,389.0,29.0,86.5,15.0,4105.33,7.672,2.0,50.5458295,-84.8331276,7.672,11.0,12.0,7.0,11.0,1.48,2022,10,27,21,3.47,229.0
101,129,102,2022-10-27 21:08:39,,27.5,55.0,97.0,421.0,30.0,96.0,15.0,4113.74,7.838,2.0,50.5458843,-84.8332224,7.838,11.199999999999989,12.0,7.0,11.199999999999989,1.56,2022,10,27,21,3.47,229.0
103,129,101,2022-10-27 21:08:40,,27.0,53.0,94.5,421.0,32.0,99.5,15.0,4122.2,7.914,2.0,50.5459473,-84.8333078,7.914,11.399999999999977,12.0,7.0,11.399999999999977,1.67,2022,10,27,21,3.47,229.0
102,129,102,2022-10-27 21:08:41,,28.0,57.0,92.5,359.0,31.0,98.0,15.0,4130.49,8.153,2.0,50.5460125,-84.8333894,8.153,11.600000000000023,12.0,7.0,11.600000000000023,1.66,2022,10,27,21,3.47,229.0
88,130,101,2022-10-27 21:08:42,,24.5,38.0,87.0,331.0,30.5,93.5,15.0,4138.54,8.116,2.0,50.5460737,-84.8334716,8.116,11.800000000000011,12.0,7.0,11.800000000000011,1.6,2022,10,27,21,3.47,229.0
96,130,101,2022-10-27 21:08:43,,22.5,42.0,85.5,274.0,30.5,90.0,15.0,4146.63,8.085,2.0,50.5461329,-84.8335593,8.085,11.800000000000011,13.0,7.0,11.800000000000011,1.64,2022,10,27,21,3.47,229.0
104,130,99,2022-10-27 21:08:44,,27.5,58.0,94.0,309.0,30.5,90.0,15.0,4154.94,8.274,2.0,50.5461893,-84.8336503,8.274,12.0,13.0,7.0,12.0,1.81,2022,10,27,21,3.47,229.0
105,131,99,2022-10-27 21:08:45,,23.5,60.0,93.5,336.0,29.0,91.5,15.0,4163.11,8.333,2.0,50.5462434,-84.833746,8.333,12.200000000000045,13.0,7.0,12.200000000000045,1.92,2022,10,27,21,3.47,229.0
105,131,99,2022-10-27 21:08:46,,24.0,51.0,87.5,351.0,29.5,94.0,15.0,4171.3,8.181,2.0,50.5462977,-84.8338402,8.181,12.399999999999977,13.0,7.0,12.399999999999977,1.99,2022,10,27,21,3.47,229.0
104,131,99,2022-10-27 21:08:47,,25.0,52.0,85.0,311.0,28.0,92.0,15.0,4179.31,8.086,2.0,50.5463519,-84.8339304,8.086,12.600000000000023,13.0,7.0,12.600000000000023,1.93,2022,10,27,21,3.47,229.0
103,132,100,2022-10-27 21:08:48,,25.5,53.0,84.5,282.0,26.0,87.5,15.0,4187.24,7.98,2.0,50.5464002,-84.834025,7.98,12.600000000000023,14.0,7.0,12.600000000000023,1.85,2022,10,27,21,3.47,229.0
103,132,99,2022-10-27 21:08:49,,25.0,54.0,85.5,277.0,26.5,85.5,15.0,4195.4,7.813,2.0,50.5464491,-84.8341212,7.813,12.799999999999955,14.0,7.0,12.799999999999955,1.73,2022,10,27,21,3.47,229.0
103,132,99,2022-10-27 21:08:50,,27.0,58.0,92.5,281.0,24.0,84.0,15.0,4203.61,7.85,2.0,50.5465004,-84.8342202,7.85,12.799999999999955,14.0,7.0,12.799999999999955,1.55,2022,10,27,21,3.47,229.0
103,132,97,2022-10-27 21:08:51,,26.0,58.0,92.0,283.0,25.0,84.0,15.0,4211.63,7.919,2.0,50.5465534,-84.8343149,7.919,13.0,14.0,7.0,13.0,1.44,2022,10,27,21,3.47,229.0
103,133,101,2022-10-27 21:08:52,,24.5,57.0,90.0,279.0,26.5,84.5,15.0,4219.4,7.785,2.0,50.5466072,-84.834399,7.785,13.0,14.0,7.0,13.0,1.36,2022,10,27,21,3.47,229.0
102,133,102,2022-10-27 21:08:53,,23.0,55.0,88.0,272.0,28.0,84.5,15.0,4227.65,7.855,2.0,50.5466614,-84.8344912,7.855,13.0,14.0,7.0,13.0,1.22,2022,10,27,21,3.47,229.0
101,133,104,2022-10-27 21:08:54,,23.5,51.0,79.5,246.0,25.0,82.0,15.0,4236.01,7.962,2.0,50.5467193,-84.8345811,7.962,13.200000000000045,14.0,7.0,13.200000000000045,1.14,2022,10,27,21,3.47,229.0
101,133,108,2022-10-27 21:08:55,,21.5,51.0,86.0,250.0,25.0,86.0,15.0,4244.14,7.873,2.0,50.5467761,-84.8346692,7.873,13.399999999999977,14.0,7.0,13.399999999999977,1.11,2022,10,27,21,3.47,229.0
101,134,112,2022-10-27 21:08:56,,22.0,52.0,86.5,257.0,25.5,88.0,15.0,4252.13,7.832,2.0,50.5468279,-84.8347658,7.832,13.399999999999977,14.0,7.0,13.399999999999977,1.13,2022,10,27,21,3.47,229.0
101,134,118,2022-10-27 21:08:57,,23.0,53.0,82.5,229.0,27.0,88.5,15.0,4260.26,8.044,2.0,50.5468779,-84.8348602,8.044,13.600000000000023,15.0,7.0,13.600000000000023,1.16,2022,10,27,21,3.47,229.0
101,134,119,2022-10-27 21:08:58,,20.5,50.0,78.5,204.0,29.5,89.5,15.0,4268.15,7.756,2.0,50.5469302,-84.8349504,7.756,13.799999999999955,15.0,7.0,13.799999999999955,1.24,2022,10,27,21,3.47,229.0
70,134,121,2022-10-27 21:08:59,,24.5,43.0,69.5,179.0,24.0,80.0,15.0,4275.82,7.471,2.0,50.5469851,-84.8350309,7.471,13.799999999999955,15.0,7.0,13.799999999999955,1.29,2022,10,27,21,3.47,229.0
70,134,122,2022-10-27 21:09:00,,20.0,57.0,75.0,109.0,7.0,25.5,15.0,4283.34,7.528,2.0,50.5470401,-84.8351097,7.528,13.600000000000023,15.0,7.0,13.600000000000023,1.26,2022,10,27,21,3.47,229.0
98,135,123,2022-10-27 21:09:01,,19.5,61.0,82.0,167.0,5.0,39.0,15.0,4290.95,7.772,2.0,50.5470919,-84.8351972,7.772,13.600000000000023,15.0,7.0,13.600000000000023,1.15,2022,10,27,21,3.47,229.0
100,135,123,2022-10-27 21:09:02,,22.0,63.0,84.5,221.0,11.5,75.5,15.0,4298.74,7.923,2.0,50.547142,-84.8352883,7.923,13.600000000000023,15.0,7.0,13.600000000000023,0.15,2022,10,27,21,3.47,229.0
100,135,122,2022-10-27 21:09:03,,22.5,65.0,82.0,205.0,15.5,72.5,15.0,4306.45,7.845,2.0,50.5471921,-84.8353794,7.845,13.600000000000023,15.0,7.0,13.600000000000023,0.0,2022,10,27,21,3.47,229.0
101,135,123,2022-10-27 21:09:04,,22.5,66.0,80.0,194.0,20.0,70.0,15.0,4314.27,7.931,2.0,50.5472422,-84.8354705,7.931,13.399999999999977,15.0,7.0,13.399999999999977,0.0,2022,10,27,21,3.47,229.0
102,135,121,2022-10-27 21:09:05,,21.5,65.0,74.5,183.0,21.0,69.5,15.0,4322.1,7.866,2.0,50.547292,-84.8355611,7.866,13.399999999999977,15.0,7.0,13.399999999999977,0.0,2022,10,27,21,3.47,229.0
103,136,121,2022-10-27 21:09:06,,21.5,66.0,77.0,165.0,21.0,67.5,15.0,4329.88,8.014,2.0,50.5473417,-84.8356515,8.014,13.399999999999977,15.0,7.0,13.399999999999977,0.0,2022,10,27,21,3.47,229.0
104,136,120,2022-10-27 21:09:07,,22.0,67.0,81.0,176.0,20.5,66.0,15.0,4337.95,8.191,2.0,50.5473892,-84.8357483,8.191,13.200000000000045,15.0,7.0,13.200000000000045,0.0,2022,10,27,21,3.47,229.0
105,136,121,2022-10-27 21:09:08,,21.5,65.0,79.5,191.0,20.5,66.5,15.0,4346.23,8.355,2.0,50.5474378,-84.835849,8.355,13.200000000000045,15.0,7.0,13.200000000000045,-0.66,2022,10,27,21,3.47,229.0
106,136,121,2022-10-27 21:09:09,,21.0,63.0,78.0,201.0,21.0,67.5,15.0,4354.4,8.269,2.0,50.5474876,-84.8359487,8.269,13.0,15.0,7.0,13.0,-0.86,2022,10,27,21,3.47,229.0
106,136,122,2022-10-27 21:09:10,,20.5,64.0,76.5,202.0,21.0,68.0,15.0,4362.86,8.141,2.0,50.5475317,-84.8360533,8.141,13.0,15.0,8.0,13.0,-0.87,2022,10,27,21,3.47,229.0
104,137,123,2022-10-27 21:09:11,,21.0,65.0,77.5,201.0,21.0,70.0,15.0,4371.3,8.116,2.0,50.5475754,-84.8361625,8.116,13.0,15.0,8.0,13.0,-0.85,2022,10,27,21,3.47,229.0
104,137,122,2022-10-27 21:09:12,,22.0,65.0,79.0,193.0,20.5,71.5,15.0,4379.51,7.986,2.0,50.547621,-84.836261,7.986,13.0,15.0,8.0,13.0,-0.11,2022,10,27,21,3.47,229.0
103,137,123,2022-10-27 21:09:13,,20.0,64.0,77.5,188.0,20.5,71.5,15.0,4387.62,8.069,2.0,50.5476721,-84.8363577,8.069,13.0,15.0,8.0,13.0,0.0,2022,10,27,21,3.47,229.0
102,137,124,2022-10-27 21:09:14,,21.5,62.0,82.5,197.0,23.5,77.5,15.0,4395.56,7.959,2.0,50.5477241,-84.8364526,7.959,13.0,15.0,8.0,13.0,0.0,2022,10,27,21,3.47,229.0
101,137,123,2022-10-27 21:09:15,,23.0,62.0,88.5,228.0,27.0,84.5,15.0,4403.08,7.41,2.0,50.5477711,-84.8365376,7.41,12.799999999999955,15.0,8.0,12.799999999999955,0.0,2022,10,27,21,3.47,229.0
100,138,123,2022-10-27 21:09:16,,24.0,61.0,91.0,239.0,29.0,89.0,15.0,4410.0,6.745,2.0,50.5478139,-84.8366141,6.745,12.600000000000023,15.0,8.0,12.600000000000023,-0.44,2022,10,27,21,3.47,229.0
99,138,125,2022-10-27 21:09:17,,24.0,59.0,87.5,235.0,29.0,88.0,15.0,4416.78,6.774,2.0,50.5478554,-84.8366989,6.774,12.399999999999977,15.0,8.0,12.399999999999977,-0.67,2022,10,27,21,3.47,229.0
