distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,battery_soc,enhanced_altitude,grade,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
4535.12,8.675,2,50.3728857,-84.4409963,8.675,2022-05-10 12:42:00,2.1999999999999886,,2.1999999999999886,0.71,91.0,28.5,47.0,95.0,324.0,3.0,96.5,13.0,2022,5,10,12,6.63,247.0
4544.92,8.95,2,50.3729636,-84.4409012,8.95,2022-05-10 12:42:01,2.0,,2.0,0.58,96.0,28.5,51.0,95.0,315.0,0.0,100.0,13.0,2022,5,10,12,6.63,247.0
4553.89,8.87,2,50.3730349,-84.440814,8.87,2022-05-10 12:42:02,1.8000000000000114,,1.8000000000000114,0.14,97.0,28.5,55.0,95.0,309.0,0.0,100.0,13.0,2022,5,10,12,6.63,247.0
4562.94,8.729,2,50.3731082,-84.4407281,8.729,2022-05-10 12:42:03,1.6000000000000227,,1.6000000000000227,-0.29,97.0,28.5,58.0,95.0,306.0,0.0,100.0,13.0,2022,5,10,12,6.63,247.0
4571.58,8.707,2,50.373176,-84.4406429,8.707,2022-05-10 12:42:04,1.6000000000000227,,1.6000000000000227,-0.85,97.0,28.5,58.0,94.0,318.0,4.0,99.5,13.0,2022,5,10,12,6.63,247.0
4580.07,8.69,2,50.3732431,-84.4405598,8.69,2022-05-10 12:42:05,1.6000000000000227,,1.6000000000000227,-1.39,95.0,27.5,58.0,87.0,286.0,31.5,95.5,13.0,2022,5,10,12,6.63,247.0
4588.63,8.579,2,50.3733116,-84.4404774,8.579,2022-05-10 12:42:06,1.6000000000000227,,1.6000000000000227,-1.48,95.0,29.0,55.0,90.5,295.0,31.5,95.5,13.0,2022,5,10,12,6.63,247.0
4597.3,8.679,2,50.3733796,-84.4403917,8.679,2022-05-10 12:42:07,2.0,,2.0,-0.8,95.0,30.0,52.0,94.0,304.0,31.5,95.5,13.0,2022,5,10,12,6.63,247.0
4606.08,8.68,2,50.3734477,-84.4403039,8.68,2022-05-10 12:42:08,2.0,,2.0,0.12,95.0,31.0,50.0,96.0,314.0,31.5,95.5,13.0,2022,5,10,12,6.63,247.0
4614.82,8.657,2,50.3735146,-84.4402154,8.657,2022-05-10 12:42:09,2.1999999999999886,,2.1999999999999886,1.03,95.0,31.0,50.0,96.0,318.0,31.5,95.5,13.0,2022,5,10,12,6.63,247.0
4623.47,8.633,2,50.3735813,-84.4401284,8.633,2022-05-10 12:42:10,2.1999999999999886,,2.1999999999999886,1.63,96.0,30.0,50.0,94.0,308.0,31.0,95.0,13.0,2022,5,10,12,6.63,247.0
4632.21,8.619,2,50.3736483,-84.4400398,8.619,2022-05-10 12:42:11,2.3999999999999773,,2.3999999999999773,1.59,97.0,23.5,50.0,79.0,277.0,29.0,92.5,13.0,2022,5,10,12,6.63,247.0
4641.18,8.732,2,50.3737163,-84.439948,8.732,2022-05-10 12:42:12,2.3999999999999773,,2.3999999999999773,1.3,97.0,22.5,50.0,77.0,292.0,29.0,92.0,13.0,2022,5,10,12,6.63,247.0
4649.84,8.722,2,50.3737841,-84.4398623,8.722,2022-05-10 12:42:13,2.3999999999999773,,2.3999999999999773,1.03,96.0,27.0,51.0,87.0,308.0,28.5,90.0,13.0,2022,5,10,12,6.63,247.0
4658.76,8.465,2,50.3738539,-84.4397741,8.465,2022-05-10 12:42:14,2.6000000000000227,,2.6000000000000227,0.56,96.0,29.0,50.0,92.0,288.0,28.5,88.5,13.0,2022,5,10,12,6.63,247.0
4667.06,8.422,2,50.3739187,-84.4396916,8.422,2022-05-10 12:42:15,3.0,,3.0,0.62,96.0,22.5,48.0,81.0,237.0,29.0,89.0,13.0,2022,5,10,12,6.63,247.0
4675.18,7.948,2,50.3739847,-84.4396151,7.948,2022-05-10 12:42:16,3.1999999999999886,,3.1999999999999886,1.48,103.0,23.0,49.0,81.5,302.0,29.0,90.0,13.0,2022,5,10,12,6.63,247.0
4682.66,7.497,2,50.3740468,-84.4395466,7.497,2022-05-10 12:42:17,3.3999999999999773,,3.3999999999999773,2.12,104.0,24.0,51.0,83.5,325.0,28.5,92.0,13.0,2022,5,10,12,6.63,247.0
4688.95,6.61,2,50.3740977,-84.4394867,6.61,2022-05-10 12:42:18,3.8000000000000114,,3.8000000000000114,2.6,101.0,26.5,49.0,86.0,368.0,27.0,86.5,13.0,2022,5,10,12,6.63,247.0
4695.69,6.082,2,50.3741526,-84.4394232,6.082,2022-05-10 12:42:19,4.0,,4.0,3.18,100.0,27.0,46.0,89.5,339.0,28.0,91.5,13.0,2022,5,10,12,6.63,247.0
4701.73,6.06,2,50.3742002,-84.4393639,6.06,2022-05-10 12:42:20,4.199999999999989,,4.199999999999989,3.43,98.0,27.0,43.0,92.5,310.0,29.0,96.5,13.0,2022,5,10,12,6.63,247.0
4707.89,6.058,2,50.3742502,-84.4393056,6.058,2022-05-10 12:42:21,4.199999999999989,,4.199999999999989,3.36,98.0,27.0,49.0,89.5,317.0,24.5,82.0,13.0,2022,5,10,12,6.63,247.0
4713.62,5.483,2,50.3742959,-84.4392502,5.483,2022-05-10 12:42:22,4.600000000000023,,4.600000000000023,3.37,102.0,27.0,53.0,87.5,317.0,22.5,74.0,13.0,2022,5,10,12,6.63,247.0
4719.22,5.433,2,50.3743404,-84.4391957,5.433,2022-05-10 12:42:23,4.800000000000011,,4.800000000000011,3.21,100.0,27.0,49.0,87.5,317.0,28.0,87.5,13.0,2022,5,10,12,6.63,247.0
4724.97,5.74,2,50.3743876,-84.4391422,5.74,2022-05-10 12:42:24,5.0,,5.0,2.97,98.0,27.5,50.0,91.0,351.0,28.5,87.0,13.0,2022,5,10,12,6.63,247.0
4730.71,5.761,2,50.3744335,-84.4390867,5.761,2022-05-10 12:42:25,5.399999999999977,,5.399999999999977,3.29,98.0,27.0,47.0,88.0,331.0,28.0,86.5,13.0,2022,5,10,12,6.63,247.0
4736.94,6.339,2,50.3744811,-84.4390236,6.339,2022-05-10 12:42:26,5.600000000000023,,5.600000000000023,3.83,98.0,26.0,47.0,86.5,322.0,27.5,86.5,13.0,2022,5,10,12,6.63,247.0
4743.42,6.495,2,50.3745324,-84.4389601,6.495,2022-05-10 12:42:27,5.800000000000011,,5.800000000000011,3.99,98.0,25.5,48.0,87.5,318.0,27.5,87.0,13.0,2022,5,10,12,6.63,247.0
4750.11,6.686,2,50.3745855,-84.4388952,6.686,2022-05-10 12:42:28,6.199999999999989,,6.199999999999989,4.33,98.0,24.5,49.0,88.5,313.0,27.5,87.5,13.0,2022,5,10,12,6.63,247.0
4756.49,6.097,2,50.3746359,-84.4388327,6.097,2022-05-10 12:42:29,6.199999999999989,,6.199999999999989,4.65,98.0,24.0,50.0,89.5,309.0,27.5,88.0,13.0,2022,5,10,12,6.63,247.0
4762.49,5.644,2,50.3746838,-84.4387747,5.644,2022-05-10 12:42:30,6.399999999999977,,6.399999999999977,4.11,98.0,23.5,50.0,90.0,294.0,27.5,88.0,13.0,2022,5,10,12,6.63,247.0
4768.38,5.517,2,50.3747316,-84.4387188,5.517,2022-05-10 12:42:31,6.600000000000023,,6.600000000000023,3.44,99.0,23.5,50.0,90.0,283.0,27.5,88.0,13.0,2022,5,10,12,6.63,247.0
4774.44,5.69,2,50.3747794,-84.4386594,5.69,2022-05-10 12:42:32,6.600000000000023,,6.600000000000023,3.21,99.0,24.0,50.0,85.5,274.0,26.5,86.0,13.0,2022,5,10,12,6.63,247.0
4780.84,6.208,2,50.3748301,-84.438597,6.208,2022-05-10 12:42:33,6.800000000000011,,6.800000000000011,2.87,99.0,24.0,50.0,81.5,263.0,26.0,83.0,13.0,2022,5,10,12,6.63,247.0
4787.56,6.368,2,50.3748826,-84.4385304,6.368,2022-05-10 12:42:34,6.800000000000011,,6.800000000000011,2.43,99.0,24.0,50.0,82.0,253.0,25.5,79.5,13.0,2022,5,10,12,6.63,247.0
4794.76,6.616,2,50.3749378,-84.4384576,6.616,2022-05-10 12:42:35,6.800000000000011,,6.800000000000011,2.2,99.0,24.0,50.0,82.5,239.0,25.0,77.5,13.0,2022,5,10,12,6.63,247.0
4801.71,6.559,2,50.3749916,-84.4383879,6.559,2022-05-10 12:42:36,7.0,,7.0,1.37,99.0,24.0,50.0,82.5,227.0,25.0,77.5,13.0,2022,5,10,12,6.63,247.0
4809.02,6.534,2,50.3750492,-84.4383161,6.534,2022-05-10 12:42:37,7.0,,7.0,0.72,98.0,23.5,50.0,81.0,235.0,24.5,77.5,13.0,2022,5,10,12,6.63,247.0
4815.92,6.297,2,50.3751042,-84.4382492,6.297,2022-05-10 12:42:38,7.0,,7.0,0.58,98.0,22.5,50.0,78.0,228.0,23.0,77.0,13.0,2022,5,10,12,6.63,247.0
4822.96,6.428,2,50.3751588,-84.4381789,6.428,2022-05-10 12:42:39,7.0,,7.0,0.19,98.0,21.5,50.0,75.0,221.0,21.5,76.5,13.0,2022,5,10,12,6.63,247.0
4830.01,6.559,2,50.3752142,-84.4381094,6.559,2022-05-10 12:42:40,7.199999999999989,,7.199999999999989,0.31,98.0,23.5,50.0,79.0,220.0,21.5,76.5,13.0,2022,5,10,12,6.63,247.0
4837.02,6.793,2,50.3752695,-84.4380408,6.793,2022-05-10 12:42:41,7.399999999999977,,7.399999999999977,1.07,97.0,24.5,50.0,82.0,203.0,21.5,76.5,13.0,2022,5,10,12,6.63,247.0
4845.0,7.353,2,50.3753313,-84.4379608,7.353,2022-05-10 12:42:42,7.199999999999989,,7.199999999999989,1.06,97.0,24.5,51.0,82.0,169.0,21.5,76.5,13.0,2022,5,10,12,6.63,247.0
4852.55,7.474,2,50.3753878,-84.4378824,7.474,2022-05-10 12:42:43,7.0,,7.0,0.29,98.0,24.5,55.0,82.0,178.0,21.5,76.5,13.0,2022,5,10,12,6.63,247.0
4859.78,7.297,2,50.3754454,-84.4378124,7.297,2022-05-10 12:42:44,7.0,,7.0,0.0,98.0,24.5,55.0,82.0,193.0,21.5,76.5,13.0,2022,5,10,12,6.63,247.0
4867.64,7.787,2,50.3755094,-84.4377385,7.787,2022-05-10 12:42:45,7.199999999999989,,7.199999999999989,0.0,95.0,24.5,55.0,82.0,185.0,21.5,76.5,13.0,2022,5,10,12,6.63,247.0
4875.8,8.073,2,50.3755731,-84.4376574,8.073,2022-05-10 12:42:46,7.0,,7.0,-0.46,92.0,24.0,54.0,76.0,160.0,23.5,81.0,13.0,2022,5,10,12,6.63,247.0
4883.71,7.961,2,50.3756351,-84.4375794,7.961,2022-05-10 12:42:47,6.800000000000011,,6.800000000000011,-1.03,92.0,23.5,54.0,71.0,130.0,25.5,85.0,13.0,2022,5,10,12,6.63,247.0
4892.15,8.375,2,50.3757048,-84.4375013,8.375,2022-05-10 12:42:48,6.399999999999977,,6.399999999999977,-1.06,92.0,23.5,54.0,71.0,100.0,25.5,85.0,13.0,2022,5,10,12,6.63,247.0
4900.7,8.403,2,50.3757761,-84.4374236,8.403,2022-05-10 12:42:49,6.0,,6.0,-1.37,93.0,23.5,54.0,71.0,69.0,25.5,85.0,13.0,2022,5,10,12,6.63,247.0
4909.24,8.504,2,50.3758476,-84.4373462,8.504,2022-05-10 12:42:50,5.800000000000011,,5.800000000000011,-2.31,79.0,17.5,47.0,78.0,50.0,23.5,78.5,13.0,2022,5,10,12,6.63,247.0
4917.74,8.525,2,50.3759207,-84.4372727,8.525,2022-05-10 12:42:51,5.399999999999977,,5.399999999999977,-3.12,63.0,11.5,40.0,86.0,33.0,21.0,71.0,13.0,2022,5,10,12,6.63,247.0
4926.3,8.538,2,50.3759958,-84.4372012,8.538,2022-05-10 12:42:52,5.199999999999989,,5.199999999999989,-3.57,47.0,5.0,33.0,93.5,15.0,18.5,64.0,13.0,2022,5,10,12,6.63,247.0
4934.92,8.553,2,50.3760751,-84.437137,8.553,2022-05-10 12:42:53,4.800000000000011,,4.800000000000011,-3.92,0.0,0.0,26.0,100.0,0.0,16.5,58.0,13.0,2022,5,10,12,6.63,247.0
4943.49,8.556,2,50.3761554,-84.4370765,8.556,2022-05-10 12:42:54,4.800000000000011,,4.800000000000011,-3.85,0.0,0.0,19.0,100.0,0.0,16.5,58.0,13.0,2022,5,10,12,6.63,247.0
4952.03,8.628,2,50.376238,-84.4370229,8.628,2022-05-10 12:42:55,4.399999999999977,,4.399999999999977,-3.48,0.0,0.0,12.0,100.0,0.0,16.5,58.0,13.0,2022,5,10,12,6.63,247.0
4960.68,8.621,2,50.3763218,-84.436969,8.621,2022-05-10 12:42:56,4.199999999999989,,4.199999999999989,-3.28,0.0,0.0,5.0,100.0,0.0,16.5,58.0,13.0,2022,5,10,12,6.63,247.0
4969.63,8.844,2,50.3764092,-84.4369151,8.844,2022-05-10 12:42:57,4.0,,4.0,-3.2,48.0,19.5,4.0,66.5,277.0,0.0,65.0,13.0,2022,5,10,12,6.63,247.0
4978.88,9.169,2,50.3765002,-84.4368616,9.169,2022-05-10 12:42:58,3.6000000000000227,,3.6000000000000227,-3.1,81.0,28.5,4.0,92.0,328.0,0.0,73.0,13.0,2022,5,10,12,6.63,247.0
4988.41,9.429,2,50.3765956,-84.4368115,9.429,2022-05-10 12:42:59,3.1999999999999886,,3.1999999999999886,-2.91,85.0,29.0,4.0,94.0,344.0,0.0,80.5,13.0,2022,5,10,12,6.63,247.0
4997.65,9.452,2,50.3766882,-84.4367632,9.452,2022-05-10 12:43:00,3.0,,3.0,-2.82,90.0,29.0,4.0,93.5,326.0,4.5,88.0,13.0,2022,5,10,12,6.63,247.0
5007.97,9.992,2,50.3767933,-84.436716,9.992,2022-05-10 12:43:01,2.8000000000000114,,2.8000000000000114,-2.71,91.0,27.5,4.0,92.0,282.0,29.0,96.0,13.0,2022,5,10,12,6.63,247.0
5017.52,9.501,2,50.376892,-84.4366787,9.501,2022-05-10 12:43:02,2.6000000000000227,,2.6000000000000227,-2.59,92.0,25.5,48.0,84.5,307.0,29.5,89.0,13.0,2022,5,10,12,6.63,247.0
5027.56,9.543,2,50.3769972,-84.436647,9.543,2022-05-10 12:43:03,2.1999999999999886,,2.1999999999999886,-2.62,92.0,25.5,48.0,84.5,263.0,29.5,89.0,13.0,2022,5,10,12,6.63,247.0
5037.17,9.547,2,50.3770986,-84.4366209,9.547,2022-05-10 12:43:04,2.0,,2.0,-2.74,92.0,25.5,48.0,84.5,259.0,29.5,89.0,13.0,2022,5,10,12,6.63,247.0
5046.77,9.374,2,50.3772004,-84.4365991,9.374,2022-05-10 12:43:05,2.0,,2.0,-2.74,92.0,25.5,48.0,84.5,265.0,29.5,89.0,13.0,2022,5,10,12,6.63,247.0
5056.44,9.452,2,50.3773034,-84.4365809,9.452,2022-05-10 12:43:06,2.0,,2.0,-2.5,92.0,27.5,48.0,87.5,253.0,30.5,90.0,13.0,2022,5,10,12,6.63,247.0
5066.06,9.111,2,50.3774059,-84.4365629,9.111,2022-05-10 12:43:07,2.0,,2.0,-1.95,92.0,31.5,48.0,95.0,245.0,33.0,92.0,13.0,2022,5,10,12,6.63,247.0
5075.54,9.391,2,50.377507,-84.4365469,9.391,2022-05-10 12:43:08,2.0,,2.0,-1.19,92.0,31.0,48.0,94.5,237.0,33.5,93.0,13.0,2022,5,10,12,6.63,247.0
5085.32,9.26,2,50.3776112,-84.436529,9.26,2022-05-10 12:43:09,2.0,,2.0,-0.54,91.0,28.5,48.0,91.5,231.0,33.0,93.5,13.0,2022,5,10,12,6.63,247.0
5094.81,9.403,2,50.3777124,-84.436513,9.403,2022-05-10 12:43:10,2.0,,2.0,-0.12,91.0,27.5,48.0,89.5,212.0,33.0,93.5,13.0,2022,5,10,12,6.63,247.0
5104.07,9.202,2,50.3778117,-84.4365045,9.202,2022-05-10 12:43:11,2.0,,2.0,0.0,90.0,27.5,48.0,89.5,184.0,33.0,93.5,13.0,2022,5,10,12,6.63,247.0
5113.35,8.863,2,50.3779113,-84.4365076,8.863,2022-05-10 12:43:12,2.0,,2.0,0.0,89.0,26.5,48.0,87.5,181.0,31.5,91.0,13.0,2022,5,10,12,6.63,247.0
5122.36,8.629,2,50.3780072,-84.4365246,8.629,2022-05-10 12:43:13,2.0,,2.0,0.0,89.0,22.5,48.0,78.0,261.0,23.5,77.5,13.0,2022,5,10,12,6.63,247.0
5131.49,8.912,2,50.3781032,-84.4365519,8.912,2022-05-10 12:43:14,2.0,,2.0,0.0,89.0,20.5,48.0,72.5,287.0,19.5,70.5,13.0,2022,5,10,12,6.63,247.0
5140.46,8.968,2,50.3781966,-84.4365834,8.968,2022-05-10 12:43:15,2.0,,2.0,0.0,88.0,20.5,48.0,72.5,227.0,19.5,70.5,13.0,2022,5,10,12,6.63,247.0
5149.54,8.947,2,50.3782904,-84.436619,8.947,2022-05-10 12:43:16,2.0,,2.0,0.0,87.0,20.5,48.0,72.5,225.0,19.5,70.5,13.0,2022,5,10,12,6.63,247.0
5158.34,8.726,2,50.3783808,-84.4366562,8.726,2022-05-10 12:43:17,2.0,,2.0,0.0,87.0,20.5,47.0,73.0,213.0,20.0,72.0,13.0,2022,5,10,12,6.63,247.0
5166.87,8.332,2,50.3784675,-84.4366962,8.332,2022-05-10 12:43:18,2.0,,2.0,0.0,86.0,21.5,41.0,74.5,177.0,22.5,78.0,13.0,2022,5,10,12,6.63,247.0
5174.93,8.032,2,50.3785499,-84.4367317,8.032,2022-05-10 12:43:19,2.0,,2.0,0.0,86.0,22.0,36.0,76.0,142.0,25.0,84.0,13.0,2022,5,10,12,6.63,247.0
5183.16,7.809,2,50.3786349,-84.4367644,7.809,2022-05-10 12:43:20,2.0,,2.0,0.0,85.0,20.5,33.0,71.5,109.0,26.5,86.5,13.0,2022,5,10,12,6.63,247.0
5190.85,7.499,2,50.3787145,-84.4367943,7.499,2022-05-10 12:43:21,1.8000000000000114,,1.8000000000000114,-0.31,82.0,17.0,33.0,59.5,78.0,26.0,85.0,13.0,2022,5,10,12,6.63,247.0
5198.53,7.466,2,50.3787943,-84.4368223,7.466,2022-05-10 12:43:22,1.6000000000000227,,1.6000000000000227,-0.88,79.0,13.0,33.0,47.5,47.0,25.5,83.0,13.0,2022,5,10,12,6.63,247.0
5206.06,7.174,2,50.3788707,-84.4368579,7.174,2022-05-10 12:43:23,1.6000000000000227,,1.6000000000000227,-1.25,76.0,9.0,33.0,35.5,16.0,25.0,81.5,13.0,2022,5,10,12,6.63,247.0
5213.14,6.997,2,50.3789383,-84.4369047,6.997,2022-05-10 12:43:24,1.8000000000000114,,1.8000000000000114,-1.24,0.0,7.0,33.0,29.0,0.0,24.5,80.5,13.0,2022,5,10,12,6.63,247.0
5220.28,7.188,2,50.3790027,-84.4369606,7.188,2022-05-10 12:43:25,1.8000000000000114,,1.8000000000000114,-0.75,24.0,10.5,34.0,38.5,220.0,22.5,81.0,13.0,2022,5,10,12,6.63,247.0
5227.75,7.404,2,50.3790638,-84.4370304,7.404,2022-05-10 12:43:26,1.8000000000000114,,1.8000000000000114,-0.17,71.0,22.5,38.0,71.5,227.0,15.5,83.5,13.0,2022,5,10,12,6.63,247.0
5234.93,7.521,2,50.3791133,-84.4371098,7.521,2022-05-10 12:43:27,1.8000000000000114,,1.8000000000000114,0.25,70.0,22.5,38.0,71.5,327.0,15.5,83.5,13.0,2022,5,10,12,6.63,247.0
5242.79,7.777,2,50.3791597,-84.4372048,7.777,2022-05-10 12:43:28,1.8000000000000114,,1.8000000000000114,0.73,72.0,19.0,55.0,86.0,340.0,18.0,82.0,13.0,2022,5,10,12,6.63,247.0
5250.67,7.968,2,50.3792036,-84.437302,7.968,2022-05-10 12:43:29,2.0,,2.0,0.96,73.0,19.5,56.0,89.0,400.0,18.5,83.0,13.0,2022,5,10,12,6.63,247.0
5258.92,8.2,2,50.3792515,-84.4374023,8.2,2022-05-10 12:43:30,2.0,,2.0,0.64,76.0,19.5,55.0,91.5,455.0,19.5,88.0,13.0,2022,5,10,12,6.63,247.0
5267.07,7.992,2,50.379299,-84.4375013,7.992,2022-05-10 12:43:31,2.1999999999999886,,2.1999999999999886,0.53,80.0,20.0,53.0,92.5,491.0,20.5,93.5,13.0,2022,5,10,12,6.63,247.0
5275.1,7.648,2,50.3793451,-84.4375994,7.648,2022-05-10 12:43:32,2.3999999999999773,,2.3999999999999773,1.16,81.0,20.5,51.0,91.5,519.0,21.5,96.0,13.0,2022,5,10,12,6.63,247.0
5282.6,7.201,2,50.3793867,-84.4376922,7.201,2022-05-10 12:43:33,2.8000000000000114,,2.8000000000000114,1.96,80.0,21.0,52.0,96.0,544.0,22.0,95.5,13.0,2022,5,10,12,6.63,247.0
5289.92,7.054,2,50.3794231,-84.437786,7.054,2022-05-10 12:43:34,3.3999999999999773,,3.3999999999999773,2.92,79.0,22.5,52.0,98.5,553.0,22.5,97.0,13.0,2022,5,10,12,6.63,247.0
5296.98,6.931,2,50.3794533,-84.4378794,6.931,2022-05-10 12:43:35,3.8000000000000114,,3.8000000000000114,3.77,74.0,24.0,52.0,99.0,625.0,23.5,99.0,13.0,2022,5,10,12,6.63,247.0
5303.98,6.944,2,50.3794777,-84.4379752,6.944,2022-05-10 12:43:36,4.399999999999977,,4.399999999999977,4.36,72.0,25.0,50.0,99.5,617.0,25.5,100.0,13.0,2022,5,10,12,6.63,247.0
5310.77,6.592,2,50.3794997,-84.4380687,6.592,2022-05-10 12:43:37,5.0,,5.0,5.15,70.0,28.5,50.0,99.5,628.0,25.5,100.0,13.0,2022,5,10,12,6.63,247.0
5317.04,6.05,2,50.379516,-84.4381566,6.05,2022-05-10 12:43:38,5.600000000000023,,5.600000000000023,6.11,68.0,27.5,50.0,99.0,536.0,26.5,100.0,13.0,2022,5,10,12,6.63,247.0
5322.69,5.667,2,50.3795282,-84.4382366,5.667,2022-05-10 12:43:39,6.199999999999989,,6.199999999999989,6.9,68.0,25.5,51.0,98.5,482.0,29.0,99.5,13.0,2022,5,10,12,6.63,247.0
5327.89,5.227,2,50.379538,-84.4383106,5.227,2022-05-10 12:43:40,6.800000000000011,,6.800000000000011,8.02,67.0,24.0,51.0,97.5,439.0,29.5,99.0,13.0,2022,5,10,12,6.63,247.0
5333.6,5.522,2,50.37955,-84.4383916,5.522,2022-05-10 12:43:41,7.199999999999989,,7.199999999999989,9.33,67.0,22.5,52.0,96.5,407.0,28.0,98.5,12.0,2022,5,10,12,6.63,247.0
5339.83,6.198,2,50.3795675,-84.4384784,6.198,2022-05-10 12:43:42,7.600000000000023,,7.600000000000023,9.85,67.0,21.5,53.0,95.5,375.0,26.5,98.5,12.0,2022,5,10,12,6.63,247.0
5345.86,5.852,2,50.3795836,-84.4385628,5.852,2022-05-10 12:43:43,8.0,,8.0,9.5,69.0,20.5,53.0,92.0,369.0,21.5,96.0,12.0,2022,5,10,12,6.63,247.0
5351.94,5.858,2,50.3795902,-84.4386502,5.858,2022-05-10 12:43:44,8.199999999999989,,8.199999999999989,8.52,69.0,19.5,53.0,91.5,366.0,18.5,93.0,12.0,2022,5,10,12,6.63,247.0
5357.59,5.828,2,50.3795906,-84.4387317,5.828,2022-05-10 12:43:45,8.399999999999977,,8.399999999999977,7.28,70.0,19.5,50.0,91.5,322.0,17.5,91.5,12.0,2022,5,10,12,6.63,247.0
5363.26,5.499,3,50.379585,-84.4388133,5.499,2022-05-10 12:43:46,8.600000000000023,,8.600000000000023,6.11,70.0,19.5,44.0,91.5,236.0,17.5,91.5,12.0,2022,5,10,12,6.63,247.0
5369.03,5.562,3,50.3795772,-84.4388961,5.562,2022-05-10 12:43:47,8.800000000000011,,8.800000000000011,4.93,70.0,19.5,38.0,91.5,151.0,17.5,91.5,12.0,2022,5,10,12,6.63,247.0
5375.32,5.739,3,50.3795655,-84.4389856,5.739,2022-05-10 12:43:48,8.800000000000011,,8.800000000000011,3.77,70.0,19.5,32.0,91.5,65.0,17.5,91.5,12.0,2022,5,10,12,6.63,247.0
5382.06,6.492,3,50.3795537,-84.4390816,6.492,2022-05-10 12:43:49,8.600000000000023,,8.600000000000023,2.7,0.0,19.5,26.0,91.5,0.0,17.5,91.5,12.0,2022,5,10,12,6.63,247.0
5389.26,6.547,3,50.3795379,-84.4391835,6.547,2022-05-10 12:43:50,8.600000000000023,,8.600000000000023,1.36,0.0,19.5,20.0,91.5,0.0,18.0,92.0,12.0,2022,5,10,12,6.63,247.0
5396.57,6.63,3,50.379522,-84.4392869,6.63,2022-05-10 12:43:51,8.399999999999977,,8.399999999999977,0.06,0.0,20.0,14.0,91.5,0.0,18.5,92.0,12.0,2022,5,10,12,6.63,247.0
5403.76,6.5,3,50.3795026,-84.4393875,6.5,2022-05-10 12:43:52,8.199999999999989,,8.199999999999989,-0.82,0.0,20.0,8.0,91.5,0.0,19.0,92.5,12.0,2022,5,10,12,6.63,247.0
5410.58,6.462,3,50.3794843,-84.439483,6.462,2022-05-10 12:43:53,7.800000000000011,,7.800000000000011,-1.73,24.0,25.5,7.0,95.5,288.0,26.0,96.0,12.0,2022,5,10,12,6.63,247.0
5418.14,6.69,3,50.3794664,-84.4395896,6.69,2022-05-10 12:43:54,7.800000000000011,,7.800000000000011,-2.47,57.0,29.0,7.0,96.5,341.0,30.5,98.0,12.0,2022,5,10,12,6.63,247.0
5426.27,7.205,3,50.3794523,-84.4397054,7.205,2022-05-10 12:43:55,7.800000000000011,,7.800000000000011,-2.64,84.0,27.5,7.0,94.0,335.0,30.5,98.0,12.0,2022,5,10,12,6.63,247.0
5435.14,8.616,3,50.3794384,-84.4398323,8.616,2022-05-10 12:43:56,7.800000000000011,,7.800000000000011,-2.36,86.0,26.5,7.0,93.5,327.0,31.5,97.5,12.0,2022,5,10,12,6.63,247.0
5444.82,9.433,3,50.3794264,-84.4399713,9.433,2022-05-10 12:43:57,7.800000000000011,,7.800000000000011,-1.78,87.0,26.5,7.0,93.5,308.0,31.5,97.5,12.0,2022,5,10,12,6.63,247.0
5454.75,9.762,3,50.3794162,-84.4401141,9.762,2022-05-10 12:43:58,7.800000000000011,,7.800000000000011,-0.94,87.0,27.0,7.0,91.5,312.0,29.5,95.5,12.0,2022,5,10,12,6.63,247.0
5463.38,8.952,3,50.3794138,-84.4402387,8.952,2022-05-10 12:43:59,8.0,,8.0,-0.22,90.0,27.0,25.0,90.5,347.0,28.5,94.5,12.0,2022,5,10,12,6.63,247.0
5472.39,9.153,3,50.3794064,-84.4403685,9.153,2022-05-10 12:44:00,8.199999999999989,,8.199999999999989,0.22,95.0,28.5,51.0,92.0,406.0,29.0,94.0,12.0,2022,5,10,12,6.63,247.0
5481.74,9.151,3,50.3794001,-84.4405034,9.151,2022-05-10 12:44:01,8.600000000000023,,8.600000000000023,0.76,94.0,34.0,51.0,98.5,469.0,30.0,92.5,12.0,2022,5,10,12,6.63,247.0
5490.6,9.044,3,50.3793979,-84.4406314,9.044,2022-05-10 12:44:02,9.0,,9.0,1.57,92.0,35.5,51.0,100.0,548.0,30.0,92.0,12.0,2022,5,10,12,6.63,247.0
5499.45,8.734,3,50.3794014,-84.4407593,8.734,2022-05-10 12:44:03,9.399999999999977,,9.399999999999977,2.56,93.0,37.0,50.0,100.0,558.0,32.5,95.0,12.0,2022,5,10,12,6.63,247.0
5508.52,9.0,3,50.3793942,-84.4408899,9.0,2022-05-10 12:44:04,9.800000000000011,,9.800000000000011,3.65,94.0,37.5,48.0,100.0,565.0,37.5,100.0,12.0,2022,5,10,12,6.63,247.0
5516.97,8.638,3,50.3793937,-84.441012,8.638,2022-05-10 12:44:05,10.0,,10.0,4.37,94.0,35.5,49.0,100.0,560.0,37.0,100.0,12.0,2022,5,10,12,6.63,247.0
