battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,373.57,9.898,2,50.3988079,-84.4843124,9.898,2022-05-11 10:18:26,97.0,27.5,47.0,92.0,211.0,32.0,97.5,7.0,-9.600000000000023,-9.600000000000023,0.0,2022,5,11,10,2.88,214.0
,383.85,10.093,2,50.398795,-84.48446,10.093,2022-05-11 10:18:27,98.0,27.5,47.0,92.0,227.0,32.0,97.5,7.0,-9.800000000000011,-9.800000000000011,0.0,2022,5,11,10,2.88,214.0
,393.93,9.815,2,50.3987812,-84.4846045,9.815,2022-05-11 10:18:28,98.0,27.5,47.0,92.0,240.0,32.0,97.5,7.0,-10.0,-10.0,-0.36,2022,5,11,10,2.88,214.0
,403.83,9.509,2,50.3987642,-84.4847457,9.509,2022-05-11 10:18:29,99.0,27.5,49.0,92.0,266.0,30.5,93.5,7.0,-10.399999999999977,-10.399999999999977,-0.86,2022,5,11,10,2.88,214.0
,413.6,9.432,3,50.3987428,-84.484884,9.432,2022-05-11 10:18:30,99.0,27.0,51.0,91.5,303.0,27.5,87.5,7.0,-10.600000000000023,-10.600000000000023,-1.28,2022,5,11,10,2.88,214.0
,423.51,9.378,3,50.3987236,-84.4850246,9.378,2022-05-11 10:18:31,99.0,26.5,54.0,91.0,339.0,25.0,81.5,7.0,-10.800000000000011,-10.800000000000011,-1.8,2022,5,11,10,2.88,214.0
,433.6,9.515,3,50.3987124,-84.4851697,9.515,2022-05-11 10:18:32,99.0,26.5,54.0,91.0,362.0,24.5,80.5,7.0,-10.800000000000011,-10.800000000000011,-1.9,2022,5,11,10,2.88,214.0
,443.53,9.497,3,50.3987024,-84.4853125,9.497,2022-05-11 10:18:33,99.0,26.5,54.0,91.0,365.0,25.0,84.0,7.0,-10.600000000000023,-10.600000000000023,-1.56,2022,5,11,10,2.88,214.0
,453.59,9.346,3,50.3986953,-84.4854576,9.346,2022-05-11 10:18:34,98.0,26.5,54.0,91.0,358.0,26.0,88.5,7.0,-10.600000000000023,-10.600000000000023,-1.18,2022,5,11,10,2.88,214.0
,463.99,9.389,3,50.3986885,-84.4856076,9.389,2022-05-11 10:18:35,97.0,26.5,52.0,91.0,377.0,26.0,88.5,7.0,-10.399999999999977,-10.399999999999977,-0.64,2022,5,11,10,2.88,214.0
,474.16,9.477,3,50.3986756,-84.4857535,9.477,2022-05-11 10:18:36,96.0,27.0,51.0,93.0,399.0,26.5,89.0,7.0,-10.0,-10.0,0.29,2022,5,11,10,2.88,214.0
,484.09,9.442,3,50.3986596,-84.4858955,9.442,2022-05-11 10:18:37,94.0,28.5,51.0,95.5,420.0,27.0,90.5,7.0,-10.0,-10.0,1.21,2022,5,11,10,2.88,214.0
,493.86,9.381,3,50.3986418,-84.4860345,9.381,2022-05-11 10:18:38,94.0,29.5,51.0,96.5,414.0,27.5,92.0,7.0,-9.600000000000023,-9.600000000000023,1.77,2022,5,11,10,2.88,214.0
,503.38,9.244,3,50.3986241,-84.4861701,9.244,2022-05-11 10:18:39,94.0,28.5,52.0,96.0,396.0,28.0,94.0,7.0,-9.399999999999977,-9.399999999999977,2.02,2022,5,11,10,2.88,214.0
,512.7,9.031,3,50.3986046,-84.486302,9.031,2022-05-11 10:18:40,93.0,28.5,53.0,96.0,383.0,28.0,94.0,7.0,-9.199999999999989,-9.199999999999989,2.09,2022,5,11,10,2.88,214.0
,521.71,8.672,3,50.3985822,-84.4864288,8.672,2022-05-11 10:18:41,92.0,30.0,51.0,94.5,391.0,28.5,94.5,7.0,-9.0,-9.0,2.11,2022,5,11,10,2.88,214.0
,530.21,8.215,3,50.3985643,-84.4865492,8.215,2022-05-11 10:18:42,91.0,28.5,52.0,96.0,358.0,28.5,94.5,7.0,-8.600000000000023,-8.600000000000023,2.15,2022,5,11,10,2.88,214.0
,538.27,7.861,3,50.3985483,-84.4866638,7.861,2022-05-11 10:18:43,91.0,26.0,51.0,95.0,389.0,28.0,94.0,7.0,-8.399999999999977,-8.399999999999977,2.29,2022,5,11,10,2.88,214.0
,546.1,7.83,3,50.3985354,-84.4867755,7.83,2022-05-11 10:18:44,93.0,25.5,51.0,95.0,448.0,27.5,93.5,7.0,-8.0,-8.0,2.64,2022,5,11,10,2.88,214.0
,554.15,7.961,3,50.3985265,-84.4868912,7.961,2022-05-11 10:18:45,96.0,28.5,53.0,98.0,476.0,27.5,93.5,7.0,-7.800000000000011,-7.800000000000011,3.03,2022,5,11,10,2.88,214.0
,562.28,7.9,3,50.3985126,-84.487007,7.9,2022-05-11 10:18:46,95.0,28.5,52.0,98.5,456.0,27.5,94.5,7.0,-7.600000000000023,-7.600000000000023,3.31,2022,5,11,10,2.88,214.0
,570.09,7.818,3,50.3984927,-84.4871166,7.818,2022-05-11 10:18:47,94.0,28.0,52.0,97.0,451.0,27.5,94.5,7.0,-7.199999999999989,-7.199999999999989,3.64,2022,5,11,10,2.88,214.0
,577.77,7.731,3,50.3984718,-84.4872239,7.731,2022-05-11 10:18:48,92.0,28.5,51.0,97.0,438.0,27.5,94.5,7.0,-7.0,-7.0,3.85,2022,5,11,10,2.88,214.0
,585.63,7.798,3,50.3984539,-84.4873347,7.798,2022-05-11 10:18:49,92.0,28.5,50.0,97.0,418.0,27.5,94.5,7.0,-6.600000000000023,-6.600000000000023,3.93,2022,5,11,10,2.88,214.0
,593.93,8.057,3,50.3984448,-84.4874539,8.057,2022-05-11 10:18:50,91.0,28.5,50.0,97.0,400.0,27.5,94.5,7.0,-6.199999999999989,-6.199999999999989,4.22,2022,5,11,10,2.88,214.0
,602.35,8.102,3,50.3984409,-84.4875755,8.102,2022-05-11 10:18:51,91.0,28.5,50.0,97.0,377.0,27.5,94.5,7.0,-6.0,-6.0,4.27,2022,5,11,10,2.88,214.0
,610.87,8.067,3,50.3984387,-84.4876987,8.067,2022-05-11 10:18:52,92.0,28.5,50.0,97.0,342.0,27.5,94.5,7.0,-5.800000000000011,-5.800000000000011,3.77,2022,5,11,10,2.88,214.0
,619.32,8.229,3,50.398435,-84.4878205,8.229,2022-05-11 10:18:53,92.0,28.0,49.0,95.0,313.0,27.0,92.5,7.0,-5.800000000000011,-5.800000000000011,3.2,2022,5,11,10,2.88,214.0
,627.64,8.335,3,50.398426,-84.4879402,8.335,2022-05-11 10:18:54,92.0,26.5,48.0,91.5,288.0,27.0,89.5,7.0,-5.600000000000023,-5.600000000000023,2.61,2022,5,11,10,2.88,214.0
,636.09,8.32,3,50.398418,-84.4880618,8.32,2022-05-11 10:18:55,92.0,25.5,46.0,88.5,263.0,26.5,86.5,7.0,-5.600000000000023,-5.600000000000023,1.86,2022,5,11,10,2.88,214.0
,644.7,8.533,3,50.3984129,-84.4881861,8.533,2022-05-11 10:18:56,92.0,24.5,45.0,85.5,238.0,26.0,84.0,7.0,-5.800000000000011,-5.800000000000011,1.15,2022,5,11,10,2.88,214.0
,653.71,8.956,3,50.3984099,-84.4883163,8.956,2022-05-11 10:18:57,92.0,26.0,48.0,86.0,251.0,25.5,81.5,7.0,-5.800000000000011,-5.800000000000011,0.56,2022,5,11,10,2.88,214.0
,663.1,9.245,3,50.3984089,-84.4884519,9.245,2022-05-11 10:18:58,93.0,27.5,50.0,87.0,268.0,24.5,79.5,7.0,-6.0,-6.0,0.13,2022,5,11,10,2.88,214.0
,672.85,9.337,3,50.3984098,-84.4885929,9.337,2022-05-11 10:18:59,92.0,29.0,52.0,90.0,285.0,25.5,82.5,7.0,-6.0,-6.0,-0.23,2022,5,11,10,2.88,214.0
,682.72,9.352,3,50.3984128,-84.4887356,9.352,2022-05-11 10:19:00,91.0,30.0,51.0,96.0,301.0,29.5,92.0,7.0,-6.199999999999989,-6.199999999999989,-0.76,2022,5,11,10,2.88,214.0
,692.67,9.468,3,50.3984158,-84.4888794,9.468,2022-05-11 10:19:01,91.0,30.5,51.0,98.0,293.0,31.0,95.5,7.0,-6.199999999999989,-6.199999999999989,-1.16,2022,5,11,10,2.88,214.0
,702.89,9.678,3,50.3984196,-84.489027,9.678,2022-05-11 10:19:02,93.0,30.5,51.0,98.0,294.0,31.0,95.5,7.0,-6.399999999999977,-6.399999999999977,-1.31,2022,5,11,10,2.88,214.0
,713.0,9.516,3,50.3984247,-84.4891729,9.516,2022-05-11 10:19:03,95.0,30.5,50.0,98.0,298.0,31.0,95.5,7.0,-6.600000000000023,-6.600000000000023,-1.33,2022,5,11,10,2.88,214.0
,722.38,9.287,3,50.3984277,-84.4893084,9.287,2022-05-11 10:19:04,95.0,30.5,45.0,98.0,285.0,31.0,95.5,7.0,-6.600000000000023,-6.600000000000023,-1.24,2022,5,11,10,2.88,214.0
,731.81,9.348,3,50.3984279,-84.4894448,9.348,2022-05-11 10:19:05,95.0,29.5,49.0,96.0,283.0,29.5,92.0,7.0,-6.600000000000023,-6.600000000000023,-1.16,2022,5,11,10,2.88,214.0
,741.51,9.179,3,50.3984239,-84.4895848,9.179,2022-05-11 10:19:06,95.0,28.0,53.0,94.0,282.0,27.5,88.0,7.0,-6.600000000000023,-6.600000000000023,-0.97,2022,5,11,10,2.88,214.0
,750.67,8.848,3,50.3984199,-84.4897171,8.848,2022-05-11 10:19:07,95.0,27.5,55.0,93.0,292.0,26.5,86.0,7.0,-6.600000000000023,-6.600000000000023,-0.53,2022,5,11,10,2.88,214.0
,759.66,8.655,3,50.398414,-84.4898466,8.655,2022-05-11 10:19:08,95.0,27.5,55.0,93.0,311.0,26.5,86.0,7.0,-6.600000000000023,-6.600000000000023,-0.12,2022,5,11,10,2.88,214.0
,768.38,8.815,3,50.398406,-84.4899723,8.815,2022-05-11 10:19:09,95.0,27.5,55.0,91.5,309.0,26.5,87.0,7.0,-6.399999999999977,-6.399999999999977,0.0,2022,5,11,10,2.88,214.0
,777.35,8.92,3,50.398402,-84.4901017,8.92,2022-05-11 10:19:10,94.0,26.5,55.0,85.0,311.0,28.0,91.0,7.0,-6.199999999999989,-6.199999999999989,0.32,2022,5,11,10,2.88,214.0
,786.58,8.817,3,50.3983991,-84.4902351,8.817,2022-05-11 10:19:11,93.0,27.5,52.0,89.0,310.0,27.5,88.5,7.0,-6.0,-6.0,0.93,2022,5,11,10,2.88,214.0
,795.55,8.674,3,50.3983924,-84.4903644,8.674,2022-05-11 10:19:12,96.0,28.0,52.0,93.5,353.0,26.5,84.5,7.0,-5.800000000000011,-5.800000000000011,1.46,2022,5,11,10,2.88,214.0
,804.26,8.481,3,50.3983823,-84.4904896,8.481,2022-05-11 10:19:13,99.0,28.5,55.0,95.0,396.0,25.5,83.0,7.0,-5.600000000000023,-5.600000000000023,1.93,2022,5,11,10,2.88,214.0
,812.5,8.308,3,50.3983709,-84.4906076,8.308,2022-05-11 10:19:14,99.0,30.0,54.0,97.0,423.0,26.0,84.5,7.0,-5.399999999999977,-5.399999999999977,2.31,2022,5,11,10,2.88,214.0
,820.73,8.201,3,50.3983582,-84.4907254,8.201,2022-05-11 10:19:15,97.0,30.5,50.0,96.5,443.0,27.5,93.5,7.0,-5.199999999999989,-5.199999999999989,2.52,2022,5,11,10,2.88,214.0
,829.59,8.203,3,50.3983449,-84.4908521,8.203,2022-05-11 10:19:16,96.0,29.5,49.0,97.0,429.0,27.5,95.0,7.0,-4.800000000000011,-4.800000000000011,2.44,2022,5,11,10,2.88,214.0
,837.97,8.041,3,50.3983278,-84.4909711,8.041,2022-05-11 10:19:17,94.0,29.0,50.0,97.5,388.0,27.5,95.5,7.0,-4.600000000000023,-4.600000000000023,2.33,2022,5,11,10,2.88,214.0
,845.99,7.811,3,50.3983078,-84.4910838,7.811,2022-05-11 10:19:18,92.0,29.0,53.0,97.5,398.0,27.5,95.5,7.0,-4.399999999999977,-4.399999999999977,2.44,2022,5,11,10,2.88,214.0
,853.84,7.661,3,50.398288,-84.4911941,7.661,2022-05-11 10:19:19,91.0,29.0,51.0,97.5,400.0,27.5,95.5,7.0,-4.0,-4.0,2.63,2022,5,11,10,2.88,214.0
,861.61,7.733,3,50.398269,-84.4913035,7.733,2022-05-11 10:19:20,90.0,27.0,49.0,96.0,359.0,29.5,96.0,7.0,-3.8000000000000114,-3.8000000000000114,2.74,2022,5,11,10,2.88,214.0
,869.6,7.732,3,50.398256,-84.4914174,7.732,2022-05-11 10:19:21,90.0,27.5,48.0,96.0,295.0,29.5,97.0,7.0,-3.6000000000000227,-3.6000000000000227,2.97,2022,5,11,10,2.88,214.0
,877.87,7.706,3,50.398249,-84.4915365,7.706,2022-05-11 10:19:22,90.0,29.0,49.0,96.5,238.0,29.0,96.5,8.0,-3.6000000000000227,-3.6000000000000227,3.16,2022,5,11,10,2.88,214.0
,886.5,7.95,3,50.3982468,-84.4916611,7.95,2022-05-11 10:19:23,91.0,27.5,51.0,93.5,222.0,28.0,92.0,8.0,-3.3999999999999773,-3.3999999999999773,2.86,2022,5,11,10,2.88,214.0
,895.28,8.303,3,50.3982441,-84.4917879,8.303,2022-05-11 10:19:24,91.0,24.0,48.0,88.0,193.0,25.5,87.0,8.0,-3.3999999999999773,-3.3999999999999773,2.31,2022,5,11,10,2.88,214.0
,904.18,8.596,3,50.3982351,-84.4919159,8.596,2022-05-11 10:19:25,92.0,20.5,45.0,70.0,156.0,26.5,86.5,8.0,-3.3999999999999773,-3.3999999999999773,1.69,2022,5,11,10,2.88,214.0
,913.33,8.871,3,50.3982223,-84.4920469,8.871,2022-05-11 10:19:26,93.0,18.5,49.0,67.5,163.0,25.0,83.0,8.0,-3.8000000000000114,-3.8000000000000114,0.89,2022,5,11,10,2.88,214.0
,922.68,9.177,3,50.3982073,-84.4921806,9.177,2022-05-11 10:19:27,93.0,16.5,54.0,66.0,174.0,23.5,79.0,8.0,-4.0,-4.0,-0.13,2022,5,11,10,2.88,214.0
,932.5,9.499,3,50.3981935,-84.4923212,9.499,2022-05-11 10:19:28,92.0,15.0,58.0,64.5,178.0,22.5,76.0,8.0,-4.199999999999989,-4.199999999999989,-0.88,2022,5,11,10,2.88,214.0
,942.76,9.818,3,50.3981805,-84.4924686,9.818,2022-05-11 10:19:29,82.0,15.0,58.0,64.5,154.0,22.5,76.0,8.0,-4.600000000000023,-4.600000000000023,-1.49,2022,5,11,10,2.88,214.0
,953.31,10.029,3,50.3981676,-84.4926201,10.029,2022-05-11 10:19:30,83.0,20.0,58.0,71.0,143.0,25.0,81.5,8.0,-5.0,-5.0,-2.31,2022,5,11,10,2.88,214.0
,963.71,10.082,3,50.3981547,-84.4927694,10.082,2022-05-11 10:19:31,84.0,21.5,54.0,73.0,152.0,25.5,83.5,8.0,-5.600000000000023,-5.600000000000023,-2.92,2022,5,11,10,2.88,214.0
,973.93,10.087,3,50.398142,-84.4929162,10.087,2022-05-11 10:19:32,86.0,21.5,50.0,73.0,170.0,25.5,83.5,8.0,-5.800000000000011,-5.800000000000011,-3.26,2022,5,11,10,2.88,214.0
,984.23,10.177,3,50.3981272,-84.4930637,10.177,2022-05-11 10:19:33,88.0,22.0,50.0,74.5,192.0,25.5,83.0,8.0,-6.199999999999989,-6.199999999999989,-3.66,2022,5,11,10,2.88,214.0
,994.52,10.273,3,50.3981124,-84.493211,10.273,2022-05-11 10:19:34,88.0,26.0,52.0,82.0,214.0,24.5,80.0,8.0,-6.399999999999977,-6.399999999999977,-3.89,2022,5,11,10,2.88,214.0
,1004.85,10.178,3,50.3980994,-84.4933594,10.178,2022-05-11 10:19:35,89.0,29.5,54.0,89.5,236.0,23.5,77.0,8.0,-6.800000000000011,-6.800000000000011,-3.74,2022,5,11,10,2.88,214.0
,1015.46,10.026,3,50.3980889,-84.4935121,10.026,2022-05-11 10:19:36,89.0,30.5,54.0,92.0,238.0,23.5,76.0,8.0,-7.199999999999989,-7.199999999999989,-3.56,2022,5,11,10,2.88,214.0
,1025.4,9.797,2,50.3980791,-84.4936551,9.797,2022-05-11 10:19:37,90.0,30.5,53.0,92.0,232.0,23.5,76.0,8.0,-7.399999999999977,-7.399999999999977,-3.46,2022,5,11,10,2.88,214.0
,1035.07,9.552,2,50.3980653,-84.4937935,9.552,2022-05-11 10:19:38,90.0,30.0,53.0,91.0,235.0,23.5,76.5,8.0,-7.600000000000023,-7.600000000000023,-3.26,2022,5,11,10,2.88,214.0
,1044.84,9.376,2,50.3980484,-84.493933,9.376,2022-05-11 10:19:39,89.0,28.0,54.0,87.0,240.0,24.0,77.5,8.0,-7.600000000000023,-7.600000000000023,-2.8,2022,5,11,10,2.88,214.0
,1054.46,9.199,2,50.3980343,-84.4940706,9.199,2022-05-11 10:19:40,89.0,25.5,55.0,82.5,245.0,24.5,79.0,8.0,-7.800000000000011,-7.800000000000011,-2.19,2022,5,11,10,2.88,214.0
,1063.98,9.199,2,50.3980206,-84.4942069,9.199,2022-05-11 10:19:41,89.0,23.5,56.0,78.5,249.0,25.0,80.5,8.0,-7.800000000000011,-7.800000000000011,-1.68,2022,5,11,10,2.88,214.0
,1073.8,9.275,2,50.3980028,-84.4943468,9.275,2022-05-11 10:19:42,89.0,23.0,56.0,78.5,263.0,25.0,82.0,8.0,-7.800000000000011,-7.800000000000011,-1.2,2022,5,11,10,2.88,214.0
,1083.57,9.17,2,50.3979857,-84.4944861,9.17,2022-05-11 10:19:43,90.0,24.5,53.0,83.5,288.0,26.0,84.0,8.0,-7.800000000000011,-7.800000000000011,-0.84,2022,5,11,10,2.88,214.0
,1092.69,8.971,2,50.3979719,-84.4946166,8.971,2022-05-11 10:19:44,91.0,26.5,50.0,89.0,314.0,26.5,86.5,8.0,-7.800000000000011,-7.800000000000011,-0.49,2022,5,11,10,2.88,214.0
,1101.87,8.995,2,50.3979609,-84.4947485,8.995,2022-05-11 10:19:45,93.0,27.0,49.0,90.5,341.0,26.5,87.0,8.0,-7.800000000000011,-7.800000000000011,-0.13,2022,5,11,10,2.88,214.0
,1111.25,8.964,2,50.3979517,-84.4948835,8.964,2022-05-11 10:19:46,93.0,27.5,49.0,91.5,340.0,27.5,89.0,8.0,-7.600000000000023,-7.600000000000023,0.0,2022,5,11,10,2.88,214.0
,1120.37,8.808,2,50.3979466,-84.4950151,8.808,2022-05-11 10:19:47,92.0,28.0,49.0,94.5,353.0,30.5,95.0,8.0,-7.800000000000011,-7.800000000000011,0.0,2022,5,11,10,2.88,214.0
