heart_rate,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,cadence,calories,left_right_balance,power,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
108,2022-08-18 23:04:10,,907.14,10.36,2.0,50.3974576,-84.4786121,10.36,122.0,26.0,54.0,777.0,31.5,98.5,33.0,100.0,22.0,11.800000000000011,8.0,1.0,11.800000000000011,0.0,2022,8,18,23,2.12,262.0
108,2022-08-18 23:04:11,,917.48,10.208,2.0,50.3974981,-84.4787473,10.208,87.0,27.0,68.0,736.0,31.5,98.5,31.0,100.0,22.0,11.800000000000011,8.0,1.0,11.800000000000011,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:12,,927.68,9.905,2.0,50.3975395,-84.4788851,9.905,64.0,27.0,82.0,509.0,26.5,90.0,33.0,99.0,22.0,11.800000000000011,8.0,1.0,11.800000000000011,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:13,,937.42,9.336,2.0,50.3975909,-84.4790064,9.336,54.0,27.0,89.0,374.0,24.0,85.5,33.5,97.5,22.0,11.800000000000011,8.0,1.0,11.800000000000011,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:14,,946.92,9.32,2.0,50.3976571,-84.4791093,9.32,45.0,28.0,96.0,238.0,24.5,85.0,32.5,95.5,22.0,11.800000000000011,8.0,1.0,11.800000000000011,0.0,2022,8,18,23,2.12,262.0
108,2022-08-18 23:04:15,,956.42,9.612,2.0,50.3977315,-84.4792033,9.612,67.0,28.0,95.0,205.0,25.0,84.5,31.5,93.5,22.0,11.800000000000011,8.0,1.0,11.800000000000011,0.0,2022,8,18,23,2.12,262.0
109,2022-08-18 23:04:16,,966.25,9.614,2.0,50.3978155,-84.4792909,9.614,111.0,28.0,82.0,289.0,25.5,84.0,30.0,91.5,22.0,11.800000000000011,8.0,1.0,11.800000000000011,0.0,2022,8,18,23,2.12,262.0
109,2022-08-18 23:04:17,,975.89,9.492,2.0,50.3979001,-84.4793735,9.492,107.0,29.0,68.0,310.0,26.0,83.5,29.0,89.5,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
110,2022-08-18 23:04:18,,985.44,9.498,2.0,50.3979817,-84.4794551,9.498,106.0,29.0,55.0,285.0,24.0,80.0,27.5,87.0,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
109,2022-08-18 23:04:19,,995.22,9.61,2.0,50.3980667,-84.4795375,9.61,105.0,29.0,50.0,238.0,20.0,72.5,24.5,83.5,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
109,2022-08-18 23:04:20,,1004.9,9.436,2.0,50.398151,-84.4796199,9.436,104.0,29.0,58.0,186.0,24.0,82.0,22.5,78.5,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
108,2022-08-18 23:04:21,,1014.15,9.149,2.0,50.3982317,-84.4797006,9.149,103.0,29.0,52.0,218.0,24.0,82.0,22.0,75.0,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
109,2022-08-18 23:04:22,,1023.17,8.862,2.0,50.3983105,-84.4797769,8.862,102.0,30.0,46.0,225.0,23.0,76.5,23.5,79.5,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
109,2022-08-18 23:04:23,,1032.2,8.779,2.0,50.3983908,-84.47985,8.779,100.0,30.0,47.0,197.0,23.0,73.5,24.5,82.5,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
108,2022-08-18 23:04:24,,1041.18,8.505,2.0,50.3984705,-84.4799232,8.505,98.0,30.0,48.0,176.0,25.5,78.5,22.0,74.0,22.0,11.800000000000011,8.0,1.0,11.800000000000011,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:25,,1049.78,8.0,2.0,50.3985459,-84.4799913,8.0,75.0,30.0,43.0,157.0,18.5,63.0,23.0,76.0,22.0,11.800000000000011,8.0,1.0,11.800000000000011,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:26,,1057.7,7.656,2.0,50.398616,-84.4800549,7.656,49.0,30.0,46.0,139.0,19.0,63.5,24.0,78.0,22.0,12.0,8.0,1.0,12.0,0.0,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:27,,1065.2,7.459,2.0,50.3986845,-84.4801136,7.459,23.0,30.0,48.0,120.0,20.5,66.5,25.5,80.0,22.0,12.200000000000045,8.0,1.0,12.200000000000045,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:28,,1072.3,7.226,2.0,50.3987539,-84.4801569,7.226,0.0,30.0,51.0,0.0,22.0,69.5,27.0,82.0,22.0,12.399999999999977,8.0,1.0,12.399999999999977,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:29,,1079.17,6.511,2.0,50.398824,-84.4801882,6.511,0.0,30.0,53.0,0.0,23.5,72.5,28.5,83.5,22.0,12.600000000000023,8.0,1.0,12.600000000000023,0.0,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:30,,1084.92,4.837,2.0,50.398885,-84.4802002,4.837,0.0,30.0,56.0,0.0,24.5,75.5,30.0,85.5,22.0,12.799999999999955,8.0,1.0,12.799999999999955,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:31,,1089.01,3.255,2.0,50.3989297,-84.4802002,3.255,0.0,30.0,58.0,0.0,26.0,78.5,31.5,87.5,22.0,13.0,8.0,1.0,13.0,0.0,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:32,,1092.17,2.451,2.0,50.3989639,-84.4802002,2.451,0.0,30.0,61.0,0.0,27.5,81.5,32.5,89.0,22.0,13.200000000000045,8.0,1.0,13.200000000000045,0.0,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:33,,1094.83,2.353,2.0,50.3989904,-84.4802056,2.353,0.0,30.0,63.0,0.0,29.0,85.0,34.0,91.0,22.0,13.200000000000045,8.0,1.0,13.200000000000045,0.0,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:34,,1097.46,2.764,2.0,50.3990155,-84.4802198,2.764,0.0,30.0,66.0,0.0,30.5,88.0,35.5,93.0,22.0,13.399999999999977,8.0,1.0,13.399999999999977,2.02,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:35,,1100.53,3.299,2.0,50.3990452,-84.4802379,3.299,0.0,30.0,69.0,0.0,32.0,91.0,37.0,94.5,22.0,13.600000000000023,8.0,1.0,13.600000000000023,2.98,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:36,,1103.97,3.514,2.0,50.399072,-84.4802716,3.514,35.0,30.0,71.0,23.0,33.5,94.0,38.5,96.5,22.0,13.600000000000023,9.0,1.0,13.600000000000023,3.46,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:37,,1107.84,4.055,2.0,50.3990921,-84.4803222,4.055,43.0,30.0,58.0,85.0,35.0,97.0,40.0,98.5,22.0,13.600000000000023,9.0,1.0,13.600000000000023,3.87,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:38,,1112.7,5.167,2.0,50.3991105,-84.4803877,5.167,50.0,30.0,48.0,147.0,36.5,99.5,41.0,100.0,22.0,13.600000000000023,9.0,1.0,13.600000000000023,3.94,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:39,,1118.38,5.771,2.0,50.3991262,-84.4804665,5.771,63.0,31.0,55.0,241.0,38.5,100.0,41.0,100.0,22.0,13.600000000000023,9.0,1.0,13.600000000000023,3.33,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:40,,1124.39,6.201,2.0,50.3991372,-84.4805484,6.201,78.0,31.0,47.0,321.0,37.0,100.0,38.0,100.0,22.0,13.399999999999977,9.0,1.0,13.399999999999977,0.68,2022,8,18,23,2.12,262.0
105,2022-08-18 23:04:41,,1130.91,6.895,2.0,50.3991462,-84.4806401,6.895,85.0,31.0,43.0,374.0,35.0,100.0,36.5,100.0,22.0,13.399999999999977,9.0,1.0,13.399999999999977,0.0,2022,8,18,23,2.12,262.0
105,2022-08-18 23:04:42,,1138.06,7.299,2.0,50.3991527,-84.4807455,7.299,90.0,32.0,42.0,379.0,31.5,99.0,35.0,99.5,22.0,13.200000000000045,9.0,1.0,13.200000000000045,0.0,2022,8,18,23,2.12,262.0
104,2022-08-18 23:04:43,,1145.41,7.281,2.0,50.3991625,-84.480855,7.281,96.0,32.0,45.0,365.0,29.0,96.5,32.0,98.5,22.0,13.200000000000045,9.0,1.0,13.200000000000045,0.0,2022,8,18,23,2.12,262.0
104,2022-08-18 23:04:44,,1152.86,7.542,2.0,50.3991734,-84.4809623,7.542,98.0,33.0,49.0,330.0,31.5,94.0,31.5,95.5,22.0,13.0,9.0,1.0,13.0,0.0,2022,8,18,23,2.12,262.0
103,2022-08-18 23:04:45,,1160.24,7.745,2.0,50.399182,-84.4810662,7.745,99.0,33.0,53.0,294.0,31.5,94.0,31.0,92.5,22.0,13.0,9.0,2.0,13.0,-0.76,2022,8,18,23,2.12,262.0
105,2022-08-18 23:04:46,,1168.22,7.698,2.0,50.3991913,-84.4811775,7.698,99.0,33.0,53.0,281.0,31.0,94.0,30.0,90.5,22.0,13.0,9.0,2.0,13.0,-1.02,2022,8,18,23,2.12,262.0
105,2022-08-18 23:04:47,,1176.45,7.844,2.0,50.3992008,-84.4812966,7.844,100.0,33.0,53.0,269.0,31.0,93.5,29.0,88.5,22.0,13.0,9.0,2.0,13.0,-0.99,2022,8,18,23,2.12,262.0
105,2022-08-18 23:04:48,,1184.41,7.823,2.0,50.3992099,-84.4814151,7.823,100.0,34.0,53.0,261.0,31.5,93.0,28.0,87.0,22.0,13.0,9.0,2.0,13.0,-0.21,2022,8,18,23,2.12,262.0
105,2022-08-18 23:04:49,,1192.39,7.807,2.0,50.3992164,-84.4815289,7.807,99.0,34.0,52.0,273.0,31.5,93.0,27.5,85.5,22.0,13.200000000000045,9.0,2.0,13.200000000000045,0.0,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:50,,1200.15,7.764,2.0,50.399221,-84.4816378,7.764,99.0,34.0,52.0,281.0,31.5,92.5,26.5,84.0,22.0,13.200000000000045,9.0,2.0,13.200000000000045,0.0,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:51,,1207.95,7.762,2.0,50.3992229,-84.4817525,7.762,99.0,34.0,52.0,282.0,31.0,92.0,26.5,85.0,22.0,13.399999999999977,9.0,2.0,13.399999999999977,0.0,2022,8,18,23,2.12,262.0
105,2022-08-18 23:04:52,,1215.75,7.83,2.0,50.3992203,-84.4818649,7.83,99.0,35.0,52.0,283.0,30.5,91.0,28.0,87.5,22.0,13.399999999999977,9.0,2.0,13.399999999999977,0.0,2022,8,18,23,2.12,262.0
104,2022-08-18 23:04:53,,1223.56,7.849,2.0,50.3992183,-84.4819776,7.849,99.0,35.0,51.0,285.0,29.5,90.0,29.0,90.0,22.0,13.600000000000023,9.0,2.0,13.600000000000023,0.0,2022,8,18,23,2.12,262.0
104,2022-08-18 23:04:54,,1231.66,7.957,2.0,50.3992132,-84.4820963,7.957,100.0,35.0,51.0,281.0,29.0,89.0,30.0,92.0,22.0,13.600000000000023,9.0,2.0,13.600000000000023,0.0,2022,8,18,23,2.12,262.0
105,2022-08-18 23:04:55,,1239.95,8.053,2.0,50.399204,-84.4822166,8.053,100.0,36.0,50.0,265.0,26.0,82.0,27.0,90.5,22.0,13.799999999999955,9.0,2.0,13.799999999999955,0.0,2022,8,18,23,2.12,262.0
103,2022-08-18 23:04:56,,1248.16,8.048,2.0,50.3991948,-84.4823356,8.048,101.0,36.0,49.0,237.0,24.5,77.5,23.0,83.5,22.0,13.799999999999955,9.0,2.0,13.799999999999955,0.78,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:57,,1256.18,8.056,2.0,50.3991832,-84.4824476,8.056,102.0,36.0,50.0,232.0,25.5,80.5,22.0,74.0,22.0,13.799999999999955,9.0,2.0,13.799999999999955,1.05,2022,8,18,23,2.12,262.0
105,2022-08-18 23:04:58,,1264.17,8.153,2.0,50.3991722,-84.4825611,8.153,102.0,36.0,52.0,207.0,25.0,80.0,22.0,74.0,22.0,14.0,9.0,2.0,14.0,1.09,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:59,,1272.33,8.151,2.0,50.3991605,-84.48268,8.151,103.0,36.0,45.0,186.0,20.5,66.5,22.0,74.0,22.0,14.0,9.0,2.0,14.0,1.11,2022,8,18,23,2.12,262.0
105,2022-08-18 23:05:00,,1280.5,8.092,2.0,50.3991467,-84.4827939,8.092,105.0,36.0,36.0,165.0,15.0,54.0,21.0,70.0,22.0,14.0,10.0,2.0,14.0,1.04,2022,8,18,23,2.12,262.0
106,2022-08-18 23:05:01,,1288.66,8.14,2.0,50.3991357,-84.4829086,8.14,99.0,37.0,42.0,168.0,16.0,59.0,20.5,66.5,22.0,14.0,10.0,2.0,14.0,0.92,2022,8,18,23,2.12,262.0
106,2022-08-18 23:05:02,,1296.95,8.269,2.0,50.3991239,-84.4830272,8.269,100.0,37.0,50.0,200.0,25.0,83.5,21.5,69.5,22.0,14.0,10.0,2.0,14.0,0.2,2022,8,18,23,2.12,262.0
106,2022-08-18 23:05:03,,1305.38,8.351,2.0,50.3991103,-84.4831509,8.351,94.0,37.0,49.0,231.0,26.0,87.0,25.0,84.0,22.0,14.0,10.0,2.0,14.0,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:05:04,,1314.02,8.613,2.0,50.3990992,-84.4832786,8.613,94.0,37.0,53.0,245.0,25.0,85.5,25.5,84.0,22.0,13.799999999999955,10.0,2.0,13.799999999999955,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:05:05,,1322.82,8.792,2.0,50.3990901,-84.4834007,8.792,94.0,38.0,51.0,259.0,23.5,83.0,25.0,82.5,22.0,13.799999999999955,10.0,2.0,13.799999999999955,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:05:06,,1331.54,8.811,2.0,50.3990811,-84.4835228,8.811,96.0,38.0,48.0,256.0,22.0,80.5,24.5,81.0,22.0,13.799999999999955,10.0,2.0,13.799999999999955,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:05:07,,1340.24,8.804,2.0,50.3990722,-84.483648,8.804,96.0,38.0,48.0,233.0,21.5,78.5,24.0,79.0,22.0,13.799999999999955,10.0,2.0,13.799999999999955,0.0,2022,8,18,23,2.12,262.0
105,2022-08-18 23:05:08,,1349.29,8.946,2.0,50.3990606,-84.4837799,8.946,97.0,38.0,49.0,223.0,24.0,80.0,21.0,76.5,22.0,13.600000000000023,10.0,2.0,13.600000000000023,0.0,2022,8,18,23,2.12,262.0
103,2022-08-18 23:05:09,,1358.59,9.01,2.0,50.3990493,-84.4839139,9.01,98.0,39.0,50.0,242.0,27.5,90.0,23.0,79.0,22.0,13.600000000000023,10.0,2.0,13.600000000000023,0.0,2022,8,18,23,2.12,262.0
102,2022-08-18 23:05:10,,1367.86,9.151,2.0,50.3990375,-84.484048,9.151,99.0,39.0,44.0,245.0,28.0,89.5,25.5,82.0,22.0,13.399999999999977,10.0,2.0,13.399999999999977,0.0,2022,8,18,23,2.12,262.0
100,2022-08-18 23:05:11,,1377.18,9.271,2.0,50.3990265,-84.4841841,9.271,101.0,39.0,46.0,225.0,24.5,78.5,25.5,81.5,22.0,13.399999999999977,10.0,2.0,13.399999999999977,0.0,2022,8,18,23,2.12,262.0
99,2022-08-18 23:05:12,,1386.65,9.413,2.0,50.3990174,-84.4843208,9.413,101.0,39.0,50.0,209.0,18.0,64.0,22.5,76.0,22.0,13.200000000000045,10.0,2.0,13.200000000000045,0.0,2022,8,18,23,2.12,262.0
101,2022-08-18 23:05:13,,1396.22,9.509,2.0,50.3990082,-84.4844578,9.509,102.0,39.0,50.0,171.0,17.0,60.5,19.5,67.5,22.0,13.200000000000045,10.0,2.0,13.200000000000045,-0.66,2022,8,18,23,2.12,262.0
102,2022-08-18 23:05:14,,1405.87,9.502,2.0,50.3989991,-84.4845947,9.502,104.0,40.0,46.0,141.0,17.5,59.5,17.5,62.0,22.0,13.0,10.0,2.0,13.0,-0.89,2022,8,18,23,2.12,262.0
102,2022-08-18 23:05:15,,1415.4,9.555,2.0,50.3989876,-84.4847343,9.555,104.0,40.0,41.0,128.0,18.0,59.0,16.0,57.0,22.0,12.799999999999955,10.0,3.0,12.799999999999955,-0.99,2022,8,18,23,2.12,262.0
102,2022-08-18 23:05:16,,1425.17,9.654,2.0,50.3989765,-84.4848749,9.654,103.0,40.0,37.0,128.0,19.5,63.0,15.5,55.5,22.0,12.600000000000023,10.0,3.0,12.600000000000023,-1.09,2022,8,18,23,2.12,262.0
103,2022-08-18 23:05:17,,1435.02,9.678,2.0,50.3989673,-84.485013,9.678,102.0,40.0,42.0,128.0,22.5,74.5,16.5,58.5,22.0,12.399999999999977,10.0,3.0,12.399999999999977,-1.2,2022,8,18,23,2.12,262.0
102,2022-08-18 23:05:18,,1444.71,9.662,2.0,50.3989583,-84.4851529,9.662,99.0,40.0,57.0,147.0,25.5,86.0,18.0,61.5,22.0,12.200000000000045,10.0,3.0,12.200000000000045,-1.33,2022,8,18,23,2.12,262.0
102,2022-08-18 23:05:19,,1454.39,9.558,2.0,50.3989518,-84.4852932,9.558,97.0,40.0,56.0,203.0,26.5,91.5,23.0,75.5,22.0,12.0,10.0,3.0,12.0,-1.49,2022,8,18,23,2.12,262.0
102,2022-08-18 23:05:20,,1463.99,9.393,2.0,50.3989446,-84.485431,9.393,97.0,41.0,52.0,266.0,28.5,94.5,25.5,82.0,22.0,12.0,10.0,3.0,12.0,-1.61,2022,8,18,23,2.12,262.0
101,2022-08-18 23:05:21,,1473.33,9.159,2.0,50.3989328,-84.485568,9.159,95.0,41.0,50.0,281.0,30.5,96.5,26.5,85.0,22.0,12.0,10.0,4.0,12.0,-1.62,2022,8,18,23,2.12,262.0
101,2022-08-18 23:05:22,,1482.41,8.917,2.0,50.3989218,-84.4856996,8.917,93.0,41.0,50.0,280.0,31.5,97.0,27.5,87.5,22.0,12.0,10.0,4.0,12.0,-1.49,2022,8,18,23,2.12,262.0
102,2022-08-18 23:05:23,,1491.29,8.772,2.0,50.3989127,-84.4858266,8.772,92.0,41.0,50.0,254.0,29.5,90.5,30.0,90.0,23.0,12.200000000000045,10.0,4.0,12.200000000000045,-0.33,2022,8,18,23,2.12,262.0
102,2022-08-18 23:05:24,,1499.89,8.672,2.0,50.3989037,-84.4859474,8.672,90.0,42.0,50.0,235.0,28.0,85.0,28.0,89.5,23.0,12.399999999999977,10.0,4.0,12.399999999999977,0.0,2022,8,18,23,2.12,262.0
102,2022-08-18 23:05:25,,1508.42,8.486,2.0,50.3988919,-84.4860715,8.486,88.0,42.0,50.0,221.0,26.5,83.5,27.5,88.5,23.0,12.399999999999977,10.0,4.0,12.399999999999977,0.0,2022,8,18,23,2.12,262.0
101,2022-08-18 23:05:26,,1516.86,8.269,2.0,50.3988808,-84.4861945,8.269,87.0,42.0,51.0,228.0,25.0,83.5,28.5,88.0,23.0,12.600000000000023,10.0,4.0,12.600000000000023,0.26,2022,8,18,23,2.12,262.0
101,2022-08-18 23:05:27,,1525.21,8.117,2.0,50.3988718,-84.4863123,8.117,90.0,42.0,51.0,228.0,24.0,83.5,28.5,87.0,23.0,12.600000000000023,10.0,4.0,12.600000000000023,0.63,2022,8,18,23,2.12,262.0
104,2022-08-18 23:05:28,,1533.52,8.125,2.0,50.3988626,-84.4864311,8.125,90.0,43.0,50.0,232.0,25.5,84.5,26.0,85.5,23.0,12.799999999999955,10.0,4.0,12.799999999999955,0.91,2022,8,18,23,2.12,262.0
104,2022-08-18 23:05:29,,1541.55,7.679,2.0,50.3988535,-84.4865447,7.679,91.0,43.0,47.0,247.0,25.5,83.5,26.5,82.5,23.0,13.0,10.0,4.0,13.0,1.06,2022,8,18,23,2.12,262.0
103,2022-08-18 23:05:30,,1549.09,7.317,2.0,50.3988444,-84.4866537,7.317,93.0,43.0,51.0,260.0,26.5,85.0,26.0,83.5,23.0,13.200000000000045,10.0,4.0,13.200000000000045,1.16,2022,8,18,23,2.12,262.0
103,2022-08-18 23:05:31,,1556.34,7.203,2.0,50.3988353,-84.4867575,7.203,92.0,43.0,50.0,260.0,26.5,87.0,26.0,85.5,23.0,13.600000000000023,11.0,4.0,13.600000000000023,1.31,2022,8,18,23,2.12,262.0
102,2022-08-18 23:05:32,,1563.61,7.378,2.0,50.3988262,-84.4868626,7.378,93.0,44.0,48.0,264.0,25.5,87.5,26.5,85.0,23.0,13.799999999999955,11.0,4.0,13.799999999999955,1.55,2022,8,18,23,2.12,262.0
103,2022-08-18 23:05:33,,1571.05,7.435,2.0,50.3988171,-84.4869721,7.435,94.0,44.0,48.0,255.0,22.5,79.0,29.0,88.5,23.0,14.200000000000045,11.0,4.0,14.200000000000045,1.9,2022,8,18,23,2.12,262.0
104,2022-08-18 23:05:34,,1578.47,7.334,2.0,50.3988081,-84.4870804,7.334,93.0,44.0,48.0,255.0,22.5,79.0,29.5,89.5,23.0,14.399999999999977,11.0,4.0,14.399999999999977,2.36,2022,8,18,23,2.12,262.0
104,2022-08-18 23:05:35,,1585.76,7.092,2.0,50.3987963,-84.4871848,7.092,92.0,44.0,49.0,273.0,24.5,83.0,29.0,89.5,23.0,14.799999999999955,12.0,4.0,14.799999999999955,2.88,2022,8,18,23,2.12,262.0
107,2022-08-18 23:05:36,,1592.64,6.915,2.0,50.3987854,-84.4872788,6.915,94.0,45.0,50.0,279.0,26.0,86.5,28.5,90.0,23.0,15.200000000000045,12.0,4.0,15.200000000000045,3.33,2022,8,18,23,2.12,262.0
107,2022-08-18 23:05:37,,1599.36,6.766,2.0,50.3987738,-84.4873746,6.766,97.0,45.0,51.0,278.0,28.0,90.0,28.5,90.0,23.0,15.399999999999977,12.0,4.0,15.399999999999977,3.73,2022,8,18,23,2.12,262.0
106,2022-08-18 23:05:38,,1606.22,6.813,2.0,50.3987625,-84.4874762,6.813,98.0,45.0,52.0,283.0,29.5,94.0,28.0,90.0,23.0,15.799999999999955,13.0,4.0,15.799999999999955,3.98,2022,8,18,23,2.12,262.0
108,2022-08-18 23:05:39,,1612.89,6.676,2.0,50.3987534,-84.4875716,6.676,97.0,45.0,50.0,289.0,29.5,94.5,31.0,90.5,23.0,16.0,13.0,4.0,16.0,3.99,2022,8,18,23,2.12,262.0
108,2022-08-18 23:05:40,,1619.37,6.589,2.0,50.3987469,-84.4876623,6.589,96.0,46.0,49.0,285.0,27.5,88.5,33.0,91.0,23.0,16.200000000000045,14.0,4.0,16.200000000000045,3.87,2022,8,18,23,2.12,262.0
108,2022-08-18 23:05:41,,1625.86,6.6,2.0,50.3987398,-84.4877531,6.6,96.0,46.0,50.0,263.0,23.5,78.0,32.5,92.5,23.0,16.399999999999977,14.0,4.0,16.399999999999977,3.69,2022,8,18,23,2.12,262.0
107,2022-08-18 23:05:42,,1632.38,6.607,2.0,50.3987307,-84.4878486,6.607,97.0,46.0,52.0,234.0,22.5,74.0,32.5,92.5,23.0,16.600000000000023,14.0,4.0,16.600000000000023,3.41,2022,8,18,23,2.12,262.0
107,2022-08-18 23:05:43,,1639.12,6.837,2.0,50.3987242,-84.4879491,6.837,97.0,46.0,45.0,232.0,21.5,71.0,30.0,87.0,23.0,16.600000000000023,14.0,4.0,16.600000000000023,3.1,2022,8,18,23,2.12,262.0
108,2022-08-18 23:05:44,,1645.86,6.932,2.0,50.3987172,-84.4880426,6.932,98.0,47.0,49.0,223.0,20.5,69.0,27.0,82.5,23.0,16.799999999999955,14.0,4.0,16.799999999999955,2.79,2022,8,18,23,2.12,262.0
108,2022-08-18 23:05:45,,1652.64,6.907,2.0,50.3987107,-84.4881379,6.907,98.0,47.0,53.0,212.0,19.5,67.0,24.0,78.0,23.0,17.0,14.0,4.0,17.0,2.51,2022,8,18,23,2.12,262.0
109,2022-08-18 23:05:46,,1659.67,7.081,2.0,50.3987086,-84.4882399,7.081,99.0,47.0,55.0,199.0,19.0,66.0,22.0,74.0,23.0,17.0,15.0,4.0,17.0,2.29,2022,8,18,23,2.12,262.0
110,2022-08-18 23:05:47,,1666.92,7.352,2.0,50.398706,-84.4883463,7.352,102.0,47.0,53.0,181.0,20.0,70.0,22.5,72.5,23.0,17.0,15.0,4.0,17.0,2.11,2022,8,18,23,2.12,262.0
111,2022-08-18 23:05:48,,1674.56,7.797,2.0,50.3987041,-84.4884558,7.797,100.0,47.0,49.0,191.0,21.5,73.5,23.0,71.0,23.0,17.200000000000045,15.0,4.0,17.200000000000045,1.94,2022,8,18,23,2.12,262.0
113,2022-08-18 23:05:49,,1682.48,8.028,2.0,50.3987014,-84.4885703,8.028,98.0,48.0,45.0,223.0,21.0,71.5,25.5,80.5,23.0,17.0,15.0,4.0,17.0,1.61,2022,8,18,23,2.12,262.0
112,2022-08-18 23:05:50,,1690.58,8.116,2.0,50.3986995,-84.4886892,8.116,100.0,48.0,51.0,217.0,19.5,66.5,25.5,82.5,23.0,17.0,15.0,4.0,17.0,0.38,2022,8,18,23,2.12,262.0
113,2022-08-18 23:05:51,,1698.71,8.329,2.0,50.3986969,-84.4888066,8.329,101.0,48.0,54.0,181.0,16.5,60.5,22.5,71.0,23.0,16.799999999999955,15.0,4.0,16.799999999999955,0.0,2022,8,18,23,2.12,262.0
113,2022-08-18 23:05:52,,1706.99,8.296,2.0,50.398695,-84.4889241,8.296,100.0,48.0,49.0,148.0,14.0,55.5,23.5,71.5,23.0,16.799999999999955,15.0,4.0,16.799999999999955,0.0,2022,8,18,23,2.12,262.0
113,2022-08-18 23:05:53,,1715.33,8.245,2.0,50.3986976,-84.4890429,8.245,98.0,48.0,54.0,147.0,14.5,56.5,24.5,73.5,23.0,16.600000000000023,15.0,4.0,16.600000000000023,0.0,2022,8,18,23,2.12,262.0
112,2022-08-18 23:05:54,,1723.7,8.304,2.0,50.3986995,-84.4891669,8.304,99.0,48.0,54.0,153.0,16.0,60.0,24.5,75.5,23.0,16.600000000000023,15.0,4.0,16.600000000000023,0.0,2022,8,18,23,2.12,262.0
113,2022-08-18 23:05:55,,1732.36,8.569,2.0,50.3987022,-84.4892948,8.569,101.0,49.0,54.0,157.0,18.0,64.0,25.0,77.5,23.0,16.399999999999977,15.0,4.0,16.399999999999977,0.0,2022,8,18,23,2.12,262.0
111,2022-08-18 23:05:56,,1741.1,8.607,2.0,50.3987094,-84.4894222,8.607,101.0,49.0,53.0,171.0,19.5,67.5,25.5,80.0,23.0,16.399999999999977,15.0,4.0,16.399999999999977,-0.65,2022,8,18,23,2.12,262.0
111,2022-08-18 23:05:57,,1749.63,8.408,2.0,50.3987158,-84.4895444,8.408,102.0,49.0,52.0,186.0,21.0,71.0,26.0,82.0,23.0,16.200000000000045,15.0,4.0,16.200000000000045,-1.0,2022,8,18,23,2.12,262.0
111,2022-08-18 23:05:58,,1758.13,8.463,2.0,50.3987204,-84.4896628,8.463,102.0,49.0,51.0,197.0,21.5,71.0,25.5,81.0,23.0,16.0,15.0,4.0,16.0,-1.14,2022,8,18,23,2.12,262.0
112,2022-08-18 23:05:59,,1766.76,8.631,2.0,50.3987249,-84.4897866,8.631,102.0,49.0,51.0,192.0,21.0,70.0,25.0,78.5,23.0,15.799999999999955,15.0,5.0,15.799999999999955,-1.26,2022,8,18,23,2.12,262.0
