heart_rate,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,cadence,calories,left_right_balance,power,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
146,2022-08-18 23:16:45,,6625.83,8.769,2.0,50.3761355,-84.5346967,8.769,97.0,171.0,55.0,241.0,27.5,89.0,27.0,84.0,22.0,18.399999999999977,33.0,22.0,18.399999999999977,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:16:46,,6634.73,8.772,2.0,50.3761074,-84.534819,8.772,97.0,172.0,56.0,225.0,26.0,88.5,25.5,81.0,22.0,18.399999999999977,33.0,22.0,18.399999999999977,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:16:47,,6643.47,8.758,2.0,50.3760731,-84.5349365,8.758,98.0,172.0,55.0,202.0,22.0,78.0,23.0,79.0,22.0,18.200000000000045,33.0,22.0,18.200000000000045,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:16:48,,6652.15,8.584,2.0,50.3760342,-84.5350546,8.584,99.0,172.0,50.0,201.0,22.0,76.5,21.0,71.0,22.0,18.200000000000045,33.0,22.0,18.200000000000045,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:16:49,,6660.85,8.628,2.0,50.3759904,-84.5351682,8.628,98.0,172.0,40.0,187.0,16.0,58.5,21.5,73.0,22.0,18.200000000000045,33.0,22.0,18.200000000000045,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:16:50,,6669.83,8.842,2.0,50.3759395,-84.5352775,8.842,98.0,172.0,46.0,148.0,17.0,60.5,21.0,72.0,22.0,18.0,33.0,22.0,18.0,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:16:51,,6679.0,8.87,2.0,50.375885,-84.5353867,8.87,97.0,173.0,49.0,151.0,20.5,69.0,21.0,68.5,22.0,18.0,33.0,22.0,18.0,0.0,2022,8,18,23,2.12,262.0
148,2022-08-18 23:16:52,,6688.06,8.772,2.0,50.3758276,-84.5354909,8.772,97.0,173.0,51.0,172.0,22.5,76.0,21.5,67.0,22.0,18.0,33.0,22.0,18.0,0.0,2022,8,18,23,2.12,262.0
148,2022-08-18 23:16:53,,6696.87,8.535,2.0,50.3757685,-84.5355909,8.535,97.0,173.0,50.0,202.0,21.5,76.0,24.0,75.5,22.0,18.0,33.0,22.0,18.0,0.0,2022,8,18,23,2.12,262.0
148,2022-08-18 23:16:54,,6705.45,8.394,2.0,50.3757094,-84.5356855,8.394,97.0,173.0,51.0,211.0,24.5,81.5,23.0,78.0,22.0,18.0,33.0,22.0,18.0,0.0,2022,8,18,23,2.12,262.0
148,2022-08-18 23:16:55,,6713.87,8.388,2.0,50.3756531,-84.5357762,8.388,98.0,173.0,51.0,213.0,23.0,77.0,23.0,79.5,22.0,18.0,33.0,22.0,18.0,0.0,2022,8,18,23,2.12,262.0
148,2022-08-18 23:16:56,,6722.32,8.402,2.0,50.3755934,-84.5358722,8.402,98.0,174.0,52.0,205.0,24.0,79.0,23.5,80.5,22.0,18.0,33.0,22.0,18.0,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:16:57,,6730.83,8.173,2.0,50.375532,-84.5359676,8.173,98.0,174.0,51.0,201.0,25.5,84.5,23.0,79.0,22.0,18.0,33.0,22.0,18.0,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:16:58,,6739.16,8.183,2.0,50.3754752,-84.5360591,8.183,99.0,174.0,48.0,203.0,22.5,78.0,22.0,74.5,22.0,17.799999999999955,33.0,22.0,17.799999999999955,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:16:59,,6747.3,8.071,2.0,50.3754179,-84.5361448,8.071,99.0,174.0,50.0,204.0,20.0,73.5,22.5,75.0,22.0,17.799999999999955,33.0,22.0,17.799999999999955,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:00,,6755.33,8.009,2.0,50.3753568,-84.5362258,8.009,99.0,174.0,50.0,183.0,19.0,69.0,23.0,77.0,22.0,17.799999999999955,33.0,22.0,17.799999999999955,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:01,,6763.7,8.162,2.0,50.3752928,-84.5363134,8.162,98.0,175.0,49.0,185.0,20.0,68.5,23.0,77.0,22.0,17.799999999999955,33.0,22.0,17.799999999999955,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:02,,6772.18,8.087,2.0,50.3752315,-84.5364047,8.087,98.0,175.0,49.0,191.0,24.0,81.5,21.5,72.0,22.0,17.799999999999955,33.0,22.0,17.799999999999955,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:17:03,,6780.75,8.243,2.0,50.3751751,-84.5365008,8.243,98.0,175.0,49.0,200.0,24.5,78.0,22.5,74.5,22.0,17.600000000000023,33.0,22.0,17.600000000000023,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:17:04,,6789.41,8.43,2.0,50.3751179,-84.5366008,8.43,98.0,175.0,46.0,201.0,21.0,69.0,23.0,76.5,22.0,17.600000000000023,33.0,22.0,17.600000000000023,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:17:05,,6797.92,8.388,2.0,50.3750612,-84.5366959,8.388,97.0,175.0,47.0,183.0,19.5,67.5,22.0,75.5,22.0,17.600000000000023,33.0,22.0,17.600000000000023,0.0,2022,8,18,23,2.12,262.0
148,2022-08-18 23:17:06,,6805.94,7.916,2.0,50.3750066,-84.536787,7.916,97.0,176.0,46.0,181.0,20.5,70.5,21.0,73.5,22.0,17.600000000000023,33.0,22.0,17.600000000000023,0.0,2022,8,18,23,2.12,262.0
148,2022-08-18 23:17:07,,6813.58,7.653,2.0,50.3749549,-84.5368723,7.653,97.0,176.0,45.0,178.0,18.5,65.0,21.0,76.5,22.0,17.600000000000023,33.0,22.0,17.600000000000023,0.0,2022,8,18,23,2.12,262.0
148,2022-08-18 23:17:08,,6821.23,7.45,2.0,50.3749073,-84.5369598,7.45,97.0,176.0,53.0,177.0,21.0,73.5,24.5,78.5,22.0,17.600000000000023,33.0,22.0,17.600000000000023,0.0,2022,8,18,23,2.12,262.0
149,2022-08-18 23:17:09,,6828.85,7.467,2.0,50.3748645,-84.5370557,7.467,97.0,176.0,50.0,177.0,20.0,70.0,22.5,72.0,22.0,17.600000000000023,33.0,22.0,17.600000000000023,0.0,2022,8,18,23,2.12,262.0
149,2022-08-18 23:17:10,,6836.34,7.248,2.0,50.3748287,-84.537151,7.248,96.0,176.0,50.0,171.0,20.5,71.0,21.0,68.0,22.0,17.600000000000023,33.0,22.0,17.600000000000023,0.0,2022,8,18,23,2.12,262.0
149,2022-08-18 23:17:11,,6843.57,6.987,2.0,50.3747942,-84.537242,6.987,96.0,176.0,50.0,166.0,22.5,76.0,20.5,68.0,22.0,17.600000000000023,33.0,22.0,17.600000000000023,0.0,2022,8,18,23,2.12,262.0
149,2022-08-18 23:17:12,,6850.84,7.14,2.0,50.3747604,-84.5373383,7.14,96.0,177.0,48.0,169.0,21.5,75.0,19.5,68.5,22.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
149,2022-08-18 23:17:13,,6858.28,7.083,2.0,50.3747338,-84.5374436,7.083,96.0,177.0,49.0,174.0,21.0,74.0,18.5,68.5,22.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
149,2022-08-18 23:17:14,,6865.98,7.298,2.0,50.3747112,-84.5375524,7.298,95.0,177.0,50.0,178.0,24.0,76.0,19.5,69.0,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
149,2022-08-18 23:17:15,,6874.17,7.57,3.0,50.3746883,-84.5376623,7.57,95.0,177.0,51.0,185.0,23.0,75.0,20.0,69.0,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
148,2022-08-18 23:17:16,,6881.78,7.135,3.0,50.3746684,-84.5377704,7.135,95.0,177.0,51.0,188.0,20.0,73.5,20.0,70.0,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
148,2022-08-18 23:17:17,,6889.07,6.979,3.0,50.3746502,-84.5378742,6.979,95.0,177.0,51.0,188.0,22.0,79.5,22.5,74.5,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:17:18,,6896.19,6.774,3.0,50.3746318,-84.5379701,6.774,96.0,178.0,55.0,186.0,22.0,79.5,23.5,75.5,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:17:19,,6902.96,6.373,3.0,50.3746162,-84.5380665,6.373,96.0,178.0,48.0,185.0,21.0,75.5,23.5,77.0,21.0,17.200000000000045,33.0,22.0,17.200000000000045,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:17:20,,6910.13,6.262,3.0,50.3746026,-84.5381715,6.262,96.0,178.0,44.0,186.0,19.5,70.5,23.0,78.0,21.0,17.200000000000045,33.0,22.0,17.200000000000045,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:17:21,,6918.19,7.182,3.0,50.3745863,-84.5382864,7.182,97.0,178.0,48.0,176.0,19.0,68.5,23.5,76.5,21.0,17.200000000000045,33.0,22.0,17.200000000000045,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:22,,6927.1,8.489,3.0,50.3745627,-84.5384104,8.489,97.0,178.0,53.0,171.0,24.0,81.0,23.0,75.5,21.0,17.200000000000045,33.0,22.0,17.200000000000045,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:23,,6936.24,9.021,3.0,50.3745329,-84.5385371,9.021,96.0,179.0,51.0,177.0,24.5,79.5,22.0,74.0,21.0,17.200000000000045,33.0,22.0,17.200000000000045,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:24,,6945.05,8.899,3.0,50.3745012,-84.5386535,8.899,96.0,179.0,49.0,183.0,23.5,79.0,22.0,73.5,21.0,17.0,33.0,22.0,17.0,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:25,,6953.41,8.494,3.0,50.3744694,-84.5387628,8.494,96.0,179.0,46.0,192.0,22.0,79.0,23.0,76.0,21.0,17.0,33.0,22.0,17.0,0.0,2022,8,18,23,2.12,262.0
145,2022-08-18 23:17:26,,6961.92,8.515,3.0,50.3744298,-84.5388769,8.515,95.0,179.0,44.0,196.0,20.5,72.5,24.5,82.0,21.0,17.200000000000045,33.0,22.0,17.200000000000045,0.0,2022,8,18,23,2.12,262.0
145,2022-08-18 23:17:27,,6970.76,8.741,3.0,50.3743892,-84.5389961,8.741,94.0,179.0,46.0,202.0,24.0,81.5,26.0,81.5,21.0,17.200000000000045,33.0,22.0,17.200000000000045,0.0,2022,8,18,23,2.12,262.0
145,2022-08-18 23:17:28,,6979.38,8.622,3.0,50.3743498,-84.5391101,8.622,94.0,180.0,47.0,208.0,21.5,75.0,26.0,80.0,21.0,17.200000000000045,33.0,22.0,17.200000000000045,0.0,2022,8,18,23,2.12,262.0
145,2022-08-18 23:17:29,,6988.01,8.63,3.0,50.3743062,-84.5392193,8.63,94.0,180.0,53.0,205.0,22.5,75.5,23.5,78.5,21.0,17.200000000000045,33.0,22.0,17.200000000000045,0.0,2022,8,18,23,2.12,262.0
145,2022-08-18 23:17:30,,6996.48,8.545,3.0,50.3742559,-84.5393223,8.545,93.0,180.0,52.0,206.0,25.0,79.5,22.5,79.0,21.0,17.200000000000045,33.0,22.0,17.200000000000045,0.0,2022,8,18,23,2.12,262.0
145,2022-08-18 23:17:31,,7004.97,8.494,3.0,50.3742038,-84.5394226,8.494,93.0,180.0,49.0,204.0,22.0,74.5,25.0,82.5,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
145,2022-08-18 23:17:32,,7013.52,8.526,3.0,50.3741509,-84.5395232,8.526,92.0,180.0,56.0,200.0,24.5,81.5,22.0,77.0,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
145,2022-08-18 23:17:33,,7022.55,8.897,3.0,50.3740935,-84.5396288,8.897,92.0,181.0,48.0,193.0,26.0,82.5,23.5,82.0,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
145,2022-08-18 23:17:34,,7031.57,8.976,3.0,50.3740369,-84.5397328,8.976,93.0,181.0,50.0,191.0,24.5,78.5,22.5,78.0,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:35,,7040.54,8.988,3.0,50.3739824,-84.539838,8.988,93.0,181.0,51.0,209.0,22.0,75.0,21.0,74.0,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:36,,7049.51,8.988,3.0,50.3739227,-84.5399364,8.988,95.0,181.0,49.0,221.0,23.0,78.5,25.5,86.5,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:37,,7058.72,9.145,3.0,50.3738535,-84.5400329,9.145,95.0,181.0,47.0,209.0,22.5,78.0,22.5,76.5,21.0,17.399999999999977,33.0,22.0,17.399999999999977,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:38,,7067.99,9.239,2.0,50.373778,-84.5401224,9.239,97.0,181.0,47.0,188.0,21.5,71.0,20.0,70.5,21.0,17.200000000000045,33.0,22.0,17.200000000000045,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:39,,7077.42,9.408,2.0,50.373696,-84.5402037,9.408,98.0,182.0,49.0,133.0,18.0,62.5,19.0,68.5,21.0,17.0,33.0,22.0,17.0,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:40,,7087.21,9.702,2.0,50.3736075,-84.54028,9.702,95.0,182.0,47.0,120.0,14.5,55.0,18.0,65.0,21.0,16.600000000000023,33.0,22.0,16.600000000000023,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:41,,7097.19,9.895,2.0,50.3735159,-84.5403532,9.895,70.0,182.0,43.0,107.0,15.5,52.0,15.5,54.0,21.0,16.399999999999977,33.0,22.0,16.399999999999977,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:42,,7106.89,9.753,2.0,50.3734273,-84.540421,9.753,44.0,182.0,42.0,93.0,15.5,55.0,16.5,57.0,21.0,16.0,33.0,22.0,16.0,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:43,,7116.42,9.604,2.0,50.3733362,-84.5404843,9.604,64.0,182.0,40.0,66.0,16.0,58.0,17.5,60.0,21.0,15.600000000000023,33.0,22.0,15.600000000000023,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:44,,7126.51,9.971,2.0,50.3732386,-84.5405527,9.971,100.0,182.0,44.0,108.0,16.5,64.0,20.0,67.5,21.0,15.399999999999977,33.0,22.0,15.399999999999977,0.0,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:45,,7137.26,10.632,2.0,50.3731364,-84.5406304,10.632,101.0,182.0,45.0,148.0,16.0,66.0,21.5,73.5,21.0,15.0,33.0,22.0,15.0,-1.18,2022,8,18,23,2.12,262.0
145,2022-08-18 23:17:46,,7147.6,10.349,2.0,50.3730381,-84.5406977,10.349,100.0,182.0,47.0,154.0,15.0,59.5,19.5,68.5,21.0,14.799999999999955,33.0,23.0,14.799999999999955,-2.82,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:47,,7157.44,9.915,2.0,50.3729437,-84.5407527,9.915,100.0,183.0,55.0,195.0,25.0,83.0,17.5,65.5,21.0,14.600000000000023,33.0,23.0,14.600000000000023,-2.81,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:48,,7167.47,10.002,2.0,50.3728456,-84.5408126,10.002,99.0,183.0,49.0,220.0,26.5,85.0,21.0,73.5,21.0,14.399999999999977,33.0,23.0,14.399999999999977,-2.63,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:49,,7177.31,9.9,2.0,50.3727457,-84.5408656,9.9,99.0,183.0,49.0,210.0,24.5,78.5,23.0,78.5,21.0,14.399999999999977,33.0,24.0,14.399999999999977,-2.35,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:50,,7186.87,9.654,2.0,50.3726483,-84.5409111,9.654,99.0,183.0,49.0,195.0,22.0,73.0,22.0,78.0,21.0,14.200000000000045,33.0,24.0,14.200000000000045,-2.02,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:51,,7196.2,9.429,2.0,50.3725532,-84.5409564,9.429,98.0,183.0,51.0,187.0,23.0,74.0,20.5,73.5,21.0,14.200000000000045,33.0,24.0,14.200000000000045,-1.71,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:52,,7205.3,9.175,2.0,50.37246,-84.5409967,9.175,92.0,184.0,53.0,207.0,29.0,92.5,22.0,74.5,21.0,14.0,33.0,24.0,14.0,-1.46,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:53,,7214.56,9.21,2.0,50.3723657,-84.5410387,9.21,74.0,184.0,26.0,207.0,32.0,92.5,24.0,80.0,21.0,14.0,33.0,24.0,14.0,-1.29,2022,8,18,23,2.12,262.0
146,2022-08-18 23:17:54,,7223.8,9.241,2.0,50.3722709,-84.5410786,9.241,85.0,184.0,44.0,212.0,34.0,94.0,25.0,83.0,21.0,14.0,33.0,24.0,14.0,-1.16,2022,8,18,23,2.12,262.0
147,2022-08-18 23:17:55,,7233.0,9.213,2.0,50.3721755,-84.541115,9.213,96.0,184.0,55.0,237.0,35.5,98.5,25.0,83.0,21.0,13.799999999999955,33.0,24.0,13.799999999999955,-1.07,2022,8,18,23,2.12,262.0
148,2022-08-18 23:17:56,,7242.24,9.215,2.0,50.3720792,-84.5411464,9.215,88.0,185.0,53.0,266.0,29.5,95.0,25.0,83.0,21.0,13.799999999999955,33.0,24.0,13.799999999999955,-0.97,2022,8,18,23,2.12,262.0
148,2022-08-18 23:17:57,,7251.17,9.007,2.0,50.3719862,-84.5411737,9.007,83.0,185.0,50.0,268.0,34.0,96.5,24.5,81.5,21.0,13.799999999999955,33.0,24.0,13.799999999999955,-0.84,2022,8,18,23,2.12,262.0
147,2022-08-18 23:17:58,,7259.31,8.36,2.0,50.3719004,-84.5411957,8.36,85.0,185.0,57.0,205.0,33.5,94.0,13.0,81.5,21.0,13.799999999999955,33.0,25.0,13.799999999999955,-0.44,2022,8,18,23,2.12,262.0
147,2022-08-18 23:17:59,,7267.03,7.879,2.0,50.3718188,-84.5412191,7.879,92.0,185.0,59.0,226.0,30.0,91.5,6.5,83.5,21.0,14.0,33.0,25.0,14.0,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:18:00,,7274.99,7.953,2.0,50.3717373,-84.5412515,7.953,94.0,186.0,55.0,276.0,30.5,94.5,24.5,85.5,21.0,14.200000000000045,33.0,25.0,14.200000000000045,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:18:01,,7282.75,7.803,2.0,50.3716578,-84.5412828,7.803,92.0,186.0,52.0,325.0,31.5,97.0,29.5,93.5,21.0,14.600000000000023,33.0,25.0,14.600000000000023,0.0,2022,8,18,23,2.12,262.0
147,2022-08-18 23:18:02,,7289.99,7.358,2.0,50.3715826,-84.5413103,7.358,92.0,186.0,50.0,365.0,34.0,98.5,31.0,96.0,21.0,15.0,33.0,25.0,15.0,0.37,2022,8,18,23,2.12,262.0
146,2022-08-18 23:18:03,,7296.41,6.702,2.0,50.3715156,-84.5413373,6.702,93.0,187.0,51.0,398.0,35.0,99.0,31.5,98.5,21.0,15.399999999999977,33.0,25.0,15.399999999999977,1.19,2022,8,18,23,2.12,262.0
146,2022-08-18 23:18:04,,7302.23,6.029,2.0,50.3714543,-84.5413542,6.029,96.0,187.0,50.0,400.0,35.5,99.5,32.5,99.5,21.0,15.799999999999955,33.0,25.0,15.799999999999955,1.96,2022,8,18,23,2.12,262.0
145,2022-08-18 23:18:05,,7308.83,6.419,2.0,50.3713842,-84.5413634,6.419,95.0,188.0,49.0,405.0,37.5,99.0,33.0,98.5,21.0,16.200000000000045,34.0,25.0,16.200000000000045,2.8,2022,8,18,23,2.12,262.0
144,2022-08-18 23:18:06,,7315.98,7.067,2.0,50.3713092,-84.5413722,7.067,94.0,188.0,49.0,418.0,36.5,100.0,33.0,99.0,21.0,16.600000000000023,34.0,25.0,16.600000000000023,3.64,2022,8,18,23,2.12,262.0
144,2022-08-18 23:18:07,,7323.53,7.4,2.0,50.3712291,-84.5413914,7.4,96.0,188.0,53.0,460.0,29.5,97.5,34.0,99.5,21.0,17.0,35.0,25.0,17.0,4.42,2022,8,18,23,2.12,262.0
143,2022-08-18 23:18:08,,7330.8,7.207,2.0,50.3711527,-84.5414195,7.207,96.0,189.0,51.0,462.0,31.0,98.0,35.0,99.5,21.0,17.399999999999977,35.0,25.0,17.399999999999977,5.04,2022,8,18,23,2.12,262.0
143,2022-08-18 23:18:09,,7337.39,6.751,3.0,50.3710844,-84.5414469,6.751,101.0,189.0,48.0,469.0,34.0,97.5,34.5,99.5,21.0,17.799999999999955,36.0,25.0,17.799999999999955,5.45,2022,8,18,23,2.12,262.0
144,2022-08-18 23:18:10,,7343.98,6.648,3.0,50.3710196,-84.5414843,6.648,104.0,190.0,46.0,439.0,29.5,92.5,30.5,99.0,21.0,18.200000000000045,36.0,25.0,18.200000000000045,5.55,2022,8,18,23,2.12,262.0
145,2022-08-18 23:18:11,,7350.33,6.427,3.0,50.3709587,-84.5415244,6.427,101.0,190.0,50.0,410.0,30.5,98.5,26.5,92.0,21.0,18.799999999999955,36.0,25.0,18.799999999999955,5.34,2022,8,18,23,2.12,262.0
146,2022-08-18 23:18:12,,7356.47,6.206,3.0,50.370899,-84.5415611,6.206,98.0,191.0,47.0,451.0,30.5,99.5,28.0,93.0,21.0,19.200000000000045,37.0,25.0,19.200000000000045,5.15,2022,8,18,23,2.12,262.0
147,2022-08-18 23:18:13,,7362.31,5.926,3.0,50.3708422,-84.5415977,5.926,97.0,191.0,48.0,455.0,31.0,99.0,30.5,95.0,21.0,19.600000000000023,37.0,25.0,19.600000000000023,5.06,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:14,,7367.93,5.689,3.0,50.3707875,-84.5416289,5.689,96.0,192.0,48.0,460.0,31.0,99.0,33.0,97.5,21.0,20.0,37.0,25.0,20.0,5.14,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:15,,7373.76,5.795,3.0,50.3707303,-84.5416615,5.795,97.0,192.0,47.0,453.0,31.5,98.5,35.5,99.5,21.0,20.600000000000023,38.0,25.0,20.600000000000023,5.41,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:16,,7380.28,6.35,3.0,50.3706659,-84.5416979,6.35,97.0,192.0,50.0,421.0,30.5,97.0,36.5,99.5,21.0,20.799999999999955,38.0,25.0,20.799999999999955,5.79,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:17,,7387.83,7.254,3.0,50.3705949,-84.5417503,7.254,98.0,193.0,52.0,372.0,29.5,96.0,34.0,99.0,21.0,21.200000000000045,39.0,25.0,21.200000000000045,6.15,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:18,,7395.19,7.329,3.0,50.3705275,-84.5418086,7.329,99.0,193.0,53.0,360.0,27.0,92.5,30.5,97.0,21.0,21.399999999999977,39.0,25.0,21.399999999999977,6.35,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:19,,7401.94,6.893,3.0,50.3704664,-84.5418579,6.893,100.0,193.0,51.0,330.0,22.5,83.5,28.0,93.5,21.0,21.799999999999955,40.0,25.0,21.799999999999955,6.31,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:20,,7408.42,6.58,3.0,50.3704072,-84.5419088,6.58,100.0,194.0,47.0,213.0,18.5,70.5,26.0,82.5,21.0,22.0,40.0,25.0,22.0,5.9,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:21,,7414.77,6.398,3.0,50.3703483,-84.5419578,6.398,100.0,194.0,51.0,172.0,16.5,65.5,23.5,73.5,21.0,22.0,40.0,25.0,22.0,5.15,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:22,,7421.09,6.392,3.0,50.3702926,-84.5420078,6.392,100.0,194.0,39.0,154.0,16.0,59.0,23.0,71.0,21.0,22.200000000000045,41.0,25.0,22.200000000000045,4.36,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:23,,7427.68,6.54,3.0,50.3702377,-84.5420679,6.54,100.0,194.0,25.0,136.0,13.5,45.5,22.5,69.0,21.0,22.200000000000045,41.0,25.0,22.200000000000045,3.6,2022,8,18,23,2.12,262.0
147,2022-08-18 23:18:24,,7433.82,6.211,3.0,50.3701853,-84.5421216,6.211,85.0,194.0,11.0,101.0,7.0,26.5,19.5,62.5,21.0,22.399999999999977,41.0,25.0,22.399999999999977,2.93,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:25,,7439.99,6.234,3.0,50.3701308,-84.5421716,6.234,64.0,194.0,0.0,83.0,1.0,30.0,19.5,62.5,21.0,22.200000000000045,41.0,25.0,22.200000000000045,2.32,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:26,,7446.52,6.44,3.0,50.3700691,-84.542216,6.44,41.0,194.0,4.0,67.0,1.5,34.0,19.5,63.5,21.0,22.200000000000045,41.0,25.0,22.200000000000045,1.17,2022,8,18,23,2.12,262.0
148,2022-08-18 23:18:27,,7454.04,7.211,3.0,50.3699992,-84.5422686,7.211,19.0,194.0,8.0,52.0,3.5,37.5,19.5,64.5,21.0,22.0,41.0,25.0,22.0,0.0,2022,8,18,23,2.12,262.0
149,2022-08-18 23:18:28,,7461.28,7.232,3.0,50.3699311,-84.5423222,7.232,0.0,194.0,11.0,0.0,5.0,41.5,19.5,66.0,21.0,21.799999999999955,41.0,25.0,21.799999999999955,0.0,2022,8,18,23,2.12,262.0
154,2022-08-18 23:18:29,,7467.75,6.666,3.0,50.3698701,-84.5423677,6.666,0.0,194.0,15.0,0.0,7.0,45.0,19.5,67.0,21.0,21.600000000000023,41.0,25.0,21.600000000000023,-0.29,2022,8,18,23,2.12,262.0
156,2022-08-18 23:18:30,,7474.48,6.716,3.0,50.3698085,-84.5424131,6.716,0.0,194.0,18.0,0.0,9.0,48.5,19.5,68.0,21.0,21.200000000000045,41.0,25.0,21.200000000000045,-1.03,2022,8,18,23,2.12,262.0
158,2022-08-18 23:18:31,,7481.88,7.224,3.0,50.3697393,-84.542464,7.224,0.0,194.0,22.0,0.0,10.5,52.5,19.5,69.5,21.0,20.799999999999955,41.0,25.0,20.799999999999955,-1.78,2022,8,18,23,2.12,262.0
158,2022-08-18 23:18:32,,7489.34,7.408,3.0,50.369667,-84.542513,7.408,0.0,194.0,25.0,0.0,12.5,56.0,19.5,70.5,21.0,20.399999999999977,41.0,25.0,20.399999999999977,-2.52,2022,8,18,23,2.12,262.0
158,2022-08-18 23:18:33,,7497.23,7.774,3.0,50.3695918,-84.5425688,7.774,0.0,194.0,29.0,0.0,14.5,60.0,19.0,72.0,21.0,20.200000000000045,41.0,26.0,20.200000000000045,-3.21,2022,8,18,23,2.12,262.0
158,2022-08-18 23:18:34,,7505.42,8.077,3.0,50.3695165,-84.542633,8.077,0.0,194.0,33.0,0.0,16.0,63.5,19.0,73.0,21.0,19.799999999999955,41.0,26.0,19.799999999999955,-3.66,2022,8,18,23,2.12,262.0
