cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,altitude,battery_soc,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,temperature,year,month,day,hour,wind_speed,wind_direction
95,25.0,51.0,86.5,283,28.0,91.0,2022-05-09 10:48:05,30.0,,2289.37,30.0,9.668,2.0,0.0,50.3961416,-84.5053407,9.668,7.0,2022,5,9,10,3.6,272.0
96,27.0,51.0,86.0,309,27.5,88.5,2022-05-09 10:48:06,30.0,,2299.37,30.0,9.606,2.0,0.0,50.396174,-84.5054785,9.606,7.0,2022,5,9,10,3.6,272.0
95,31.5,51.0,91.5,303,28.0,89.0,2022-05-09 10:48:07,30.200000000000045,,2309.07,30.200000000000045,9.674,2.0,0.13,50.3962068,-84.5056115,9.674,7.0,2022,5,9,10,3.6,272.0
95,32.0,51.0,92.5,307,28.0,89.0,2022-05-09 10:48:08,30.200000000000045,,2318.72,30.200000000000045,9.665,2.0,0.44,50.3962405,-84.5057434,9.665,7.0,2022,5,9,10,3.6,272.0
94,29.0,50.0,89.0,281,28.0,89.5,2022-05-09 10:48:09,30.0,,2328.35,30.0,9.54,2.0,0.31,50.3962724,-84.5058759,9.54,7.0,2022,5,9,10,3.6,272.0
94,25.5,50.0,85.0,279,28.0,90.0,2022-05-09 10:48:10,29.799999999999955,,2337.95,29.799999999999955,9.57,2.0,-0.13,50.3963012,-84.5060091,9.57,7.0,2022,5,9,10,3.6,272.0
93,27.0,51.0,87.0,302,28.0,89.0,2022-05-09 10:48:11,29.600000000000023,,2347.55,29.600000000000023,9.59,2.0,-0.61,50.3963249,-84.5061441,9.59,7.0,2022,5,9,10,3.6,272.0
93,31.5,51.0,93.0,353,27.0,85.0,2022-05-09 10:48:12,29.399999999999977,,2357.23,29.399999999999977,9.609,2.0,-1.15,50.3963478,-84.5062805,9.609,7.0,2022,5,9,10,3.6,272.0
94,31.0,51.0,95.5,341,29.0,90.5,2022-05-09 10:48:13,29.399999999999977,,2367.03,29.399999999999977,9.712,2.0,-1.58,50.3963718,-84.5064184,9.712,7.0,2022,5,9,10,3.6,272.0
95,29.0,48.0,94.5,329,31.0,94.5,2022-05-09 10:48:14,29.399999999999977,,2376.79,29.399999999999977,9.641,2.0,-1.57,50.3963927,-84.5065567,9.641,7.0,2022,5,9,10,3.6,272.0
94,27.5,44.0,90.5,293,30.0,91.5,2022-05-09 10:48:15,29.399999999999977,,2386.26,29.399999999999977,9.545,2.0,-0.96,50.3964093,-84.5066917,9.545,7.0,2022,5,9,10,3.6,272.0
95,25.0,48.0,87.0,321,29.0,93.5,2022-05-09 10:48:16,29.600000000000023,,2395.9,29.600000000000023,9.591,2.0,-0.3,50.3964232,-84.5068297,9.591,7.0,2022,5,9,10,3.6,272.0
95,26.5,48.0,92.0,294,29.0,93.5,2022-05-09 10:48:17,29.600000000000023,,2405.81,29.600000000000023,9.653,2.0,0.0,50.3964374,-84.5069717,9.653,7.0,2022,5,9,10,3.6,272.0
94,27.5,48.0,92.0,312,28.0,89.5,2022-05-09 10:48:18,29.399999999999977,,2415.38,29.399999999999977,9.675,2.0,0.0,50.3964512,-84.5071088,9.675,7.0,2022,5,9,10,3.6,272.0
94,27.5,48.0,92.5,332,29.0,92.5,2022-05-09 10:48:19,29.399999999999977,,2425.07,29.399999999999977,9.705,2.0,0.0,50.3964632,-84.5072479,9.705,7.0,2022,5,9,10,3.6,272.0
95,27.0,48.0,93.0,329,29.5,94.0,2022-05-09 10:48:20,29.600000000000023,,2434.91,29.600000000000023,9.735,2.0,0.0,50.3964722,-84.5073896,9.735,7.0,2022,5,9,10,3.6,272.0
95,26.5,47.0,92.5,313,29.0,93.5,2022-05-09 10:48:21,29.399999999999977,,2444.7,29.399999999999977,9.674,2.0,0.0,50.3964812,-84.5075305,9.674,7.0,2022,5,9,10,3.6,272.0
95,26.0,47.0,92.5,296,29.0,93.5,2022-05-09 10:48:22,29.399999999999977,,2454.39,29.399999999999977,9.645,2.0,0.0,50.3964911,-84.50767,9.645,7.0,2022,5,9,10,3.6,272.0
95,25.5,48.0,88.0,289,30.0,93.5,2022-05-09 10:48:23,29.200000000000045,,2463.88,29.200000000000045,9.702,2.0,-0.16,50.3964999,-84.5078066,9.702,7.0,2022,5,9,10,3.6,272.0
95,25.0,49.0,83.0,283,30.5,94.0,2022-05-09 10:48:24,29.0,,2473.62,29.0,9.664,2.0,-0.73,50.3965079,-84.5079471,9.664,7.0,2022,5,9,10,3.6,272.0
95,25.5,50.0,84.5,276,30.5,92.0,2022-05-09 10:48:25,28.799999999999955,,2483.47,28.799999999999955,9.661,2.0,-1.22,50.3965159,-84.508089,9.661,7.0,2022,5,9,10,3.6,272.0
95,26.0,50.0,90.0,268,30.0,88.5,2022-05-09 10:48:26,28.799999999999955,,2493.13,28.799999999999955,9.719,2.0,-1.35,50.3965229,-84.5082283,9.719,7.0,2022,5,9,10,3.6,272.0
95,26.5,50.0,92.0,281,29.5,87.0,2022-05-09 10:48:27,28.399999999999977,,2502.77,28.399999999999977,9.676,2.0,-1.45,50.3965317,-84.5083671,9.676,7.0,2022,5,9,10,3.6,272.0
94,26.5,50.0,92.0,281,29.5,87.0,2022-05-09 10:48:28,28.399999999999977,,2512.44,28.399999999999977,9.603,2.0,-1.51,50.3965408,-84.5085063,9.603,7.0,2022,5,9,10,3.6,272.0
94,25.0,50.0,87.5,273,32.0,91.0,2022-05-09 10:48:29,28.200000000000045,,2521.97,28.200000000000045,9.518,2.0,-1.32,50.3965487,-84.5086436,9.518,7.0,2022,5,9,10,3.6,272.0
93,24.0,50.0,85.5,286,32.5,92.5,2022-05-09 10:48:30,28.200000000000045,,2531.49,28.200000000000045,9.459,2.0,-1.24,50.3965576,-84.5087806,9.459,7.0,2022,5,9,10,3.6,272.0
93,27.0,50.0,93.0,330,26.5,84.5,2022-05-09 10:48:31,28.399999999999977,,2541.03,28.399999999999977,9.465,2.0,-1.17,50.3965636,-84.5089182,9.465,7.0,2022,5,9,10,3.6,272.0
93,27.5,50.0,94.0,324,25.5,83.5,2022-05-09 10:48:32,28.600000000000023,,2550.59,28.600000000000023,9.475,2.0,-0.49,50.3965686,-84.5090563,9.475,7.0,2022,5,9,10,3.6,272.0
93,27.5,50.0,94.0,302,25.5,83.5,2022-05-09 10:48:33,28.399999999999977,,2560.19,28.399999999999977,9.477,2.0,0.0,50.3965757,-84.5091948,9.477,7.0,2022,5,9,10,3.6,272.0
93,27.5,50.0,94.0,291,25.5,84.5,2022-05-09 10:48:34,28.600000000000023,,2569.59,28.600000000000023,9.396,2.0,0.16,50.3965836,-84.5093302,9.396,7.0,2022,5,9,10,3.6,272.0
93,28.0,49.0,94.5,300,25.0,86.5,2022-05-09 10:48:35,28.799999999999955,,2578.93,28.799999999999955,9.343,2.0,0.78,50.3965905,-84.5094649,9.343,7.0,2022,5,9,10,3.6,272.0
93,28.0,49.0,95.0,310,24.5,89.0,2022-05-09 10:48:36,29.0,,2588.37,29.0,9.349,2.0,1.34,50.3965965,-84.5096011,9.349,7.0,2022,5,9,10,3.6,272.0
93,28.5,48.0,95.5,320,24.0,91.5,2022-05-09 10:48:37,28.799999999999955,,2597.72,28.799999999999955,9.285,2.0,1.14,50.3966004,-84.5097361,9.285,7.0,2022,5,9,10,3.6,272.0
92,28.5,48.0,96.0,312,23.5,93.0,2022-05-09 10:48:38,28.600000000000023,,2607.06,28.600000000000023,9.237,2.0,0.67,50.3966034,-84.5098711,9.237,7.0,2022,5,9,10,3.6,272.0
91,28.0,48.0,94.0,298,27.0,93.0,2022-05-09 10:48:39,28.600000000000023,,2616.51,28.600000000000023,9.311,2.0,0.25,50.3966084,-84.5100074,9.311,7.0,2022,5,9,10,3.6,272.0
91,28.0,48.0,92.0,299,30.5,93.0,2022-05-09 10:48:40,28.600000000000023,,2625.84,28.600000000000023,9.382,2.0,-0.1,50.3966133,-84.5101423,9.382,7.0,2022,5,9,10,3.6,272.0
91,30.5,47.0,92.5,302,29.5,92.5,2022-05-09 10:48:41,28.799999999999955,,2635.21,28.799999999999955,9.44,2.0,-0.35,50.3966183,-84.5102775,9.44,7.0,2022,5,9,10,3.6,272.0
91,28.5,50.0,94.0,320,32.0,93.5,2022-05-09 10:48:42,28.799999999999955,,2644.69,28.799999999999955,9.548,2.0,-0.25,50.3966243,-84.5104142,9.548,7.0,2022,5,9,10,3.6,272.0
92,26.5,47.0,90.5,314,30.0,91.5,2022-05-09 10:48:43,29.0,,2654.35,29.0,9.669,2.0,0.11,50.3966302,-84.5105536,9.669,7.0,2022,5,9,10,3.6,272.0
94,26.0,45.0,89.0,270,29.0,90.5,2022-05-09 10:48:44,29.200000000000045,,2664.05,29.200000000000045,9.748,2.0,0.54,50.3966352,-84.5106937,9.748,7.0,2022,5,9,10,3.6,272.0
95,26.0,42.0,89.0,285,29.0,90.5,2022-05-09 10:48:45,29.200000000000045,,2673.76,29.200000000000045,9.82,2.0,0.96,50.3966401,-84.510834,9.82,7.0,2022,5,9,10,3.6,272.0
96,22.5,42.0,80.5,274,29.5,90.0,2022-05-09 10:48:46,29.399999999999977,,2683.78,29.399999999999977,9.898,2.0,1.19,50.3966451,-84.5109786,9.898,7.0,2022,5,9,10,3.6,272.0
96,21.5,47.0,80.0,277,30.0,89.5,2022-05-09 10:48:47,29.600000000000023,,2693.87,29.600000000000023,9.919,2.0,1.4,50.3966501,-84.5111243,9.919,7.0,2022,5,9,10,3.6,272.0
96,22.5,51.0,83.5,258,29.5,88.0,2022-05-09 10:48:48,29.600000000000023,,2703.85,29.600000000000023,9.982,2.0,1.48,50.3966551,-84.5112684,9.982,7.0,2022,5,9,10,3.6,272.0
93,23.5,52.0,86.5,306,29.0,87.0,2022-05-09 10:48:49,29.799999999999955,,2714.11,29.799999999999955,10.04,2.0,1.51,50.3966601,-84.5114165,10.04,7.0,2022,5,9,10,3.6,272.0
87,27.0,50.0,92.5,299,28.5,88.5,2022-05-09 10:48:50,29.799999999999955,,2724.63,29.799999999999955,10.019,3.0,1.41,50.396667,-84.5115683,10.019,6.0,2022,5,9,10,3.6,272.0
87,25.5,49.0,85.5,297,31.0,96.0,2022-05-09 10:48:51,29.600000000000023,,2735.04,29.600000000000023,10.001,3.0,1.04,50.396673,-84.5117186,10.001,6.0,2022,5,9,10,3.6,272.0
86,25.0,50.0,84.5,310,31.5,97.0,2022-05-09 10:48:52,29.600000000000023,,2745.38,29.600000000000023,10.009,3.0,0.39,50.396679,-84.5118677,10.009,6.0,2022,5,9,10,3.6,272.0
86,26.5,51.0,90.0,307,31.0,95.0,2022-05-09 10:48:53,29.399999999999977,,2755.59,29.399999999999977,10.012,3.0,-0.11,50.396687,-84.512015,10.012,6.0,2022,5,9,10,3.6,272.0
86,29.0,51.0,97.0,294,30.5,92.0,2022-05-09 10:48:54,29.600000000000023,,2765.59,29.600000000000023,9.936,3.0,-0.47,50.3966939,-84.5121591,9.936,6.0,2022,5,9,10,3.6,272.0
86,28.5,51.0,95.5,274,30.5,92.5,2022-05-09 10:48:55,29.600000000000023,,2775.1,29.600000000000023,9.793,3.0,-0.57,50.3966969,-84.5122966,9.793,6.0,2022,5,9,10,3.6,272.0
87,25.0,51.0,86.0,297,32.5,97.0,2022-05-09 10:48:56,29.600000000000023,,2784.58,29.600000000000023,9.766,3.0,-0.21,50.3967008,-84.5124333,9.766,6.0,2022,5,9,10,3.6,272.0
93,25.0,51.0,86.5,314,28.5,91.0,2022-05-09 10:48:57,29.600000000000023,,2794.35,29.600000000000023,9.758,3.0,0.0,50.3967078,-84.5125743,9.758,6.0,2022,5,9,10,3.6,272.0
95,25.0,51.0,88.0,320,28.0,89.5,2022-05-09 10:48:58,29.399999999999977,,2804.05,29.399999999999977,9.807,3.0,0.0,50.3967148,-84.5127142,9.807,6.0,2022,5,9,10,3.6,272.0
95,25.5,50.0,89.5,319,29.0,90.5,2022-05-09 10:48:59,29.399999999999977,,2813.71,29.399999999999977,9.795,2.0,0.0,50.3967227,-84.5128533,9.795,6.0,2022,5,9,10,3.6,272.0
95,26.0,49.0,91.5,318,30.5,91.5,2022-05-09 10:49:00,29.399999999999977,,2823.29,29.399999999999977,9.684,2.0,-0.11,50.3967297,-84.5129916,9.684,6.0,2022,5,9,10,3.6,272.0
95,26.0,49.0,92.0,323,31.0,92.0,2022-05-09 10:49:01,29.200000000000045,,2832.78,29.200000000000045,9.465,2.0,-0.47,50.3967337,-84.5131285,9.465,6.0,2022,5,9,10,3.6,272.0
95,26.0,49.0,92.0,325,31.0,92.0,2022-05-09 10:49:02,29.399999999999977,,2842.16,29.399999999999977,9.408,2.0,-0.6,50.3967377,-84.513264,9.408,6.0,2022,5,9,10,3.6,272.0
95,26.5,49.0,91.0,320,30.5,92.5,2022-05-09 10:49:03,29.399999999999977,,2851.61,29.399999999999977,9.605,2.0,-0.23,50.3967436,-84.5134004,9.605,6.0,2022,5,9,10,3.6,272.0
95,27.0,49.0,90.0,313,30.0,93.0,2022-05-09 10:49:04,29.399999999999977,,2861.22,29.399999999999977,9.651,2.0,0.0,50.3967506,-84.513539,9.651,6.0,2022,5,9,10,3.6,272.0
95,27.0,49.0,89.5,309,30.0,93.0,2022-05-09 10:49:05,29.600000000000023,,2870.82,29.600000000000023,9.647,2.0,0.08,50.3967585,-84.5136774,9.647,6.0,2022,5,9,10,3.6,272.0
95,27.0,48.0,90.5,308,30.5,93.5,2022-05-09 10:49:06,29.399999999999977,,2880.51,29.399999999999977,9.728,2.0,0.3,50.3967654,-84.5138172,9.728,6.0,2022,5,9,10,3.6,272.0
95,26.5,47.0,92.0,308,31.0,95.0,2022-05-09 10:49:07,29.600000000000023,,2890.21,29.600000000000023,9.73,2.0,0.22,50.3967694,-84.5139571,9.73,6.0,2022,5,9,10,3.6,272.0
95,26.0,45.0,93.5,308,31.5,96.0,2022-05-09 10:49:08,29.600000000000023,,2899.69,29.600000000000023,9.649,2.0,0.0,50.3967734,-84.5140941,9.649,6.0,2022,5,9,10,3.6,272.0
95,26.0,45.0,93.5,310,31.5,96.0,2022-05-09 10:49:09,29.600000000000023,,2909.33,29.600000000000023,9.618,2.0,0.0,50.3967784,-84.5142333,9.618,6.0,2022,5,9,10,3.6,272.0
95,26.0,45.0,93.5,302,31.5,96.0,2022-05-09 10:49:10,29.600000000000023,,2919.02,29.600000000000023,9.693,2.0,0.0,50.3967823,-84.5143732,9.693,6.0,2022,5,9,10,3.6,272.0
95,26.0,46.0,93.5,290,31.5,96.0,2022-05-09 10:49:11,29.600000000000023,,2928.68,29.600000000000023,9.7,2.0,0.0,50.3967873,-84.5145127,9.7,6.0,2022,5,9,10,3.6,272.0
95,26.0,49.0,93.5,274,31.5,96.0,2022-05-09 10:49:12,29.600000000000023,,2938.48,29.600000000000023,9.675,2.0,0.0,50.3967933,-84.5146541,9.675,6.0,2022,5,9,10,3.6,272.0
95,25.5,51.0,89.5,251,29.5,92.0,2022-05-09 10:49:13,29.600000000000023,,2948.15,29.600000000000023,9.668,2.0,0.0,50.3967963,-84.5147939,9.668,6.0,2022,5,9,10,3.6,272.0
95,24.0,52.0,82.0,232,26.0,84.5,2022-05-09 10:49:14,29.600000000000023,,2957.96,29.600000000000023,9.715,2.0,0.0,50.3967973,-84.5149355,9.715,6.0,2022,5,9,10,3.6,272.0
96,24.0,61.0,86.5,289,24.0,80.5,2022-05-09 10:49:15,29.799999999999955,,2967.96,29.799999999999955,9.865,2.0,0.0,50.3968013,-84.5150799,9.865,6.0,2022,5,9,10,3.6,272.0
96,23.5,52.0,89.0,252,23.5,80.0,2022-05-09 10:49:16,29.600000000000023,,2977.88,29.600000000000023,9.846,2.0,0.0,50.3968072,-84.5152231,9.846,6.0,2022,5,9,10,3.6,272.0
97,23.0,47.0,90.0,261,23.5,80.0,2022-05-09 10:49:17,29.600000000000023,,2987.67,29.600000000000023,9.843,2.0,0.0,50.3968141,-84.5153644,9.843,6.0,2022,5,9,10,3.6,272.0
97,23.0,44.0,90.0,288,23.5,80.0,2022-05-09 10:49:18,29.399999999999977,,2997.36,29.399999999999977,9.616,2.0,-0.1,50.3968201,-84.5155041,9.616,6.0,2022,5,9,10,3.6,272.0
96,23.0,44.0,90.0,261,23.5,80.0,2022-05-09 10:49:19,29.200000000000045,,3006.75,29.200000000000045,9.408,2.0,-0.51,50.3968231,-84.5156398,9.408,6.0,2022,5,9,10,3.6,272.0
96,22.5,47.0,86.0,258,25.0,83.0,2022-05-09 10:49:20,29.0,,3016.31,29.0,9.453,2.0,-1.0,50.3968251,-84.5157781,9.453,6.0,2022,5,9,10,3.6,272.0
96,22.0,51.0,81.0,257,27.0,86.5,2022-05-09 10:49:21,29.0,,3025.98,29.0,9.199,2.0,-1.42,50.3968271,-84.5159177,9.199,6.0,2022,5,9,10,3.6,272.0
93,22.0,54.0,79.0,272,27.0,85.0,2022-05-09 10:49:22,28.799999999999955,,3035.03,28.799999999999955,9.026,2.0,-1.68,50.3968281,-84.5160485,9.026,6.0,2022,5,9,10,3.6,272.0
92,23.5,57.0,81.5,281,24.0,74.5,2022-05-09 10:49:23,29.0,,3044.13,29.0,9.299,2.0,-1.44,50.3968301,-84.5161801,9.299,6.0,2022,5,9,10,3.6,272.0
91,24.0,59.0,83.0,301,24.0,74.5,2022-05-09 10:49:24,29.200000000000045,,3053.6,29.200000000000045,9.582,2.0,-0.58,50.3968351,-84.5163167,9.582,6.0,2022,5,9,10,3.6,272.0
91,28.0,54.0,90.5,351,24.5,76.5,2022-05-09 10:49:25,29.200000000000045,,3063.27,29.200000000000045,9.442,2.0,0.0,50.396841,-84.5164563,9.442,6.0,2022,5,9,10,3.6,272.0
91,30.5,49.0,96.0,362,26.0,83.5,2022-05-09 10:49:26,29.399999999999977,,3072.72,29.399999999999977,9.377,2.0,0.14,50.396846,-84.5165928,9.377,6.0,2022,5,9,10,3.6,272.0
92,31.0,49.0,95.5,302,29.0,96.0,2022-05-09 10:49:27,29.399999999999977,,3082.22,29.399999999999977,9.596,2.0,0.67,50.3968519,-84.5167298,9.596,6.0,2022,5,9,10,3.6,272.0
93,29.5,53.0,97.0,301,30.0,93.5,2022-05-09 10:49:28,29.600000000000023,,3091.92,29.600000000000023,9.565,2.0,1.12,50.3968599,-84.5168697,9.565,6.0,2022,5,9,10,3.6,272.0
93,29.5,42.0,97.0,303,30.0,93.5,2022-05-09 10:49:29,29.600000000000023,,3101.6,29.600000000000023,9.528,2.0,1.07,50.3968679,-84.5170091,9.528,6.0,2022,5,9,10,3.6,272.0
94,29.5,41.0,97.0,320,30.0,93.5,2022-05-09 10:49:30,29.799999999999955,,3111.24,29.799999999999955,9.602,2.0,1.01,50.3968748,-84.5171482,9.602,6.0,2022,5,9,10,3.6,272.0
94,29.5,41.0,97.0,322,30.0,93.5,2022-05-09 10:49:31,29.799999999999955,,3120.82,29.799999999999955,9.534,2.0,1.11,50.3968798,-84.5172864,9.534,6.0,2022,5,9,10,3.6,272.0
94,29.5,41.0,97.0,316,30.0,93.5,2022-05-09 10:49:32,29.799999999999955,,3130.43,29.799999999999955,9.611,2.0,1.07,50.3968858,-84.5174251,9.611,6.0,2022,5,9,10,3.6,272.0
94,29.5,41.0,97.0,308,30.0,93.5,2022-05-09 10:49:33,30.0,,3140.03,30.0,9.626,2.0,0.99,50.3968927,-84.5175635,9.626,6.0,2022,5,9,10,3.6,272.0
94,29.5,41.0,97.0,323,30.0,93.5,2022-05-09 10:49:34,29.799999999999955,,3149.43,29.799999999999955,9.346,2.0,0.81,50.3968986,-84.5176993,9.346,6.0,2022,5,9,10,3.6,272.0
94,28.5,43.0,95.0,324,29.5,93.5,2022-05-09 10:49:35,29.799999999999955,,3158.76,29.799999999999955,9.15,2.0,0.32,50.3969036,-84.5178339,9.15,6.0,2022,5,9,10,3.6,272.0
94,27.0,45.0,93.0,323,28.5,93.0,2022-05-09 10:49:36,29.799999999999955,,3167.94,29.799999999999955,9.045,2.0,0.0,50.3969076,-84.5179665,9.045,6.0,2022,5,9,10,3.6,272.0
94,26.0,47.0,90.5,323,28.0,93.0,2022-05-09 10:49:37,30.0,,3176.98,30.0,9.087,2.0,0.0,50.3969087,-84.5180971,9.087,6.0,2022,5,9,10,3.6,272.0
94,26.0,47.0,90.5,346,28.0,93.0,2022-05-09 10:49:38,30.0,,3186.25,30.0,9.27,2.0,0.0,50.3969086,-84.5182311,9.27,6.0,2022,5,9,10,3.6,272.0
93,26.0,50.0,90.5,333,28.0,93.0,2022-05-09 10:49:39,30.0,,3195.6,30.0,9.33,2.0,0.0,50.3969116,-84.5183661,9.33,6.0,2022,5,9,10,3.6,272.0
93,26.0,50.0,90.5,323,28.0,93.0,2022-05-09 10:49:40,30.200000000000045,58.0,3204.83,30.200000000000045,9.174,2.0,0.09,50.3969156,-84.5184995,9.174,6.0,2022,5,9,10,3.6,272.0
93,24.5,50.0,86.5,303,28.5,93.5,2022-05-09 10:49:41,30.200000000000045,,3213.97,30.200000000000045,8.862,2.0,0.44,50.3969186,-84.5186314,8.862,6.0,2022,5,9,10,3.6,272.0
92,23.0,50.0,81.0,282,29.0,93.5,2022-05-09 10:49:42,30.399999999999977,,3222.94,30.399999999999977,8.751,2.0,0.78,50.3969206,-84.5187611,8.751,6.0,2022,5,9,10,3.6,272.0
91,22.0,50.0,80.0,274,28.5,90.5,2022-05-09 10:49:43,30.600000000000023,,3231.79,30.600000000000023,8.845,2.0,1.03,50.3969236,-84.5188889,8.845,6.0,2022,5,9,10,3.6,272.0
93,21.0,50.0,76.5,285,28.0,88.0,2022-05-09 10:49:44,30.799999999999955,,3240.62,30.799999999999955,8.741,2.0,1.4,50.3969255,-84.5190166,8.741,6.0,2022,5,9,10,3.6,272.0
97,20.0,50.0,73.5,298,27.0,86.5,2022-05-09 10:49:45,31.0,,3249.01,31.0,8.555,2.0,1.7,50.3969255,-84.5191379,8.555,6.0,2022,5,9,10,3.6,272.0
99,20.0,48.0,73.5,287,27.0,86.5,2022-05-09 10:49:46,31.0,,3257.5,31.0,8.523,2.0,1.89,50.3969237,-84.5192606,8.523,6.0,2022,5,9,10,3.6,272.0
99,20.5,48.0,75.5,284,27.0,87.0,2022-05-09 10:49:47,31.200000000000045,,3266.61,31.200000000000045,8.74,2.0,1.95,50.3969246,-84.5193921,8.74,6.0,2022,5,9,10,3.6,272.0
99,23.5,48.0,85.0,285,27.5,89.5,2022-05-09 10:49:48,31.399999999999977,,3275.43,31.399999999999977,8.736,2.0,1.9,50.3969285,-84.5195194,8.736,6.0,2022,5,9,10,3.6,272.0
98,24.0,48.0,86.5,287,28.0,89.5,2022-05-09 10:49:49,31.399999999999977,,3284.1,31.399999999999977,8.538,2.0,1.64,50.3969305,-84.5196446,8.538,6.0,2022,5,9,10,3.6,272.0
98,25.0,48.0,89.0,292,26.5,88.0,2022-05-09 10:49:50,31.600000000000023,,3292.9,31.600000000000023,8.551,2.0,1.31,50.3969325,-84.5197719,8.551,6.0,2022,5,9,10,3.6,272.0
96,26.5,48.0,93.0,291,25.0,86.0,2022-05-09 10:49:51,31.600000000000023,,3301.69,31.600000000000023,8.462,2.0,1.13,50.3969365,-84.5198987,8.462,6.0,2022,5,9,10,3.6,272.0
95,29.0,48.0,95.5,291,29.5,91.0,2022-05-09 10:49:52,31.600000000000023,,3310.24,31.600000000000023,8.275,2.0,0.94,50.3969424,-84.5200221,8.275,6.0,2022,5,9,10,3.6,272.0
95,29.0,51.0,95.5,270,29.5,91.0,2022-05-09 10:49:53,31.799999999999955,,3318.71,31.799999999999955,8.263,2.0,0.54,50.3969474,-84.5201443,8.263,6.0,2022,5,9,10,3.6,272.0
94,26.0,50.0,88.5,275,27.5,90.0,2022-05-09 10:49:54,31.799999999999955,,3327.2,31.799999999999955,8.342,2.0,0.56,50.3969484,-84.520267,8.342,6.0,2022,5,9,10,3.6,272.0
93,25.5,50.0,87.0,277,26.0,89.0,2022-05-09 10:49:55,32.0,,3335.62,32.0,8.188,2.0,0.95,50.3969484,-84.5203886,8.188,6.0,2022,5,9,10,3.6,272.0
93,28.5,51.0,93.0,246,26.5,89.0,2022-05-09 10:49:56,32.200000000000045,,3343.92,32.200000000000045,8.04,2.0,1.11,50.3969504,-84.5205085,8.04,6.0,2022,5,9,10,3.6,272.0
93,27.0,51.0,93.5,241,27.5,93.5,2022-05-09 10:49:57,32.39999999999998,,3352.14,32.39999999999998,8.04,2.0,1.38,50.3969514,-84.5206274,8.04,6.0,2022,5,9,10,3.6,272.0
93,27.0,51.0,93.5,256,27.5,93.5,2022-05-09 10:49:58,32.39999999999998,,3360.44,32.39999999999998,8.159,2.0,1.71,50.3969504,-84.5207473,8.159,6.0,2022,5,9,10,3.6,272.0
93,24.0,44.0,84.5,239,29.0,93.0,2022-05-09 10:49:59,32.60000000000002,,3368.88,32.60000000000002,8.33,2.0,1.86,50.3969524,-84.5208691,8.33,6.0,2022,5,9,10,3.6,272.0
94,22.5,45.0,80.0,221,29.0,92.0,2022-05-09 10:50:00,32.60000000000002,,3377.68,32.60000000000002,8.625,2.0,1.78,50.3969623,-84.5209957,8.625,6.0,2022,5,9,10,3.6,272.0
94,22.5,47.0,78.5,207,29.0,91.0,2022-05-09 10:50:01,32.39999999999998,,3386.76,32.39999999999998,8.761,2.0,1.32,50.3969713,-84.5211262,8.761,6.0,2022,5,9,10,3.6,272.0
95,22.5,49.0,78.5,224,29.0,91.0,2022-05-09 10:50:02,32.200000000000045,,3395.61,32.200000000000045,8.561,2.0,0.45,50.3969753,-84.5212539,8.561,6.0,2022,5,9,10,3.6,272.0
96,21.5,54.0,80.0,254,29.0,91.0,2022-05-09 10:50:03,32.200000000000045,,3404.33,32.200000000000045,8.584,2.0,0.0,50.3969792,-84.5213799,8.584,6.0,2022,5,9,10,3.6,272.0
94,25.5,55.0,87.5,263,27.0,86.5,2022-05-09 10:50:04,32.0,,3413.38,32.0,8.903,2.0,-0.14,50.3969842,-84.5215106,8.903,6.0,2022,5,9,10,3.6,272.0
92,29.5,55.0,95.0,264,24.5,82.0,2022-05-09 10:50:05,32.0,,3422.9,32.0,9.209,2.0,-0.69,50.3969931,-84.5216475,9.209,6.0,2022,5,9,10,3.6,272.0
90,29.5,55.0,95.0,261,24.5,82.0,2022-05-09 10:50:06,31.799999999999955,,3432.63,31.799999999999955,9.399,2.0,-1.21,50.3970041,-84.5217874,9.399,6.0,2022,5,9,10,3.6,272.0
91,29.5,55.0,95.0,258,24.5,82.0,2022-05-09 10:50:07,31.600000000000023,,3442.4,31.600000000000023,9.478,2.0,-1.52,50.397016,-84.5219277,9.478,6.0,2022,5,9,10,3.6,272.0
92,29.5,55.0,95.0,221,24.5,82.0,2022-05-09 10:50:08,31.399999999999977,,3452.19,31.399999999999977,9.345,2.0,-1.79,50.3970289,-84.5220681,9.345,6.0,2022,5,9,10,3.6,272.0
93,29.5,55.0,95.0,206,24.5,82.0,2022-05-09 10:50:09,31.200000000000045,,3461.94,31.200000000000045,9.317,2.0,-1.98,50.3970399,-84.5222083,9.317,6.0,2022,5,9,10,3.6,272.0
93,29.0,54.0,94.0,227,24.5,82.0,2022-05-09 10:50:10,31.0,,3471.8,31.0,9.471,2.0,-2.1,50.3970478,-84.5223504,9.471,6.0,2022,5,9,10,3.6,272.0
93,26.0,52.0,90.0,243,24.0,81.5,2022-05-09 10:50:11,31.0,,3481.61,31.0,9.594,2.0,-2.04,50.3970556,-84.5224917,9.594,6.0,2022,5,9,10,3.6,272.0
94,23.0,49.0,86.0,259,23.5,81.0,2022-05-09 10:50:12,30.799999999999955,,3491.64,30.799999999999955,9.659,2.0,-1.79,50.3970675,-84.5226359,9.659,6.0,2022,5,9,10,3.6,272.0
