distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,battery_soc,altitude,enhanced_altitude,ascent,cadence,calories,descent,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
22141.26,9.573,3,112,50.546766,-84.8347489,9.573,2022-11-01 12:12:23,,70.0,70.0,70.0,93.0,548.0,77.0,0.0,5.5,49.0,76.0,100.0,5.5,51.5,12.0,2022,11,1,12,3.47,192.0
22150.29,9.471,3,117,50.5467188,-84.8346304,9.471,2022-11-01 12:12:24,,70.0,70.0,70.0,98.0,549.0,77.0,0.0,20.0,50.0,77.0,194.0,2.0,68.0,12.0,2022,11,1,12,3.47,192.0
22159.98,9.473,3,120,50.5466599,-84.8345216,9.473,2022-11-01 12:12:25,,70.0,70.0,70.0,105.0,549.0,77.0,0.0,22.0,43.0,77.5,267.0,23.5,84.5,12.0,2022,11,1,12,3.47,192.0
22169.77,9.461,3,121,50.5465947,-84.8344038,9.461,2022-11-01 12:12:26,,70.0,70.0,70.0,106.0,549.0,77.0,0.0,20.5,46.0,73.0,292.0,25.0,84.5,12.0,2022,11,1,12,3.47,192.0
22179.4,9.232,3,122,50.5465215,-84.8343041,9.232,2022-11-01 12:12:27,,70.0,70.0,70.0,106.0,549.0,77.0,0.0,18.5,48.0,68.0,236.0,23.0,82.0,12.0,2022,11,1,12,3.47,192.0
22188.59,9.212,3,122,50.5464509,-84.8342142,9.212,2022-11-01 12:12:28,,70.0,70.0,70.0,100.0,550.0,77.0,0.0,16.5,48.0,63.0,209.0,21.5,78.5,12.0,2022,11,1,12,3.47,192.0
22198.23,9.105,3,122,50.5463848,-84.8341118,9.105,2022-11-01 12:12:29,,70.0,70.0,70.0,56.0,550.0,77.0,0.0,13.0,33.0,57.5,156.0,21.5,75.5,12.0,2022,11,1,12,3.47,192.0
22207.77,9.261,3,122,50.5463125,-84.8340108,9.261,2022-11-01 12:12:30,,69.79999999999995,69.79999999999995,70.0,43.0,550.0,77.0,0.0,1.5,6.0,57.5,106.0,21.5,76.5,12.0,2022,11,1,12,3.47,192.0
22217.35,9.46,3,121,50.546245,-84.8339021,9.46,2022-11-01 12:12:31,,69.79999999999995,69.79999999999995,70.0,62.0,550.0,77.0,0.0,8.5,67.0,58.0,70.0,13.0,49.5,12.0,2022,11,1,12,3.47,192.0
22226.81,9.453,3,121,50.5461823,-84.8337946,9.453,2022-11-01 12:12:32,,69.60000000000002,69.60000000000002,70.0,86.0,550.0,77.0,0.0,14.5,69.0,56.5,73.0,8.5,37.0,12.0,2022,11,1,12,3.47,192.0
22236.74,9.505,3,121,50.5461177,-84.8336821,9.505,2022-11-01 12:12:33,,69.60000000000002,69.60000000000002,70.0,93.0,550.0,77.0,0.0,14.5,47.0,56.0,88.0,13.5,55.0,12.0,2022,11,1,12,3.47,192.0
22246.57,9.89,3,121,50.5460579,-84.833566,9.89,2022-11-01 12:12:34,,69.39999999999998,69.39999999999998,70.0,94.0,550.0,77.0,0.0,20.5,48.0,75.0,195.0,15.5,60.0,12.0,2022,11,1,12,3.47,192.0
22256.81,10.155,3,121,50.5459839,-84.8334547,10.155,2022-11-01 12:12:35,,69.20000000000005,69.20000000000005,70.0,97.0,551.0,77.0,0.0,23.0,44.0,85.0,307.0,21.5,80.0,12.0,2022,11,1,12,3.47,192.0
22267.7,10.407,3,121,50.545906,-84.8333369,10.407,2022-11-01 12:12:36,,69.20000000000005,69.20000000000005,70.0,99.0,551.0,77.0,0.0,23.5,49.0,87.0,352.0,26.0,91.5,12.0,2022,11,1,12,3.47,192.0
22279.45,10.441,4,121,50.5458189,-84.8332188,10.441,2022-11-01 12:12:37,,69.0,69.0,70.0,101.0,551.0,77.0,0.0,24.5,50.0,86.5,343.0,28.0,95.0,12.0,2022,11,1,12,3.47,192.0
22291.15,10.722,4,122,50.5457241,-84.8331001,10.722,2022-11-01 12:12:38,,68.79999999999995,68.79999999999995,70.0,103.0,552.0,77.0,0.0,26.0,48.0,89.0,361.0,27.5,94.5,12.0,2022,11,1,12,3.47,192.0
22303.15,10.697,4,122,50.5456338,-84.8329752,10.697,2022-11-01 12:12:39,,68.39999999999998,68.39999999999998,70.0,104.0,552.0,77.0,0.0,22.0,46.0,78.5,346.0,25.0,91.5,12.0,2022,11,1,12,3.47,192.0
22314.9,10.526,4,121,50.5455463,-84.8328611,10.526,2022-11-01 12:12:40,,68.20000000000005,68.20000000000005,70.0,85.0,552.0,77.0,0.0,15.0,45.0,62.5,300.0,24.5,91.0,12.0,2022,11,1,12,3.47,192.0
22325.49,10.313,3,122,50.545502,-84.8327191,10.313,2022-11-01 12:12:41,,68.0,68.0,70.0,87.0,552.0,77.0,0.0,12.0,77.0,53.0,96.0,14.5,58.0,12.0,2022,11,1,12,3.47,192.0
22335.85,10.326,3,121,50.545425,-84.8326103,10.326,2022-11-01 12:12:42,,68.0,68.0,70.0,99.0,552.0,77.0,-1.0,11.0,53.0,44.0,65.0,8.5,37.5,12.0,2022,11,1,12,3.47,192.0
22346.34,10.138,3,120,50.5453472,-84.8325014,10.138,2022-11-01 12:12:43,,67.79999999999995,67.79999999999995,70.0,99.0,552.0,78.0,-1.67,10.5,32.0,34.5,82.0,17.0,63.5,12.0,2022,11,1,12,3.47,192.0
22356.65,10.127,3,119,50.5452699,-84.8324003,10.127,2022-11-01 12:12:44,,67.60000000000002,67.60000000000002,70.0,99.0,552.0,78.0,-1.78,19.0,67.0,62.5,96.0,17.0,63.5,12.0,2022,11,1,12,3.47,192.0
22367.44,10.118,3,118,50.5451875,-84.8322838,10.118,2022-11-01 12:12:45,,67.20000000000005,67.20000000000005,70.0,98.0,553.0,78.0,-1.86,25.0,64.0,81.5,159.0,19.0,65.5,12.0,2022,11,1,12,3.47,192.0
22377.5,10.028,3,119,50.5451053,-84.832191,10.028,2022-11-01 12:12:46,,67.20000000000005,67.20000000000005,70.0,100.0,553.0,78.0,-1.86,25.5,50.0,87.0,314.0,21.5,71.5,12.0,2022,11,1,12,3.47,192.0
22387.65,10.352,3,118,50.5450278,-84.8320889,10.352,2022-11-01 12:12:47,,67.0,67.0,70.0,101.0,553.0,78.0,-1.79,23.0,45.0,85.5,368.0,24.5,80.0,12.0,2022,11,1,12,3.47,192.0
22398.45,10.34,3,118,50.5449511,-84.8319708,10.34,2022-11-01 12:12:48,,67.0,67.0,70.0,102.0,554.0,79.0,-1.63,21.0,46.0,82.5,360.0,26.5,87.5,12.0,2022,11,1,12,3.47,192.0
22408.92,10.182,3,117,50.5448795,-84.8318537,10.182,2022-11-01 12:12:49,,66.79999999999995,66.79999999999995,70.0,98.0,554.0,79.0,-1.45,19.5,45.0,71.5,277.0,24.0,88.0,12.0,2022,11,1,12,3.47,192.0
22419.33,9.606,3,115,50.5448118,-84.8317358,9.606,2022-11-01 12:12:50,,66.79999999999995,66.79999999999995,70.0,77.0,554.0,79.0,-1.28,14.5,34.0,61.0,226.0,22.5,81.0,12.0,2022,11,1,12,3.47,192.0
22427.89,9.54,3,117,50.5447567,-84.8316347,9.54,2022-11-01 12:12:51,,66.79999999999995,66.79999999999995,70.0,52.0,554.0,79.0,-1.11,13.5,34.0,61.0,95.0,15.0,76.5,12.0,2022,11,1,12,3.47,192.0
22437.01,9.169,3,114,50.544698,-84.8315255,9.169,2022-11-01 12:12:52,,66.79999999999995,66.79999999999995,70.0,49.0,554.0,79.0,-0.91,19.0,42.0,74.5,97.0,0.0,77.5,12.0,2022,11,1,12,3.47,192.0
22445.86,9.027,3,113,50.5446443,-84.8314161,9.027,2022-11-01 12:12:53,,66.60000000000002,66.60000000000002,70.0,47.0,554.0,79.0,-0.74,19.5,55.0,76.5,98.0,0.0,78.0,12.0,2022,11,1,12,3.47,192.0
22454.63,8.816,3,114,50.5445974,-84.831308,8.816,2022-11-01 12:12:54,,66.60000000000002,66.60000000000002,70.0,44.0,554.0,79.0,-0.64,20.0,68.0,78.0,99.0,0.0,78.5,12.0,2022,11,1,12,3.47,192.0
22463.54,8.911,3,114,50.5445383,-84.831208,8.911,2022-11-01 12:12:55,,66.60000000000002,66.60000000000002,70.0,61.0,555.0,79.0,-0.62,20.5,81.0,79.5,117.0,0.0,79.0,12.0,2022,11,1,12,3.47,192.0
22472.45,8.945,3,114,50.5444793,-84.8311081,8.945,2022-11-01 12:12:56,,66.39999999999998,66.39999999999998,70.0,97.0,555.0,79.0,-0.63,18.5,61.0,72.0,145.0,8.0,79.5,12.0,2022,11,1,12,3.47,192.0
22481.17,8.433,3,113,50.5444212,-84.8310092,8.433,2022-11-01 12:12:57,,66.60000000000002,66.60000000000002,70.0,77.0,555.0,79.0,-0.24,12.0,33.0,,135.0,24.0,78.5,12.0,2022,11,1,12,3.47,192.0
22488.99,7.411,2,114,50.5443712,-84.8309201,7.411,2022-11-01 12:12:58,,66.60000000000002,66.60000000000002,70.0,58.0,555.0,79.0,0.0,8.5,23.0,,124.0,21.5,70.5,12.0,2022,11,1,12,3.47,192.0
22495.64,5.888,2,114,50.5443221,-84.8308484,5.888,2022-11-01 12:12:59,,66.60000000000002,66.60000000000002,70.0,38.0,555.0,79.0,0.0,5.5,13.0,,114.0,19.0,62.0,12.0,2022,11,1,12,3.47,192.0
22500.72,4.671,3,113,50.5442868,-84.830795,4.671,2022-11-01 12:13:00,,66.60000000000002,66.60000000000002,70.0,26.0,555.0,79.0,0.0,2.0,3.0,,57.0,16.0,53.5,12.0,2022,11,1,12,3.47,192.0
22504.65,3.329,2,112,50.5442599,-84.8307513,3.329,2022-11-01 12:13:01,,66.79999999999995,66.79999999999995,70.0,28.0,555.0,79.0,0.0,0.0,0.0,,9.0,12.0,,12.0,2022,11,1,12,3.47,192.0
22507.24,2.149,2,111,50.5442381,-84.830725,2.149,2022-11-01 12:13:02,,66.79999999999995,66.79999999999995,70.0,52.0,555.0,79.0,0.0,0.0,0.0,,1.0,6.5,,12.0,2022,11,1,12,3.47,192.0
22509.09,1.543,2,110,50.5442249,-84.8307067,1.543,2022-11-01 12:13:03,,67.0,67.0,70.0,46.0,555.0,79.0,0.0,0.0,0.0,,0.0,0.5,,12.0,2022,11,1,12,3.47,192.0
22510.5,1.252,2,110,50.5442158,-84.8306886,1.252,2022-11-01 12:13:04,,67.0,67.0,70.0,34.0,555.0,79.0,0.0,0.0,0.0,,0.0,0.0,,12.0,2022,11,1,12,3.47,192.0
22511.61,0.958,2,110,50.5442072,-84.8306722,0.958,2022-11-01 12:13:05,,67.0,67.0,71.0,23.0,555.0,79.0,0.78,0.0,0.0,,1.0,0.0,,12.0,2022,11,1,12,3.47,192.0
22512.07,3.78,1,88,50.5441593,-84.8305583,3.78,2022-11-01 12:13:38,,67.20000000000005,67.20000000000005,71.0,6.0,555.0,79.0,0.0,,,,30.0,,,12.0,2022,11,1,12,3.47,192.0
22516.59,5.189,2,87,50.5441312,-84.8305103,5.189,2022-11-01 12:13:39,,67.20000000000005,67.20000000000005,71.0,52.0,555.0,79.0,0.0,33.5,,100.0,117.0,38.0,100.0,12.0,2022,11,1,12,3.47,192.0
22522.23,5.746,2,86,50.5440946,-84.8304387,5.746,2022-11-01 12:13:40,,67.20000000000005,67.20000000000005,71.0,92.0,556.0,79.0,0.0,33.5,,100.0,282.0,37.5,100.0,12.0,2022,11,1,12,3.47,192.0
22528.28,6.15,2,85,50.5440541,-84.830375,6.15,2022-11-01 12:13:41,,67.20000000000005,67.20000000000005,71.0,95.0,556.0,79.0,0.0,33.0,,100.0,389.0,36.5,100.0,12.0,2022,11,1,12,3.47,192.0
22534.87,6.593,2,85,50.5440122,-84.8302995,6.593,2022-11-01 12:13:42,,67.0,67.0,71.0,95.0,556.0,79.0,0.0,29.0,48.0,97.5,330.0,32.5,95.0,12.0,2022,11,1,12,3.47,192.0
22541.71,6.817,2,85,50.5439709,-84.8302179,6.817,2022-11-01 12:13:43,,67.0,67.0,71.0,93.0,557.0,79.0,0.0,20.5,48.0,77.5,266.0,30.0,92.0,12.0,2022,11,1,12,3.47,192.0
22548.6,6.586,2,84,50.5439264,-84.8301361,6.586,2022-11-01 12:13:44,,66.79999999999995,66.79999999999995,71.0,84.0,557.0,79.0,0.0,17.0,47.0,68.0,222.0,29.5,91.0,12.0,2022,11,1,12,3.47,192.0
22555.13,6.487,2,83,50.5438901,-84.8300545,6.487,2022-11-01 12:13:45,,66.79999999999995,66.79999999999995,71.0,53.0,557.0,79.0,0.0,21.5,47.0,79.0,187.0,29.5,91.0,12.0,2022,11,1,12,3.47,192.0
22561.87,6.831,2,83,50.5438526,-84.8299721,6.831,2022-11-01 12:13:46,,66.79999999999995,66.79999999999995,71.0,74.0,557.0,79.0,0.0,27.5,47.0,94.5,187.0,28.5,91.5,12.0,2022,11,1,12,3.47,192.0
22568.99,7.115,2,84,50.5438056,-84.8298911,7.115,2022-11-01 12:13:47,,66.60000000000002,66.60000000000002,71.0,89.0,557.0,79.0,0.0,25.0,47.0,89.0,243.0,26.5,85.5,12.0,2022,11,1,12,3.47,192.0
22576.53,7.279,2,85,50.5437468,-84.8298181,7.279,2022-11-01 12:13:48,,66.60000000000002,66.60000000000002,71.0,94.0,558.0,79.0,0.0,22.5,48.0,82.5,274.0,24.5,79.0,12.0,2022,11,1,12,3.47,192.0
22583.8,7.31,2,86,50.5436921,-84.8297448,7.31,2022-11-01 12:13:49,,66.39999999999998,66.39999999999998,71.0,96.0,558.0,79.0,0.0,19.5,50.0,75.5,227.0,22.5,73.0,12.0,2022,11,1,12,3.47,192.0
22591.25,7.344,2,85,50.5436336,-84.8296632,7.344,2022-11-01 12:13:50,,66.39999999999998,66.39999999999998,71.0,97.0,558.0,79.0,0.0,17.0,50.0,69.0,194.0,20.5,66.5,12.0,2022,11,1,12,3.47,192.0
22598.84,7.854,2,84,50.5435803,-84.8295826,7.854,2022-11-01 12:13:51,,66.20000000000005,66.20000000000005,71.0,98.0,558.0,79.0,0.0,18.0,43.0,71.0,203.0,25.5,87.0,12.0,2022,11,1,12,3.47,192.0
22607.18,7.893,2,85,50.5435239,-84.8294886,7.893,2022-11-01 12:13:52,,66.20000000000005,66.20000000000005,71.0,95.0,558.0,79.0,0.0,18.5,38.0,72.5,210.0,26.5,90.0,12.0,2022,11,1,12,3.47,192.0
22615.33,8.163,2,84,50.5434694,-84.8293979,8.163,2022-11-01 12:13:53,,66.0,66.0,71.0,96.0,559.0,79.0,0.0,19.5,45.0,74.5,211.0,25.5,86.0,12.0,2022,11,1,12,3.47,192.0
22623.65,8.463,2,85,50.5434143,-84.8293058,8.463,2022-11-01 12:13:54,,65.79999999999995,65.79999999999995,71.0,98.0,559.0,79.0,0.0,21.0,48.0,75.5,237.0,25.0,84.5,12.0,2022,11,1,12,3.47,192.0
22632.24,8.597,2,83,50.5433553,-84.829206,8.597,2022-11-01 12:13:55,,65.79999999999995,65.79999999999995,71.0,101.0,559.0,79.0,0.0,22.0,41.0,76.5,287.0,27.0,91.0,12.0,2022,11,1,12,3.47,192.0
22640.91,8.485,2,82,50.5432961,-84.8291075,8.485,2022-11-01 12:13:56,,65.79999999999995,65.79999999999995,71.0,101.0,559.0,79.0,0.0,14.0,26.0,55.5,233.0,22.5,80.5,12.0,2022,11,1,12,3.47,192.0
22648.93,7.37,2,84,50.5432382,-84.8290247,7.37,2022-11-01 12:13:57,,65.60000000000002,65.60000000000002,71.0,87.0,560.0,79.0,0.0,5.0,6.0,41.0,150.0,21.5,77.5,12.0,2022,11,1,12,3.47,192.0
22656.28,6.923,2,85,50.5431927,-84.8289344,6.923,2022-11-01 12:13:58,,65.60000000000002,65.60000000000002,71.0,65.0,560.0,79.0,0.0,1.5,17.0,29.0,107.0,17.5,65.0,12.0,2022,11,1,12,3.47,192.0
22663.27,6.899,2,84,50.5431467,-84.8288535,6.899,2022-11-01 12:13:59,,65.60000000000002,65.60000000000002,71.0,69.0,560.0,79.0,0.0,7.0,43.0,29.5,91.0,13.5,48.0,12.0,2022,11,1,12,3.47,192.0
22670.63,7.479,2,84,50.5430956,-84.8287796,7.479,2022-11-01 12:14:00,,65.60000000000002,65.60000000000002,71.0,77.0,560.0,79.0,0.0,22.5,62.0,72.5,146.0,25.0,64.0,12.0,2022,11,1,12,3.47,192.0
22678.43,7.828,2,83,50.5430367,-84.8286971,7.828,2022-11-01 12:14:01,,65.39999999999998,65.39999999999998,71.0,87.0,560.0,79.0,0.0,26.5,51.0,94.0,242.0,18.5,59.0,12.0,2022,11,1,12,3.47,192.0
22686.82,8.503,2,83,50.542977,-84.8286051,8.503,2022-11-01 12:14:02,,65.39999999999998,65.39999999999998,71.0,99.0,561.0,79.0,0.0,27.5,50.0,99.0,511.0,25.5,82.5,12.0,2022,11,1,12,3.47,192.0
22695.84,8.976,2,82,50.5429142,-84.8285048,8.976,2022-11-01 12:14:03,,65.20000000000005,65.20000000000005,71.0,104.0,562.0,79.0,0.0,27.0,47.0,97.5,551.0,31.5,100.0,12.0,2022,11,1,12,3.47,192.0
22705.19,9.3,2,82,50.542855,-84.8283955,9.3,2022-11-01 12:14:04,,65.0,65.0,71.0,104.0,562.0,79.0,0.0,25.5,42.0,94.5,488.0,30.5,99.5,12.0,2022,11,1,12,3.47,192.0
22715.08,9.964,2,83,50.5427914,-84.8282766,9.964,2022-11-01 12:14:05,,65.0,65.0,71.0,104.0,562.0,79.0,0.0,24.5,40.0,91.0,438.0,28.0,99.5,12.0,2022,11,1,12,3.47,192.0
22725.49,10.099,2,84,50.5427306,-84.8281551,10.099,2022-11-01 12:14:06,,65.0,65.0,71.0,108.0,563.0,79.0,0.0,26.0,45.0,93.5,439.0,29.5,99.5,12.0,2022,11,1,12,3.47,192.0
22736.96,10.413,3,83,50.5426621,-84.8280189,10.413,2022-11-01 12:14:07,,64.60000000000002,64.60000000000002,71.0,106.0,563.0,79.0,0.0,27.5,59.0,95.5,479.0,32.5,99.5,12.0,2022,11,1,12,3.47,192.0
22748.57,10.415,3,83,50.5425887,-84.8278822,10.415,2022-11-01 12:14:08,,64.39999999999998,64.39999999999998,71.0,105.0,564.0,79.0,0.0,29.0,60.0,97.5,437.0,34.5,100.0,12.0,2022,11,1,12,3.47,192.0
22760.23,10.671,3,84,50.5425117,-84.8277464,10.671,2022-11-01 12:14:09,,64.20000000000005,64.20000000000005,71.0,107.0,564.0,79.0,0.0,33.0,49.0,99.5,510.0,29.0,99.5,12.0,2022,11,1,12,3.47,192.0
22771.49,10.979,3,84,50.5424387,-84.8276187,10.979,2022-11-01 12:14:10,,64.0,64.0,71.0,111.0,565.0,79.0,0.0,30.0,52.0,99.5,576.0,32.0,99.5,12.0,2022,11,1,12,3.47,192.0
22782.47,11.227,3,83,50.5423665,-84.8274915,11.227,2022-11-01 12:14:11,,63.60000000000002,63.60000000000002,71.0,113.0,565.0,79.0,-0.98,26.5,42.0,96.5,582.0,32.5,100.0,12.0,2022,11,1,12,3.47,192.0
22793.22,11.246,3,81,50.5422984,-84.8273651,11.246,2022-11-01 12:14:12,,63.60000000000002,63.60000000000002,71.0,107.0,566.0,80.0,-1.7,25.5,25.0,89.0,525.0,32.0,99.0,12.0,2022,11,1,12,3.47,192.0
22804.41,11.22,3,83,50.5422246,-84.8272378,11.22,2022-11-01 12:14:13,,63.39999999999998,63.39999999999998,71.0,87.0,566.0,80.0,-1.71,26.0,30.0,81.5,397.0,29.5,94.0,12.0,2022,11,1,12,3.47,192.0
22815.22,11.233,3,80,50.5421484,-84.827119,11.233,2022-11-01 12:14:14,,63.39999999999998,63.39999999999998,71.0,88.0,567.0,80.0,-1.65,24.5,51.0,88.0,335.0,19.5,79.5,12.0,2022,11,1,12,3.47,192.0
22825.47,11.387,3,81,50.5420853,-84.8269982,11.387,2022-11-01 12:14:15,,63.200000000000045,63.200000000000045,71.0,95.0,567.0,80.0,-1.5,26.0,48.0,89.0,365.0,31.5,95.0,12.0,2022,11,1,12,3.47,192.0
22836.78,11.526,3,81,50.5420256,-84.8268534,11.526,2022-11-01 12:14:16,,63.200000000000045,63.200000000000045,71.0,99.0,567.0,80.0,-1.3,23.0,46.0,83.5,382.0,32.5,98.0,12.0,2022,11,1,12,3.47,192.0
22848.47,11.617,3,82,50.5419577,-84.8267066,11.617,2022-11-01 12:14:17,,63.0,63.0,71.0,99.0,568.0,80.0,-1.14,23.0,47.0,82.0,377.0,29.5,94.5,12.0,2022,11,1,12,3.47,192.0
22860.08,11.449,3,82,50.5418968,-84.8265621,11.449,2022-11-01 12:14:18,,62.60000000000002,62.60000000000002,71.0,99.0,568.0,80.0,-1.09,24.5,46.0,83.5,371.0,27.0,92.5,12.0,2022,11,1,12,3.47,192.0
22872.32,11.242,4,81,50.5418188,-84.826427,11.242,2022-11-01 12:14:19,,62.60000000000002,62.60000000000002,71.0,99.0,568.0,81.0,-1.1,19.0,44.0,73.5,357.0,30.0,97.5,12.0,2022,11,1,12,3.47,192.0
22883.75,10.975,4,80,50.5417319,-84.8263062,10.975,2022-11-01 12:14:20,,62.60000000000002,62.60000000000002,71.0,87.0,569.0,81.0,-1.14,16.5,44.0,66.5,327.0,27.5,90.5,12.0,2022,11,1,12,3.47,192.0
22893.66,10.239,3,84,50.5416379,-84.8262383,10.239,2022-11-01 12:14:21,,62.60000000000002,62.60000000000002,71.0,68.0,569.0,81.0,-1.1,6.5,26.0,63.5,172.0,17.0,66.0,12.0,2022,11,1,12,3.47,192.0
22903.42,10.387,3,81,50.5415648,-84.8261391,10.387,2022-11-01 12:14:22,,62.60000000000002,62.60000000000002,71.0,47.0,569.0,81.0,-0.97,0.0,9.0,62.0,121.0,10.0,47.0,12.0,2022,11,1,12,3.47,192.0
22914.69,9.926,3,81,50.5414733,-84.8260301,9.926,2022-11-01 12:14:23,,62.799999999999955,62.799999999999955,71.0,26.0,569.0,81.0,-0.38,0.0,0.0,61.0,70.0,8.5,40.5,12.0,2022,11,1,12,3.47,192.0
22924.83,9.554,3,82,50.5413926,-84.8259391,9.554,2022-11-01 12:14:24,,62.799999999999955,62.799999999999955,71.0,5.0,569.0,81.0,0.0,0.0,0.0,59.5,20.0,7.0,33.5,12.0,2022,11,1,12,3.47,192.0
22934.59,9.39,3,82,50.541316,-84.8258373,9.39,2022-11-01 12:14:25,,63.0,63.0,71.0,0.0,569.0,81.0,0.0,0.0,0.0,58.0,0.0,5.5,27.0,12.0,2022,11,1,12,3.47,192.0
22944.05,8.937,3,82,50.541253,-84.8257301,8.937,2022-11-01 12:14:26,,63.200000000000045,63.200000000000045,71.0,0.0,569.0,81.0,0.0,0.0,0.0,56.5,0.0,4.0,20.0,12.0,2022,11,1,12,3.47,192.0
22953.12,8.012,3,82,50.5411892,-84.8256302,8.012,2022-11-01 12:14:27,,63.200000000000045,63.200000000000045,71.0,0.0,569.0,81.0,0.36,0.0,0.0,55.5,0.0,3.0,13.5,12.0,2022,11,1,12,3.47,192.0
22960.57,6.481,2,82,50.541136,-84.8255502,6.481,2022-11-01 12:14:28,,63.39999999999998,63.39999999999998,71.0,55.0,569.0,81.0,0.75,0.0,0.0,54.0,0.0,1.5,6.5,12.0,2022,11,1,12,3.47,192.0
22966.31,5.059,2,82,50.541096,-84.8254874,5.059,2022-11-01 12:14:29,,63.60000000000002,63.60000000000002,71.0,52.0,569.0,81.0,0.96,0.0,0.0,52.5,0.0,0.0,0.0,12.0,2022,11,1,12,3.47,192.0
22971.03,4.134,2,82,50.5410648,-84.8254342,4.134,2022-11-01 12:14:30,,63.799999999999955,63.799999999999955,72.0,57.0,569.0,81.0,1.16,0.0,0.0,51.0,2.0,0.0,11.0,12.0,2022,11,1,12,3.47,192.0
22974.87,3.42,2,82,50.5410379,-84.8253894,3.42,2022-11-01 12:14:31,,63.799999999999955,63.799999999999955,72.0,59.0,569.0,81.0,1.36,0.0,0.0,50.0,18.0,0.0,22.5,12.0,2022,11,1,12,3.47,192.0
22978.19,3.463,2,81,50.5410149,-84.8253533,3.463,2022-11-01 12:14:32,,64.0,64.0,72.0,58.0,569.0,81.0,1.6,6.0,35.0,48.5,30.0,6.0,33.5,12.0,2022,11,1,12,3.47,192.0
22982.06,3.968,2,81,50.5409872,-84.8253145,3.968,2022-11-01 12:14:33,,64.0,64.0,72.0,56.0,569.0,81.0,1.82,18.5,57.0,58.5,57.0,15.0,47.0,12.0,2022,11,1,12,3.47,192.0
22986.53,5.12,2,82,50.5409589,-84.8252604,5.12,2022-11-01 12:14:34,,64.0,64.0,72.0,66.0,569.0,81.0,1.98,34.5,54.0,98.0,145.0,19.0,67.5,12.0,2022,11,1,12,3.47,192.0
22991.99,5.776,2,82,50.5409175,-84.8252043,5.776,2022-11-01 12:14:35,,64.0,64.0,72.0,81.0,570.0,81.0,2.03,28.5,52.0,94.0,239.0,24.5,88.0,12.0,2022,11,1,12,3.47,192.0
22998.11,6.206,2,83,50.5408765,-84.8251387,6.206,2022-11-01 12:14:36,,64.0,64.0,72.0,95.0,570.0,81.0,0.86,26.5,45.0,94.0,401.0,25.5,96.0,12.0,2022,11,1,12,3.47,192.0
23004.66,6.889,2,84,50.5408353,-84.8250571,6.889,2022-11-01 12:14:37,,63.799999999999955,63.799999999999955,72.0,107.0,570.0,81.0,0.0,26.0,50.0,93.0,403.0,26.5,97.0,12.0,2022,11,1,12,3.47,192.0
23011.88,7.25,2,83,50.5407892,-84.8249749,7.25,2022-11-01 12:14:38,,63.799999999999955,63.799999999999955,72.0,114.0,571.0,81.0,0.0,26.0,52.0,90.0,385.0,30.0,94.5,12.0,2022,11,1,12,3.47,192.0
23019.23,7.434,2,81,50.5407395,-84.8248928,7.434,2022-11-01 12:14:39,,63.799999999999955,63.799999999999955,72.0,104.0,571.0,81.0,0.0,26.0,50.0,87.0,338.0,33.0,92.0,12.0,2022,11,1,12,3.47,192.0
23026.86,7.588,2,82,50.5406894,-84.8248017,7.588,2022-11-01 12:14:40,,63.799999999999955,63.799999999999955,72.0,99.0,571.0,81.0,0.0,26.5,54.0,92.0,329.0,29.0,88.0,12.0,2022,11,1,12,3.47,192.0
23034.58,7.956,2,82,50.5406394,-84.8247108,7.956,2022-11-01 12:14:41,,63.799999999999955,63.799999999999955,72.0,103.0,572.0,81.0,0.0,24.0,45.0,84.5,366.0,28.0,87.0,12.0,2022,11,1,12,3.47,192.0
23041.58,8.32,2,80,50.5405939,-84.8246306,8.32,2022-11-01 12:14:42,,63.799999999999955,63.799999999999955,72.0,106.0,572.0,81.0,0.0,22.0,47.0,78.0,362.0,29.0,91.0,12.0,2022,11,1,12,3.47,192.0
23048.68,8.373,2,81,50.5405437,-84.8245573,8.373,2022-11-01 12:14:43,,63.799999999999955,63.799999999999955,72.0,104.0,572.0,81.0,0.0,22.0,50.0,79.0,319.0,29.0,94.5,12.0,2022,11,1,12,3.47,192.0
23056.33,7.645,2,79,50.5404883,-84.8244746,7.645,2022-11-01 12:14:44,,63.799999999999955,63.799999999999955,72.0,101.0,573.0,81.0,0.0,24.0,51.0,85.5,291.0,25.0,86.5,12.0,2022,11,1,12,3.47,192.0
23065.1,8.746,2,80,50.5404237,-84.8243815,8.746,2022-11-01 12:14:45,,63.799999999999955,63.799999999999955,72.0,104.0,573.0,81.0,0.0,20.5,49.0,73.5,289.0,26.0,91.5,12.0,2022,11,1,12,3.47,192.0
23073.96,8.842,2,80,50.54036,-84.8242823,8.842,2022-11-01 12:14:46,,63.799999999999955,63.799999999999955,72.0,105.0,573.0,81.0,0.0,19.0,47.0,70.0,254.0,25.0,89.0,12.0,2022,11,1,12,3.47,192.0
23082.84,8.575,2,81,50.5402963,-84.8241904,8.575,2022-11-01 12:14:47,,63.799999999999955,63.799999999999955,72.0,105.0,573.0,81.0,0.0,19.0,47.0,72.5,240.0,23.0,82.5,12.0,2022,11,1,12,3.47,192.0
