distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,heart_rate,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
0.0,8.502,2,50.5295349,-84.814361,8.502,2023-05-16 23:07:47,,,,,,,,,,,,,,,,,2023,5,16,23,2.83,352.0
6.65,8.422,2,50.5294673,-84.814331,8.422,2023-05-16 23:07:48,91.0,148.0,,,,,,,,,,,,,,,2023,5,16,23,2.83,352.0
13.29,8.342,2,50.5293997,-84.814301,8.342,2023-05-16 23:07:49,,148.0,94.0,0.0,18.5,49.0,67.5,148.0,17.0,61.5,,,,,,,2023,5,16,23,2.83,352.0
20.77,8.304,2,50.5293246,-84.8142624,8.304,2023-05-16 23:07:50,,148.0,94.0,0.0,18.5,61.0,69.0,165.0,17.5,64.0,21.0,,,,,,2023,5,16,23,2.83,352.0
28.98,8.391,2,50.5292429,-84.8142119,8.391,2023-05-16 23:07:51,,147.0,93.0,0.0,18.5,57.0,70.0,171.0,18.0,67.0,21.0,,,,,,2023,5,16,23,2.83,352.0
37.46,8.47,2,50.529158,-84.8141622,8.47,2023-05-16 23:07:52,,147.0,93.0,0.0,18.5,53.0,70.0,175.0,18.5,68.5,21.0,,,,,,2023,5,16,23,2.83,352.0
45.72,8.419,2,50.5290759,-84.8141226,8.419,2023-05-16 23:07:53,,147.0,93.0,0.0,19.0,53.0,67.0,180.0,18.5,68.5,21.0,,,,,,2023,5,16,23,2.83,352.0
55.03,8.371,3,50.5289793,-84.8140863,8.371,2023-05-16 23:07:54,,147.0,93.0,0.0,18.0,54.0,65.0,169.0,19.0,67.0,21.0,,,,,,2023,5,16,23,2.83,352.0
64.97,8.358,3,50.5288759,-84.8140493,8.358,2023-05-16 23:07:55,,148.0,93.0,0.0,18.5,53.0,68.5,163.0,17.5,60.0,21.0,,,,,,2023,5,16,23,2.83,352.0
74.29,8.29,3,50.52878,-84.8140128,8.29,2023-05-16 23:07:56,,148.0,92.0,1.0,19.0,51.0,67.5,157.0,17.5,62.0,21.0,,,,,,2023,5,16,23,2.83,352.0
83.43,8.314,3,50.5286871,-84.8139713,8.314,2023-05-16 23:07:57,,148.0,92.0,1.0,20.0,55.0,68.5,149.0,18.5,67.0,21.0,,,,,,2023,5,16,23,2.83,352.0
92.5,8.376,3,50.5285936,-84.8139309,8.376,2023-05-16 23:07:58,,149.0,91.0,1.0,21.5,57.0,76.5,161.0,19.0,68.5,21.0,,,,,,2023,5,16,23,2.83,352.0
101.69,8.457,3,50.528498,-84.8138945,8.457,2023-05-16 23:07:59,,149.0,89.0,1.0,21.5,56.0,78.0,175.0,20.5,73.5,21.0,,,,,,2023,5,16,23,2.83,352.0
111.07,8.599,3,50.5284027,-84.8138531,8.599,2023-05-16 23:08:00,,148.0,87.0,1.0,22.0,55.0,80.0,216.0,22.0,78.0,21.0,,,,,,2023,5,16,23,2.83,352.0
120.51,8.656,2,50.5283075,-84.8138027,8.656,2023-05-16 23:08:01,,148.0,88.0,2.0,22.0,54.0,81.5,239.0,23.0,83.0,21.0,9.800000000000011,9.800000000000011,,,,2023,5,16,23,2.83,352.0
129.64,8.65,2,50.5282154,-84.8137586,8.65,2023-05-16 23:08:02,,148.0,88.0,2.0,22.0,56.0,83.5,210.0,24.5,87.5,21.0,10.0,10.0,0.0,0.0,0.0,2023,5,16,23,2.83,352.0
138.89,8.645,2,50.5281234,-84.8137168,8.645,2023-05-16 23:08:03,,148.0,88.0,2.0,18.5,57.0,68.0,172.0,20.5,78.0,21.0,10.0,10.0,0.0,0.0,0.0,2023,5,16,23,2.83,352.0
148.28,8.629,2,50.5280288,-84.8136656,8.629,2023-05-16 23:08:04,,148.0,88.0,2.0,17.0,56.0,60.5,132.0,16.0,62.0,21.0,9.800000000000011,9.800000000000011,0.0,0.0,0.0,2023,5,16,23,2.83,352.0
157.54,8.994,2,50.527936,-84.8136162,8.994,2023-05-16 23:08:05,,148.0,83.0,2.0,17.5,57.0,60.0,90.0,13.5,49.5,21.0,9.800000000000011,9.800000000000011,0.0,0.0,0.0,2023,5,16,23,2.83,352.0
166.74,9.232,2,50.5278426,-84.8135708,9.232,2023-05-16 23:08:06,,149.0,58.0,2.0,18.0,56.0,62.0,77.0,12.5,47.0,21.0,9.600000000000023,9.600000000000023,0.0,0.0,0.0,2023,5,16,23,2.83,352.0
175.85,9.142,2,50.5277522,-84.8135202,9.142,2023-05-16 23:08:07,,149.0,76.0,2.0,19.0,52.0,64.5,77.0,12.0,44.0,21.0,9.399999999999977,9.399999999999977,0.0,0.0,0.0,2023,5,16,23,2.83,352.0
184.99,9.14,2,50.527663,-84.8134706,9.14,2023-05-16 23:08:08,,149.0,87.0,2.0,16.0,56.0,57.0,79.0,13.0,49.0,21.0,9.199999999999989,9.199999999999989,0.0,0.0,0.0,2023,5,16,23,2.83,352.0
194.01,9.052,2,50.5275721,-84.8134251,9.052,2023-05-16 23:08:09,,148.0,82.0,2.0,15.0,60.0,55.0,82.0,13.0,48.5,21.0,9.0,9.0,0.0,0.0,-0.48,2023,5,16,23,2.83,352.0
202.97,8.969,2,50.5274808,-84.8133795,8.969,2023-05-16 23:08:10,,148.0,59.0,2.0,14.5,60.0,56.0,78.0,12.5,45.5,21.0,8.800000000000011,8.800000000000011,0.0,1.0,-1.21,2023,5,16,23,2.83,352.0
211.88,8.923,2,50.5273897,-84.8133391,8.923,2023-05-16 23:08:11,,147.0,33.0,2.0,14.5,58.0,57.0,57.0,12.0,42.0,21.0,8.600000000000023,8.600000000000023,0.0,1.0,-1.54,2023,5,16,23,2.83,352.0
220.64,8.814,2,50.5272987,-84.8133079,8.814,2023-05-16 23:08:12,,147.0,8.0,2.0,15.0,57.0,58.0,36.0,11.0,38.0,21.0,8.199999999999989,8.199999999999989,0.0,1.0,-1.8,2023,5,16,23,2.83,352.0
229.5,8.847,2,50.5272077,-84.8132703,8.847,2023-05-16 23:08:13,,147.0,0.0,2.0,15.0,55.0,59.5,0.0,9.5,34.5,21.0,8.0,8.0,0.0,1.0,-1.94,2023,5,16,23,2.83,352.0
238.25,8.759,2,50.5271193,-84.8132299,8.759,2023-05-16 23:08:14,,147.0,0.0,2.0,15.5,53.0,60.5,0.0,8.5,31.0,21.0,7.800000000000011,7.800000000000011,0.0,2.0,-2.0,2023,5,16,23,2.83,352.0
246.64,8.492,2,50.5270326,-84.8131883,8.492,2023-05-16 23:08:15,,147.0,0.0,2.0,15.5,52.0,61.5,0.0,7.5,27.0,21.0,7.600000000000023,7.600000000000023,0.0,2.0,-2.06,2023,5,16,23,2.83,352.0
254.68,8.136,2,50.5269516,-84.8131429,8.136,2023-05-16 23:08:16,,147.0,0.0,2.0,16.0,50.0,62.5,0.0,6.5,23.5,21.0,7.399999999999977,7.399999999999977,0.0,2.0,-2.12,2023,5,16,23,2.83,352.0
262.42,7.718,3,50.5268766,-84.8130973,7.718,2023-05-16 23:08:17,,147.0,0.0,2.0,16.0,48.0,63.5,0.0,5.5,19.5,21.0,7.199999999999989,7.199999999999989,0.0,2.0,-2.17,2023,5,16,23,2.83,352.0
269.69,7.336,3,50.5268065,-84.813057,7.336,2023-05-16 23:08:18,,146.0,0.0,2.0,16.5,47.0,64.5,0.0,4.5,16.0,21.0,7.0,7.0,0.0,3.0,-2.2,2023,5,16,23,2.83,352.0
276.28,6.684,3,50.5267408,-84.8130206,6.684,2023-05-16 23:08:19,,146.0,0.0,2.0,16.5,45.0,65.5,0.0,3.5,12.5,21.0,6.800000000000011,6.800000000000011,0.0,3.0,-2.23,2023,5,16,23,2.83,352.0
281.07,5.166,3,50.5266952,-84.8129894,5.166,2023-05-16 23:08:20,,145.0,0.0,2.0,17.0,43.0,66.5,0.0,2.5,8.5,21.0,6.800000000000011,6.800000000000011,0.0,3.0,-2.2,2023,5,16,23,2.83,352.0
284.15,3.343,3,50.5266634,-84.8129775,3.343,2023-05-16 23:08:21,,145.0,11.0,2.0,17.0,42.0,67.5,1.0,1.5,5.0,21.0,7.0,7.0,0.0,3.0,-2.08,2023,5,16,23,2.83,352.0
286.19,2.015,3,50.5266419,-84.8129724,2.015,2023-05-16 23:08:22,,145.0,13.0,2.0,17.5,40.0,68.5,1.0,0.5,1.0,21.0,7.0,7.0,0.0,3.0,-1.83,2023,5,16,23,2.83,352.0
286.92,1.177,3,50.526478,-84.8128956,1.177,2023-05-16 23:08:35,,134.0,32.0,3.0,32.0,49.0,96.0,108.0,25.5,96.5,21.0,7.199999999999989,7.199999999999989,0.0,3.0,0.0,2023,5,16,23,2.83,352.0
289.02,2.391,3,50.5264488,-84.8128956,2.391,2023-05-16 23:08:36,,134.0,37.0,3.0,32.0,49.0,96.0,197.0,25.5,95.5,21.0,7.199999999999989,7.199999999999989,0.0,3.0,0.0,2023,5,16,23,2.83,352.0
293.36,3.69,3,50.5264027,-84.8128904,3.69,2023-05-16 23:08:37,,134.0,45.0,3.0,31.5,50.0,96.0,286.0,26.0,94.5,21.0,7.399999999999977,7.399999999999977,0.0,3.0,0.0,2023,5,16,23,2.83,352.0
298.76,4.557,3,50.5263453,-84.8128763,4.557,2023-05-16 23:08:38,,135.0,55.0,4.0,28.5,52.0,93.5,338.0,25.0,94.0,21.0,7.399999999999977,7.399999999999977,0.0,3.0,0.0,2023,5,16,23,2.83,352.0
304.39,4.846,3,50.526284,-84.8128581,4.846,2023-05-16 23:08:39,,135.0,59.0,4.0,25.0,54.0,90.5,363.0,23.5,93.5,21.0,7.600000000000023,7.600000000000023,0.0,3.0,0.47,2023,5,16,23,2.83,352.0
309.11,4.761,3,50.5262352,-84.812845,4.761,2023-05-16 23:08:40,,137.0,63.0,4.0,23.5,55.0,88.5,377.0,22.5,92.5,21.0,7.800000000000011,7.800000000000011,1.0,3.0,1.2,2023,5,16,23,2.83,352.0
314.43,5.193,3,50.5261814,-84.8128257,5.193,2023-05-16 23:08:41,,137.0,65.0,5.0,21.5,56.0,86.5,390.0,21.0,91.0,21.0,7.800000000000011,7.800000000000011,1.0,3.0,1.47,2023,5,16,23,2.83,352.0
321.33,5.815,3,50.52611,-84.8127932,5.815,2023-05-16 23:08:42,,137.0,71.0,5.0,20.0,53.0,84.0,388.0,20.0,90.0,21.0,7.800000000000011,7.800000000000011,1.0,3.0,1.59,2023,5,16,23,2.83,352.0
329.06,6.465,3,50.5260304,-84.812762,6.465,2023-05-16 23:08:43,,138.0,73.0,5.0,20.5,55.0,80.0,363.0,19.0,89.0,21.0,7.800000000000011,7.800000000000011,1.0,3.0,0.89,2023,5,16,23,2.83,352.0
337.04,7.1,3,50.5259465,-84.8127349,7.1,2023-05-16 23:08:44,,138.0,75.0,6.0,22.0,58.0,79.5,338.0,19.5,90.0,21.0,7.800000000000011,7.800000000000011,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
345.23,7.418,3,50.525862,-84.8127074,7.418,2023-05-16 23:08:45,,139.0,78.0,6.0,23.0,60.0,83.0,309.0,21.0,92.0,21.0,7.800000000000011,7.800000000000011,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
353.73,7.634,3,50.5257746,-84.8126749,7.634,2023-05-16 23:08:46,,139.0,79.0,6.0,24.0,61.0,87.0,307.0,22.5,94.0,21.0,7.800000000000011,7.800000000000011,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
363.83,8.212,3,50.5256733,-84.812618,8.212,2023-05-16 23:08:47,,139.0,81.0,7.0,25.5,58.0,91.0,320.0,24.0,96.0,21.0,7.800000000000011,7.800000000000011,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
374.21,9.329,3,50.5255691,-84.8125656,9.329,2023-05-16 23:08:48,,139.0,82.0,7.0,26.5,57.0,95.0,339.0,25.0,98.0,21.0,7.800000000000011,7.800000000000011,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
383.83,9.759,3,50.5254718,-84.8125191,9.759,2023-05-16 23:08:49,,140.0,84.0,8.0,28.5,56.0,96.5,361.0,26.5,98.0,21.0,7.600000000000023,7.600000000000023,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
393.03,9.354,3,50.5253817,-84.8124698,9.354,2023-05-16 23:08:50,,141.0,85.0,8.0,30.5,55.0,96.0,348.0,27.5,96.5,21.0,7.600000000000023,7.600000000000023,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
401.87,9.013,3,50.5252911,-84.8124297,9.013,2023-05-16 23:08:51,,143.0,84.0,8.0,29.5,54.0,96.5,331.0,27.5,97.5,21.0,7.600000000000023,7.600000000000023,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
410.6,8.767,3,50.5251998,-84.812393,8.767,2023-05-16 23:08:52,,144.0,83.0,8.0,28.0,56.0,97.5,322.0,28.0,98.5,21.0,7.800000000000011,7.800000000000011,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
419.38,8.759,3,50.5251125,-84.8123511,8.759,2023-05-16 23:08:53,,145.0,83.0,9.0,28.0,61.0,96.5,321.0,27.5,98.5,21.0,7.800000000000011,7.800000000000011,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
428.68,9.176,3,50.5250211,-84.8122955,9.176,2023-05-16 23:08:54,,146.0,82.0,9.0,28.0,58.0,95.0,321.0,26.5,99.0,21.0,7.800000000000011,7.800000000000011,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
439.17,10.153,3,50.5249205,-84.8122267,10.153,2023-05-16 23:08:55,,146.0,82.0,9.0,28.5,57.0,94.0,307.0,26.0,99.0,21.0,8.0,8.0,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
449.65,10.379,3,50.524818,-84.8121639,10.379,2023-05-16 23:08:56,,147.0,82.0,10.0,28.5,60.0,95.0,308.0,27.0,99.0,21.0,8.0,8.0,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
459.57,10.03,3,50.5247204,-84.8121092,10.03,2023-05-16 23:08:57,,147.0,82.0,10.0,29.0,55.0,96.0,321.0,28.5,99.0,21.0,8.399999999999977,8.399999999999977,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
469.06,9.629,3,50.5246249,-84.8120546,9.629,2023-05-16 23:08:58,,148.0,81.0,10.0,29.0,53.0,97.0,330.0,29.5,99.0,21.0,8.600000000000023,8.600000000000023,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
478.63,9.61,3,50.524527,-84.8120104,9.61,2023-05-16 23:08:59,,148.0,81.0,11.0,29.0,53.0,97.5,281.0,30.0,99.0,21.0,8.800000000000011,8.800000000000011,1.0,3.0,0.0,2023,5,16,23,2.83,352.0
489.1,10.287,3,50.5244249,-84.8119489,10.287,2023-05-16 23:09:00,,148.0,81.0,11.0,28.0,53.0,95.5,256.0,27.0,98.0,21.0,9.0,9.0,1.0,3.0,0.57,2023,5,16,23,2.83,352.0
499.88,10.625,3,50.5243225,-84.8118769,10.625,2023-05-16 23:09:01,,147.0,81.0,11.0,24.0,53.0,89.5,237.0,26.0,94.5,21.0,9.0,9.0,1.0,3.0,1.39,2023,5,16,23,2.83,352.0
509.95,10.174,3,50.524227,-84.8118129,10.174,2023-05-16 23:09:02,,148.0,80.0,11.0,22.5,54.0,83.5,220.0,24.5,92.5,21.0,9.199999999999989,9.199999999999989,2.0,3.0,1.46,2023,5,16,23,2.83,352.0
519.05,9.371,3,50.5241361,-84.8117697,9.371,2023-05-16 23:09:03,,148.0,80.0,11.0,22.5,55.0,79.5,209.0,23.0,89.5,21.0,9.199999999999989,9.199999999999989,2.0,3.0,1.49,2023,5,16,23,2.83,352.0
527.02,8.32,3,50.5240527,-84.8117475,8.32,2023-05-16 23:09:04,,149.0,69.0,12.0,22.0,57.0,76.0,171.0,21.5,85.0,21.0,9.399999999999977,9.399999999999977,2.0,3.0,1.44,2023,5,16,23,2.83,352.0
534.5,7.682,3,50.5239727,-84.811719,7.682,2023-05-16 23:09:05,,151.0,55.0,12.0,21.5,59.0,72.5,157.0,20.0,80.0,21.0,9.600000000000023,9.600000000000023,2.0,3.0,1.34,2023,5,16,23,2.83,352.0
541.78,7.402,3,50.5238987,-84.8116828,7.402,2023-05-16 23:09:06,,151.0,41.0,12.0,22.5,57.0,77.0,142.0,16.0,84.0,21.0,9.600000000000023,9.600000000000023,2.0,3.0,1.22,2023,5,16,23,2.83,352.0
548.62,6.956,3,50.5238304,-84.8116464,6.956,2023-05-16 23:09:07,,152.0,34.0,12.0,23.0,56.0,81.0,97.0,12.0,88.0,21.0,9.800000000000011,9.800000000000011,2.0,3.0,1.13,2023,5,16,23,2.83,352.0
555.2,6.741,3,50.5237633,-84.8116105,6.741,2023-05-16 23:09:08,,152.0,76.0,12.0,24.0,55.0,85.5,137.0,8.0,92.0,21.0,9.800000000000011,9.800000000000011,2.0,3.0,1.14,2023,5,16,23,2.83,352.0
562.42,7.108,3,50.5236922,-84.811574,7.108,2023-05-16 23:09:09,,152.0,76.0,12.0,24.5,54.0,89.5,177.0,4.0,96.0,21.0,10.0,10.0,2.0,3.0,1.22,2023,5,16,23,2.83,352.0
570.2,7.558,3,50.5236136,-84.8115423,7.558,2023-05-16 23:09:10,,152.0,78.0,13.0,25.5,52.0,94.0,322.0,0.0,100.0,21.0,10.0,10.0,3.0,3.0,1.31,2023,5,16,23,2.83,352.0
577.59,7.447,3,50.5235372,-84.8115151,7.447,2023-05-16 23:09:11,,151.0,83.0,13.0,28.5,50.0,97.0,325.0,21.5,99.0,21.0,10.0,10.0,3.0,3.0,1.34,2023,5,16,23,2.83,352.0
584.71,7.205,3,50.5234641,-84.8114877,7.205,2023-05-16 23:09:12,,151.0,85.0,13.0,26.0,52.0,90.5,322.0,26.5,98.5,21.0,10.199999999999989,10.199999999999989,3.0,3.0,1.31,2023,5,16,23,2.83,352.0
591.84,7.13,3,50.5233909,-84.8114552,7.13,2023-05-16 23:09:13,,151.0,84.0,14.0,24.5,50.0,87.5,314.0,25.5,94.5,21.0,10.199999999999989,10.199999999999989,3.0,3.0,1.28,2023,5,16,23,2.83,352.0
598.55,6.826,3,50.5233261,-84.8114139,6.826,2023-05-16 23:09:14,,152.0,83.0,14.0,25.5,51.0,91.0,306.0,23.0,87.0,21.0,10.399999999999977,10.399999999999977,3.0,3.0,1.18,2023,5,16,23,2.83,352.0
605.11,6.64,3,50.5232627,-84.8113739,6.64,2023-05-16 23:09:15,,152.0,82.0,14.0,26.5,58.0,94.5,272.0,21.0,79.5,21.0,10.399999999999977,10.399999999999977,3.0,3.0,1.05,2023,5,16,23,2.83,352.0
611.79,6.658,3,50.5232049,-84.8113184,6.658,2023-05-16 23:09:16,,152.0,81.0,14.0,26.5,61.0,94.0,295.0,24.5,90.0,21.0,10.800000000000011,10.800000000000011,3.0,3.0,1.01,2023,5,16,23,2.83,352.0
616.94,5.449,3,50.523179,-84.8112543,5.449,2023-05-16 23:09:17,,152.0,81.0,15.0,25.0,57.0,88.0,290.0,26.5,98.0,21.0,11.0,11.0,3.0,3.0,1.1,2023,5,16,23,2.83,352.0
621.51,4.786,3,50.5231512,-84.8112093,4.786,2023-05-16 23:09:18,,152.0,81.0,15.0,22.5,51.0,78.5,285.0,26.0,97.5,21.0,11.199999999999989,11.199999999999989,3.0,3.0,1.35,2023,5,16,23,2.83,352.0
627.42,5.644,3,50.5230932,-84.811173,5.644,2023-05-16 23:09:19,,153.0,57.0,15.0,20.0,49.0,69.0,249.0,25.0,97.0,21.0,11.800000000000011,11.800000000000011,3.0,3.0,1.86,2023,5,16,23,2.83,352.0
633.37,5.923,3,50.5230331,-84.811142,5.923,2023-05-16 23:09:20,,153.0,61.0,15.0,27.0,56.0,85.5,210.0,20.0,81.0,21.0,12.200000000000045,12.200000000000045,4.0,3.0,2.6,2023,5,16,23,2.83,352.0
639.32,5.936,3,50.5229734,-84.8111097,5.936,2023-05-16 23:09:21,,154.0,59.0,16.0,27.5,64.0,91.0,174.0,20.0,78.5,21.0,12.600000000000023,12.600000000000023,4.0,3.0,3.48,2023,5,16,23,2.83,352.0
645.4,6.036,3,50.5229122,-84.8110732,6.036,2023-05-16 23:09:22,,154.0,59.0,16.0,26.5,56.0,93.5,273.0,21.5,80.5,21.0,12.799999999999955,12.799999999999955,5.0,3.0,4.42,2023,5,16,23,2.83,352.0
651.5,6.049,3,50.52285,-84.811062,6.049,2023-05-16 23:09:23,,155.0,67.0,16.0,26.5,46.0,94.0,274.0,25.0,85.5,21.0,13.0,13.0,5.0,3.0,5.21,2023,5,16,23,2.83,352.0
656.16,4.978,3,50.5228039,-84.8110506,4.978,2023-05-16 23:09:24,,155.0,73.0,17.0,29.0,43.0,90.5,281.0,33.5,98.0,21.0,13.200000000000045,13.200000000000045,5.0,3.0,5.56,2023,5,16,23,2.83,352.0
660.13,4.237,3,50.5227647,-84.8110286,4.237,2023-05-16 23:09:25,,155.0,78.0,17.0,26.0,56.0,90.0,277.0,33.5,98.0,21.0,13.0,13.0,6.0,3.0,5.32,2023,5,16,23,2.83,352.0
665.48,5.084,3,50.5227067,-84.8110155,5.084,2023-05-16 23:09:26,,155.0,79.0,17.0,30.0,71.0,95.0,286.0,31.0,97.5,21.0,12.600000000000023,12.600000000000023,6.0,3.0,4.53,2023,5,16,23,2.83,352.0
673.35,7.168,3,50.5226279,-84.8109757,7.168,2023-05-16 23:09:27,,155.0,77.0,17.0,31.0,65.0,94.5,299.0,28.5,95.5,21.0,12.600000000000023,12.600000000000023,6.0,3.0,3.3,2023,5,16,23,2.83,352.0
682.16,8.396,3,50.5225412,-84.8109323,8.396,2023-05-16 23:09:28,,155.0,78.0,18.0,28.0,54.0,87.5,307.0,26.5,93.0,21.0,12.399999999999977,12.399999999999977,6.0,3.0,1.83,2023,5,16,23,2.83,352.0
691.52,9.127,3,50.5224419,-84.8108999,9.127,2023-05-16 23:09:29,,154.0,79.0,18.0,24.5,42.0,81.0,314.0,24.0,90.0,21.0,11.800000000000011,11.800000000000011,6.0,4.0,0.24,2023,5,16,23,2.83,352.0
700.89,9.326,3,50.5223434,-84.8108687,9.326,2023-05-16 23:09:30,,154.0,90.0,18.0,21.0,31.0,74.0,282.0,22.0,87.0,21.0,11.399999999999977,11.399999999999977,6.0,4.0,-1.4,2023,5,16,23,2.83,352.0
709.71,8.962,3,50.5222527,-84.8108415,8.962,2023-05-16 23:09:31,,154.0,88.0,18.0,10.0,20.0,37.5,168.0,18.0,73.0,21.0,11.199999999999989,11.199999999999989,6.0,4.0,-2.66,2023,5,16,23,2.83,352.0
718.62,8.907,3,50.5221585,-84.8108141,8.907,2023-05-16 23:09:32,,154.0,85.0,18.0,9.5,36.0,38.0,130.0,16.0,64.5,21.0,11.0,11.0,6.0,5.0,-3.31,2023,5,16,23,2.83,352.0
727.34,8.737,3,50.5220678,-84.8107815,8.737,2023-05-16 23:09:33,,154.0,85.0,19.0,18.0,61.0,69.5,95.0,15.0,60.0,21.0,10.600000000000023,10.600000000000023,6.0,5.0,-3.49,2023,5,16,23,2.83,352.0
735.57,8.368,3,50.5219845,-84.8107454,8.368,2023-05-16 23:09:34,,154.0,82.0,19.0,19.0,77.0,68.5,99.0,12.5,44.0,21.0,10.399999999999977,10.399999999999977,6.0,5.0,-3.46,2023,5,16,23,2.83,352.0
743.91,8.351,3,50.5218974,-84.810709,8.351,2023-05-16 23:09:35,,154.0,80.0,19.0,20.0,67.0,71.0,107.0,12.0,45.5,21.0,10.0,10.0,6.0,6.0,-3.38,2023,5,16,23,2.83,352.0
752.03,8.193,3,50.5218142,-84.8106777,8.193,2023-05-16 23:09:36,,154.0,78.0,19.0,21.5,62.0,76.5,170.0,15.0,62.5,21.0,9.600000000000023,9.600000000000023,6.0,6.0,-3.35,2023,5,16,23,2.83,352.0
760.0,8.013,3,50.5217339,-84.8106452,8.013,2023-05-16 23:09:37,,154.0,77.0,19.0,23.5,59.0,80.0,171.0,21.5,79.0,21.0,9.399999999999977,9.399999999999977,6.0,6.0,-3.32,2023,5,16,23,2.83,352.0
768.58,8.422,3,50.5216488,-84.810593,8.422,2023-05-16 23:09:38,,155.0,76.0,19.0,22.0,53.0,76.5,177.0,19.0,68.0,21.0,9.199999999999989,9.199999999999989,6.0,7.0,-3.17,2023,5,16,23,2.83,352.0
777.35,8.715,3,50.5215657,-84.8105349,8.715,2023-05-16 23:09:39,,155.0,77.0,20.0,23.5,55.0,83.5,187.0,19.5,73.5,21.0,8.800000000000011,8.800000000000011,6.0,7.0,-3.0,2023,5,16,23,2.83,352.0
785.67,8.442,3,50.5214844,-84.8104808,8.442,2023-05-16 23:09:40,,155.0,78.0,20.0,24.5,49.0,91.0,218.0,22.0,81.0,21.0,8.600000000000023,8.600000000000023,6.0,7.0,-2.9,2023,5,16,23,2.83,352.0
793.84,8.265,3,50.5214076,-84.8104212,8.265,2023-05-16 23:09:41,,154.0,77.0,20.0,25.5,48.0,96.0,320.0,26.0,87.5,21.0,8.0,8.0,6.0,7.0,-2.92,2023,5,16,23,2.83,352.0
802.11,8.381,3,50.5213337,-84.8103587,8.381,2023-05-16 23:09:42,,154.0,80.0,20.0,29.5,53.0,98.5,326.0,32.0,96.5,21.0,7.600000000000023,7.600000000000023,6.0,8.0,-3.05,2023,5,16,23,2.83,352.0
811.37,9.002,3,50.5212456,-84.8102942,9.002,2023-05-16 23:09:43,,154.0,82.0,21.0,27.5,58.0,98.5,328.0,26.0,98.0,21.0,7.199999999999989,7.199999999999989,6.0,8.0,-3.22,2023,5,16,23,2.83,352.0
821.68,9.852,3,50.5211454,-84.8102292,9.852,2023-05-16 23:09:44,,154.0,83.0,21.0,26.5,56.0,95.5,322.0,26.5,99.0,21.0,7.600000000000023,7.600000000000023,6.0,9.0,-3.31,2023,5,16,23,2.83,352.0
832.5,10.565,3,50.5210432,-84.8101607,10.565,2023-05-16 23:09:45,,154.0,83.0,21.0,27.5,55.0,95.0,285.0,27.5,98.0,21.0,7.399999999999977,7.399999999999977,6.0,9.0,-3.19,2023,5,16,23,2.83,352.0
843.01,10.506,3,50.5209409,-84.810103,10.506,2023-05-16 23:09:46,,154.0,85.0,22.0,28.0,55.0,96.0,302.0,27.5,95.5,21.0,7.600000000000023,7.600000000000023,6.0,9.0,-2.9,2023,5,16,23,2.83,352.0
852.52,9.769,3,50.5208432,-84.8100574,9.769,2023-05-16 23:09:47,,155.0,86.0,22.0,27.0,56.0,93.5,292.0,26.5,95.0,21.0,7.800000000000011,7.800000000000011,6.0,9.0,-1.55,2023,5,16,23,2.83,352.0
861.37,9.091,3,50.5207529,-84.8100171,9.091,2023-05-16 23:09:48,,155.0,88.0,22.0,26.0,56.0,90.5,283.0,26.0,94.5,21.0,7.800000000000011,7.800000000000011,6.0,9.0,0.0,2023,5,16,23,2.83,352.0
870.16,8.867,3,50.5206641,-84.8099757,8.867,2023-05-16 23:09:49,,154.0,89.0,23.0,25.0,56.0,88.0,276.0,25.5,93.5,21.0,8.0,8.0,6.0,9.0,0.0,2023,5,16,23,2.83,352.0
880.85,10.246,3,50.5205533,-84.8099304,10.246,2023-05-16 23:09:50,,154.0,91.0,23.0,25.5,58.0,88.0,250.0,24.0,90.5,21.0,8.199999999999989,8.199999999999989,6.0,9.0,0.18,2023,5,16,23,2.83,352.0
892.22,11.073,3,50.5204355,-84.8098847,11.073,2023-05-16 23:09:51,,155.0,92.0,23.0,26.5,59.0,90.0,252.0,22.0,85.0,21.0,8.199999999999989,8.199999999999989,7.0,9.0,0.61,2023,5,16,23,2.83,352.0
902.79,10.665,3,50.5203283,-84.809839,10.665,2023-05-16 23:09:52,,155.0,93.0,23.0,25.5,60.0,89.0,256.0,21.0,81.0,21.0,8.199999999999989,8.199999999999989,7.0,9.0,0.88,2023,5,16,23,2.83,352.0
