calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,battery_soc,cadence,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
0,0.0,8.941,3,129,50.5136014,-84.813205,171,8.941,2023-05-15 14:34:58,,,,,,,,,,,,,,2023,5,15,14,4.06,280.0
0,7.83,8.874,3,129,50.5136422,-84.813103,172,8.874,2023-05-15 14:34:59,32.0,82.0,18.5,73.5,21.5,78.0,,,,,,,,2023,5,15,14,4.06,280.0
0,15.66,8.808,3,130,50.5136831,-84.813001,172,8.808,2023-05-15 14:35:00,,81.0,18.5,76.0,21.5,78.0,21.0,,,,,,,2023,5,15,14,4.06,280.0
0,26.15,9.033,3,130,50.5137404,-84.8128729,173,9.033,2023-05-15 14:35:01,,81.0,18.5,77.5,21.5,78.0,21.0,59.0,,,,,,2023,5,15,14,4.06,280.0
0,34.9,8.789,3,130,50.5137863,-84.8127633,173,8.789,2023-05-15 14:35:02,,81.0,19.0,78.5,21.5,77.5,21.0,58.0,,,,,,2023,5,15,14,4.06,280.0
0,43.44,8.604,3,131,50.5138362,-84.812654,189,8.604,2023-05-15 14:35:03,,80.0,19.5,79.5,21.5,77.0,21.0,56.0,,,,,,2023,5,15,14,4.06,280.0
1,52.0,8.599,3,131,50.5138819,-84.8125534,189,8.599,2023-05-15 14:35:04,,80.0,20.0,80.0,21.0,76.5,21.0,55.0,,,,,,2023,5,15,14,4.06,280.0
1,60.64,8.729,3,131,50.5139222,-84.8124381,189,8.729,2023-05-15 14:35:05,,81.0,20.0,81.0,21.0,76.5,21.0,54.0,,,,,,2023,5,15,14,4.06,280.0
1,69.54,8.821,3,131,50.5139631,-84.8123199,182,8.821,2023-05-15 14:35:06,,82.0,21.0,80.0,20.5,76.5,21.0,53.0,,,,,,2023,5,15,14,4.06,280.0
1,78.37,8.757,3,131,50.514009,-84.8122087,170,8.757,2023-05-15 14:35:07,,82.0,22.5,75.0,19.5,78.5,21.0,51.0,,,,,,2023,5,15,14,4.06,280.0
1,87.68,9.176,3,131,50.5140503,-84.8120905,161,9.176,2023-05-15 14:35:08,,83.0,19.5,71.5,20.0,73.5,21.0,48.0,,,,,,2023,5,15,14,4.06,280.0
1,96.61,8.991,3,131,50.5140956,-84.8119721,152,8.991,2023-05-15 14:35:09,,83.0,19.0,70.0,19.0,70.0,21.0,45.0,,,,,,2023,5,15,14,4.06,280.0
1,105.05,8.69,3,131,50.5141402,-84.8118646,126,8.69,2023-05-15 14:35:10,,83.0,19.0,68.5,18.0,66.5,21.0,52.0,,,,,,2023,5,15,14,4.06,280.0
2,113.65,8.525,3,131,50.5141821,-84.8117536,118,8.525,2023-05-15 14:35:11,,83.0,19.5,68.5,17.0,64.5,21.0,55.0,,,,,,2023,5,15,14,4.06,280.0
2,122.38,8.685,3,132,50.5142274,-84.8116444,132,8.685,2023-05-15 14:35:12,,83.0,20.5,72.5,16.5,66.0,21.0,52.0,25.0,25.0,,,,2023,5,15,14,4.06,280.0
2,130.6,8.516,3,133,50.5142632,-84.8115384,144,8.516,2023-05-15 14:35:13,,83.0,22.0,74.5,21.0,79.5,21.0,54.0,25.0,25.0,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
2,139.57,8.682,3,134,50.5143095,-84.8114256,152,8.682,2023-05-15 14:35:14,,83.0,21.0,71.5,20.5,75.0,21.0,54.0,25.200000000000045,25.200000000000045,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
2,148.06,8.522,3,134,50.5143548,-84.8113169,151,8.522,2023-05-15 14:35:15,,82.0,22.0,75.5,19.0,70.0,21.0,53.0,25.200000000000045,25.200000000000045,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
2,156.64,8.56,3,134,50.5144009,-84.8112062,150,8.56,2023-05-15 14:35:16,,82.0,24.5,85.0,18.0,68.5,21.0,53.0,25.200000000000045,25.200000000000045,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
3,164.72,8.218,3,135,50.5144417,-84.8111065,149,8.218,2023-05-15 14:35:17,,82.0,23.0,85.0,18.0,68.0,21.0,53.0,25.200000000000045,25.200000000000045,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
3,173.22,8.423,3,135,50.5144826,-84.8109979,158,8.423,2023-05-15 14:35:18,,82.0,21.5,78.5,18.0,68.0,21.0,52.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
3,181.48,8.316,3,134,50.5145275,-84.8108896,153,8.316,2023-05-15 14:35:19,,81.0,21.0,72.0,18.0,68.0,21.0,51.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
3,190.04,8.495,3,134,50.5145691,-84.8107794,147,8.495,2023-05-15 14:35:20,,72.0,19.5,73.0,18.0,68.0,21.0,48.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
3,198.17,8.209,3,133,50.5146056,-84.8106704,140,8.209,2023-05-15 14:35:21,,64.0,3.0,78.0,18.0,66.5,21.0,46.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
3,206.54,8.319,3,133,50.5146422,-84.8105606,133,8.319,2023-05-15 14:35:22,,55.0,14.5,83.5,18.0,66.0,21.0,43.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
3,214.94,8.112,3,133,50.5146872,-84.8104605,127,8.112,2023-05-15 14:35:23,,57.0,22.0,85.0,18.5,68.5,21.0,42.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
4,223.81,8.236,3,133,50.5147581,-84.81037,134,8.236,2023-05-15 14:35:24,,83.0,22.5,84.0,19.5,72.5,21.0,47.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
4,232.51,8.26,3,134,50.5148231,-84.8102778,239,8.26,2023-05-15 14:35:25,,84.0,23.0,83.0,20.5,77.0,21.0,52.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
4,240.92,8.243,3,134,50.5148824,-84.8101868,222,8.243,2023-05-15 14:35:26,,84.0,23.5,81.5,21.5,81.5,21.0,49.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
4,249.28,8.236,3,134,50.5149405,-84.8100974,167,8.236,2023-05-15 14:35:27,,84.0,23.5,82.0,20.5,75.5,21.0,52.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
4,257.81,8.245,3,135,50.5149919,-84.8099962,156,8.245,2023-05-15 14:35:28,,84.0,23.5,82.5,19.5,68.0,21.0,51.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
5,266.37,8.502,3,135,50.5150511,-84.8099042,200,8.502,2023-05-15 14:35:29,,85.0,24.0,83.0,18.5,63.0,21.0,50.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
5,275.04,8.626,3,136,50.5151142,-84.8098051,217,8.626,2023-05-15 14:35:30,,86.0,25.0,83.0,18.5,64.0,21.0,48.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
5,283.71,8.634,3,136,50.5151725,-84.8097069,214,8.634,2023-05-15 14:35:31,,86.0,23.0,77.5,21.0,78.5,21.0,47.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
5,293.27,8.645,3,136,50.5152372,-84.8096047,195,8.645,2023-05-15 14:35:32,,86.0,21.0,72.0,22.0,82.0,21.0,41.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
5,302.79,8.653,3,135,50.5153012,-84.8094954,172,8.653,2023-05-15 14:35:33,,79.0,20.0,68.5,22.0,82.0,21.0,36.0,25.200000000000045,25.200000000000045,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
5,311.92,8.398,3,136,50.5153688,-84.8094043,131,8.398,2023-05-15 14:35:34,,57.0,21.0,69.5,21.5,79.5,21.0,31.0,25.200000000000045,25.200000000000045,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
5,320.63,8.3,3,136,50.5154416,-84.8093218,101,8.3,2023-05-15 14:35:35,,61.0,25.5,77.5,20.0,73.0,21.0,27.0,25.0,25.0,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,329.35,8.327,3,137,50.5155104,-84.8092308,96,8.327,2023-05-15 14:35:36,,72.0,25.0,80.0,21.5,78.5,21.0,38.0,25.0,25.0,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,337.88,8.328,3,137,50.5155744,-84.8091483,114,8.328,2023-05-15 14:35:37,,83.0,23.5,82.0,23.5,86.0,21.0,49.0,25.0,25.0,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,345.93,8.168,3,137,50.5156378,-84.8090668,195,8.168,2023-05-15 14:35:38,,83.0,23.0,83.0,24.0,88.0,21.0,54.0,25.0,25.0,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,353.22,8.46,6,137,50.5156708,-84.8089764,191,8.46,2023-05-15 14:35:39,,83.0,23.0,81.0,21.5,80.5,21.0,51.0,25.200000000000045,25.200000000000045,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,362.82,8.303,5,137,50.5157467,-84.8088849,185,8.303,2023-05-15 14:35:40,,83.0,17.0,70.0,22.5,82.5,21.0,44.0,25.200000000000045,25.200000000000045,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,372.69,8.319,5,137,50.5158363,-84.8088034,172,8.319,2023-05-15 14:35:41,,81.0,20.5,77.0,22.0,78.0,21.0,47.0,25.200000000000045,25.200000000000045,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,382.12,8.229,4,136,50.515919,-84.8087299,123,8.229,2023-05-15 14:35:42,,55.0,22.0,79.5,21.0,,21.0,49.0,25.200000000000045,25.200000000000045,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,390.23,8.002,4,136,50.5159833,-84.8086486,75,8.002,2023-05-15 14:35:43,,29.0,21.5,77.5,19.5,,20.0,52.0,25.200000000000045,25.200000000000045,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,398.56,7.846,4,136,50.5160513,-84.8085668,0,7.846,2023-05-15 14:35:44,,4.0,21.0,75.5,18.5,,20.0,55.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,406.47,7.62,4,135,50.5161172,-84.808496,0,7.62,2023-05-15 14:35:45,,0.0,20.5,73.0,17.0,,20.0,57.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,414.82,7.523,4,136,50.5161833,-84.8084122,0,7.523,2023-05-15 14:35:46,,0.0,20.0,71.0,16.0,,20.0,60.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,421.88,7.44,3,136,50.5162343,-84.8083386,0,7.44,2023-05-15 14:35:47,,0.0,19.5,68.5,14.5,,20.0,63.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,427.49,7.176,3,136,50.5162802,-84.8082917,0,7.176,2023-05-15 14:35:48,,0.0,19.0,66.5,13.5,,20.0,66.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,434.45,7.158,3,136,50.5163336,-84.808221,0,7.158,2023-05-15 14:35:49,,0.0,18.0,64.5,12.5,,20.0,69.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,441.54,6.884,3,136,50.5163888,-84.8081475,0,6.884,2023-05-15 14:35:50,,0.0,17.5,62.0,11.0,,20.0,71.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,448.48,6.715,3,135,50.5164392,-84.8080745,0,6.715,2023-05-15 14:35:51,,0.0,17.0,60.0,10.0,,20.0,74.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,454.71,6.265,3,135,50.5164892,-84.8080105,0,6.265,2023-05-15 14:35:52,,0.0,16.5,57.5,8.5,,20.0,77.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,460.59,5.74,3,134,50.5165345,-84.807956,0,5.74,2023-05-15 14:35:53,,0.0,16.0,55.5,7.5,,20.0,80.0,25.399999999999977,25.399999999999977,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,466.35,5.743,3,133,50.5165796,-84.8078932,0,5.743,2023-05-15 14:35:54,,0.0,15.5,53.5,6.0,,20.0,83.0,25.600000000000023,25.600000000000023,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,470.86,4.874,3,133,50.5166128,-84.8078438,0,4.874,2023-05-15 14:35:55,,0.0,15.0,51.0,5.0,,20.0,86.0,25.799999999999955,25.799999999999955,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,475.67,3.966,3,132,50.5166524,-84.8078011,0,3.966,2023-05-15 14:35:56,,0.0,14.5,49.0,4.0,,20.0,88.0,25.799999999999955,25.799999999999955,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,479.3,3.029,3,131,50.5166771,-84.8077633,0,3.029,2023-05-15 14:35:57,,0.0,13.5,46.5,2.5,,20.0,91.0,26.0,26.0,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,482.44,2.426,3,131,50.5166999,-84.8077268,0,2.426,2023-05-15 14:35:58,,0.0,13.0,44.5,1.5,,20.0,94.0,26.0,26.0,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
6,484.68,1.831,3,131,50.5167182,-84.807708,2,1.831,2023-05-15 14:35:59,,38.0,12.5,42.5,0.0,,20.0,97.0,26.0,26.0,0.0,0.0,0.0,2023,5,15,14,4.06,280.0
7,486.09,1.356,3,131,50.5167267,-84.8076917,4,1.356,2023-05-15 14:36:00,,34.0,12.0,41.5,2.5,,20.0,100.0,26.200000000000045,26.200000000000045,0.0,0.0,0.93,2023,5,15,14,4.06,280.0
7,487.69,1.088,3,131,50.5167367,-84.8076717,5,1.088,2023-05-15 14:36:01,,29.0,11.5,40.5,5.5,,20.0,85.0,26.200000000000045,26.200000000000045,0.0,0.0,2.07,2023,5,15,14,4.06,280.0
7,489.23,0.875,3,130,50.5167546,-84.8076622,22,0.875,2023-05-15 14:36:02,,25.0,11.0,40.0,8.5,,20.0,67.0,26.200000000000045,26.200000000000045,0.0,0.0,2.34,2023,5,15,14,4.06,280.0
7,490.18,0.866,3,130,50.5167597,-84.807653,27,0.866,2023-05-15 14:36:03,,24.0,10.5,39.0,11.5,,20.0,49.0,26.200000000000045,26.200000000000045,0.0,0.0,2.56,2023,5,15,14,4.06,280.0
7,491.27,1.568,3,129,50.5167686,-84.807644,32,1.568,2023-05-15 14:36:04,,23.0,10.0,38.5,14.5,,20.0,34.0,26.200000000000045,26.200000000000045,1.0,0.0,2.75,2023,5,15,14,4.06,280.0
7,493.44,1.596,2,129,50.5167909,-84.8076348,37,1.596,2023-05-15 14:36:05,,21.0,9.5,38.0,17.5,61.5,20.0,39.0,26.200000000000045,26.200000000000045,1.0,0.0,2.91,2023,5,15,14,4.06,280.0
7,495.27,2.101,2,127,50.5168078,-84.8076184,56,2.101,2023-05-15 14:36:06,,23.0,10.0,41.5,20.0,68.5,20.0,45.0,26.200000000000045,26.200000000000045,1.0,0.0,2.81,2023,5,15,14,4.06,280.0
7,498.41,3.23,2,126,50.516836,-84.8075989,158,3.23,2023-05-15 14:36:07,,45.0,11.0,47.5,23.0,75.5,20.0,48.0,26.200000000000045,26.200000000000045,1.0,0.0,2.36,2023,5,15,14,4.06,280.0
7,502.31,4.215,3,126,50.5168766,-84.8075893,290,4.215,2023-05-15 14:36:08,,65.0,12.0,54.0,26.0,82.5,20.0,50.0,26.200000000000045,26.200000000000045,1.0,0.0,1.06,2023,5,15,14,4.06,280.0
8,508.12,5.287,2,126,50.5169388,-84.8075976,386,5.287,2023-05-15 14:36:09,,84.0,13.0,60.0,28.5,90.0,20.0,51.0,26.200000000000045,26.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
8,513.19,5.111,2,126,50.5169903,-84.8076332,381,5.111,2023-05-15 14:36:10,,88.0,14.0,66.0,31.5,97.0,20.0,52.0,26.399999999999977,26.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
8,518.64,5.358,2,126,50.5170315,-84.8076872,354,5.358,2023-05-15 14:36:11,,83.0,18.5,74.5,25.5,83.5,20.0,59.0,26.399999999999977,26.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
8,524.33,5.644,2,126,50.517072,-84.8077499,189,5.644,2023-05-15 14:36:12,,85.0,23.0,80.0,18.0,68.0,20.0,59.0,26.200000000000045,26.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
9,530.97,6.779,2,126,50.5171217,-84.8078136,183,6.779,2023-05-15 14:36:13,,84.0,24.5,79.0,18.0,68.0,20.0,55.0,26.200000000000045,26.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
9,537.67,6.619,2,126,50.517172,-84.8078864,179,6.619,2023-05-15 14:36:14,,83.0,25.0,80.5,18.0,70.0,20.0,59.0,26.0,26.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
9,544.4,6.796,2,126,50.5172263,-84.8079503,178,6.796,2023-05-15 14:36:15,,86.0,25.5,82.0,18.5,72.5,20.0,59.0,26.0,26.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
9,551.31,7.086,2,128,50.5172811,-84.8080143,170,7.086,2023-05-15 14:36:16,,88.0,25.5,83.5,18.5,75.0,20.0,59.0,26.0,26.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
9,558.67,7.388,2,128,50.5173404,-84.808087,159,7.388,2023-05-15 14:36:17,,88.0,26.0,85.0,18.5,77.5,20.0,57.0,26.0,26.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
9,565.86,7.1,2,129,50.517399,-84.8081592,138,7.1,2023-05-15 14:36:18,,84.0,24.5,84.0,20.5,81.5,20.0,53.0,26.0,26.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
10,572.95,7.096,2,129,50.5174493,-84.8082318,128,7.096,2023-05-15 14:36:19,,85.0,23.5,82.5,22.0,85.5,20.0,57.0,26.0,26.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
10,580.47,7.77,2,129,50.5175038,-84.8083134,153,7.77,2023-05-15 14:36:20,,86.0,22.0,81.5,24.0,89.5,20.0,51.0,25.799999999999955,25.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
10,587.84,7.462,2,129,50.5175578,-84.8083944,191,7.462,2023-05-15 14:36:21,,88.0,21.0,79.0,24.5,90.5,21.0,46.0,25.799999999999955,25.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
10,595.24,7.471,2,129,50.5176126,-84.8084681,187,7.471,2023-05-15 14:36:22,,89.0,20.0,74.5,23.0,86.0,21.0,46.0,25.799999999999955,25.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
10,602.65,7.659,2,130,50.5176708,-84.8085399,183,7.659,2023-05-15 14:36:23,,89.0,21.0,74.5,21.5,81.0,21.0,52.0,25.600000000000023,25.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
10,610.96,7.705,3,130,50.5177179,-84.8086485,171,7.705,2023-05-15 14:36:24,,89.0,22.0,75.0,20.0,76.5,21.0,49.0,25.600000000000023,25.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
11,618.11,7.526,3,130,50.5177803,-84.8087055,154,7.526,2023-05-15 14:36:25,,89.0,19.0,69.0,20.5,79.0,21.0,52.0,25.600000000000023,25.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
11,625.22,7.221,3,130,50.517845,-84.8087609,143,7.221,2023-05-15 14:36:26,,89.0,18.5,69.5,21.0,82.0,21.0,53.0,25.600000000000023,25.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
11,632.31,7.189,3,129,50.5179174,-84.808798,161,7.189,2023-05-15 14:36:27,,89.0,23.5,81.5,21.0,81.5,21.0,51.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
11,639.88,7.455,3,129,50.5179945,-84.8088345,171,7.455,2023-05-15 14:36:28,,89.0,22.5,79.0,23.5,89.0,21.0,47.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
11,647.1,7.096,3,129,50.5180632,-84.8088709,184,7.096,2023-05-15 14:36:29,,89.0,22.0,78.0,22.5,84.0,21.0,46.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
11,654.13,7.085,3,129,50.5181357,-84.8089072,183,7.085,2023-05-15 14:36:30,,88.0,23.0,80.0,21.5,80.5,21.0,48.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
12,660.84,6.665,3,129,50.5181997,-84.8089523,183,6.665,2023-05-15 14:36:31,,88.0,24.0,82.0,21.5,81.0,21.0,49.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
12,667.4,6.56,3,129,50.5182636,-84.8089892,184,6.56,2023-05-15 14:36:32,,88.0,23.0,81.0,22.5,85.0,21.0,51.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
12,674.47,7.162,3,129,50.5183359,-84.8090255,185,7.162,2023-05-15 14:36:33,,88.0,22.5,80.5,23.5,88.5,21.0,54.0,25.200000000000045,25.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
12,681.77,7.061,3,129,50.518409,-84.8090621,186,7.061,2023-05-15 14:36:34,,88.0,22.0,81.0,22.0,86.5,21.0,53.0,25.200000000000045,25.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
12,688.47,6.727,3,129,50.5184729,-84.8090984,187,6.727,2023-05-15 14:36:35,,88.0,21.0,79.0,20.5,84.0,21.0,52.0,25.200000000000045,25.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
13,695.14,6.721,3,130,50.5185431,-84.8091336,188,6.721,2023-05-15 14:36:36,,88.0,20.5,74.0,21.0,85.5,21.0,51.0,25.200000000000045,25.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
13,702.49,6.894,3,130,50.5186137,-84.8091711,188,6.894,2023-05-15 14:36:37,,87.0,21.5,76.0,21.5,84.5,21.0,50.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
13,709.8,7.233,3,130,50.5186857,-84.8092073,189,7.233,2023-05-15 14:36:38,,87.0,22.5,78.5,21.5,84.0,21.0,49.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
13,717.36,7.354,3,130,50.5187637,-84.8092528,193,7.354,2023-05-15 14:36:39,,88.0,23.5,80.5,22.0,83.0,21.0,49.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
13,724.83,7.325,3,130,50.5188368,-84.8092896,188,7.325,2023-05-15 14:36:40,,88.0,23.0,81.0,22.5,84.0,21.0,52.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
13,732.27,7.194,3,130,50.5189138,-84.8093259,176,7.194,2023-05-15 14:36:41,,88.0,21.0,78.0,23.0,85.5,21.0,54.0,25.200000000000045,25.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
14,739.34,7.226,3,130,50.5189868,-84.8093623,168,7.226,2023-05-15 14:36:42,,87.0,20.0,73.0,20.0,79.5,21.0,53.0,25.200000000000045,25.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
14,746.49,7.259,3,130,50.5190552,-84.8093987,167,7.259,2023-05-15 14:36:43,,87.0,19.0,72.0,20.0,77.0,21.0,54.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
14,753.64,7.15,3,130,50.5191277,-84.8094351,166,7.15,2023-05-15 14:36:44,,87.0,19.5,73.5,20.0,76.0,21.0,54.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
14,761.0,7.274,3,130,50.5192005,-84.8094801,164,7.274,2023-05-15 14:36:45,,87.0,20.0,74.0,19.0,73.5,21.0,55.0,24.799999999999955,24.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
14,768.27,7.178,3,130,50.5192735,-84.8095084,167,7.178,2023-05-15 14:36:46,,87.0,21.0,74.5,17.5,68.5,21.0,54.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
15,775.98,7.325,3,131,50.5193547,-84.8095443,170,7.325,2023-05-15 14:36:47,,87.0,22.5,81.5,17.5,68.5,21.0,52.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
15,783.37,7.025,3,131,50.5194284,-84.8095721,172,7.025,2023-05-15 14:36:48,,86.0,21.5,74.5,21.5,81.0,21.0,55.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
15,790.46,7.099,3,131,50.5195044,-84.8096076,174,7.099,2023-05-15 14:36:49,,85.0,22.0,78.0,20.5,77.0,21.0,58.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
15,797.52,7.363,3,131,50.5195745,-84.8096343,167,7.363,2023-05-15 14:36:50,,86.0,21.0,78.5,19.0,72.0,21.0,54.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
15,804.89,7.498,3,131,50.519646,-84.80968,160,7.498,2023-05-15 14:36:51,,86.0,18.0,67.5,21.5,76.5,21.0,48.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
15,812.07,7.074,3,131,50.5197152,-84.8097261,158,7.074,2023-05-15 14:36:52,,87.0,19.0,72.0,20.5,78.5,21.0,51.0,24.799999999999955,24.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
16,819.34,7.238,3,131,50.5197921,-84.8097628,176,7.238,2023-05-15 14:36:53,,87.0,21.5,80.0,19.5,79.0,20.0,55.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
16,826.62,7.209,2,132,50.5198651,-84.8097992,187,7.209,2023-05-15 14:36:54,,87.0,22.5,83.0,20.0,79.5,20.0,57.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
16,834.17,7.237,2,132,50.5199416,-84.8098353,183,7.237,2023-05-15 14:36:55,,87.0,23.5,80.0,22.0,83.5,20.0,56.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
16,841.45,7.224,2,132,50.5200144,-84.8098716,178,7.224,2023-05-15 14:36:56,,87.0,21.5,76.5,20.5,78.5,20.0,56.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
16,848.66,7.089,2,133,50.5200877,-84.8099082,166,7.089,2023-05-15 14:36:57,,85.0,21.5,79.0,20.0,76.0,20.0,56.0,24.799999999999955,24.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
