altitude,cadence,distance,enhanced_altitude,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,timestamp,battery_soc,grade,temperature,year,month,day,hour,wind_speed,wind_direction
-10.600000000000023,88.0,80.03,-10.600000000000023,7.466,3,25.5,48.0,84.5,50.5116522,-84.8182842,292.0,26.5,88.0,7.466,2022-04-22 19:00:49,,-0.04,24.0,2022,4,22,19,0.81,300.0
-10.800000000000011,87.0,87.55,-10.800000000000011,7.326,3,25.5,49.0,84.5,50.5116881,-84.8181868,295.0,26.5,88.0,7.326,2022-04-22 19:00:50,,-0.55,24.0,2022,4,22,19,0.81,300.0
-11.199999999999989,83.0,95.24,-11.199999999999989,6.923,3,25.5,49.0,84.5,50.5117198,-84.818084,324.0,26.5,88.0,6.923,2022-04-22 19:00:51,,-1.28,24.0,2022,4,22,19,0.81,300.0
-11.399999999999977,81.0,102.78,-11.399999999999977,7.196,3,25.5,49.0,84.5,50.511748,-84.8179817,386.0,26.5,88.0,7.196,2022-04-22 19:00:52,,-2.06,24.0,2022,4,22,19,0.81,300.0
-11.800000000000011,80.0,110.51,-11.800000000000011,7.363,3,25.5,49.0,84.5,50.5117682,-84.817873,359.0,26.5,88.0,7.363,2022-04-22 19:00:53,,-3.06,24.0,2022,4,22,19,0.81,300.0
-12.0,80.0,118.29,-12.0,7.594,3,25.5,49.0,84.5,50.5117958,-84.8177667,308.0,26.5,88.0,7.594,2022-04-22 19:00:54,,-3.8,24.0,2022,4,22,19,0.81,300.0
-11.800000000000011,82.0,126.27,-11.800000000000011,7.957,3,25.5,49.0,84.5,50.5118308,-84.8176614,298.0,26.5,88.0,7.957,2022-04-22 19:00:55,,-3.55,24.0,2022,4,22,19,0.81,300.0
-11.800000000000011,84.0,134.2,-11.800000000000011,7.785,3,25.5,48.0,84.5,50.5118747,-84.8175629,236.0,26.5,88.0,7.785,2022-04-22 19:00:56,,-2.74,24.0,2022,4,22,19,0.81,300.0
-12.0,86.0,142.73,-12.0,8.003,3,25.5,47.0,84.5,50.5119091,-84.8174486,171.0,26.5,88.0,8.003,2022-04-22 19:00:57,,-1.88,24.0,2022,4,22,19,0.81,300.0
-12.0,88.0,150.83,-12.0,7.652,3,24.5,47.0,81.0,50.5119491,-84.8173444,110.0,26.0,86.5,7.652,2022-04-22 19:00:58,,-1.06,24.0,2022,4,22,19,0.81,300.0
-12.199999999999989,89.0,158.19,-12.199999999999989,7.185,3,21.0,48.0,69.5,50.5119884,-84.817252,89.0,24.5,80.5,7.185,2022-04-22 19:00:59,,-0.39,24.0,2022,4,22,19,0.81,300.0
-12.199999999999989,89.0,165.46,-12.199999999999989,6.786,4,19.0,51.0,62.5,50.5120435,-84.8171774,68.0,23.0,74.5,6.786,2022-04-22 19:01:00,,-0.01,24.0,2022,4,22,19,0.81,300.0
-12.0,89.0,171.47,-12.0,4.973,4,18.0,55.0,59.5,50.5120802,-84.817106,47.0,21.0,69.0,4.973,2022-04-22 19:01:01,,0.0,24.0,2022,4,22,19,0.81,300.0
-12.199999999999989,89.0,176.1,-12.199999999999989,3.917,4,17.0,58.0,56.5,50.5121137,-84.8170566,26.0,19.5,63.5,3.917,2022-04-22 19:01:02,,-0.02,24.0,2022,4,22,19,0.81,300.0
-12.399999999999977,89.0,179.54,-12.399999999999977,2.791,4,16.0,62.0,53.5,50.5121358,-84.8170166,4.0,17.5,58.0,2.791,2022-04-22 19:01:03,,-0.44,24.0,2022,4,22,19,0.81,300.0
-12.399999999999977,28.0,181.87,-12.399999999999977,2.689,4,16.0,66.0,53.0,50.5121498,-84.8169887,0.0,17.0,57.0,2.689,2022-04-22 19:01:04,,-0.91,24.0,2022,4,22,19,0.81,300.0
-12.199999999999989,9.0,183.53,-12.199999999999989,1.919,4,13.0,70.0,56.5,50.5121519,-84.8169648,0.0,16.0,54.0,1.919,2022-04-22 19:01:05,,-0.5,24.0,2022,4,22,19,0.81,300.0
-12.199999999999989,6.0,185.04,-12.199999999999989,1.624,4,9.0,73.0,60.5,50.512152,-84.8169429,0.0,14.5,50.0,1.624,2022-04-22 19:01:06,,0.0,24.0,2022,4,22,19,0.81,300.0
-12.199999999999989,4.0,186.17,-12.199999999999989,1.245,4,5.0,77.0,64.5,50.5121539,-84.8169268,0.0,13.0,46.0,1.245,2022-04-22 19:01:07,,0.0,24.0,2022,4,22,19,0.81,300.0
-12.199999999999989,1.0,187.31,-12.199999999999989,1.175,4,1.0,81.0,68.5,50.5121578,-84.8169111,0.0,12.0,42.0,1.175,2022-04-22 19:01:08,,0.0,24.0,2022,4,22,19,0.81,300.0
-12.199999999999989,0.0,188.22,-12.199999999999989,0.976,4,0.0,84.0,73.0,50.5121618,-84.8168991,0.0,11.5,41.0,0.976,2022-04-22 19:01:09,,0.0,24.0,2022,4,22,19,0.81,300.0
-12.0,0.0,189.38,-12.0,1.107,4,0.0,88.0,77.0,50.512158,-84.8168833,0.0,11.5,41.0,1.107,2022-04-22 19:01:10,,0.0,24.0,2022,4,22,19,0.81,300.0
-12.0,0.0,189.4,-12.0,3.995,4,0.0,99.0,89.5,50.5121915,-84.8168217,0.0,11.5,41.0,3.995,2022-04-22 19:01:13,,0.0,24.0,2022,4,22,19,0.81,300.0
-12.199999999999989,35.0,193.94,-12.199999999999989,4.69,4,23.0,100.0,93.5,50.512219,-84.8167668,505.0,2.5,8.0,4.69,2022-04-22 19:01:14,,0.0,24.0,2022,4,22,19,0.81,300.0
-12.399999999999977,66.0,201.56,-12.399999999999977,6.658,4,25.0,70.0,90.5,50.5122466,-84.8166632,467.0,16.0,60.5,6.658,2022-04-22 19:01:15,,-0.09,24.0,2022,4,22,19,0.81,300.0
-12.600000000000023,87.0,209.26,-12.600000000000023,7.301,4,23.5,53.0,91.0,50.5122731,-84.8165576,402.0,23.0,91.0,7.301,2022-04-22 19:01:16,,-1.54,24.0,2022,4,22,19,0.81,300.0
-12.600000000000023,91.0,216.74,-12.600000000000023,7.586,4,24.5,52.0,94.0,50.5122926,-84.8164525,472.0,21.0,87.0,7.586,2022-04-22 19:01:17,,-2.85,24.0,2022,4,22,19,0.81,300.0
-12.600000000000023,88.0,224.58,-12.600000000000023,7.662,3,24.5,44.0,94.0,50.5123108,-84.8163418,459.0,21.0,87.0,7.662,2022-04-22 19:01:18,,-2.77,24.0,2022,4,22,19,0.81,300.0
-12.600000000000023,90.0,233.4,-12.600000000000023,8.487,3,27.5,39.0,95.0,50.5123365,-84.8162188,310.0,25.0,87.0,8.487,2022-04-22 19:01:19,,-2.14,24.0,2022,4,22,19,0.81,300.0
-12.199999999999989,91.0,241.42,-12.199999999999989,8.156,3,28.5,46.0,92.5,50.5123666,-84.81611,230.0,29.5,87.5,8.156,2022-04-22 19:01:20,,-0.74,24.0,2022,4,22,19,0.81,300.0
-12.199999999999989,86.0,249.81,-12.199999999999989,8.33,3,19.0,70.0,80.5,50.5124062,-84.8160009,379.0,29.5,87.5,8.33,2022-04-22 19:01:21,,0.52,24.0,2022,4,22,19,0.81,300.0
-11.800000000000011,70.0,258.92,-11.800000000000011,9.013,3,26.0,50.0,93.0,50.512464,-84.8158945,288.0,27.5,99.5,9.013,2022-04-22 19:01:22,,1.18,24.0,2022,4,22,19,0.81,300.0
-11.800000000000011,74.0,268.44,-11.800000000000011,9.369,3,26.5,47.0,89.0,50.5125087,-84.8157707,308.0,27.5,99.5,9.369,2022-04-22 19:01:23,,1.76,24.0,2022,4,22,19,0.81,300.0
-11.600000000000023,76.0,278.22,-11.600000000000023,9.609,3,27.0,47.0,94.0,50.5125512,-84.8156413,302.0,29.0,95.0,9.609,2022-04-22 19:01:24,,2.1,24.0,2022,4,22,19,0.81,300.0
-11.399999999999977,78.0,287.39,-11.399999999999977,9.423,3,28.5,47.0,99.0,50.51259,-84.8155192,282.0,29.5,91.5,9.423,2022-04-22 19:01:25,,1.87,24.0,2022,4,22,19,0.81,300.0
-11.399999999999977,80.0,296.98,-11.399999999999977,9.403,3,31.0,47.0,96.5,50.5126289,-84.8153907,241.0,28.0,92.5,9.403,2022-04-22 19:01:26,,1.66,23.0,2022,4,22,19,0.81,300.0
-11.199999999999989,81.0,306.45,-11.199999999999989,9.449,4,31.5,57.0,96.0,50.5126667,-84.8152634,317.0,28.0,92.5,9.449,2022-04-22 19:01:27,,1.71,23.0,2022,4,22,19,0.81,300.0
-11.199999999999989,82.0,315.74,-11.199999999999989,9.361,4,31.5,50.0,96.0,50.5127042,-84.8151387,262.0,28.0,92.5,9.361,2022-04-22 19:01:28,,1.56,23.0,2022,4,22,19,0.81,300.0
-11.199999999999989,82.0,324.99,-11.199999999999989,8.845,4,31.5,45.0,96.0,50.5127422,-84.8150149,212.0,28.0,92.5,8.845,2022-04-22 19:01:29,,1.17,23.0,2022,4,22,19,0.81,300.0
-11.199999999999989,82.0,333.61,-11.199999999999989,7.97,4,31.5,44.0,96.0,50.5127757,-84.8148987,176.0,28.0,92.5,7.97,2022-04-22 19:01:30,,0.86,23.0,2022,4,22,19,0.81,300.0
-11.199999999999989,82.0,341.28,-11.199999999999989,7.916,3,31.5,42.0,96.0,50.5128214,-84.8148063,140.0,28.0,92.5,7.916,2022-04-22 19:01:31,,0.35,23.0,2022,4,22,19,0.81,300.0
-11.199999999999989,82.0,347.02,-11.199999999999989,6.525,3,31.5,40.0,96.0,50.5128463,-84.8147304,104.0,28.0,92.5,6.525,2022-04-22 19:01:32,,0.0,23.0,2022,4,22,19,0.81,300.0
-11.199999999999989,52.0,352.61,-11.199999999999989,5.636,3,31.5,39.0,96.0,50.5128875,-84.814672,54.0,28.0,92.5,5.636,2022-04-22 19:01:33,,0.0,23.0,2022,4,22,19,0.81,300.0
-11.0,26.0,357.39,-11.0,5.107,3,31.5,39.0,96.0,50.5129259,-84.814626,98.0,28.0,92.5,5.107,2022-04-22 19:01:34,,0.0,23.0,2022,4,22,19,0.81,300.0
-11.0,35.0,362.88,-11.0,5.352,3,31.5,39.0,96.0,50.5129671,-84.8145693,309.0,28.0,92.5,5.352,2022-04-22 19:01:35,,0.03,23.0,2022,4,22,19,0.81,300.0
-10.800000000000011,53.0,369.34,-10.800000000000011,6.79,3,31.5,39.0,96.0,50.5130115,-84.8144972,587.0,28.0,92.5,6.79,2022-04-22 19:01:36,,0.57,23.0,2022,4,22,19,0.81,300.0
-11.0,68.0,377.16,-11.0,8.121,3,31.5,39.0,96.0,50.5130599,-84.8144049,836.0,28.0,92.5,8.121,2022-04-22 19:01:37,,1.21,23.0,2022,4,22,19,0.81,300.0
-11.0,80.0,385.64,-11.0,8.413,3,31.5,39.0,96.0,50.5131033,-84.8142968,737.0,28.0,92.5,8.413,2022-04-22 19:01:38,,0.67,23.0,2022,4,22,19,0.81,300.0
-11.0,89.0,394.3,-11.0,8.541,3,31.0,43.0,96.0,50.5131437,-84.814184,690.0,28.0,93.5,8.541,2022-04-22 19:01:39,,0.0,23.0,2022,4,22,19,0.81,300.0
-11.0,94.0,403.48,-11.0,8.948,3,30.0,50.0,96.0,50.513188,-84.8140652,680.0,28.0,95.5,8.948,2022-04-22 19:01:40,,-0.02,23.0,2022,4,22,19,0.81,300.0
-11.199999999999989,99.0,413.01,-11.199999999999989,9.614,3,29.0,56.0,96.0,50.5132288,-84.8139388,671.0,28.0,97.5,9.614,2022-04-22 19:01:41,,-0.35,23.0,2022,4,22,19,0.81,300.0
-11.399999999999977,89.0,423.33,-11.399999999999977,9.807,3,28.5,59.0,96.0,50.5132732,-84.8138017,688.0,28.0,98.5,9.807,2022-04-22 19:01:42,,-0.83,23.0,2022,4,22,19,0.81,300.0
-11.600000000000023,85.0,433.4,-11.600000000000023,10.086,3,28.5,59.0,96.0,50.5133229,-84.8136723,614.0,28.0,98.5,10.086,2022-04-22 19:01:43,,-1.19,23.0,2022,4,22,19,0.81,300.0
-11.800000000000011,88.0,444.21,-11.800000000000011,10.354,3,26.5,59.0,97.0,50.5133705,-84.8135296,502.0,26.5,98.0,10.354,2022-04-22 19:01:44,,-1.61,23.0,2022,4,22,19,0.81,300.0
-11.800000000000011,89.0,454.75,-11.800000000000011,10.2,3,24.0,59.0,99.0,50.5134217,-84.8133935,422.0,24.0,97.0,10.2,2022-04-22 19:01:45,,-1.64,23.0,2022,4,22,19,0.81,300.0
-11.800000000000011,89.0,465.1,-11.800000000000011,10.107,3,24.0,60.0,99.0,50.5134836,-84.8132691,399.0,24.0,97.0,10.107,2022-04-22 19:01:46,,-1.32,23.0,2022,4,22,19,0.81,300.0
-11.600000000000023,90.0,476.57,-11.600000000000023,10.139,3,26.0,68.0,97.0,50.5135584,-84.8131371,348.0,24.5,96.0,10.139,2022-04-22 19:01:47,,-1.05,23.0,2022,4,22,19,0.81,300.0
-11.399999999999977,91.0,487.24,-11.399999999999977,10.145,3,28.0,77.0,95.0,50.5136199,-84.8130068,297.0,25.5,95.5,10.145,2022-04-22 19:01:48,,-0.43,23.0,2022,4,22,19,0.81,300.0
-11.199999999999989,86.0,498.65,-11.199999999999989,10.164,3,30.5,67.0,96.5,50.5136704,-84.8128564,282.0,26.0,93.0,10.164,2022-04-22 19:01:49,,0.45,23.0,2022,4,22,19,0.81,300.0
-11.199999999999989,81.0,508.12,-11.199999999999989,9.506,3,33.0,47.0,99.0,50.5137148,-84.8127329,264.0,26.5,90.0,9.506,2022-04-22 19:01:50,,0.9,23.0,2022,4,22,19,0.81,300.0
-11.399999999999977,86.0,517.67,-11.399999999999977,9.368,3,25.5,41.0,82.0,50.5137639,-84.8126115,174.0,28.0,92.0,9.368,2022-04-22 19:01:51,,0.93,23.0,2022,4,22,19,0.81,300.0
-11.600000000000023,88.0,527.37,-11.600000000000023,9.818,3,22.5,41.0,77.5,50.5138206,-84.8124938,404.0,23.5,70.5,9.818,2022-04-22 19:01:52,,0.45,23.0,2022,4,22,19,0.81,300.0
-11.600000000000023,85.0,537.25,-11.600000000000023,10.131,3,22.0,57.0,77.0,50.5138845,-84.8123796,568.0,23.0,67.0,10.131,2022-04-22 19:01:53,,0.0,22.0,2022,4,22,19,0.81,300.0
-11.399999999999977,85.0,547.88,-11.399999999999977,10.749,3,23.0,65.0,83.0,50.5139497,-84.8122533,675.0,23.0,78.0,10.749,2022-04-22 19:01:54,,0.0,22.0,2022,4,22,19,0.81,300.0
-11.199999999999989,87.0,558.6,-11.199999999999989,10.553,3,24.5,65.0,92.0,50.5140059,-84.8121178,712.0,23.0,94.0,10.553,2022-04-22 19:01:55,,0.01,22.0,2022,4,22,19,0.81,300.0
-11.0,92.0,569.26,-11.0,10.753,3,24.5,65.0,92.0,50.5140614,-84.8119829,410.0,23.0,94.0,10.753,2022-04-22 19:01:56,,0.26,22.0,2022,4,22,19,0.81,300.0
-10.800000000000011,94.0,580.98,-10.800000000000011,10.91,3,28.0,65.0,96.5,50.5141206,-84.8118332,325.0,24.5,95.0,10.91,2022-04-22 19:01:57,,0.88,22.0,2022,4,22,19,0.81,300.0
-11.0,94.0,592.12,-11.0,11.069,3,29.0,65.0,95.5,50.5141777,-84.8116913,317.0,25.0,93.0,11.069,2022-04-22 19:01:58,,1.39,22.0,2022,4,22,19,0.81,300.0
-11.399999999999977,94.0,603.75,-11.399999999999977,10.983,3,27.5,65.0,89.0,50.5142355,-84.8115421,302.0,24.5,87.5,10.983,2022-04-22 19:01:59,,1.21,22.0,2022,4,22,19,0.81,300.0
-11.600000000000023,95.0,614.5,-11.600000000000023,10.702,3,26.0,65.0,82.5,50.5142887,-84.8114041,288.0,24.5,83.5,10.702,2022-04-22 19:02:00,,0.43,22.0,2022,4,22,19,0.81,300.0
-11.600000000000023,95.0,626.08,-11.600000000000023,10.912,3,24.5,65.0,79.0,50.5143495,-84.8112577,279.0,30.5,92.5,10.912,2022-04-22 19:02:01,,-0.56,22.0,2022,4,22,19,0.81,300.0
-11.600000000000023,94.0,637.2,-11.600000000000023,10.712,3,28.0,65.0,90.5,50.5144114,-84.8111201,260.0,28.0,87.5,10.712,2022-04-22 19:02:02,,-1.18,22.0,2022,4,22,19,0.81,300.0
-11.600000000000023,93.0,647.95,-11.600000000000023,10.551,3,30.0,56.0,93.5,50.5144671,-84.8109837,240.0,28.0,88.0,10.551,2022-04-22 19:02:03,,-1.43,22.0,2022,4,22,19,0.81,300.0
-11.800000000000011,93.0,658.89,-11.800000000000011,10.037,3,28.5,47.0,88.5,50.514524,-84.8108453,219.0,30.5,91.0,10.037,2022-04-22 19:02:04,,-1.42,22.0,2022,4,22,19,0.81,300.0
-11.800000000000011,92.0,669.37,-11.800000000000011,9.996,3,25.0,48.0,81.0,50.5145769,-84.8107113,194.0,29.5,88.5,9.996,2022-04-22 19:02:05,,-1.07,22.0,2022,4,22,19,0.81,300.0
-12.0,92.0,679.38,-12.0,9.859,3,22.0,49.0,74.0,50.5146264,-84.8105826,169.0,29.0,86.0,9.859,2022-04-22 19:02:06,,-0.69,22.0,2022,4,22,19,0.81,300.0
-12.0,91.0,689.09,-12.0,10.062,3,20.0,49.0,69.5,50.5146676,-84.8104536,166.0,28.5,84.5,10.062,2022-04-22 19:02:07,,-0.63,22.0,2022,4,22,19,0.81,300.0
-12.0,89.0,699.2,-12.0,9.861,3,20.0,49.0,69.5,50.5147179,-84.8103239,201.0,28.5,84.5,9.861,2022-04-22 19:02:08,,-0.64,22.0,2022,4,22,19,0.81,300.0
-12.0,88.0,709.01,-12.0,9.45,3,20.0,49.0,70.5,50.5147766,-84.8102059,229.0,28.5,84.5,9.45,2022-04-22 19:02:09,,-0.61,22.0,2022,4,22,19,0.81,300.0
-12.0,87.0,718.9,-12.0,9.57,3,22.0,50.0,77.0,50.5148429,-84.8100941,205.0,28.5,84.0,9.57,2022-04-22 19:02:10,,-0.33,22.0,2022,4,22,19,0.81,300.0
-11.800000000000011,86.0,728.63,-11.800000000000011,9.547,3,24.0,51.0,84.0,50.514903,-84.8099787,181.0,29.0,83.5,9.547,2022-04-22 19:02:11,,0.0,22.0,2022,4,22,19,0.81,300.0
-11.600000000000023,86.0,738.31,-11.600000000000023,8.981,3,24.5,51.0,85.0,50.5149738,-84.8098762,123.0,29.0,83.5,8.981,2022-04-22 19:02:12,,0.02,22.0,2022,4,22,19,0.81,300.0
-11.399999999999977,86.0,746.52,-11.399999999999977,7.786,3,24.5,51.0,85.0,50.5150309,-84.8097858,60.0,29.0,83.5,7.786,2022-04-22 19:02:13,,0.6,22.0,2022,4,22,19,0.81,300.0
-11.399999999999977,83.0,753.69,-11.399999999999977,6.617,3,24.5,51.0,85.0,50.5150716,-84.8096976,4.0,29.0,83.5,6.617,2022-04-22 19:02:14,,1.3,22.0,2022,4,22,19,0.81,300.0
-11.199999999999989,57.0,759.93,-11.199999999999989,5.764,3,24.5,47.0,85.0,50.5151076,-84.8096215,5.0,29.0,83.5,5.764,2022-04-22 19:02:15,,1.51,22.0,2022,4,22,19,0.81,300.0
-11.0,31.0,765.29,-11.0,4.916,3,24.5,43.0,85.0,50.5151437,-84.809561,6.0,29.0,83.5,4.916,2022-04-22 19:02:16,,1.68,22.0,2022,4,22,19,0.81,300.0
-11.0,17.0,770.16,-11.0,4.764,3,22.5,42.0,77.5,50.5151848,-84.8095174,31.0,27.5,80.5,4.764,2022-04-22 19:02:17,,1.79,22.0,2022,4,22,19,0.81,300.0
-11.0,20.0,775.03,-11.0,5.094,3,16.5,48.0,57.5,50.5152254,-84.8094731,99.0,23.0,72.5,5.094,2022-04-22 19:02:18,,1.62,22.0,2022,4,22,19,0.81,300.0
-10.800000000000011,24.0,780.39,-10.800000000000011,5.387,3,11.0,54.0,37.5,50.5152687,-84.809422,166.0,18.5,64.5,5.387,2022-04-22 19:02:19,,1.45,21.0,2022,4,22,19,0.81,300.0
-11.0,28.0,786.67,-11.0,6.162,3,5.0,60.0,18.0,50.5153205,-84.8093638,233.0,14.0,56.5,6.162,2022-04-22 19:02:20,,1.27,21.0,2022,4,22,19,0.81,300.0
-11.0,59.0,793.01,-11.0,6.738,3,3.0,62.0,10.5,50.5153731,-84.8093054,326.0,12.5,53.5,6.738,2022-04-22 19:02:21,,0.54,21.0,2022,4,22,19,0.81,300.0
-10.800000000000011,82.0,799.96,-10.800000000000011,7.008,3,3.0,62.0,10.5,50.5154337,-84.8092466,351.0,12.5,53.5,7.008,2022-04-22 19:02:22,,0.0,21.0,2022,4,22,19,0.81,300.0
-11.0,87.0,806.67,-11.0,6.983,3,15.5,62.0,52.0,50.5154915,-84.8091887,349.0,21.5,75.5,6.983,2022-04-22 19:02:23,,0.0,21.0,2022,4,22,19,0.81,300.0
-11.0,89.0,814.03,-11.0,7.177,3,28.0,62.0,92.5,50.5155537,-84.8091228,413.0,30.0,96.5,7.177,2022-04-22 19:02:24,,0.0,21.0,2022,4,22,19,0.81,300.0
-11.0,92.0,821.35,-11.0,7.609,3,25.0,42.0,90.5,50.5156132,-84.8090536,358.0,23.5,85.0,7.609,2022-04-22 19:02:25,,0.0,21.0,2022,4,22,19,0.81,300.0
-11.0,96.0,829.23,-11.0,7.661,3,22.0,41.0,78.5,50.5156745,-84.8089748,253.0,24.0,89.0,7.661,2022-04-22 19:02:26,,0.0,21.0,2022,4,22,19,0.81,300.0
-11.0,95.0,837.56,-11.0,8.032,3,26.5,46.0,87.5,50.5157369,-84.8088885,294.0,25.5,83.0,8.032,2022-04-22 19:02:27,,0.0,21.0,2022,4,22,19,0.81,300.0
-10.800000000000011,93.0,845.76,-10.800000000000011,8.199,3,29.5,54.0,94.0,50.5158,-84.8088056,252.0,27.0,76.5,8.199,2022-04-22 19:02:28,,0.0,21.0,2022,4,22,19,0.81,300.0
-10.800000000000011,91.0,854.35,-10.800000000000011,8.495,3,27.0,59.0,87.5,50.5158646,-84.8087168,247.0,27.0,76.5,8.495,2022-04-22 19:02:29,,0.01,21.0,2022,4,22,19,0.81,300.0
-10.600000000000023,90.0,863.09,-10.600000000000023,8.512,3,25.0,63.0,84.0,50.5159322,-84.8086292,251.0,26.5,77.0,8.512,2022-04-22 19:02:30,,0.35,21.0,2022,4,22,19,0.81,300.0
-10.600000000000023,95.0,871.55,-10.600000000000023,8.684,3,27.0,65.0,98.0,50.5159962,-84.8085421,317.0,24.5,80.5,8.684,2022-04-22 19:02:31,,0.85,21.0,2022,4,22,19,0.81,300.0
-10.399999999999977,96.0,881.05,-10.399999999999977,9.0,3,24.0,54.0,92.5,50.516071,-84.8084487,262.0,24.0,78.5,9.0,2022-04-22 19:02:32,,1.14,21.0,2022,4,22,19,0.81,300.0
-10.399999999999977,98.0,890.25,-10.399999999999977,9.044,3,24.0,46.0,91.0,50.5161437,-84.8083583,174.0,24.0,83.5,9.044,2022-04-22 19:02:33,,1.28,21.0,2022,4,22,19,0.81,300.0
-10.199999999999989,99.0,899.51,-10.199999999999989,9.148,3,22.5,43.0,81.5,50.5162135,-84.8082629,97.0,24.5,89.5,9.148,2022-04-22 19:02:34,,1.17,21.0,2022,4,22,19,0.81,300.0
-10.0,100.0,908.6,-10.0,8.819,3,15.0,42.0,54.5,50.516285,-84.8081733,51.0,26.5,89.0,8.819,2022-04-22 19:02:35,,1.12,21.0,2022,4,22,19,0.81,300.0
-10.199999999999989,98.0,917.22,-10.199999999999989,8.573,3,14.5,43.0,51.0,50.5163518,-84.808087,92.0,24.5,83.5,8.573,2022-04-22 19:02:36,,1.16,21.0,2022,4,22,19,0.81,300.0
-10.199999999999989,97.0,925.73,-10.199999999999989,8.474,3,14.5,45.0,50.0,50.5164184,-84.8080026,143.0,22.5,77.0,8.474,2022-04-22 19:02:37,,0.55,21.0,2022,4,22,19,0.81,300.0
-10.399999999999977,95.0,934.42,-10.399999999999977,8.287,3,15.0,46.0,49.5,50.5164894,-84.8079209,194.0,20.5,71.0,8.287,2022-04-22 19:02:38,,0.0,21.0,2022,4,22,19,0.81,300.0
-10.399999999999977,94.0,942.35,-10.399999999999977,7.574,3,15.0,48.0,49.0,50.5165535,-84.8078453,244.0,18.5,65.0,7.574,2022-04-22 19:02:39,,0.0,21.0,2022,4,22,19,0.81,300.0
-10.399999999999977,92.0,949.18,-10.399999999999977,5.252,3,15.0,49.0,48.0,50.5166077,-84.8077788,295.0,16.5,58.5,5.252,2022-04-22 19:02:40,,0.0,21.0,2022,4,22,19,0.81,300.0
-10.399999999999977,90.0,954.21,-10.399999999999977,4.249,3,15.0,51.0,47.5,50.5166503,-84.8077338,346.0,14.5,52.5,4.249,2022-04-22 19:02:41,,0.0,21.0,2022,4,22,19,0.81,300.0
-10.399999999999977,89.0,958.75,-10.399999999999977,4.229,3,15.0,53.0,47.0,50.5166817,-84.8076836,397.0,12.5,46.0,4.229,2022-04-22 19:02:42,,0.0,21.0,2022,4,22,19,0.81,300.0
-10.399999999999977,87.0,963.83,-10.399999999999977,5.013,3,15.5,54.0,46.0,50.5167198,-84.807631,448.0,10.5,40.0,5.013,2022-04-22 19:02:43,,0.0,21.0,2022,4,22,19,0.81,300.0
-10.600000000000023,86.0,968.9,-10.600000000000023,4.953,3,15.5,56.0,45.5,50.5167633,-84.8075869,499.0,8.5,34.0,4.953,2022-04-22 19:02:44,,-0.01,21.0,2022,4,22,19,0.81,300.0
