heart_rate,timestamp,battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
160,2022-04-11 16:58:07,,74.0,22.0,55.0,89.5,403.0,17.0,80.5,19.0,9893.52,8.851,3.0,50.4778755,-84.9012061,8.851,60.200000000000045,60.200000000000045,0.38,2022,4,11,16,4.25,311.0
160,2022-04-11 16:58:08,,74.0,22.0,53.0,89.5,440.0,17.0,80.5,19.0,9902.27,8.737,3.0,50.4778736,-84.9010795,8.737,60.39999999999998,60.39999999999998,1.07,2022,4,11,16,4.25,311.0
159,2022-04-11 16:58:09,,75.0,23.0,54.0,95.0,483.0,18.5,88.0,19.0,9911.53,9.012,3.0,50.4778705,-84.9009457,9.012,60.39999999999998,60.39999999999998,1.27,2022,4,11,16,4.25,311.0
159,2022-04-11 16:58:10,,76.0,22.5,53.0,96.0,501.0,20.0,94.0,20.0,9921.33,9.399,3.0,50.4778563,-84.9008052,9.399,60.39999999999998,60.39999999999998,0.97,2022,4,11,16,4.25,311.0
159,2022-04-11 16:58:11,,78.0,21.5,51.0,95.0,508.0,21.5,97.5,20.0,9930.49,9.199,3.0,50.4778401,-84.9006744,9.199,60.60000000000002,60.60000000000002,0.84,2022,4,11,16,4.25,311.0
159,2022-04-11 16:58:12,,80.0,21.0,51.0,94.0,516.0,20.0,96.0,20.0,9940.0,9.247,3.0,50.4778189,-84.9005399,9.247,61.0,61.0,0.96,2022,4,11,16,4.25,311.0
160,2022-04-11 16:58:13,,81.0,21.5,51.0,96.5,550.0,20.5,96.5,20.0,9949.74,9.469,3.0,50.4777871,-84.9004056,9.469,61.200000000000045,61.200000000000045,1.15,2022,4,11,16,4.25,311.0
161,2022-04-11 16:58:14,,81.0,23.5,50.0,98.0,598.0,20.5,97.0,20.0,9959.37,9.34,3.0,50.4777539,-84.9002737,9.34,61.39999999999998,61.39999999999998,1.48,2022,4,11,16,4.25,311.0
162,2022-04-11 16:58:15,,81.0,24.5,49.0,98.5,601.0,21.5,98.0,20.0,9968.26,8.802,3.0,50.4777259,-84.9001507,8.802,61.60000000000002,61.60000000000002,2.0,2022,4,11,16,4.25,311.0
162,2022-04-11 16:58:16,,81.0,23.5,48.0,97.5,537.0,23.5,99.5,20.0,9976.83,8.703,3.0,50.4776966,-84.9000331,8.703,62.0,62.0,2.55,2022,4,11,16,4.25,311.0
162,2022-04-11 16:58:17,,80.0,25.0,48.0,96.0,448.0,26.0,99.0,20.0,9986.47,8.776,3.0,50.4776574,-84.899904,8.776,62.39999999999998,62.39999999999998,3.08,2022,4,11,16,4.25,311.0
162,2022-04-11 16:58:18,,79.0,25.0,50.0,96.0,375.0,26.0,99.0,20.0,9995.0,8.329,3.0,50.4776207,-84.8997909,8.329,62.799999999999955,62.799999999999955,3.53,2022,4,11,16,4.25,311.0
162,2022-04-11 16:58:19,,78.0,22.0,50.0,90.0,372.0,23.0,95.5,20.0,10002.92,7.633,3.0,50.4775899,-84.8996841,7.633,63.200000000000045,63.200000000000045,3.89,2022,4,11,16,4.25,311.0
162,2022-04-11 16:58:20,,78.0,20.5,50.0,88.0,400.0,20.5,92.5,20.0,10011.34,7.911,3.0,50.4775522,-84.8995733,7.911,63.60000000000002,63.60000000000002,4.31,2022,4,11,16,4.25,311.0
163,2022-04-11 16:58:21,,80.0,22.0,50.0,92.5,421.0,20.5,92.5,20.0,10019.04,7.472,3.0,50.4775167,-84.8994728,7.472,63.799999999999955,63.799999999999955,4.56,2022,4,11,16,4.25,311.0
162,2022-04-11 16:58:22,,79.0,22.5,51.0,93.0,414.0,20.0,92.0,20.0,10026.29,7.121,3.0,50.4774822,-84.8993788,7.121,64.0,64.0,4.17,2022,4,11,16,4.25,311.0
162,2022-04-11 16:58:23,,79.0,22.5,52.0,93.5,399.0,20.0,93.0,20.0,10034.0,7.746,3.0,50.4774423,-84.8992809,7.746,64.39999999999998,64.39999999999998,3.62,2022,4,11,16,4.25,311.0
162,2022-04-11 16:58:24,,80.0,21.0,51.0,92.0,330.0,19.5,93.5,20.0,10042.46,7.905,3.0,50.4773988,-84.8991734,7.905,64.79999999999995,64.79999999999995,3.51,2022,4,11,16,4.25,311.0
163,2022-04-11 16:58:25,,82.0,17.5,40.0,77.5,201.0,18.0,94.0,20.0,10050.76,8.243,3.0,50.4773589,-84.8990661,8.243,65.0,65.0,3.38,2022,4,11,16,4.25,311.0
163,2022-04-11 16:58:26,,82.0,17.0,26.0,61.0,182.0,18.0,94.0,20.0,10059.08,8.16,3.0,50.4773172,-84.8989596,8.16,65.20000000000005,65.20000000000005,3.19,2022,4,11,16,4.25,311.0
162,2022-04-11 16:58:27,,83.0,17.0,26.0,61.0,123.0,18.0,94.0,20.0,10067.74,8.283,3.0,50.4772706,-84.8988512,8.283,65.39999999999998,65.39999999999998,3.35,2022,4,11,16,4.25,311.0
161,2022-04-11 16:58:28,,88.0,16.5,45.0,56.5,129.0,22.0,79.0,20.0,10076.32,8.133,3.0,50.4772208,-84.8987468,8.133,65.39999999999998,65.39999999999998,3.33,2022,4,11,16,4.25,311.0
161,2022-04-11 16:58:29,,89.0,16.5,53.0,55.0,158.0,23.0,75.0,20.0,10084.59,8.1,3.0,50.4771688,-84.8986496,8.1,65.60000000000002,65.60000000000002,2.87,2022,4,11,16,4.25,311.0
160,2022-04-11 16:58:30,,89.0,17.0,59.0,58.0,169.0,22.5,72.5,20.0,10092.66,7.953,3.0,50.4771162,-84.8985568,7.953,65.79999999999995,65.79999999999995,2.43,2022,4,11,16,4.25,311.0
160,2022-04-11 16:58:31,,89.0,20.5,52.0,70.5,158.0,20.0,62.0,20.0,10100.87,7.97,3.0,50.4770676,-84.8984579,7.97,65.79999999999995,65.79999999999995,1.96,2022,4,11,16,4.25,311.0
160,2022-04-11 16:58:32,,91.0,24.0,58.0,85.0,231.0,18.0,57.5,20.0,10109.03,8.058,3.0,50.4770176,-84.8983609,8.058,65.60000000000002,65.60000000000002,1.07,2022,4,11,16,4.25,311.0
160,2022-04-11 16:58:33,,95.0,26.5,53.0,94.0,288.0,21.0,67.5,20.0,10117.3,8.082,3.0,50.476964,-84.8982653,8.082,65.39999999999998,65.39999999999998,0.25,2022,4,11,16,4.25,311.0
160,2022-04-11 16:58:34,,98.0,27.5,45.0,97.0,307.0,25.0,81.5,20.0,10125.51,8.12,3.0,50.4769119,-84.8981697,8.12,65.20000000000005,65.20000000000005,-0.23,2022,4,11,16,4.25,311.0
159,2022-04-11 16:58:35,,99.0,25.5,45.0,91.0,261.0,24.0,84.0,20.0,10134.61,8.766,3.0,50.4768515,-84.8980661,8.766,65.20000000000005,65.20000000000005,-0.72,2022,4,11,16,4.25,311.0
159,2022-04-11 16:58:36,,100.0,25.5,44.0,91.0,290.0,24.0,84.0,20.0,10143.86,9.249,3.0,50.4767861,-84.8979654,9.249,65.20000000000005,65.20000000000005,-1.06,2022,4,11,16,4.25,311.0
158,2022-04-11 16:58:37,,101.0,30.5,40.0,97.0,329.0,26.0,82.5,20.0,10153.19,9.148,3.0,50.4767188,-84.8978652,9.148,65.20000000000005,65.20000000000005,-1.05,2022,4,11,16,4.25,311.0
158,2022-04-11 16:58:38,,95.0,32.5,49.0,99.5,327.0,26.5,82.0,20.0,10162.67,8.957,3.0,50.4766471,-84.8977678,8.957,65.20000000000005,65.20000000000005,-0.82,2022,4,11,16,4.25,311.0
157,2022-04-11 16:58:39,,94.0,32.5,58.0,99.5,364.0,26.5,82.0,20.0,10172.45,9.37,3.0,50.4765721,-84.8976688,9.37,65.20000000000005,65.20000000000005,-0.43,2022,4,11,16,4.25,311.0
157,2022-04-11 16:58:40,,96.0,32.5,53.0,99.5,298.0,26.5,82.0,20.0,10182.42,9.305,3.0,50.4764947,-84.8975691,9.305,65.0,65.0,-0.1,2022,4,11,16,4.25,311.0
156,2022-04-11 16:58:41,,97.0,21.0,53.0,82.5,251.0,27.0,91.0,20.0,10192.15,9.544,3.0,50.4764209,-84.8974695,9.544,65.0,65.0,-0.15,2022,4,11,16,4.25,311.0
157,2022-04-11 16:58:42,,97.0,23.5,53.0,86.0,257.0,26.5,86.0,20.0,10202.12,9.591,3.0,50.476345,-84.8973677,9.591,65.0,65.0,-0.24,2022,4,11,16,4.25,311.0
156,2022-04-11 16:58:43,,97.0,24.5,49.0,90.0,286.0,26.5,83.0,20.0,10212.57,9.982,3.0,50.4762648,-84.8972619,9.982,65.20000000000005,65.20000000000005,-0.09,2022,4,11,16,4.25,311.0
155,2022-04-11 16:58:44,,97.0,25.5,44.0,93.5,321.0,26.0,84.5,20.0,10223.13,10.002,3.0,50.476182,-84.8971574,10.002,65.20000000000005,65.20000000000005,0.0,2022,4,11,16,4.25,311.0
156,2022-04-11 16:58:45,,97.0,27.0,44.0,96.5,337.0,26.5,91.5,20.0,10233.23,9.923,3.0,50.4761033,-84.8970567,9.923,65.39999999999998,65.39999999999998,0.19,2022,4,11,16,4.25,311.0
156,2022-04-11 16:58:46,,97.0,24.5,49.0,90.5,286.0,29.0,88.5,20.0,10243.72,10.067,3.0,50.4760233,-84.8969498,10.067,65.39999999999998,65.39999999999998,0.55,2022,4,11,16,4.25,311.0
157,2022-04-11 16:58:47,,98.0,27.5,52.0,97.0,371.0,27.0,84.5,20.0,10254.03,10.065,3.0,50.4759474,-84.8968413,10.065,65.39999999999998,65.39999999999998,0.69,2022,4,11,16,4.25,311.0
158,2022-04-11 16:58:48,,99.0,28.5,53.0,97.0,447.0,27.0,87.0,20.0,10264.42,10.188,3.0,50.4758662,-84.8967383,10.188,65.39999999999998,65.39999999999998,0.44,2022,4,11,16,4.25,311.0
157,2022-04-11 16:58:49,,99.0,29.0,53.0,94.5,376.0,29.0,93.5,20.0,10274.39,9.788,3.0,50.4757887,-84.8966387,9.788,65.60000000000002,65.60000000000002,0.11,2022,4,11,16,4.25,311.0
156,2022-04-11 16:58:50,,73.0,35.0,53.0,99.0,302.0,29.0,93.5,20.0,10284.9,10.05,3.0,50.4757117,-84.8965275,10.05,65.39999999999998,65.39999999999998,0.0,2022,4,11,16,4.25,311.0
155,2022-04-11 16:58:51,,80.0,27.5,60.0,93.5,324.0,31.5,96.5,20.0,10295.29,10.185,3.0,50.4756429,-84.8964092,10.185,65.39999999999998,65.39999999999998,0.0,2022,4,11,16,4.25,311.0
156,2022-04-11 16:58:52,,99.0,25.5,64.0,93.5,281.0,31.5,96.0,20.0,10305.98,10.218,3.0,50.4755815,-84.8962786,10.218,65.79999999999995,65.79999999999995,0.24,2022,4,11,16,4.25,311.0
156,2022-04-11 16:58:53,,99.0,28.5,64.0,98.5,250.0,30.0,92.5,20.0,10316.63,10.603,3.0,50.4755266,-84.8961434,10.603,65.79999999999995,65.79999999999995,0.61,2022,4,11,16,4.25,311.0
155,2022-04-11 16:58:54,,99.0,21.5,51.0,77.0,262.0,25.5,85.5,19.0,10327.38,10.606,3.0,50.475478,-84.8960024,10.606,66.0,66.0,0.79,2022,4,11,16,4.25,311.0
154,2022-04-11 16:58:55,,99.0,21.5,53.0,88.0,225.0,26.5,81.5,19.0,10337.84,10.27,3.0,50.475439,-84.8958604,10.27,66.0,66.0,0.86,2022,4,11,16,4.25,311.0
154,2022-04-11 16:58:56,,98.0,19.5,56.0,78.0,230.0,26.0,80.0,19.0,10347.69,9.707,3.0,50.4754068,-84.8957247,9.707,65.60000000000002,65.60000000000002,0.62,2022,4,11,16,4.25,311.0
154,2022-04-11 16:58:57,,97.0,18.5,55.0,73.5,294.0,25.5,79.0,19.0,10357.89,10.033,3.0,50.475371,-84.8955852,10.033,65.20000000000005,65.20000000000005,-0.18,2022,4,11,16,4.25,311.0
154,2022-04-11 16:58:58,,98.0,23.0,51.0,82.5,306.0,27.0,83.5,19.0,10368.28,10.136,3.0,50.4753349,-84.8954429,10.136,65.20000000000005,65.20000000000005,-0.88,2022,4,11,16,4.25,311.0
154,2022-04-11 16:58:59,,98.0,29.5,50.0,95.5,308.0,29.5,90.5,19.0,10378.98,10.327,3.0,50.4752972,-84.8952966,10.327,65.20000000000005,65.20000000000005,-1.2,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:00,,99.0,29.5,45.0,95.5,290.0,29.5,90.5,19.0,10389.9,10.672,3.0,50.4752574,-84.895148,10.672,65.20000000000005,65.20000000000005,-1.41,2022,4,11,16,4.25,311.0
153,2022-04-11 16:59:01,,101.0,29.0,50.0,93.0,285.0,24.5,87.0,19.0,10401.13,10.813,3.0,50.4752191,-84.894994,10.813,65.0,65.0,-1.24,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:02,,103.0,26.0,52.0,82.5,282.0,33.0,92.0,19.0,10412.3,10.993,3.0,50.4751795,-84.8948415,10.993,64.60000000000002,64.60000000000002,-0.87,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:03,,104.0,24.0,52.0,76.5,279.0,39.0,95.5,19.0,10423.29,10.685,3.0,50.4751404,-84.8946914,10.685,64.20000000000005,64.20000000000005,-1.05,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:04,,104.0,24.5,54.0,91.0,275.0,26.0,80.0,19.0,10434.27,10.313,3.0,50.4751045,-84.89454,10.313,64.0,64.0,-1.66,2022,4,11,16,4.25,311.0
155,2022-04-11 16:59:05,,103.0,23.0,46.0,90.0,275.0,29.0,76.5,19.0,10445.09,10.443,3.0,50.4750689,-84.894391,10.443,63.799999999999955,63.799999999999955,-2.17,2022,4,11,16,4.25,311.0
155,2022-04-11 16:59:06,,102.0,24.5,52.0,86.0,240.0,29.0,76.5,19.0,10455.78,10.303,3.0,50.475031,-84.8942449,10.303,63.39999999999998,63.39999999999998,-2.62,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:07,,101.0,24.0,54.0,82.5,240.0,28.5,77.5,19.0,10466.22,10.282,3.0,50.4749951,-84.8941018,10.282,63.200000000000045,63.200000000000045,-2.98,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:08,,101.0,21.5,54.0,77.5,250.0,26.0,81.0,19.0,10476.64,10.174,3.0,50.4749578,-84.8939597,10.174,62.799999999999955,62.799999999999955,-2.99,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:09,,100.0,21.5,46.0,77.5,259.0,26.0,81.0,19.0,10486.6,9.826,3.0,50.4749241,-84.893823,9.826,63.0,63.0,-2.51,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:10,,99.0,25.5,46.0,85.5,295.0,28.0,84.0,19.0,10496.72,9.766,3.0,50.4748899,-84.893684,9.766,63.200000000000045,63.200000000000045,-1.88,2022,4,11,16,4.25,311.0
155,2022-04-11 16:59:11,,99.0,32.5,53.0,99.0,296.0,31.5,89.0,19.0,10506.74,9.874,3.0,50.4748566,-84.8935461,9.874,63.0,63.0,-1.1,2022,4,11,16,4.25,311.0
155,2022-04-11 16:59:12,,99.0,25.0,49.0,85.5,269.0,25.5,83.0,19.0,10516.47,9.487,3.0,50.474826,-84.8934115,9.487,62.799999999999955,62.799999999999955,-0.29,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:13,,99.0,23.0,49.0,82.5,259.0,27.0,82.5,19.0,10526.35,9.528,3.0,50.4747905,-84.8932768,9.528,62.60000000000002,62.60000000000002,0.0,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:14,,98.0,21.0,45.0,81.5,294.0,23.5,79.5,19.0,10536.67,9.818,3.0,50.4747551,-84.8931353,9.818,62.39999999999998,62.39999999999998,-0.42,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:15,,96.0,20.0,43.0,78.5,208.0,22.0,80.0,19.0,10546.52,9.723,3.0,50.4747253,-84.8929985,9.723,62.39999999999998,62.39999999999998,-1.08,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:16,,96.0,20.0,47.0,73.5,219.0,23.0,79.5,19.0,10556.53,9.681,3.0,50.4746956,-84.8928593,9.681,62.60000000000002,62.60000000000002,-1.33,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:17,,95.0,23.0,54.0,74.5,270.0,25.5,73.0,19.0,10566.09,9.498,3.0,50.4746673,-84.8927263,9.498,62.60000000000002,62.60000000000002,-1.16,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:18,,95.0,22.5,54.0,75.0,280.0,26.5,81.5,19.0,10576.09,9.937,3.0,50.4746338,-84.8925889,9.937,62.799999999999955,62.799999999999955,-0.62,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:19,,96.0,21.0,60.0,79.5,372.0,25.0,78.0,19.0,10585.98,9.805,3.0,50.474605,-84.8924512,9.805,63.200000000000045,63.200000000000045,0.35,2022,4,11,16,4.25,311.0
157,2022-04-11 16:59:20,,97.0,22.5,62.0,86.0,611.0,24.0,79.5,19.0,10596.15,10.328,3.0,50.4745852,-84.8923065,10.328,63.200000000000045,63.200000000000045,1.29,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:21,,101.0,27.5,61.0,97.5,725.0,24.0,89.5,19.0,10607.2,10.755,3.0,50.4745678,-84.8921483,10.755,63.200000000000045,63.200000000000045,1.53,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:22,,108.0,23.5,49.0,90.5,210.0,22.0,96.0,19.0,10618.07,10.728,3.0,50.4745566,-84.8919917,10.728,63.200000000000045,63.200000000000045,1.34,2022,4,11,16,4.25,311.0
157,2022-04-11 16:59:23,,107.0,17.5,42.0,71.5,171.0,28.0,97.0,19.0,10628.96,10.718,3.0,50.4745505,-84.8918345,10.718,63.200000000000045,63.200000000000045,0.83,2022,4,11,16,4.25,311.0
157,2022-04-11 16:59:24,,104.0,17.0,42.0,64.0,156.0,23.0,75.0,19.0,10639.88,10.597,3.0,50.4745448,-84.8916766,10.597,63.200000000000045,63.200000000000045,0.22,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:25,,104.0,17.0,46.0,62.0,142.0,21.5,69.0,19.0,10650.58,10.381,3.0,50.4745413,-84.8915219,10.381,62.799999999999955,62.799999999999955,-0.17,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:26,,103.0,17.0,48.0,62.0,132.0,21.5,67.0,19.0,10660.9,10.133,3.0,50.4745437,-84.8913725,10.133,62.39999999999998,62.39999999999998,-0.66,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:27,,102.0,17.5,46.0,62.5,132.0,21.0,63.0,19.0,10671.29,9.949,3.0,50.4745502,-84.8912226,9.949,62.200000000000045,62.200000000000045,-1.28,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:28,,99.0,17.5,52.0,60.5,124.0,21.0,63.0,19.0,10681.36,9.866,3.0,50.4745621,-84.8910777,9.866,62.0,62.0,-1.76,2022,4,11,16,4.25,311.0
157,2022-04-11 16:59:29,,97.0,18.5,53.0,63.0,169.0,19.5,60.0,19.0,10691.65,10.025,3.0,50.4745756,-84.89093,10.025,61.799999999999955,61.799999999999955,-2.22,2022,4,11,16,4.25,311.0
157,2022-04-11 16:59:30,,96.0,24.5,53.0,79.5,207.0,17.5,57.0,19.0,10701.72,9.87,3.0,50.4746039,-84.8907895,9.87,61.799999999999955,61.799999999999955,-2.47,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:31,,96.0,30.0,53.0,96.0,235.0,18.5,61.5,19.0,10711.69,9.868,3.0,50.4746377,-84.8906525,9.868,61.799999999999955,61.799999999999955,-2.11,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:32,,96.0,25.5,51.0,87.0,278.0,26.0,80.5,19.0,10721.47,9.722,3.0,50.4746714,-84.8905185,9.722,61.799999999999955,61.799999999999955,-1.4,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:33,,97.0,25.5,53.0,87.0,281.0,26.0,80.5,19.0,10730.86,9.214,3.0,50.4747052,-84.8903906,9.214,61.799999999999955,61.799999999999955,-0.88,2022,4,11,16,4.25,311.0
157,2022-04-11 16:59:34,,98.0,22.5,46.0,82.5,267.0,28.0,85.0,19.0,10740.76,9.817,3.0,50.4747391,-84.8902548,9.817,61.60000000000002,61.60000000000002,-0.46,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:35,,99.0,21.0,46.0,80.0,270.0,29.5,87.5,19.0,10751.3,10.302,3.0,50.4747709,-84.8901084,10.302,61.39999999999998,61.39999999999998,-0.12,2022,4,11,16,4.25,311.0
157,2022-04-11 16:59:36,,100.0,22.0,52.0,81.0,277.0,27.5,85.0,19.0,10761.39,9.937,3.0,50.4748023,-84.8899686,9.937,61.39999999999998,61.39999999999998,-0.21,2022,4,11,16,4.25,311.0
156,2022-04-11 16:59:37,,101.0,25.5,54.0,84.5,257.0,21.5,77.5,19.0,10771.15,9.938,3.0,50.4748311,-84.8898329,9.938,61.200000000000045,61.200000000000045,-0.72,2022,4,11,16,4.25,311.0
155,2022-04-11 16:59:38,,101.0,25.5,55.0,83.0,247.0,24.0,79.5,19.0,10782.11,10.385,3.0,50.474866,-84.8896814,10.385,61.200000000000045,61.200000000000045,-1.01,2022,4,11,16,4.25,311.0
155,2022-04-11 16:59:39,,101.0,25.5,55.0,82.5,237.0,24.0,77.5,19.0,10792.39,10.05,3.0,50.4748947,-84.8895379,10.05,61.200000000000045,61.200000000000045,-0.9,2022,4,11,16,4.25,311.0
155,2022-04-11 16:59:40,,101.0,25.0,53.0,80.5,242.0,22.5,72.5,19.0,10803.03,10.284,3.0,50.4749139,-84.8893861,10.284,61.200000000000045,61.200000000000045,-0.75,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:41,,101.0,23.0,52.0,78.0,267.0,22.0,70.5,19.0,10813.56,10.444,3.0,50.4749231,-84.8892343,10.444,61.0,61.0,-0.67,2022,4,11,16,4.25,311.0
153,2022-04-11 16:59:42,,102.0,24.0,52.0,84.5,279.0,24.0,74.0,19.0,10824.54,10.755,3.0,50.4749245,-84.8890755,10.755,61.0,61.0,-0.48,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:43,,101.0,26.5,53.0,90.0,346.0,23.0,78.0,19.0,10834.83,10.155,3.0,50.4749194,-84.8889267,10.155,61.0,61.0,-0.15,2022,4,11,16,4.25,311.0
153,2022-04-11 16:59:44,,101.0,27.0,53.0,93.0,239.0,26.5,84.5,19.0,10844.9,9.758,3.0,50.4749031,-84.8887827,9.758,61.200000000000045,61.200000000000045,0.0,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:45,,105.0,26.5,55.0,93.5,222.0,28.5,88.0,19.0,10854.36,9.333,3.0,50.4748829,-84.8886486,9.333,61.39999999999998,61.39999999999998,0.0,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:46,,114.0,27.0,78.0,92.0,385.0,28.5,88.5,19.0,10863.33,8.742,3.0,50.4748593,-84.8885228,8.742,61.60000000000002,61.60000000000002,0.2,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:47,,110.0,27.5,57.0,93.5,472.0,11.0,42.0,19.0,10872.14,8.75,3.0,50.474836,-84.8883993,8.75,61.60000000000002,61.60000000000002,0.71,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:48,,108.0,33.5,50.0,97.5,474.0,26.0,73.0,19.0,10881.67,8.997,3.0,50.4748141,-84.8882646,8.997,61.799999999999955,61.799999999999955,1.09,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:49,,106.0,35.0,48.0,99.5,493.0,36.0,96.0,19.0,10890.94,8.939,3.0,50.4747984,-84.8881321,8.939,62.0,62.0,1.23,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:50,,105.0,33.0,48.0,99.0,489.0,37.0,99.5,19.0,10899.73,9.111,3.0,50.474785,-84.8880062,9.111,62.200000000000045,62.200000000000045,1.38,2022,4,11,16,4.25,311.0
154,2022-04-11 16:59:51,,106.0,31.0,48.0,100.0,513.0,35.0,99.5,19.0,10909.04,9.074,3.0,50.4747727,-84.8878724,9.074,62.60000000000002,62.60000000000002,1.81,2022,4,11,16,4.25,311.0
153,2022-04-11 16:59:52,,107.0,31.0,47.0,99.0,461.0,32.5,99.0,19.0,10918.21,8.911,3.0,50.4747605,-84.8877409,8.911,62.799999999999955,62.799999999999955,2.45,2022,4,11,16,4.25,311.0
153,2022-04-11 16:59:53,,106.0,30.5,47.0,98.0,474.0,30.5,97.0,19.0,10927.02,8.741,3.0,50.4747465,-84.8876147,8.741,63.0,63.0,2.82,2022,4,11,16,4.25,311.0
152,2022-04-11 16:59:54,,106.0,30.5,47.0,98.0,462.0,29.0,95.5,19.0,10934.22,8.929,3.0,50.4747319,-84.8875124,8.929,63.0,63.0,2.9,2022,4,11,16,4.25,311.0
152,2022-04-11 16:59:55,,107.0,29.0,45.0,94.0,367.0,29.5,96.5,19.0,10944.72,8.93,3.0,50.474713,-84.8873627,8.93,63.200000000000045,63.200000000000045,2.76,2022,4,11,16,4.25,311.0
153,2022-04-11 16:59:56,,108.0,23.0,43.0,83.0,224.0,32.0,99.5,19.0,10952.45,8.941,3.0,50.4746992,-84.8872524,8.941,63.60000000000002,63.60000000000002,2.6,2022,4,11,16,4.25,311.0
152,2022-04-11 16:59:57,,108.0,22.5,47.0,82.5,196.0,32.0,99.5,19.0,10962.99,9.122,3.0,50.474683,-84.8871014,9.122,64.0,64.0,2.6,2022,4,11,16,4.25,311.0
152,2022-04-11 16:59:58,,107.0,19.5,46.0,69.0,183.0,25.0,79.5,19.0,10971.84,8.851,3.0,50.4746689,-84.8869747,8.851,64.20000000000005,64.20000000000005,2.76,2022,4,11,16,4.25,311.0
153,2022-04-11 16:59:59,,106.0,18.0,46.0,61.0,247.0,19.0,64.0,19.0,10980.66,8.639,3.0,50.4746532,-84.8868489,8.639,64.39999999999998,64.39999999999998,2.8,2022,4,11,16,4.25,311.0
152,2022-04-11 17:00:00,,100.0,24.5,52.0,83.5,197.0,18.0,73.0,19.0,10989.27,8.846,3.0,50.4746391,-84.8867259,8.846,64.39999999999998,64.39999999999998,2.69,2022,4,11,17,4.13,328.0
151,2022-04-11 17:00:01,,100.0,21.5,59.0,78.5,218.0,23.0,70.0,19.0,10998.36,9.028,3.0,50.4746193,-84.886597,9.028,64.60000000000002,64.60000000000002,2.37,2022,4,11,17,4.13,328.0
152,2022-04-11 17:00:02,,100.0,26.0,54.0,94.0,253.0,23.0,70.0,19.0,11007.41,8.929,3.0,50.4746006,-84.8864685,8.929,64.60000000000002,64.60000000000002,1.72,2022,4,11,17,4.13,328.0
153,2022-04-11 17:00:03,,101.0,23.5,52.0,86.5,201.0,25.5,77.0,19.0,11016.43,9.15,3.0,50.4745791,-84.8863412,9.15,64.39999999999998,64.39999999999998,0.9,2022,4,11,17,4.13,328.0
152,2022-04-11 17:00:04,,101.0,21.5,51.0,81.5,160.0,26.5,80.5,19.0,11025.19,9.118,3.0,50.4745578,-84.8862179,9.118,64.20000000000005,64.20000000000005,0.23,2022,4,11,17,4.13,328.0
152,2022-04-11 17:00:05,,102.0,21.5,52.0,81.5,198.0,26.5,80.5,19.0,11034.82,9.161,3.0,50.4745325,-84.8860826,9.161,64.20000000000005,64.20000000000005,0.0,2022,4,11,17,4.13,328.0
152,2022-04-11 17:00:06,,102.0,21.5,52.0,81.5,158.0,26.5,80.5,19.0,11044.36,9.449,3.0,50.4745048,-84.8859498,9.449,64.0,64.0,-0.36,2022,4,11,17,4.13,328.0
151,2022-04-11 17:00:07,,97.0,21.5,51.0,81.5,179.0,26.5,80.5,19.0,11053.84,9.525,3.0,50.4744775,-84.8858176,9.525,64.0,64.0,-1.02,2022,4,11,17,4.13,328.0
