cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,battery_soc,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
93.0,80,2879.53,9.659,2,50.5389914,-84.8215272,457.0,9.659,2023-02-02 15:04:49,,24.5,55.0,90.0,19.5,79.5,3.0,44.200000000000045,7.0,10.0,44.200000000000045,0.0,2023,2,2,15,5.81,319.0
85.0,81,2889.49,9.487,2,50.539055,-84.8216388,425.0,9.487,2023-02-02 15:04:50,,23.0,38.0,82.0,20.5,82.0,3.0,44.39999999999998,7.0,10.0,44.39999999999998,0.0,2023,2,2,15,5.81,319.0
68.0,81,2899.05,8.944,2,50.5391187,-84.8217497,408.0,8.944,2023-02-02 15:04:51,,22.0,27.0,75.0,21.5,88.0,3.0,44.39999999999998,7.0,10.0,44.39999999999998,0.0,2023,2,2,15,5.81,319.0
51.0,81,2907.45,7.68,2,50.539181,-84.8218355,390.0,7.68,2023-02-02 15:04:52,,25.5,22.0,79.0,21.5,86.0,3.0,44.39999999999998,7.0,10.0,44.39999999999998,0.0,2023,2,2,15,5.81,319.0
34.0,81,2914.28,6.43,2,50.5392363,-84.8219017,372.0,6.43,2023-02-02 15:04:53,,29.0,16.0,82.5,21.5,84.0,3.0,44.39999999999998,7.0,10.0,44.39999999999998,0.0,2023,2,2,15,5.81,319.0
35.0,82,2920.17,5.954,2,50.5392837,-84.8219527,201.0,5.954,2023-02-02 15:04:54,,32.5,11.0,86.0,21.5,81.5,3.0,44.39999999999998,7.0,10.0,44.39999999999998,0.0,2023,2,2,15,5.81,319.0
62.0,82,2927.63,6.343,3,50.5393558,-84.8219901,211.0,6.343,2023-02-02 15:04:55,,31.0,65.0,85.0,22.5,84.0,3.0,44.39999999999998,7.0,10.0,44.39999999999998,0.0,2023,2,2,15,5.81,319.0
105.0,82,2936.09,7.415,3,50.5394458,-84.821968,458.0,7.415,2023-02-02 15:04:56,,28.0,62.0,80.5,23.5,88.5,3.0,44.39999999999998,7.0,10.0,44.39999999999998,0.0,2023,2,2,15,5.81,319.0
111.0,83,2943.5,7.428,3,50.5395242,-84.8219564,529.0,7.428,2023-02-02 15:04:57,,24.5,40.0,76.5,25.0,92.5,3.0,44.39999999999998,7.0,10.0,44.39999999999998,0.0,2023,2,2,15,5.81,319.0
112.0,83,2951.25,7.666,3,50.5396081,-84.8219381,435.0,7.666,2023-02-02 15:04:58,,21.0,38.0,72.5,26.5,97.0,3.0,44.200000000000045,7.0,10.0,44.200000000000045,0.0,2023,2,2,15,5.81,319.0
111.0,83,2959.45,8.17,3,50.5396932,-84.8219173,346.0,8.17,2023-02-02 15:04:59,,18.5,42.0,77.5,26.0,94.0,3.0,44.200000000000045,7.0,10.0,44.200000000000045,0.0,2023,2,2,15,5.81,319.0
108.0,84,2967.49,8.043,3,50.5397762,-84.8218926,237.0,8.043,2023-02-02 15:05:00,,16.0,47.0,69.5,23.5,82.5,3.0,44.200000000000045,7.0,10.0,44.200000000000045,0.0,2023,2,2,15,5.81,319.0
95.0,84,2975.79,8.242,3,50.5398648,-84.821877,249.0,8.242,2023-02-02 15:05:01,,17.0,51.0,66.5,22.0,77.0,3.0,44.200000000000045,7.0,10.0,44.200000000000045,0.0,2023,2,2,15,5.81,319.0
86.0,84,2983.99,7.921,3,50.5399556,-84.8218678,307.0,7.921,2023-02-02 15:05:02,,21.0,51.0,80.5,23.5,85.0,3.0,44.0,7.0,10.0,44.0,0.0,2023,2,2,15,5.81,319.0
90.0,85,2991.47,7.744,3,50.5400343,-84.8218562,343.0,7.744,2023-02-02 15:05:03,,25.5,46.0,94.5,25.0,92.5,3.0,44.0,7.0,10.0,44.0,0.0,2023,2,2,15,5.81,319.0
93.0,85,2999.5,7.849,3,50.5401174,-84.821838,368.0,7.849,2023-02-02 15:05:04,,27.0,50.0,92.0,27.5,96.0,3.0,44.200000000000045,7.0,10.0,44.200000000000045,0.0,2023,2,2,15,5.81,319.0
95.0,85,3007.44,7.795,3,50.5402027,-84.8218198,382.0,7.795,2023-02-02 15:05:05,,26.0,51.0,89.5,26.5,96.0,3.0,44.200000000000045,7.0,10.0,44.200000000000045,0.0,2023,2,2,15,5.81,319.0
,85,3015.12,7.406,3,50.5402839,-84.8217968,,7.406,2023-02-02 15:05:06,,,,,,,3.0,44.0,7.0,10.0,44.0,0.0,2023,2,2,15,5.81,319.0
,85,3021.02,7.159,3,50.5403681,-84.821761,,7.159,2023-02-02 15:05:07,,,,,,,3.0,44.0,7.0,10.0,44.0,0.0,2023,2,2,15,5.81,319.0
