cadence,calories,distance,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,timestamp,battery_soc,heart_rate,left_right_balance,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
14,35,1728.93,5.555,3,21.0,81.0,50.5261933,-84.8129587,0,7.5,89.5,5.555,2023-05-16 13:41:36,,146.0,78.0,21.0,-21.399999999999977,5.0,7.0,-21.399999999999977,-0.37,2023,5,16,13,4.46,16.0
37,35,1733.72,4.938,3,21.0,82.5,50.5262393,-84.8129863,3,5.0,89.5,4.938,2023-05-16 13:41:37,,146.0,80.0,21.0,-21.19999999999999,5.0,7.0,-21.19999999999999,0.0,2023,5,16,13,4.46,16.0
48,35,1738.87,5.142,3,21.5,84.0,50.5262929,-84.8130131,15,2.5,89.5,5.142,2023-05-16 13:41:38,,146.0,83.0,21.0,-21.0,5.0,7.0,-21.0,0.07,2023,5,16,13,4.46,16.0
52,35,1743.5,4.771,3,21.5,85.5,50.5263375,-84.8130397,87,0.0,89.5,4.771,2023-05-16 13:41:39,,146.0,79.0,21.0,-20.80000000000001,5.0,7.0,-20.80000000000001,0.5,2023,5,16,13,4.46,16.0
51,35,1749.69,5.829,3,12.0,49.0,50.5264029,-84.8130682,99,19.5,89.5,5.829,2023-05-16 13:41:40,,146.0,55.0,21.0,-20.600000000000023,6.0,7.0,-20.600000000000023,1.27,2023,5,16,13,4.46,16.0
43,35,1755.62,5.887,3,17.0,69.5,50.5264572,-84.8131042,114,19.5,68.0,5.887,2023-05-16 13:41:41,,146.0,52.0,21.0,-20.600000000000023,6.0,7.0,-20.600000000000023,2.06,2023,5,16,13,4.46,16.0
48,35,1761.22,5.694,3,25.0,99.0,50.5265154,-84.8131313,236,15.0,50.0,5.694,2023-05-16 13:41:42,,146.0,49.0,21.0,-20.399999999999977,6.0,7.0,-20.399999999999977,2.62,2023,5,16,13,4.46,16.0
47,36,1767.59,6.188,3,26.0,96.0,50.5265802,-84.813168,283,19.5,66.0,6.188,2023-05-16 13:41:43,,146.0,48.0,21.0,-20.19999999999999,6.0,7.0,-20.19999999999999,2.8,2023,5,16,13,4.46,16.0
51,36,1774.22,6.54,3,27.0,93.0,50.5266472,-84.813195,334,24.5,82.0,6.54,2023-05-16 13:41:44,,146.0,47.0,21.0,-20.0,6.0,7.0,-20.0,2.71,2023,5,16,13,4.46,16.0
56,37,1782.11,7.544,3,29.5,94.5,50.5267257,-84.8132318,406,27.0,90.0,7.544,2023-05-16 13:41:45,,146.0,54.0,21.0,-19.80000000000001,6.0,7.0,-19.80000000000001,2.51,2023,5,16,13,4.46,16.0
61,37,1790.92,8.519,3,31.5,97.5,50.5268157,-84.8132768,498,29.0,96.0,8.519,2023-05-16 13:41:46,,146.0,53.0,21.0,-19.600000000000023,7.0,7.0,-19.600000000000023,2.33,2023,5,16,13,4.46,16.0
66,38,1800.45,9.254,2,31.0,98.0,50.5269123,-84.8133228,587,31.5,100.0,9.254,2023-05-16 13:41:47,,146.0,50.0,21.0,-19.399999999999977,7.0,7.0,-19.399999999999977,2.25,2023,5,16,13,4.46,16.0
71,39,1810.19,9.626,2,22.0,89.5,50.5270121,-84.8133593,636,34.5,100.0,9.626,2023-05-16 13:41:48,,146.0,47.0,21.0,-19.0,7.0,7.0,-19.0,2.33,2023,5,16,13,4.46,16.0
72,39,1819.76,9.628,2,19.0,72.0,50.5271106,-84.8133951,464,25.5,90.5,9.628,2023-05-16 13:41:49,,145.0,45.0,21.0,-18.80000000000001,7.0,7.0,-18.80000000000001,2.53,2023,5,16,13,4.46,16.0
72,39,1829.86,9.94,2,18.5,73.5,50.527217,-84.8134321,332,19.5,77.5,9.94,2023-05-16 13:41:50,,147.0,47.0,21.0,-18.399999999999977,8.0,7.0,-18.399999999999977,2.75,2023,5,16,13,4.46,16.0
73,39,1839.52,9.776,2,18.0,75.5,50.5273157,-84.813468,280,17.0,70.5,9.776,2023-05-16 13:41:51,,147.0,50.0,21.0,-18.19999999999999,8.0,7.0,-18.19999999999999,2.89,2023,5,16,13,4.46,16.0
74,40,1849.71,10.05,2,17.0,72.5,50.5274215,-84.8135138,284,16.5,71.0,10.05,2023-05-16 13:41:52,,148.0,51.0,21.0,-17.80000000000001,8.0,7.0,-17.80000000000001,2.91,2023,5,16,13,4.46,16.0
74,40,1859.4,9.79,2,17.0,71.5,50.5275175,-84.8135594,261,16.5,71.0,9.79,2023-05-16 13:41:53,,149.0,50.0,21.0,-17.600000000000023,9.0,7.0,-17.600000000000023,2.88,2023,5,16,13,4.46,16.0
75,40,1869.55,10.031,2,16.5,71.5,50.5276222,-84.813605,265,14.5,61.5,10.031,2023-05-16 13:41:54,,149.0,48.0,21.0,-17.399999999999977,9.0,7.0,-17.399999999999977,2.78,2023,5,16,13,4.46,16.0
75,41,1879.76,10.211,2,17.0,73.5,50.527726,-84.8136502,278,14.0,59.0,10.211,2023-05-16 13:41:55,,150.0,46.0,21.0,-17.0,9.0,7.0,-17.0,2.61,2023,5,16,13,4.46,16.0
76,41,1889.67,9.941,2,16.5,66.5,50.52783,-84.8136954,286,15.5,66.0,9.941,2023-05-16 13:41:56,,152.0,45.0,21.0,-16.600000000000023,9.0,7.0,-16.600000000000023,2.47,2023,5,16,13,4.46,16.0
76,41,1899.54,9.937,2,15.5,56.0,50.5279267,-84.8137413,181,17.0,73.5,9.937,2023-05-16 13:41:57,,153.0,44.0,21.0,-16.19999999999999,9.0,7.0,-16.19999999999999,2.4,2023,5,16,13,4.46,16.0
75,41,1909.34,9.807,2,19.0,64.5,50.5280269,-84.8137869,158,14.5,59.5,9.807,2023-05-16 13:41:58,,154.0,46.0,21.0,-15.600000000000023,10.0,7.0,-15.600000000000023,2.51,2023,5,16,13,4.46,16.0
74,41,1918.79,9.559,2,20.0,67.5,50.5281228,-84.8138325,137,19.0,67.5,9.559,2023-05-16 13:41:59,,155.0,51.0,21.0,-15.0,10.0,7.0,-15.0,2.81,2023,5,16,13,4.46,16.0
74,41,1927.37,9.46,2,20.5,71.5,50.5282113,-84.8138728,109,19.0,67.0,9.46,2023-05-16 13:42:00,,154.0,54.0,21.0,-14.600000000000023,11.0,7.0,-14.600000000000023,3.2,2023,5,16,13,4.46,16.0
74,42,1937.9,9.658,2,21.5,77.0,50.5283174,-84.813923,140,18.0,65.0,9.658,2023-05-16 13:42:01,,154.0,56.0,21.0,-14.199999999999989,11.0,7.0,-14.199999999999989,3.6,2023,5,16,13,4.46,16.0
74,42,1947.55,9.608,2,24.5,85.5,50.5284188,-84.8139602,140,18.0,65.0,9.608,2023-05-16 13:42:02,,154.0,56.0,21.0,-14.0,12.0,7.0,-14.0,3.94,2023,5,16,13,4.46,16.0
74,42,1957.09,9.55,2,21.0,72.0,50.5285146,-84.8140057,137,18.0,65.0,9.55,2023-05-16 13:42:03,,154.0,56.0,21.0,-13.800000000000011,12.0,7.0,-13.800000000000011,4.11,2023,5,16,13,4.46,16.0
75,42,1966.47,9.418,2,17.5,58.5,50.5286101,-84.8140511,127,17.5,64.5,9.418,2023-05-16 13:42:04,,154.0,54.0,21.0,-13.800000000000011,13.0,7.0,-13.800000000000011,4.0,2023,5,16,13,4.46,16.0
76,42,1976.44,9.844,2,20.5,68.5,50.5287149,-84.8140967,124,17.0,62.5,9.844,2023-05-16 13:42:05,,154.0,60.0,21.0,-13.600000000000023,13.0,7.0,-13.600000000000023,3.59,2023,5,16,13,4.46,16.0
77,42,1986.12,9.795,2,27.0,92.0,50.5288123,-84.814141,147,17.5,64.0,9.795,2023-05-16 13:42:06,,154.0,63.0,21.0,-13.600000000000023,13.0,7.0,-13.600000000000023,3.0,2023,5,16,13,4.46,16.0
79,43,1995.91,10.057,2,29.0,96.0,50.5289095,-84.8141852,233,22.0,80.5,10.057,2023-05-16 13:42:07,,155.0,60.0,21.0,-13.600000000000023,13.0,7.0,-13.600000000000023,2.3,2023,5,16,13,4.46,16.0
81,43,2006.81,10.33,2,31.5,95.5,50.5290191,-84.814242,250,22.5,80.5,10.33,2023-05-16 13:42:08,,156.0,57.0,21.0,-13.399999999999977,13.0,7.0,-13.399999999999977,1.68,2023,5,16,13,4.46,16.0
70,43,2017.16,10.239,2,34.5,95.0,50.5291234,-84.8142874,244,22.0,80.5,10.239,2023-05-16 13:42:09,,157.0,54.0,21.0,-13.199999999999989,13.0,7.0,-13.199999999999989,1.24,2023,5,16,13,4.46,16.0
48,43,2027.48,10.088,2,35.0,94.5,50.5292286,-84.8143421,215,22.0,80.0,10.088,2023-05-16 13:42:10,,156.0,51.0,21.0,-13.199999999999989,13.0,7.0,-13.199999999999989,0.96,2023,5,16,13,4.46,16.0
27,43,2037.54,10.182,2,34.0,93.5,50.5293315,-84.814387,185,21.5,79.5,10.182,2023-05-16 13:42:11,,155.0,50.0,21.0,-13.199999999999989,13.0,7.0,-13.199999999999989,0.81,2023,5,16,13,4.46,16.0
5,43,2047.77,9.875,2,33.0,92.5,50.5294364,-84.8144414,0,21.5,78.5,9.875,2023-05-16 13:42:12,,155.0,53.0,21.0,-13.199999999999989,14.0,7.0,-13.199999999999989,0.73,2023,5,16,13,4.46,16.0
0,43,2058.04,10.014,2,32.0,91.5,50.5295375,-84.8144876,0,21.0,78.0,10.014,2023-05-16 13:42:13,,155.0,55.0,21.0,-13.199999999999989,14.0,7.0,-13.199999999999989,0.37,2023,5,16,13,4.46,16.0
0,43,2068.04,9.891,2,31.0,90.5,50.529642,-84.8145331,0,21.0,77.5,9.891,2023-05-16 13:42:14,96.0,155.0,58.0,21.0,-13.199999999999989,14.0,7.0,-13.199999999999989,0.0,2023,5,16,13,4.46,16.0
0,43,2078.16,9.907,2,30.5,89.5,50.5297434,-84.8145881,0,20.5,76.5,9.907,2023-05-16 13:42:15,,155.0,60.0,21.0,-13.199999999999989,14.0,7.0,-13.199999999999989,0.0,2023,5,16,13,4.46,16.0
0,43,2088.32,9.927,2,29.5,88.5,50.5298479,-84.8146337,0,20.0,76.0,9.927,2023-05-16 13:42:16,,154.0,62.0,21.0,-13.0,14.0,7.0,-13.0,0.0,2023,5,16,13,4.46,16.0
0,43,2098.04,9.928,2,28.5,87.5,50.5299448,-84.8146777,0,20.0,75.0,9.928,2023-05-16 13:42:17,,154.0,65.0,21.0,-13.0,14.0,7.0,-13.0,0.0,2023,5,16,13,4.46,16.0
0,43,2108.15,9.808,2,27.5,86.5,50.5300461,-84.8147237,0,19.5,74.5,9.808,2023-05-16 13:42:18,,152.0,67.0,21.0,-13.0,14.0,7.0,-13.0,0.0,2023,5,16,13,4.46,16.0
1,43,2118.13,9.671,2,26.5,85.5,50.5301481,-84.8147791,0,19.5,74.0,9.671,2023-05-16 13:42:19,,152.0,70.0,21.0,-12.800000000000011,14.0,7.0,-12.800000000000011,0.0,2023,5,16,13,4.46,16.0
22,43,2127.87,9.972,2,25.5,84.5,50.5302457,-84.8148236,23,19.0,73.0,9.972,2023-05-16 13:42:20,,151.0,72.0,21.0,-12.600000000000023,14.0,7.0,-12.600000000000023,0.23,2023,5,16,13,4.46,16.0
44,43,2138.27,9.954,2,24.5,83.5,50.5303538,-84.8148707,44,19.0,72.5,9.954,2023-05-16 13:42:21,,151.0,75.0,21.0,-12.600000000000023,14.0,7.0,-12.600000000000023,0.58,2023,5,16,13,4.46,16.0
69,43,2148.3,10.049,2,23.5,82.5,50.5304543,-84.8149163,74,18.5,71.5,10.049,2023-05-16 13:42:22,,151.0,76.0,21.0,-12.600000000000023,14.0,7.0,-12.600000000000023,0.72,2023,5,16,13,4.46,16.0
81,43,2158.72,10.078,2,19.5,70.5,50.5305583,-84.8149706,128,17.0,64.0,10.078,2023-05-16 13:42:23,,150.0,62.0,21.0,-12.600000000000023,14.0,7.0,-12.600000000000023,0.77,2023,5,16,13,4.46,16.0
53,43,2169.13,10.217,2,23.0,79.0,50.5306631,-84.8150253,100,16.5,60.0,10.217,2023-05-16 13:42:24,,149.0,54.0,21.0,-12.800000000000011,14.0,7.0,-12.800000000000011,0.41,2023,5,16,13,4.46,16.0
76,44,2179.57,10.402,2,29.5,94.5,50.5307678,-84.8150708,116,13.0,48.5,10.402,2023-05-16 13:42:25,,149.0,53.0,21.0,-13.0,14.0,7.0,-13.0,0.0,2023,5,16,13,4.46,16.0
80,44,2189.89,10.424,2,25.0,82.5,50.5308712,-84.8151248,180,3.5,15.0,10.424,2023-05-16 13:42:26,,149.0,56.0,21.0,-13.0,14.0,7.0,-13.0,0.0,2023,5,16,13,4.46,16.0
70,44,2200.64,10.451,2,13.5,52.0,50.5309818,-84.8151801,194,22.0,77.5,10.451,2023-05-16 13:42:27,,148.0,58.0,21.0,-13.199999999999989,14.0,7.0,-13.199999999999989,-0.16,2023,5,16,13,4.46,16.0
58,44,2211.07,10.471,2,16.0,68.5,50.5310864,-84.8152346,192,23.5,72.5,10.471,2023-05-16 13:42:28,,147.0,60.0,21.0,-13.199999999999989,14.0,7.0,-13.199999999999989,-0.49,2023,5,16,13,4.46,16.0
72,44,2221.84,10.797,2,22.0,83.0,50.5311954,-84.8152801,189,22.5,76.5,10.797,2023-05-16 13:42:29,,146.0,57.0,21.0,-13.399999999999977,14.0,7.0,-13.399999999999977,-0.78,2023,5,16,13,4.46,16.0
88,45,2232.75,10.832,2,25.0,83.0,50.5313049,-84.8153348,250,27.5,95.0,10.832,2023-05-16 13:42:30,,145.0,49.0,21.0,-13.399999999999977,14.0,7.0,-13.399999999999977,-0.94,2023,5,16,13,4.46,16.0
88,45,2243.86,11.029,2,21.5,75.0,50.5314179,-84.815389,238,40.5,99.0,11.029,2023-05-16 13:42:31,,143.0,43.0,21.0,-13.600000000000023,14.0,7.0,-13.600000000000023,-0.93,2023,5,16,13,4.46,16.0
89,45,2254.86,10.918,2,26.5,85.0,50.531532,-84.8154438,215,31.5,84.0,10.918,2023-05-16 13:42:32,,142.0,51.0,21.0,-13.800000000000011,14.0,7.0,-13.800000000000011,-0.89,2023,5,16,13,4.46,16.0
90,45,2265.86,11.19,2,32.0,94.5,50.5316439,-84.8154975,204,22.0,69.0,11.19,2023-05-16 13:42:33,,141.0,71.0,21.0,-14.0,14.0,7.0,-14.0,-0.87,2023,5,16,13,4.46,16.0
91,45,2277.32,11.199,2,31.0,91.5,50.5317592,-84.8155439,218,17.0,59.0,11.199,2023-05-16 13:42:34,,141.0,76.0,21.0,-14.0,14.0,8.0,-14.0,-0.87,2023,5,16,13,4.46,16.0
90,46,2288.21,11.004,2,24.5,77.5,50.5318708,-84.8155973,247,15.0,53.0,11.004,2023-05-16 13:42:35,,141.0,76.0,22.0,-13.800000000000011,14.0,8.0,-13.800000000000011,-0.87,2023,5,16,13,4.46,16.0
90,46,2299.55,11.213,2,19.5,66.0,50.5319876,-84.8156443,156,13.0,47.5,11.213,2023-05-16 13:42:36,,141.0,77.0,22.0,-14.0,14.0,8.0,-14.0,-0.8,2023,5,16,13,4.46,16.0
91,46,2310.89,11.543,2,33.0,94.5,50.5321011,-84.8156988,251,16.0,58.0,11.543,2023-05-16 13:42:37,,141.0,77.0,22.0,-14.0,14.0,8.0,-14.0,-0.72,2023,5,16,13,4.46,16.0
93,46,2322.64,11.813,2,32.5,98.5,50.5322203,-84.8157538,321,27.5,81.0,11.813,2023-05-16 13:42:38,,141.0,70.0,22.0,-14.0,14.0,8.0,-14.0,-0.36,2023,5,16,13,4.46,16.0
96,47,2334.6,12.006,2,30.0,98.0,50.5323429,-84.8157992,360,36.5,98.5,12.006,2023-05-16 13:42:39,,141.0,60.0,22.0,-14.199999999999989,14.0,8.0,-14.199999999999989,-0.23,2023,5,16,13,4.46,16.0
99,47,2346.58,12.008,2,30.5,98.0,50.5324681,-84.8158528,432,36.5,98.5,12.008,2023-05-16 13:42:40,,142.0,51.0,22.0,-14.399999999999977,14.0,8.0,-14.399999999999977,-0.53,2023,5,16,13,4.46,16.0
100,48,2358.79,12.338,2,29.5,95.0,50.5325912,-84.8159075,479,33.5,99.0,12.338,2023-05-16 13:42:41,,142.0,52.0,22.0,-14.600000000000023,14.0,8.0,-14.600000000000023,-0.58,2023,5,16,13,4.46,16.0
101,48,2371.37,12.532,2,28.5,92.5,50.5327181,-84.8159709,466,30.5,99.5,12.532,2023-05-16 13:42:42,,143.0,54.0,22.0,-14.800000000000011,14.0,9.0,-14.800000000000011,-0.65,2023,5,16,13,4.46,16.0
95,48,2383.72,12.437,2,29.0,93.0,50.5328403,-84.8160342,328,28.5,98.0,12.437,2023-05-16 13:42:43,,143.0,54.0,22.0,-15.199999999999989,14.0,9.0,-15.199999999999989,-0.8,2023,5,16,13,4.46,16.0
93,49,2396.1,12.329,2,30.5,95.0,50.5329678,-84.816098,334,27.5,96.0,12.329,2023-05-16 13:42:44,,143.0,54.0,22.0,-15.800000000000011,14.0,9.0,-15.800000000000011,-1.08,2023,5,16,13,4.46,16.0
93,49,2408.75,12.347,2,32.0,97.5,50.5330963,-84.8161533,444,26.5,93.5,12.347,2023-05-16 13:42:45,,143.0,53.0,22.0,-16.0,14.0,9.0,-16.0,-1.42,2023,5,16,13,4.46,16.0
93,50,2421.16,12.597,2,33.0,99.5,50.5332194,-84.8162259,528,25.5,91.5,12.597,2023-05-16 13:42:46,,141.0,53.0,22.0,-16.80000000000001,14.0,9.0,-16.80000000000001,-1.77,2023,5,16,13,4.46,16.0
93,50,2433.9,12.514,2,35.0,100.0,50.5333419,-84.8163074,548,30.0,97.0,12.514,2023-05-16 13:42:47,,141.0,53.0,22.0,-17.600000000000023,14.0,10.0,-17.600000000000023,-2.25,2023,5,16,13,4.46,16.0
91,51,2446.51,12.485,2,31.5,98.0,50.5334653,-84.8163807,506,32.0,100.0,12.485,2023-05-16 13:42:48,,141.0,56.0,22.0,-18.19999999999999,14.0,10.0,-18.19999999999999,-2.76,2023,5,16,13,4.46,16.0
87,51,2459.12,12.606,2,27.0,96.0,50.5335932,-84.8164448,444,31.0,98.0,12.606,2023-05-16 13:42:49,,141.0,60.0,22.0,-18.600000000000023,14.0,11.0,-18.600000000000023,-3.27,2023,5,16,13,4.46,16.0
86,51,2471.77,12.607,2,29.5,97.5,50.5337149,-84.8165257,375,28.5,92.0,12.607,2023-05-16 13:42:50,,143.0,60.0,22.0,-19.0,14.0,12.0,-19.0,-3.71,2023,5,16,13,4.46,16.0
75,52,2484.32,12.269,2,32.5,99.0,50.5338345,-84.8166085,382,25.5,85.5,12.269,2023-05-16 13:42:51,,145.0,55.0,22.0,-19.600000000000023,14.0,12.0,-19.600000000000023,-4.08,2023,5,16,13,4.46,16.0
55,52,2496.48,12.508,2,34.5,97.0,50.5339518,-84.8166807,365,25.5,87.0,12.508,2023-05-16 13:42:52,,147.0,43.0,22.0,-19.80000000000001,14.0,13.0,-19.80000000000001,-4.2,2023,5,16,13,4.46,16.0
40,52,2508.89,12.05,2,36.5,93.5,50.5340794,-84.8167358,279,26.5,90.0,12.05,2023-05-16 13:42:53,,148.0,31.0,22.0,-19.80000000000001,14.0,14.0,-19.80000000000001,-3.93,2023,5,16,13,4.46,16.0
79,53,2521.05,12.059,2,37.5,94.0,50.5342073,-84.8167727,280,20.0,94.0,12.059,2023-05-16 13:42:54,,149.0,41.0,22.0,-20.0,14.0,14.0,-20.0,-3.43,2023,5,16,13,4.46,16.0
91,53,2532.42,12.354,2,35.0,100.0,50.53433,-84.8167982,436,2.5,100.0,12.354,2023-05-16 13:42:55,,149.0,57.0,22.0,-20.399999999999977,14.0,14.0,-20.399999999999977,-2.85,2023,5,16,13,4.46,16.0
93,54,2545.54,12.376,2,30.5,99.5,50.5344662,-84.8168362,471,32.0,99.5,12.376,2023-05-16 13:42:56,,150.0,54.0,22.0,-21.0,15.0,14.0,-21.0,-2.34,2023,5,16,13,4.46,16.0
94,54,2557.64,12.186,2,28.0,94.0,50.5345891,-84.8168995,454,35.0,100.0,12.186,2023-05-16 13:42:57,,150.0,52.0,22.0,-21.600000000000023,15.0,14.0,-21.600000000000023,-2.11,2023,5,16,13,4.46,16.0
94,55,2569.74,12.157,2,28.5,92.5,50.534709,-84.816964,430,32.5,100.0,12.157,2023-05-16 13:42:58,,149.0,51.0,22.0,-21.80000000000001,15.0,15.0,-21.80000000000001,-2.12,2023,5,16,13,4.46,16.0
93,55,2581.78,12.269,2,35.0,100.0,50.5348301,-84.8170268,537,30.5,100.0,12.269,2023-05-16 13:42:59,,149.0,51.0,22.0,-22.19999999999999,15.0,15.0,-22.19999999999999,-2.24,2023,5,16,13,4.46,16.0
94,56,2593.47,12.178,2,36.0,100.0,50.5349449,-84.8170886,556,32.5,100.0,12.178,2023-05-16 13:43:00,,150.0,50.0,22.0,-22.399999999999977,15.0,16.0,-22.399999999999977,-2.41,2023,5,16,13,4.46,16.0
93,56,2605.69,12.017,2,36.0,100.0,50.5350645,-84.8171617,558,33.0,100.0,12.017,2023-05-16 13:43:01,,150.0,51.0,22.0,-22.600000000000023,15.0,16.0,-22.600000000000023,-2.63,2023,5,16,13,4.46,16.0
92,57,2618.08,11.853,2,36.0,100.0,50.5351866,-84.8172369,553,33.0,100.0,11.853,2023-05-16 13:43:02,,151.0,52.0,22.0,-22.600000000000023,15.0,17.0,-22.600000000000023,-2.75,2023,5,16,13,4.46,16.0
91,57,2629.29,11.218,2,36.0,100.0,50.5352943,-84.8173086,526,32.5,99.5,11.218,2023-05-16 13:43:03,,152.0,51.0,22.0,-22.600000000000023,15.0,17.0,-22.600000000000023,-2.58,2023,5,16,13,4.46,16.0
91,58,2640.84,11.006,2,36.0,100.0,50.5354092,-84.8173822,507,32.5,99.5,11.006,2023-05-16 13:43:04,,152.0,50.0,22.0,-22.80000000000001,15.0,17.0,-22.80000000000001,-2.2,2023,5,16,13,4.46,16.0
90,58,2652.24,11.205,2,36.0,100.0,50.535522,-84.8174366,534,32.5,99.5,11.205,2023-05-16 13:43:05,,152.0,51.0,22.0,-22.80000000000001,15.0,17.0,-22.80000000000001,-1.73,2023,5,16,13,4.46,16.0
90,59,2664.01,11.718,3,35.0,100.0,50.535638,-84.8174989,556,32.5,99.5,11.718,2023-05-16 13:43:06,,153.0,51.0,22.0,-23.0,15.0,17.0,-23.0,-1.33,2023,5,16,13,4.46,16.0
90,59,2676.38,11.761,3,34.0,99.5,50.5357591,-84.8175731,569,33.0,99.5,11.761,2023-05-16 13:43:07,,153.0,51.0,22.0,-23.0,15.0,17.0,-23.0,-1.04,2023,5,16,13,4.46,16.0
90,60,2688.16,11.528,3,33.0,99.5,50.535878,-84.8176463,558,32.5,99.5,11.528,2023-05-16 13:43:08,,154.0,50.0,22.0,-23.19999999999999,15.0,17.0,-23.19999999999999,-0.85,2023,5,16,13,4.46,16.0
89,60,2700.06,11.704,3,32.5,99.5,50.5359921,-84.8177192,523,31.0,99.0,11.704,2023-05-16 13:43:09,,155.0,50.0,22.0,-23.19999999999999,15.0,17.0,-23.19999999999999,-0.71,2023,5,16,13,4.46,16.0
89,61,2711.59,11.671,3,31.5,99.5,50.5361006,-84.8177916,471,29.0,99.0,11.671,2023-05-16 13:43:10,,156.0,50.0,22.0,-23.0,15.0,17.0,-23.0,-0.36,2023,5,16,13,4.46,16.0
88,61,2723.08,11.396,3,30.0,96.0,50.5362135,-84.8178728,456,31.5,99.5,11.396,2023-05-16 13:43:11,,158.0,48.0,22.0,-23.0,15.0,17.0,-23.0,0.0,2023,5,16,13,4.46,16.0
87,62,2734.24,11.393,3,31.5,97.0,50.5363161,-84.8179442,391,29.0,98.5,11.393,2023-05-16 13:43:12,,159.0,54.0,22.0,-22.80000000000001,15.0,17.0,-22.80000000000001,0.0,2023,5,16,13,4.46,16.0
87,62,2746.07,11.551,3,33.0,99.0,50.5364256,-84.8180295,376,25.0,97.0,11.551,2023-05-16 13:43:13,,160.0,55.0,22.0,-22.600000000000023,15.0,17.0,-22.600000000000023,0.0,2023,5,16,13,4.46,16.0
90,62,2757.43,11.644,3,30.5,98.0,50.5365316,-84.8181179,384,25.0,97.0,11.644,2023-05-16 13:43:14,,160.0,52.0,22.0,-22.399999999999977,15.0,17.0,-22.399999999999977,0.16,2023,5,16,13,4.46,16.0
93,63,2769.52,11.547,3,28.5,99.5,50.5366474,-84.8182016,428,27.0,96.5,11.547,2023-05-16 13:43:15,,161.0,50.0,22.0,-22.399999999999977,15.0,17.0,-22.399999999999977,0.49,2023,5,16,13,4.46,16.0
94,63,2781.05,11.438,3,30.0,99.5,50.5367539,-84.8182814,420,28.0,97.5,11.438,2023-05-16 13:43:16,,161.0,41.0,22.0,-22.600000000000023,15.0,17.0,-22.600000000000023,0.65,2023,5,16,13,4.46,16.0
94,64,2793.22,11.719,3,33.0,100.0,50.5368655,-84.8183741,421,29.0,98.5,11.719,2023-05-16 13:43:17,,161.0,42.0,22.0,-22.80000000000001,15.0,17.0,-22.80000000000001,0.37,2023,5,16,13,4.46,16.0
94,64,2804.85,11.744,3,33.0,99.5,50.536964,-84.8184724,423,30.0,99.5,11.744,2023-05-16 13:43:18,,161.0,45.0,22.0,-22.80000000000001,15.0,17.0,-22.80000000000001,0.0,2023,5,16,13,4.46,16.0
94,65,2817.2,11.998,3,30.0,98.5,50.5370655,-84.8185919,488,30.5,100.0,11.998,2023-05-16 13:43:19,,162.0,46.0,22.0,-22.80000000000001,15.0,17.0,-22.80000000000001,0.0,2023,5,16,13,4.46,16.0
95,65,2829.44,12.003,3,32.0,97.5,50.53717,-84.818701,525,30.5,99.5,12.003,2023-05-16 13:43:20,,163.0,45.0,22.0,-22.80000000000001,15.0,17.0,-22.80000000000001,0.0,2023,5,16,13,4.46,16.0
96,66,2841.44,11.81,3,31.0,99.0,50.5372699,-84.8188099,523,28.5,98.0,11.81,2023-05-16 13:43:21,,164.0,50.0,22.0,-23.0,15.0,17.0,-23.0,0.0,2023,5,16,13,4.46,16.0
96,66,2853.33,11.807,3,29.5,99.5,50.5373603,-84.818936,512,28.0,98.5,11.807,2023-05-16 13:43:22,,165.0,50.0,22.0,-23.0,15.0,17.0,-23.0,0.0,2023,5,16,13,4.46,16.0
96,67,2865.37,11.683,3,28.5,100.0,50.5374481,-84.8190562,494,29.0,99.5,11.683,2023-05-16 13:43:23,,165.0,50.0,22.0,-23.0,15.0,17.0,-23.0,0.0,2023,5,16,13,4.46,16.0
95,67,2877.11,11.507,3,29.0,99.5,50.5375359,-84.8191854,428,30.0,99.5,11.507,2023-05-16 13:43:24,,165.0,50.0,22.0,-23.0,15.0,17.0,-23.0,0.0,2023,5,16,13,4.46,16.0
94,68,2888.75,11.654,3,29.0,99.5,50.5376213,-84.8193024,409,28.0,97.5,11.654,2023-05-16 13:43:25,,166.0,50.0,22.0,-23.19999999999999,15.0,17.0,-23.19999999999999,-0.18,2023,5,16,13,4.46,16.0
94,68,2900.48,11.759,3,28.5,99.5,50.5377061,-84.8194272,431,26.0,95.5,11.759,2023-05-16 13:43:26,,166.0,53.0,22.0,-23.19999999999999,15.0,18.0,-23.19999999999999,-0.4,2023,5,16,13,4.46,16.0
96,69,2912.84,11.771,3,26.5,97.0,50.5377997,-84.8195584,481,27.0,97.0,11.771,2023-05-16 13:43:27,,168.0,47.0,22.0,-23.19999999999999,15.0,18.0,-23.19999999999999,-0.41,2023,5,16,13,4.46,16.0
96,69,2924.3,11.628,3,23.0,88.0,50.5378847,-84.8196837,497,28.0,99.5,11.628,2023-05-16 13:43:28,,169.0,40.0,22.0,-23.600000000000023,15.0,18.0,-23.600000000000023,-0.49,2023,5,16,13,4.46,16.0
95,69,2935.44,11.446,2,19.5,72.0,50.5379606,-84.8197996,298,26.5,96.0,11.446,2023-05-16 13:43:29,,169.0,34.0,22.0,-23.600000000000023,15.0,18.0,-23.600000000000023,-0.61,2023,5,16,13,4.46,16.0
