distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,battery_soc,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
771.51,5.744,3,50.5230162,-84.8112485,5.744,2023-05-25 22:12:53,48.0,16.0,,,,154.0,,,,18.0,-2.8000000000000114,-2.8000000000000114,5.0,2.0,3.35,2023,5,25,22,3.19,212.0
775.75,4.658,3,50.5229749,-84.8112311,4.658,2023-05-25 22:12:54,24.0,16.0,,,,145.0,,,,18.0,-2.6000000000000227,-2.6000000000000227,5.0,2.0,3.23,2023,5,25,22,3.19,212.0
780.02,4.388,3,50.52293,-84.811213,4.388,2023-05-25 22:12:55,0.0,16.0,,,,0.0,,,,18.0,-2.6000000000000227,-2.6000000000000227,5.0,2.0,2.99,2023,5,25,22,3.19,212.0
785.04,4.829,3,50.5228757,-84.8112032,4.829,2023-05-25 22:12:56,0.0,16.0,,,,0.0,,,,18.0,-2.3999999999999773,-2.3999999999999773,5.0,2.0,2.61,2023,5,25,22,3.19,212.0
789.79,4.778,3,50.5228254,-84.8111856,4.778,2023-05-25 22:12:57,0.0,16.0,,,,0.0,,,,18.0,-2.3999999999999773,-2.3999999999999773,5.0,2.0,2.26,2023,5,25,22,3.19,212.0
793.97,4.38,3,50.5227842,-84.8111676,4.38,2023-05-25 22:12:58,0.0,16.0,,,,0.0,,,,18.0,-2.3999999999999773,-2.3999999999999773,6.0,2.0,1.87,2023,5,25,22,3.19,212.0
798.11,4.146,3,50.5227426,-84.8111491,4.146,2023-05-25 22:12:59,0.0,16.0,,,,0.0,,,,18.0,-2.3999999999999773,-2.3999999999999773,6.0,2.0,1.31,2023,5,25,22,3.19,212.0
801.64,3.722,3,50.5227066,-84.8111396,3.722,2023-05-25 22:13:00,0.0,16.0,,,,0.0,,,,18.0,-2.6000000000000227,-2.6000000000000227,6.0,2.0,0.16,2023,5,25,22,3.19,212.0
805.14,3.491,3,50.522669,-84.8111388,3.491,2023-05-25 22:13:01,0.0,16.0,,,,0.0,,,,18.0,-2.6000000000000227,-2.6000000000000227,6.0,2.0,0.78,2023,5,25,22,3.19,212.0
808.39,3.324,3,50.5226327,-84.8111561,3.324,2023-05-25 22:13:02,0.0,16.0,,,,0.0,,,,18.0,-2.6000000000000227,-2.6000000000000227,6.0,2.0,0.36,2023,5,25,22,3.19,212.0
811.0,2.803,3,50.5226094,-84.8111656,2.803,2023-05-25 22:13:03,0.0,16.0,,,,0.0,,,,18.0,-2.6000000000000227,-2.6000000000000227,6.0,2.0,-0.05,2023,5,25,22,3.19,212.0
814.94,3.636,3,50.5225696,-84.8111832,3.636,2023-05-25 22:13:04,0.0,16.0,,,,0.0,,,,18.0,-2.8000000000000114,-2.8000000000000114,6.0,3.0,-0.42,2023,5,25,22,3.19,212.0
815.19,0.201,3,50.5225198,-84.8112016,0.201,2023-05-25 22:13:05,0.0,16.0,,,,0.0,,,,18.0,-2.8000000000000114,-2.8000000000000114,6.0,3.0,-0.73,2023,5,25,22,3.19,212.0
815.19,0.0,3,50.5224657,-84.8112197,0.0,2023-05-25 22:13:06,0.0,16.0,,,,0.0,,,,18.0,-2.8000000000000114,-2.8000000000000114,6.0,3.0,-0.77,2023,5,25,22,3.19,212.0
815.19,0.0,2,50.5224624,-84.8112208,0.0,2023-05-25 22:13:07,0.0,16.0,,,,0.0,,,,18.0,-2.8000000000000114,-2.8000000000000114,6.0,3.0,0.0,2023,5,25,22,3.19,212.0
815.19,0.0,2,50.5224624,-84.8112208,0.0,2023-05-25 22:13:08,0.0,16.0,,,,0.0,,,,17.0,-2.8000000000000114,-2.8000000000000114,6.0,3.0,0.0,2023,5,25,22,3.19,212.0
815.19,0.0,2,50.5224624,-84.8112208,0.0,2023-05-25 22:13:09,0.0,16.0,,,,0.0,,,,17.0,-2.8000000000000114,-2.8000000000000114,6.0,3.0,0.0,2023,5,25,22,3.19,212.0
815.19,0.0,2,50.5224624,-84.8112208,0.0,2023-05-25 22:13:10,0.0,16.0,,,,0.0,,,,17.0,-3.0,-3.0,6.0,3.0,0.0,2023,5,25,22,3.19,212.0
815.19,0.0,2,50.5224624,-84.8112208,0.0,2023-05-25 22:13:11,0.0,16.0,,,,0.0,,,,17.0,-3.0,-3.0,6.0,3.0,0.0,2023,5,25,22,3.19,212.0
815.19,0.0,2,50.5224624,-84.8112208,0.0,2023-05-25 22:13:12,0.0,16.0,,,,0.0,,,,17.0,-3.0,-3.0,6.0,3.0,0.0,2023,5,25,22,3.19,212.0
815.19,0.0,2,50.5224624,-84.8112208,0.0,2023-05-25 22:13:13,0.0,16.0,,,,0.0,,,,17.0,-3.0,-3.0,6.0,3.0,0.0,2023,5,25,22,3.19,212.0
815.19,0.0,2,50.5224624,-84.8112208,0.0,2023-05-25 22:13:14,0.0,16.0,,,,0.0,,,,17.0,-3.1999999999999886,-3.1999999999999886,6.0,3.0,0.0,2023,5,25,22,3.19,212.0
