distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,ascent,battery_soc,cadence,calories,descent,enhanced_altitude,grade,power,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
705.84,8.563,2,50.5145574,-84.8043294,8.563,2022-08-23 21:06:30,28.200000000000045,2.0,,0.0,20.0,2.0,28.200000000000045,-1.93,0.0,27.0,45.0,89.0,12.5,45.0,22.0,2022,8,23,21,2.12,172.0
713.77,8.099,2,50.5145009,-84.804246,8.099,2022-08-23 21:06:31,28.0,2.0,,0.0,20.0,2.0,28.0,-2.02,0.0,26.5,45.0,88.0,10.0,36.0,22.0,2022,8,23,21,2.12,172.0
721.35,7.333,2,50.5144521,-84.8041631,7.333,2022-08-23 21:06:32,27.799999999999955,2.0,,0.0,20.0,2.0,27.799999999999955,-2.11,0.0,26.5,44.0,87.5,7.5,27.0,22.0,2022,8,23,21,2.12,172.0
728.39,6.829,2,50.5144097,-84.8040746,6.829,2022-08-23 21:06:33,27.799999999999955,2.0,,0.0,20.0,2.0,27.799999999999955,-2.14,0.0,26.0,44.0,87.0,5.0,18.0,22.0,2022,8,23,21,2.12,172.0
735.15,6.264,2,50.5143815,-84.8039828,6.264,2022-08-23 21:06:34,27.600000000000023,2.0,,0.0,20.0,2.0,27.600000000000023,-2.08,0.0,25.5,43.0,86.5,2.5,9.0,22.0,2022,8,23,21,2.12,172.0
741.12,5.622,2,50.5143687,-84.8038994,5.622,2022-08-23 21:06:35,27.600000000000023,2.0,,66.0,20.0,3.0,27.600000000000023,-2.03,72.0,25.5,43.0,86.0,0.0,0.0,22.0,2022,8,23,21,2.12,172.0
746.87,4.997,2,50.514379,-84.8038234,4.997,2022-08-23 21:06:36,27.399999999999977,2.0,,97.0,21.0,3.0,27.399999999999977,-1.93,217.0,25.5,42.0,86.5,6.5,23.0,22.0,2022,8,23,21,2.12,172.0
752.81,5.405,2,50.5144101,-84.8037507,5.405,2022-08-23 21:06:37,27.200000000000045,2.0,,105.0,21.0,3.0,27.200000000000045,-1.8,474.0,26.0,46.0,87.5,13.5,46.0,22.0,2022,8,23,21,2.12,172.0
760.42,6.751,2,50.5144658,-84.8036716,6.751,2022-08-23 21:06:38,27.200000000000045,2.0,,110.0,21.0,3.0,27.200000000000045,-1.69,465.0,26.0,48.0,88.0,20.0,69.0,22.0,2022,8,23,21,2.12,172.0
769.58,7.927,2,50.51454,-84.8035822,7.927,2022-08-23 21:06:39,27.0,2.0,,109.0,22.0,3.0,27.0,-1.63,430.0,26.0,47.0,88.5,26.5,92.0,22.0,2022,8,23,21,2.12,172.0
779.21,8.629,2,50.5146207,-84.8034911,8.629,2022-08-23 21:06:40,27.0,2.0,,108.0,22.0,3.0,27.0,-1.57,396.0,25.0,41.0,90.5,25.5,89.5,22.0,2022,8,23,21,2.12,172.0
789.1,9.144,2,50.5146988,-84.8033943,9.144,2022-08-23 21:06:41,26.799999999999955,2.0,,107.0,23.0,3.0,26.799999999999955,-1.53,356.0,24.5,41.0,93.0,24.5,87.0,22.0,2022,8,23,21,2.12,172.0
799.29,9.082,2,50.5147797,-84.8032938,9.082,2022-08-23 21:06:42,26.799999999999955,2.0,,109.0,23.0,3.0,26.799999999999955,-1.47,347.0,23.0,42.0,89.0,24.0,86.0,22.0,2022,8,23,21,2.12,172.0
809.17,8.994,2,50.5148579,-84.8031942,8.994,2022-08-23 21:06:43,26.799999999999955,2.0,,109.0,23.0,3.0,26.799999999999955,-1.37,299.0,22.5,42.0,81.5,24.0,86.0,22.0,2022,8,23,21,2.12,172.0
818.91,9.538,2,50.5149326,-84.8030934,9.538,2022-08-23 21:06:44,26.600000000000023,2.0,,109.0,23.0,4.0,26.600000000000023,-1.27,273.0,23.5,41.0,80.5,23.5,85.0,22.0,2022,8,23,21,2.12,172.0
828.51,9.648,2,50.5150023,-84.8029996,9.648,2022-08-23 21:06:45,26.399999999999977,2.0,,109.0,24.0,4.0,26.399999999999977,-1.2,260.0,21.5,39.0,73.5,24.5,84.0,22.0,2022,8,23,21,2.12,172.0
838.32,9.774,2,50.5150804,-84.8029021,9.774,2022-08-23 21:06:46,26.399999999999977,2.0,,109.0,24.0,4.0,26.399999999999977,-1.11,251.0,22.0,40.0,78.0,26.5,89.0,22.0,2022,8,23,21,2.12,172.0
847.93,9.651,2,50.5151559,-84.8028083,9.651,2022-08-23 21:06:47,26.399999999999977,2.0,,109.0,24.0,4.0,26.399999999999977,-1.01,310.0,24.5,42.0,85.0,28.0,92.5,22.0,2022,8,23,21,2.12,172.0
857.41,9.519,2,50.5152352,-84.8027174,9.519,2022-08-23 21:06:48,26.200000000000045,2.0,,109.0,25.0,4.0,26.200000000000045,-0.92,326.0,27.0,43.0,89.0,27.5,91.5,22.0,2022,8,23,21,2.12,172.0
866.8,9.455,2,50.5153097,-84.8026274,9.455,2022-08-23 21:06:49,26.200000000000045,2.0,,109.0,25.0,4.0,26.200000000000045,-0.84,309.0,26.5,45.0,87.5,26.0,87.5,22.0,2022,8,23,21,2.12,172.0
876.33,9.5,2,50.515383,-84.8025358,9.5,2022-08-23 21:06:50,26.200000000000045,2.0,,109.0,25.0,4.0,26.200000000000045,-0.75,292.0,26.0,47.0,86.0,25.0,84.0,22.0,2022,8,23,21,2.12,172.0
885.77,9.432,2,50.5154594,-84.8024443,9.432,2022-08-23 21:06:51,26.200000000000045,2.0,,109.0,25.0,4.0,26.200000000000045,-0.57,289.0,23.0,49.0,86.5,25.0,86.0,22.0,2022,8,23,21,2.12,172.0
895.21,9.46,2,50.5155333,-84.802347,9.46,2022-08-23 21:06:52,26.200000000000045,2.0,,110.0,26.0,4.0,26.200000000000045,0.0,301.0,23.0,50.0,86.0,28.0,90.0,22.0,2022,8,23,21,2.12,172.0
904.48,9.316,2,50.5156061,-84.8022535,9.316,2022-08-23 21:06:53,26.200000000000045,2.0,,110.0,26.0,4.0,26.200000000000045,0.0,270.0,24.5,50.0,84.5,30.5,93.5,22.0,2022,8,23,21,2.12,172.0
913.58,9.15,2,50.5156757,-84.8021623,9.15,2022-08-23 21:06:54,26.200000000000045,2.0,,110.0,26.0,4.0,26.200000000000045,0.0,264.0,23.5,50.0,84.0,29.5,92.5,22.0,2022,8,23,21,2.12,172.0
922.8,9.19,2,50.5157468,-84.8020719,9.19,2022-08-23 21:06:55,26.200000000000045,2.0,,110.0,27.0,4.0,26.200000000000045,0.0,276.0,22.5,49.0,84.0,28.5,91.0,22.0,2022,8,23,21,2.12,172.0
931.85,9.084,2,50.5158167,-84.8019805,9.084,2022-08-23 21:06:56,26.399999999999977,2.0,,110.0,27.0,4.0,26.399999999999977,0.0,293.0,21.5,47.0,83.5,27.0,89.5,22.0,2022,8,23,21,2.12,172.0
940.85,9.185,2,50.515888,-84.8018897,9.185,2022-08-23 21:06:57,26.399999999999977,2.0,,110.0,27.0,4.0,26.399999999999977,0.0,298.0,23.0,48.0,83.0,27.0,88.5,22.0,2022,8,23,21,2.12,172.0
949.61,9.257,2,50.5159574,-84.8018029,9.257,2022-08-23 21:06:58,26.399999999999977,2.0,,110.0,27.0,4.0,26.399999999999977,0.0,283.0,25.5,50.0,83.0,28.0,88.0,22.0,2022,8,23,21,2.12,172.0
958.99,9.265,2,50.5160295,-84.8017089,9.265,2022-08-23 21:06:59,26.399999999999977,2.0,,111.0,28.0,4.0,26.399999999999977,0.0,269.0,26.0,50.0,86.5,28.0,88.0,22.0,2022,8,23,21,2.12,172.0
968.57,9.354,2,50.5161024,-84.8016161,9.354,2022-08-23 21:07:00,26.399999999999977,2.0,,112.0,28.0,4.0,26.399999999999977,0.0,278.0,24.0,41.0,82.0,22.5,79.5,22.0,2022,8,23,21,2.12,172.0
978.03,9.308,2,50.516178,-84.8015191,9.308,2022-08-23 21:07:01,26.399999999999977,2.0,,112.0,28.0,4.0,26.399999999999977,0.0,290.0,25.0,44.0,83.5,21.5,77.5,22.0,2022,8,23,21,2.12,172.0
987.33,9.113,2,50.5162492,-84.801425,9.113,2022-08-23 21:07:02,26.399999999999977,2.0,,112.0,29.0,4.0,26.399999999999977,0.0,291.0,24.0,46.0,85.0,24.5,82.5,22.0,2022,8,23,21,2.12,172.0
996.43,8.991,2,50.5163168,-84.8013285,8.991,2022-08-23 21:07:03,26.200000000000045,2.0,,112.0,29.0,4.0,26.200000000000045,0.0,280.0,21.5,48.0,84.5,28.0,88.5,22.0,2022,8,23,21,2.12,172.0
1005.75,8.981,2,50.5163855,-84.8012342,8.981,2022-08-23 21:07:04,26.200000000000045,2.0,,110.0,29.0,4.0,26.200000000000045,0.0,244.0,21.5,46.0,83.0,26.0,86.0,22.0,2022,8,23,21,2.12,172.0
1014.54,8.558,2,50.5164541,-84.8011493,8.558,2022-08-23 21:07:05,26.200000000000045,2.0,,96.0,29.0,4.0,26.200000000000045,0.0,219.0,18.5,37.0,63.5,26.0,86.0,22.0,2022,8,23,21,2.12,172.0
1022.77,8.16,2,50.516519,-84.8010675,8.16,2022-08-23 21:07:06,26.399999999999977,2.0,,77.0,29.0,4.0,26.399999999999977,0.0,198.0,19.0,40.0,66.0,23.5,78.5,22.0,2022,8,23,21,2.12,172.0
1030.82,7.655,2,50.5165788,-84.8009865,7.655,2022-08-23 21:07:07,26.399999999999977,2.0,,58.0,29.0,4.0,26.399999999999977,0.0,177.0,21.5,44.0,75.5,20.0,69.0,22.0,2022,8,23,21,2.12,172.0
1038.6,7.477,2,50.5166411,-84.800911,7.477,2022-08-23 21:07:08,26.399999999999977,2.0,,40.0,30.0,4.0,26.399999999999977,0.0,156.0,23.5,47.0,85.0,16.5,59.5,22.0,2022,8,23,21,2.12,172.0
1046.79,7.971,2,50.516712,-84.8008375,7.971,2022-08-23 21:07:09,26.399999999999977,2.0,,76.0,30.0,4.0,26.399999999999977,0.0,158.0,25.5,51.0,94.0,13.5,51.0,22.0,2022,8,23,21,2.12,172.0
1055.17,8.486,2,50.5167785,-84.8007514,8.486,2022-08-23 21:07:10,26.600000000000023,2.0,,97.0,30.0,4.0,26.600000000000023,0.0,334.0,25.0,54.0,93.5,18.5,69.0,22.0,2022,8,23,21,2.12,172.0
1063.69,8.757,2,50.5168452,-84.8006673,8.757,2022-08-23 21:07:11,26.600000000000023,2.0,,101.0,31.0,4.0,26.600000000000023,0.0,450.0,24.5,46.0,93.0,23.0,87.0,22.0,2022,8,23,21,2.12,172.0
1072.58,9.053,2,50.5169102,-84.8005723,9.053,2022-08-23 21:07:12,26.399999999999977,2.0,,104.0,31.0,4.0,26.399999999999977,0.0,463.0,22.5,48.0,85.5,25.5,95.5,22.0,2022,8,23,21,2.12,172.0
1081.58,8.855,2,50.5169774,-84.8004849,8.855,2022-08-23 21:07:13,26.399999999999977,2.0,,105.0,31.0,4.0,26.399999999999977,0.0,299.0,20.5,49.0,76.0,26.0,92.5,22.0,2022,8,23,21,2.12,172.0
1090.27,8.574,2,50.5170457,-84.8003964,8.574,2022-08-23 21:07:14,26.399999999999977,2.0,,88.0,32.0,4.0,26.399999999999977,0.0,258.0,21.0,43.0,72.0,27.0,85.0,22.0,2022,8,23,21,2.12,172.0
1098.7,7.742,2,50.5171135,-84.8003125,7.742,2022-08-23 21:07:15,26.399999999999977,2.0,,58.0,32.0,4.0,26.399999999999977,0.0,218.0,16.0,32.0,55.0,26.0,82.0,22.0,2022,8,23,21,2.12,172.0
1105.86,6.45,2,50.5171685,-84.800244,6.45,2022-08-23 21:07:16,26.399999999999977,2.0,,28.0,32.0,4.0,26.399999999999977,0.0,177.0,10.5,20.0,37.5,24.5,79.5,22.0,2022,8,23,21,2.12,172.0
1111.49,4.864,2,50.5172092,-84.8001862,4.864,2022-08-23 21:07:17,26.600000000000023,2.0,,3.0,32.0,4.0,26.600000000000023,0.0,0.0,5.5,8.0,20.5,23.5,77.0,22.0,2022,8,23,21,2.12,172.0
1115.48,3.521,3,50.5172418,-84.8001452,3.521,2022-08-23 21:07:18,26.600000000000023,2.0,,26.0,32.0,4.0,26.600000000000023,0.0,19.0,1.0,20.0,5.5,22.5,74.5,22.0,2022,8,23,21,2.12,172.0
1118.71,2.767,3,50.5172675,-84.800115,2.767,2022-08-23 21:07:19,26.799999999999955,2.0,,24.0,32.0,4.0,26.799999999999955,0.0,37.0,9.0,85.0,34.0,18.5,74.0,22.0,2022,8,23,21,2.12,172.0
1121.68,2.543,3,50.5172905,-84.8000808,2.543,2022-08-23 21:07:20,26.799999999999955,2.0,,23.0,32.0,4.0,26.799999999999955,0.0,65.0,13.5,71.0,51.5,18.0,69.0,22.0,2022,8,23,21,2.12,172.0
1124.64,2.857,2,50.5173132,-84.800051,2.857,2022-08-23 21:07:21,27.0,2.0,,38.0,32.0,4.0,27.0,0.0,69.0,17.5,57.0,66.5,18.0,63.0,22.0,2022,8,23,21,2.12,172.0
1128.57,3.599,2,50.5173392,-84.8000107,3.599,2022-08-23 21:07:22,27.0,2.0,,42.0,32.0,4.0,27.0,0.2,73.0,22.0,49.0,82.0,20.5,63.5,22.0,2022,8,23,21,2.12,172.0
1133.23,4.51,2,50.5173763,-84.7999651,4.51,2022-08-23 21:07:23,27.0,2.0,,52.0,32.0,4.0,27.0,1.53,262.0,29.0,46.0,97.0,29.0,79.0,22.0,2022,8,23,21,2.12,172.0
1138.26,5.154,2,50.5174204,-84.7999197,5.154,2022-08-23 21:07:24,27.0,3.0,,62.0,33.0,4.0,27.0,1.92,332.0,27.0,43.0,93.5,26.5,95.0,22.0,2022,8,23,21,2.12,172.0
1143.39,5.241,2,50.5174629,-84.799874,5.241,2022-08-23 21:07:25,27.0,3.0,,74.0,33.0,4.0,27.0,1.76,397.0,25.5,41.0,90.0,26.5,96.5,22.0,2022,8,23,21,2.12,172.0
1149.43,5.986,2,50.5175104,-84.7998154,5.986,2022-08-23 21:07:26,27.0,3.0,,78.0,34.0,4.0,27.0,0.0,421.0,27.0,44.0,92.5,27.0,96.5,22.0,2022,8,23,21,2.12,172.0
1156.16,6.635,2,50.5175666,-84.7997521,6.635,2022-08-23 21:07:27,26.799999999999955,3.0,,82.0,34.0,4.0,26.799999999999955,0.0,446.0,29.0,45.0,95.5,28.0,97.5,22.0,2022,8,23,21,2.12,172.0
1163.23,7.12,2,50.5176247,-84.7996832,7.12,2022-08-23 21:07:28,26.799999999999955,3.0,,90.0,34.0,4.0,26.799999999999955,0.0,449.0,26.5,45.0,91.0,27.0,96.5,22.0,2022,8,23,21,2.12,172.0
1171.15,7.388,2,50.5176879,-84.7996094,7.388,2022-08-23 21:07:29,26.799999999999955,3.0,,93.0,35.0,4.0,26.799999999999955,0.0,414.0,24.5,50.0,87.0,26.5,96.0,22.0,2022,8,23,21,2.12,172.0
1179.23,7.437,2,50.5177522,-84.7995359,7.437,2022-08-23 21:07:30,26.799999999999955,3.0,,95.0,35.0,4.0,26.799999999999955,0.0,367.0,21.5,49.0,78.0,26.0,89.0,22.0,2022,8,23,21,2.12,172.0
1187.08,7.023,2,50.5178162,-84.7994563,7.023,2022-08-23 21:07:31,26.799999999999955,3.0,,86.0,35.0,4.0,26.799999999999955,0.0,315.0,23.0,48.0,76.5,25.0,82.5,22.0,2022,8,23,21,2.12,172.0
1194.78,7.442,2,50.5178739,-84.7993802,7.442,2022-08-23 21:07:32,26.799999999999955,3.0,,58.0,35.0,4.0,26.799999999999955,0.0,268.0,27.5,47.0,80.5,23.5,77.0,22.0,2022,8,23,21,2.12,172.0
1202.08,7.398,2,50.5179285,-84.7993007,7.398,2022-08-23 21:07:33,26.799999999999955,3.0,,30.0,36.0,4.0,26.799999999999955,0.0,221.0,32.0,46.0,84.5,21.5,72.0,22.0,2022,8,23,21,2.12,172.0
1209.68,7.581,2,50.5179855,-84.79922,7.581,2022-08-23 21:07:34,26.799999999999955,3.0,,63.0,36.0,4.0,26.799999999999955,0.0,157.0,36.0,45.0,88.5,20.0,66.5,22.0,2022,8,23,21,2.12,172.0
1217.88,8.061,2,50.5180515,-84.7991443,8.061,2022-08-23 21:07:35,26.600000000000023,3.0,,94.0,36.0,4.0,26.600000000000023,0.0,295.0,33.0,44.0,89.0,21.0,74.0,22.0,2022,8,23,21,2.12,172.0
1226.05,8.151,2,50.5181165,-84.7990649,8.151,2022-08-23 21:07:36,26.600000000000023,3.0,,103.0,37.0,4.0,26.600000000000023,0.0,482.0,27.5,46.0,88.0,22.5,84.0,22.0,2022,8,23,21,2.12,172.0
1233.95,7.962,2,50.5181802,-84.7989895,7.962,2022-08-23 21:07:37,26.600000000000023,3.0,,105.0,37.0,4.0,26.600000000000023,0.0,400.0,23.0,49.0,87.0,24.0,93.5,22.0,2022,8,23,21,2.12,172.0
1241.81,8.066,2,50.5182469,-84.7989171,8.066,2022-08-23 21:07:38,26.600000000000023,3.0,,106.0,37.0,4.0,26.600000000000023,0.0,356.0,23.5,50.0,88.5,24.0,92.0,22.0,2022,8,23,21,2.12,172.0
1250.11,8.152,2,50.5183123,-84.7988372,8.152,2022-08-23 21:07:39,26.600000000000023,3.0,,106.0,38.0,4.0,26.600000000000023,0.0,322.0,24.0,52.0,90.0,23.5,90.5,22.0,2022,8,23,21,2.12,172.0
1257.93,7.94,2,50.5183769,-84.7987707,7.94,2022-08-23 21:07:40,26.600000000000023,3.0,,106.0,38.0,4.0,26.600000000000023,0.0,291.0,23.5,54.0,87.0,25.0,89.5,22.0,2022,8,23,21,2.12,172.0
1266.07,8.024,2,50.5184464,-84.7986994,8.024,2022-08-23 21:07:41,26.600000000000023,3.0,,105.0,38.0,4.0,26.600000000000023,0.0,253.0,22.5,57.0,84.5,26.0,86.5,22.0,2022,8,23,21,2.12,172.0
1274.22,7.941,2,50.5185157,-84.7986189,7.941,2022-08-23 21:07:42,26.600000000000023,3.0,,106.0,38.0,4.0,26.600000000000023,0.0,296.0,23.0,54.0,89.0,23.5,81.5,22.0,2022,8,23,21,2.12,172.0
1282.34,8.031,2,50.5185775,-84.7985369,8.031,2022-08-23 21:07:43,26.600000000000023,3.0,,106.0,39.0,4.0,26.600000000000023,0.0,320.0,26.0,44.0,89.5,25.0,88.0,22.0,2022,8,23,21,2.12,172.0
1290.73,8.232,2,50.5186365,-84.7984487,8.232,2022-08-23 21:07:44,26.399999999999977,3.0,,108.0,39.0,4.0,26.399999999999977,0.0,334.0,25.0,39.0,86.0,25.5,89.0,22.0,2022,8,23,21,2.12,172.0
1299.2,8.126,2,50.5186991,-84.7983574,8.126,2022-08-23 21:07:45,26.399999999999977,3.0,,107.0,39.0,4.0,26.399999999999977,0.0,323.0,23.5,46.0,82.5,26.5,92.0,22.0,2022,8,23,21,2.12,172.0
1307.23,7.768,2,50.5187561,-84.7982731,7.768,2022-08-23 21:07:46,26.399999999999977,3.0,,101.0,40.0,4.0,26.399999999999977,0.0,208.0,21.5,54.0,78.5,27.0,91.5,22.0,2022,8,23,21,2.12,172.0
1315.08,7.828,2,50.5188175,-84.7981909,7.828,2022-08-23 21:07:47,26.399999999999977,3.0,,74.0,40.0,4.0,26.399999999999977,0.0,155.0,19.0,58.0,73.0,23.5,80.5,22.0,2022,8,23,21,2.12,172.0
1323.03,7.62,2,50.5188805,-84.7981164,7.62,2022-08-23 21:07:48,26.399999999999977,3.0,,46.0,40.0,4.0,26.399999999999977,0.0,101.0,20.0,59.0,76.0,20.5,70.0,22.0,2022,8,23,21,2.12,172.0
1330.99,7.505,2,50.5189442,-84.7980371,7.505,2022-08-23 21:07:49,26.200000000000045,3.0,,18.0,40.0,4.0,26.200000000000045,0.0,48.0,21.0,59.0,79.0,17.5,59.5,22.0,2022,8,23,21,2.12,172.0
1338.56,6.79,2,50.5190052,-84.7979676,6.79,2022-08-23 21:07:50,26.399999999999977,3.0,,0.0,40.0,4.0,26.399999999999977,0.0,0.0,22.0,60.0,82.0,14.5,49.0,22.0,2022,8,23,21,2.12,172.0
1345.13,5.879,2,50.5190608,-84.7979107,5.879,2022-08-23 21:07:51,26.399999999999977,3.0,,0.0,40.0,4.0,26.399999999999977,0.0,0.0,23.0,60.0,85.0,11.5,38.5,22.0,2022,8,23,21,2.12,172.0
1350.57,4.771,2,50.5191057,-84.797856,4.771,2022-08-23 21:07:52,26.600000000000023,3.0,,0.0,40.0,4.0,26.600000000000023,0.0,0.0,24.0,61.0,88.5,8.0,28.0,22.0,2022,8,23,21,2.12,172.0
1355.36,4.11,2,50.5191436,-84.7978143,4.11,2022-08-23 21:07:53,26.600000000000023,3.0,,36.0,40.0,4.0,26.600000000000023,0.0,7.0,25.0,61.0,91.5,5.0,17.5,22.0,2022,8,23,21,2.12,172.0
1360.51,4.754,2,50.5191833,-84.7977582,4.754,2022-08-23 21:07:54,26.600000000000023,3.0,,65.0,40.0,4.0,26.600000000000023,0.0,72.0,26.0,62.0,94.5,2.0,7.0,22.0,2022,8,23,21,2.12,172.0
1366.36,5.553,2,50.5192272,-84.7976949,5.553,2022-08-23 21:07:55,26.600000000000023,3.0,,77.0,40.0,4.0,26.600000000000023,0.0,333.0,26.5,58.0,95.0,7.5,27.0,22.0,2022,8,23,21,2.12,172.0
1373.19,6.516,2,50.5192795,-84.7976309,6.516,2022-08-23 21:07:56,26.600000000000023,3.0,,87.0,41.0,4.0,26.600000000000023,0.0,438.0,26.0,52.0,92.5,27.5,96.5,22.0,2022,8,23,21,2.12,172.0
1380.61,7.601,2,50.5193375,-84.7975604,7.601,2022-08-23 21:07:57,26.600000000000023,3.0,,97.0,41.0,4.0,26.600000000000023,0.0,469.0,26.0,47.0,96.5,26.5,92.0,22.0,2022,8,23,21,2.12,172.0
1388.39,8.157,2,50.5194032,-84.7974848,8.157,2022-08-23 21:07:58,26.600000000000023,3.0,,110.0,42.0,4.0,26.600000000000023,0.0,506.0,26.0,50.0,96.0,27.0,92.5,22.0,2022,8,23,21,2.12,172.0
1397.04,8.083,2,50.5194722,-84.7973999,8.083,2022-08-23 21:07:59,26.600000000000023,3.0,,115.0,42.0,4.0,26.600000000000023,0.0,502.0,25.5,52.0,95.5,27.0,94.0,22.0,2022,8,23,21,2.12,172.0
1405.67,8.468,2,50.51954,-84.797317,8.468,2022-08-23 21:08:00,26.399999999999977,3.0,,111.0,42.0,4.0,26.399999999999977,0.0,441.0,25.0,47.0,94.5,27.5,95.5,22.0,2022,8,23,21,2.12,172.0
1414.82,9.063,2,50.5196141,-84.7972293,9.063,2022-08-23 21:08:01,26.200000000000045,3.0,,112.0,43.0,4.0,26.200000000000045,0.0,445.0,25.0,42.0,93.0,28.0,96.0,22.0,2022,8,23,21,2.12,172.0
1424.03,9.216,2,50.5196871,-84.7971397,9.216,2022-08-23 21:08:02,26.200000000000045,3.0,,115.0,43.0,4.0,26.200000000000045,0.0,422.0,23.0,47.0,86.5,26.0,93.5,22.0,2022,8,23,21,2.12,172.0
1433.57,9.187,2,50.5197609,-84.7970475,9.187,2022-08-23 21:08:03,26.200000000000045,3.0,,115.0,44.0,4.0,26.200000000000045,0.0,354.0,23.0,51.0,84.0,25.5,91.0,22.0,2022,8,23,21,2.12,172.0
1442.71,8.848,2,50.5198341,-84.796956,8.848,2022-08-23 21:08:04,26.200000000000045,3.0,,104.0,44.0,4.0,26.200000000000045,0.0,299.0,22.5,51.0,82.0,26.0,89.0,22.0,2022,8,23,21,2.12,172.0
1451.37,8.47,2,50.5199001,-84.7968654,8.47,2022-08-23 21:08:05,26.200000000000045,3.0,,70.0,44.0,4.0,26.200000000000045,0.0,287.0,25.5,31.0,83.5,25.5,88.5,22.0,2022,8,23,21,2.12,172.0
1460.1,8.699,2,50.5199674,-84.7967804,8.699,2022-08-23 21:08:06,26.200000000000045,3.0,,69.0,44.0,4.0,26.200000000000045,0.0,218.0,32.5,23.0,89.0,21.5,92.5,22.0,2022,8,23,21,2.12,172.0
1468.78,8.492,2,50.5200359,-84.7966917,8.492,2022-08-23 21:08:07,26.200000000000045,3.0,,74.0,45.0,4.0,26.200000000000045,0.0,232.0,25.0,52.0,89.5,2.5,99.0,22.0,2022,8,23,21,2.12,172.0
1477.42,8.712,2,50.5201034,-84.7966081,8.712,2022-08-23 21:08:08,26.200000000000045,3.0,,71.0,45.0,4.0,26.200000000000045,0.0,251.0,24.5,56.0,90.0,0.0,100.0,22.0,2022,8,23,21,2.12,172.0
1486.18,8.98,2,50.5201735,-84.7965215,8.98,2022-08-23 21:08:09,26.200000000000045,3.0,,103.0,45.0,4.0,26.200000000000045,0.0,251.0,25.0,61.0,90.5,0.0,100.0,22.0,2022,8,23,21,2.12,172.0
1495.19,8.77,2,50.5202445,-84.7964352,8.77,2022-08-23 21:08:10,26.0,3.0,,111.0,45.0,4.0,26.0,0.0,364.0,24.5,62.0,88.5,8.0,98.0,22.0,2022,8,23,21,2.12,172.0
1503.96,8.323,2,50.5203136,-84.7963457,8.323,2022-08-23 21:08:11,26.0,3.0,,82.0,46.0,4.0,26.0,0.0,250.0,22.0,59.0,83.0,25.5,94.0,22.0,2022,8,23,21,2.12,172.0
1512.64,8.219,2,50.520385,-84.7962679,8.219,2022-08-23 21:08:12,26.0,3.0,,69.0,46.0,4.0,26.0,0.0,198.0,27.0,57.0,83.0,15.0,96.5,22.0,2022,8,23,21,2.12,172.0
1521.34,8.135,2,50.5204573,-84.7961892,8.135,2022-08-23 21:08:13,26.0,3.0,,59.0,46.0,4.0,26.0,0.0,156.0,32.0,53.0,83.5,4.0,99.0,22.0,2022,8,23,21,2.12,172.0
1529.57,7.952,2,50.5205234,-84.7961075,7.952,2022-08-23 21:08:14,26.200000000000045,3.0,,67.0,46.0,4.0,26.200000000000045,0.0,94.0,31.5,50.0,80.5,0.0,97.5,22.0,2022,8,23,21,2.12,172.0
1537.64,7.618,2,50.5205871,-84.796032,7.618,2022-08-23 21:08:15,26.200000000000045,3.0,,100.0,46.0,4.0,26.200000000000045,0.0,146.0,27.5,47.0,75.5,0.0,93.0,22.0,2022,8,23,21,2.12,172.0
1545.54,7.246,2,50.5206448,-84.7959521,7.246,2022-08-23 21:08:16,26.200000000000045,3.0,,83.0,46.0,4.0,26.200000000000045,0.0,155.0,23.5,40.0,71.0,0.0,88.5,22.0,2022,8,23,21,2.12,172.0
1553.09,7.151,2,50.5206997,-84.7958698,7.151,2022-08-23 21:08:17,26.399999999999977,3.0,,65.0,46.0,4.0,26.399999999999977,0.0,164.0,19.5,26.0,66.0,0.0,84.5,22.0,2022,8,23,21,2.12,172.0
1560.14,7.415,2,50.5207539,-84.795793,7.415,2022-08-23 21:08:18,26.399999999999977,3.0,,48.0,47.0,4.0,26.399999999999977,0.0,172.0,20.5,12.0,74.0,7.0,80.0,22.0,2022,8,23,21,2.12,172.0
1568.24,7.553,2,50.5208151,-84.7957083,7.553,2022-08-23 21:08:19,26.399999999999977,3.0,,55.0,47.0,4.0,26.399999999999977,0.0,183.0,22.0,57.0,83.5,15.5,75.5,22.0,2022,8,23,21,2.12,172.0
1576.07,7.279,2,50.5208758,-84.7956307,7.279,2022-08-23 21:08:20,26.399999999999977,3.0,,97.0,47.0,4.0,26.399999999999977,0.0,246.0,23.0,64.0,88.0,21.0,75.0,22.0,2022,8,23,21,2.12,172.0
1583.32,7.02,2,50.5209317,-84.7955579,7.02,2022-08-23 21:08:21,26.600000000000023,3.0,,97.0,47.0,4.0,26.600000000000023,0.0,278.0,22.0,51.0,83.5,23.0,81.0,22.0,2022,8,23,21,2.12,172.0
1590.31,7.321,2,50.5209879,-84.7954935,7.321,2022-08-23 21:08:22,26.600000000000023,3.0,,97.0,48.0,4.0,26.600000000000023,0.0,262.0,21.5,51.0,79.5,25.0,87.0,22.0,2022,8,23,21,2.12,172.0
