distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,ascent,battery_soc,cadence,calories,descent,enhanced_altitude,grade,power,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
2519.65,8.668,3,50.5270216,-84.785546,8.668,2022-08-23 21:10:17,27.600000000000023,3.0,,97.0,77.0,4.0,27.600000000000023,0.0,253.0,20.5,48.0,77.5,25.5,88.5,21.0,2022,8,23,21,2.12,172.0
2528.08,8.394,3,50.52704,-84.7854299,8.394,2022-08-23 21:10:18,27.799999999999955,3.0,,96.0,77.0,4.0,27.799999999999955,0.0,248.0,22.0,47.0,85.5,24.0,81.0,21.0,2022,8,23,21,2.12,172.0
2536.56,8.382,3,50.5270586,-84.7853123,8.382,2022-08-23 21:10:19,27.799999999999955,3.0,,96.0,77.0,4.0,27.799999999999955,0.0,272.0,22.0,47.0,85.5,23.0,79.0,21.0,2022,8,23,21,2.12,172.0
2545.07,8.525,3,50.5270604,-84.7851885,8.525,2022-08-23 21:10:20,27.799999999999955,3.0,,96.0,77.0,4.0,27.799999999999955,0.0,252.0,22.0,46.0,83.5,23.0,78.0,21.0,2022,8,23,21,2.12,172.0
2553.46,8.459,3,50.5270559,-84.7850622,8.459,2022-08-23 21:10:21,28.0,3.0,,95.0,78.0,4.0,28.0,0.0,210.0,21.5,49.0,82.0,22.5,77.0,21.0,2022,8,23,21,2.12,172.0
2561.91,8.415,3,50.527048,-84.7849405,8.415,2022-08-23 21:10:22,28.0,3.0,,94.0,78.0,4.0,28.0,0.0,209.0,21.0,51.0,79.5,22.0,76.0,21.0,2022,8,23,21,2.12,172.0
2570.16,8.303,3,50.5270422,-84.784823,8.303,2022-08-23 21:10:23,28.0,3.0,,75.0,78.0,4.0,28.0,0.0,184.0,18.0,44.0,67.5,22.5,77.0,21.0,2022,8,23,21,2.12,172.0
2578.06,7.986,3,50.5270311,-84.78471,7.986,2022-08-23 21:10:24,28.200000000000045,3.0,,52.0,78.0,4.0,28.200000000000045,0.0,152.0,16.0,38.0,60.0,22.5,76.0,21.0,2022,8,23,21,2.12,172.0
2585.46,7.678,3,50.5270179,-84.7846043,7.678,2022-08-23 21:10:25,28.200000000000045,3.0,,29.0,78.0,4.0,28.200000000000045,0.0,120.0,14.0,32.0,53.5,22.0,74.5,21.0,2022,8,23,21,2.12,172.0
2591.94,6.789,3,50.5269921,-84.7845203,6.789,2022-08-23 21:10:26,28.200000000000045,3.0,,5.0,78.0,4.0,28.200000000000045,0.0,87.0,12.5,27.0,47.0,21.5,73.0,21.0,2022,8,23,21,2.12,172.0
2597.95,6.128,3,50.5269593,-84.7844455,6.128,2022-08-23 21:10:27,28.200000000000045,3.0,,0.0,78.0,4.0,28.200000000000045,0.0,0.0,10.5,21.0,41.0,21.5,71.5,21.0,2022,8,23,21,2.12,172.0
2603.98,6.02,3,50.5269271,-84.7843654,6.02,2022-08-23 21:10:28,28.200000000000045,3.0,,21.0,78.0,4.0,28.200000000000045,0.0,1.0,8.5,15.0,34.5,21.0,70.0,21.0,2022,8,23,21,2.12,172.0
2607.96,4.489,3,50.526918,-84.7843095,4.489,2022-08-23 21:10:29,28.399999999999977,3.0,,92.0,78.0,4.0,28.399999999999977,0.0,34.0,7.0,10.0,28.0,20.5,68.0,21.0,2022,8,23,21,2.12,172.0
2611.47,3.762,3,50.5269308,-84.7842644,3.762,2022-08-23 21:10:30,28.399999999999977,3.0,,66.0,78.0,4.0,28.399999999999977,0.0,25.0,7.0,4.0,28.0,20.5,67.0,21.0,2022,8,23,21,2.12,172.0
2613.91,2.75,3,50.5269297,-84.7842314,2.75,2022-08-23 21:10:31,28.600000000000023,3.0,,39.0,78.0,4.0,28.600000000000023,0.0,16.0,11.5,11.0,43.5,20.5,67.0,21.0,2022,8,23,21,2.12,172.0
2615.52,1.928,3,50.5269208,-84.7842109,1.928,2022-08-23 21:10:32,28.600000000000023,3.0,,12.0,78.0,4.0,28.600000000000023,0.0,8.0,16.0,51.0,59.0,20.5,67.0,21.0,2022,8,23,21,2.12,172.0
2617.28,1.803,3,50.5269053,-84.784199,1.803,2022-08-23 21:10:33,28.600000000000023,3.0,,16.0,78.0,4.0,28.600000000000023,0.0,3.0,20.5,91.0,75.0,20.5,67.0,21.0,2022,8,23,21,2.12,172.0
2617.84,3.134,3,50.5268409,-84.7841651,3.134,2022-08-23 21:10:38,28.799999999999955,3.0,,0.0,78.0,4.0,28.799999999999955,0.0,0.0,24.0,69.0,87.5,27.5,83.0,21.0,2022,8,23,21,2.12,172.0
2619.89,3.611,3,50.5268032,-84.7841407,3.611,2022-08-23 21:10:39,28.799999999999955,3.0,,0.0,78.0,4.0,28.799999999999955,0.0,0.0,24.0,63.0,88.5,29.0,86.5,21.0,2022,8,23,21,2.12,172.0
2622.93,3.151,2,50.5267918,-84.7841,3.151,2022-08-23 21:10:40,28.799999999999955,3.0,,0.0,78.0,4.0,28.799999999999955,0.0,0.0,24.5,56.0,89.5,30.5,90.0,21.0,2022,8,23,21,2.12,172.0
2626.31,3.33,2,50.5267905,-84.784055,3.33,2022-08-23 21:10:41,28.799999999999955,3.0,,0.0,78.0,4.0,28.799999999999955,0.0,0.0,24.5,50.0,91.0,32.0,93.5,21.0,2022,8,23,21,2.12,172.0
2629.64,3.432,2,50.5268026,-84.7840113,3.432,2022-08-23 21:10:42,28.600000000000023,3.0,,54.0,78.0,4.0,28.600000000000023,0.0,110.0,25.0,44.0,92.0,33.5,97.0,21.0,2022,8,23,21,2.12,172.0
2634.75,4.698,3,50.5268211,-84.7839406,4.698,2022-08-23 21:10:43,28.399999999999977,3.0,,65.0,78.0,4.0,28.399999999999977,0.0,247.0,24.5,50.0,92.0,32.5,97.5,21.0,2022,8,23,21,2.12,172.0
2641.48,6.194,3,50.5268548,-84.7838522,6.194,2022-08-23 21:10:44,28.200000000000045,3.0,,75.0,79.0,4.0,28.200000000000045,0.0,345.0,23.0,49.0,92.0,30.0,97.0,21.0,2022,8,23,21,2.12,172.0
2648.73,6.955,3,50.5268899,-84.7837604,6.955,2022-08-23 21:10:45,28.0,3.0,,82.0,79.0,4.0,28.0,0.0,360.0,22.0,48.0,88.5,28.0,96.5,21.0,2022,8,23,21,2.12,172.0
2655.81,7.034,3,50.5269029,-84.7836572,7.034,2022-08-23 21:10:46,27.799999999999955,3.0,,89.0,80.0,4.0,27.799999999999955,0.0,364.0,20.5,49.0,79.5,27.0,97.0,21.0,2022,8,23,21,2.12,172.0
2663.52,7.484,3,50.5269043,-84.7835461,7.484,2022-08-23 21:10:47,27.600000000000023,3.0,,90.0,80.0,4.0,27.600000000000023,-0.3,270.0,22.5,49.0,84.5,26.5,91.5,21.0,2022,8,23,21,2.12,172.0
2671.04,7.542,3,50.5268981,-84.7834389,7.542,2022-08-23 21:10:48,27.399999999999977,3.0,,93.0,80.0,5.0,27.399999999999977,-2.97,275.0,23.5,49.0,86.0,26.5,88.5,21.0,2022,8,23,21,2.12,172.0
2678.97,7.9,3,50.5268952,-84.7833237,7.9,2022-08-23 21:10:49,27.200000000000045,3.0,,95.0,80.0,5.0,27.200000000000045,-2.95,279.0,21.5,49.0,78.5,26.5,87.0,21.0,2022,8,23,21,2.12,172.0
2688.05,8.747,3,50.526892,-84.783191,8.747,2022-08-23 21:10:50,27.0,3.0,,74.0,80.0,5.0,27.0,-2.87,206.0,18.0,50.0,65.5,24.5,83.0,21.0,2022,8,23,21,2.12,172.0
2697.18,9.083,3,50.5268938,-84.7830624,9.083,2022-08-23 21:10:51,27.0,3.0,,49.0,80.0,6.0,27.0,-2.61,163.0,18.0,52.0,66.0,24.0,82.0,21.0,2022,8,23,21,2.12,172.0
2706.42,9.167,3,50.526889,-84.7829287,9.167,2022-08-23 21:10:52,26.799999999999955,3.0,,24.0,80.0,6.0,26.799999999999955,-2.35,120.0,18.5,53.0,66.5,23.5,80.5,21.0,2022,8,23,21,2.12,172.0
2715.32,8.847,3,50.5268766,-84.7827965,8.847,2022-08-23 21:10:53,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,-2.11,0.0,18.5,54.0,67.0,23.0,79.5,21.0,2022,8,23,21,2.12,172.0
2723.95,8.75,3,50.5268693,-84.7826757,8.75,2022-08-23 21:10:54,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,-1.84,0.0,18.5,55.0,67.5,22.5,78.5,21.0,2022,8,23,21,2.12,172.0
2732.43,8.581,3,50.5268647,-84.7825508,8.581,2022-08-23 21:10:55,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,-1.58,0.0,18.5,57.0,68.0,22.0,77.5,21.0,2022,8,23,21,2.12,172.0
2740.46,8.125,3,50.5268666,-84.7824357,8.125,2022-08-23 21:10:56,26.399999999999977,3.0,,0.0,80.0,6.0,26.399999999999977,-1.33,0.0,18.5,58.0,68.5,21.5,76.0,21.0,2022,8,23,21,2.12,172.0
2747.91,7.664,3,50.526871,-84.782328,7.664,2022-08-23 21:10:57,26.399999999999977,3.0,,0.0,80.0,6.0,26.399999999999977,-1.16,0.0,19.0,59.0,69.0,21.5,75.0,21.0,2022,8,23,21,2.12,172.0
2754.53,6.854,3,50.5268756,-84.7822308,6.854,2022-08-23 21:10:58,26.399999999999977,3.0,,0.0,80.0,6.0,26.399999999999977,-1.0,0.0,19.0,60.0,69.5,21.0,74.0,21.0,2022,8,23,21,2.12,172.0
2759.26,5.237,3,50.5268738,-84.7821644,5.237,2022-08-23 21:10:59,26.399999999999977,3.0,,0.0,80.0,6.0,26.399999999999977,-0.78,0.0,19.0,62.0,70.0,20.5,73.0,21.0,2022,8,23,21,2.12,172.0
2761.94,3.337,3,50.5268693,-84.7821291,3.337,2022-08-23 21:11:00,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,0.0,0.0,19.0,63.0,70.5,20.0,71.5,21.0,2022,8,23,21,2.12,172.0
2764.0,2.402,3,50.5268554,-84.7821085,2.402,2022-08-23 21:11:01,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,0.0,0.0,19.5,64.0,71.0,19.5,70.5,21.0,2022,8,23,21,2.12,172.0
2766.28,2.313,3,50.5268342,-84.7820841,2.313,2022-08-23 21:11:02,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,0.0,0.0,19.5,66.0,71.5,19.0,69.5,21.0,2022,8,23,21,2.12,172.0
2769.21,2.773,3,50.5268082,-84.782063,2.773,2022-08-23 21:11:03,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,0.0,0.0,19.5,67.0,72.0,18.5,68.5,21.0,2022,8,23,21,2.12,172.0
2771.58,2.46,3,50.5267902,-84.7820384,2.46,2022-08-23 21:11:04,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,0.0,0.0,19.5,68.0,72.5,18.0,67.0,21.0,2022,8,23,21,2.12,172.0
2773.57,2.081,3,50.5267892,-84.7820108,2.081,2022-08-23 21:11:05,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,0.05,0.0,20.0,69.0,73.0,17.5,66.0,21.0,2022,8,23,21,2.12,172.0
2777.15,3.229,3,50.5267811,-84.7819648,3.229,2022-08-23 21:11:06,26.600000000000023,3.0,,16.0,80.0,6.0,26.600000000000023,0.51,3.0,20.0,71.0,73.5,17.0,65.0,21.0,2022,8,23,21,2.12,172.0
2781.21,3.822,3,50.5267705,-84.7819098,3.822,2022-08-23 21:11:07,26.600000000000023,3.0,,17.0,80.0,6.0,26.600000000000023,0.05,15.0,19.5,72.0,72.0,17.0,65.0,21.0,2022,8,23,21,2.12,172.0
2786.02,4.585,3,50.5267582,-84.7818421,4.585,2022-08-23 21:11:08,26.600000000000023,3.0,,19.0,80.0,6.0,26.600000000000023,0.51,28.0,18.5,73.0,69.0,17.0,65.5,21.0,2022,8,23,21,2.12,172.0
2789.02,3.407,3,50.5267509,-84.781795,3.407,2022-08-23 21:11:09,26.600000000000023,3.0,,14.0,80.0,6.0,26.600000000000023,0.44,21.0,17.5,73.0,66.5,17.0,66.0,21.0,2022,8,23,21,2.12,172.0
2792.34,3.319,3,50.5267399,-84.7817518,3.319,2022-08-23 21:11:10,26.600000000000023,3.0,,9.0,80.0,6.0,26.600000000000023,0.41,14.0,18.0,71.0,68.5,18.0,68.5,21.0,2022,8,23,21,2.12,172.0
2794.7,2.654,3,50.5267328,-84.7817197,2.654,2022-08-23 21:11:11,26.600000000000023,3.0,,3.0,80.0,6.0,26.600000000000023,0.4,0.0,18.5,69.0,70.5,19.0,70.5,21.0,2022,8,23,21,2.12,172.0
2795.26,0.746,3,50.5267314,-84.7817114,0.746,2022-08-23 21:11:12,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,0.35,0.0,19.0,67.0,72.5,20.0,72.5,21.0,2022,8,23,21,2.12,172.0
2795.26,0.0,3,50.5267314,-84.7817114,0.0,2022-08-23 21:11:13,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,0.0,0.0,19.5,65.0,74.0,21.0,74.5,21.0,2022,8,23,21,2.12,172.0
2795.26,0.0,2,50.5267314,-84.7817114,0.0,2022-08-23 21:11:14,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,0.0,0.0,20.0,63.0,76.0,22.0,76.5,21.0,2022,8,23,21,2.12,172.0
2795.26,0.0,1,50.5267314,-84.7817114,0.0,2022-08-23 21:11:15,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,0.0,0.0,20.5,61.0,78.0,23.0,79.0,21.0,2022,8,23,21,2.12,172.0
2795.26,0.0,1,50.5267314,-84.7817114,0.0,2022-08-23 21:11:16,26.600000000000023,3.0,,0.0,80.0,6.0,26.600000000000023,0.0,0.0,21.0,59.0,80.0,24.0,81.0,21.0,2022,8,23,21,2.12,172.0
2795.26,4.242,2,50.5267502,-84.7816362,4.242,2022-08-23 21:11:21,26.600000000000023,3.0,,54.0,80.0,6.0,26.600000000000023,0.0,134.0,23.5,48.0,89.0,29.5,91.5,21.0,2022,8,23,21,2.12,172.0
2797.39,4.564,2,50.5267681,-84.7815708,4.564,2022-08-23 21:11:22,26.600000000000023,3.0,,73.0,81.0,6.0,26.600000000000023,0.0,281.0,24.0,46.0,91.0,30.5,93.5,21.0,2022,8,23,21,2.12,172.0
2801.27,4.018,2,50.5267755,-84.7815119,4.018,2022-08-23 21:11:23,26.600000000000023,3.0,,82.0,81.0,6.0,26.600000000000023,0.0,372.0,24.5,46.0,93.0,31.5,95.5,21.0,2022,8,23,21,2.12,172.0
2807.0,5.35,2,50.5267706,-84.7814302,5.35,2022-08-23 21:11:24,26.399999999999977,3.0,,92.0,82.0,6.0,26.399999999999977,0.0,506.0,25.0,47.0,94.5,32.5,97.5,21.0,2022,8,23,21,2.12,172.0
2813.88,6.515,2,50.5267615,-84.7813331,6.515,2022-08-23 21:11:25,26.399999999999977,3.0,,100.0,82.0,6.0,26.399999999999977,0.0,437.0,22.5,48.0,87.0,25.0,96.0,21.0,2022,8,23,21,2.12,172.0
2821.07,7.063,2,50.5267495,-84.781228,7.063,2022-08-23 21:11:26,26.399999999999977,3.0,,96.0,82.0,6.0,26.399999999999977,0.0,330.0,23.5,49.0,87.0,24.0,89.0,21.0,2022,8,23,21,2.12,172.0
2828.78,7.569,2,50.5267297,-84.7811192,7.569,2022-08-23 21:11:27,26.399999999999977,3.0,,98.0,83.0,6.0,26.399999999999977,0.0,381.0,24.0,44.0,85.0,27.0,86.5,21.0,2022,8,23,21,2.12,172.0
2836.49,7.654,2,50.5267039,-84.7810159,7.654,2022-08-23 21:11:28,26.600000000000023,3.0,,99.0,83.0,6.0,26.600000000000023,0.0,293.0,19.0,41.0,69.0,26.0,93.0,21.0,2022,8,23,21,2.12,172.0
2844.33,7.805,2,50.5266732,-84.7809087,7.805,2022-08-23 21:11:29,26.399999999999977,3.0,,98.0,83.0,6.0,26.399999999999977,0.0,235.0,21.5,46.0,68.0,22.5,78.5,21.0,2022,8,23,21,2.12,172.0
2852.08,7.75,2,50.5266538,-84.7807995,7.75,2022-08-23 21:11:30,26.399999999999977,3.0,,88.0,83.0,6.0,26.399999999999977,0.0,196.0,21.5,55.0,70.5,20.5,73.0,21.0,2022,8,23,21,2.12,172.0
2859.59,7.541,2,50.5266402,-84.7806966,7.541,2022-08-23 21:11:31,26.600000000000023,3.0,,60.0,83.0,6.0,26.600000000000023,0.0,181.0,21.5,46.0,73.0,19.0,69.0,21.0,2022,8,23,21,2.12,172.0
2866.43,7.019,2,50.5266265,-84.7805963,7.019,2022-08-23 21:11:32,26.600000000000023,3.0,,32.0,83.0,6.0,26.600000000000023,0.0,166.0,21.0,35.0,75.0,17.0,67.0,21.0,2022,8,23,21,2.12,172.0
2872.61,6.398,2,50.5266098,-84.780509,6.398,2022-08-23 21:11:33,26.600000000000023,3.0,,4.0,83.0,6.0,26.600000000000023,0.0,0.0,20.0,24.0,76.0,14.0,68.5,21.0,2022,8,23,21,2.12,172.0
2877.55,5.303,2,50.5265947,-84.7804455,5.303,2022-08-23 21:11:34,26.600000000000023,3.0,,0.0,83.0,6.0,26.600000000000023,0.0,0.0,19.5,13.0,76.5,11.0,70.0,21.0,2022,8,23,21,2.12,172.0
2881.3,4.205,3,50.5265843,-84.7803921,4.205,2022-08-23 21:11:35,26.600000000000023,3.0,,19.0,83.0,6.0,26.600000000000023,0.0,18.0,19.0,2.0,77.0,8.5,71.5,21.0,2022,8,23,21,2.12,172.0
2884.18,3.195,3,50.5265782,-84.7803491,3.195,2022-08-23 21:11:36,26.600000000000023,3.0,,17.0,83.0,6.0,26.600000000000023,0.0,49.0,18.0,35.0,77.5,5.5,72.5,21.0,2022,8,23,21,2.12,172.0
2886.93,2.835,3,50.5265735,-84.780312,2.835,2022-08-23 21:11:37,26.600000000000023,3.0,,16.0,84.0,6.0,26.600000000000023,0.0,79.0,17.5,75.0,78.0,2.5,74.0,21.0,2022,8,23,21,2.12,172.0
2890.72,3.548,3,50.526569,-84.7802572,3.548,2022-08-23 21:11:38,26.600000000000023,3.0,,34.0,84.0,6.0,26.600000000000023,0.0,72.0,17.0,92.0,78.0,1.0,75.5,21.0,2022,8,23,21,2.12,172.0
2895.32,4.274,3,50.5265833,-84.7801927,4.274,2022-08-23 21:11:39,26.600000000000023,3.0,,44.0,84.0,6.0,26.600000000000023,0.0,84.0,18.5,72.0,75.0,10.0,77.0,21.0,2022,8,23,21,2.12,172.0
2899.69,4.382,3,50.5265842,-84.7801363,4.382,2022-08-23 21:11:40,26.399999999999977,3.0,,50.0,84.0,6.0,26.399999999999977,0.0,103.0,19.5,51.0,71.5,19.0,78.5,21.0,2022,8,23,21,2.12,172.0
2904.21,4.54,3,50.5265751,-84.7800699,4.54,2022-08-23 21:11:41,26.399999999999977,3.0,,52.0,84.0,6.0,26.399999999999977,0.0,180.0,22.5,69.0,83.0,26.0,84.0,21.0,2022,8,23,21,2.12,172.0
2909.15,4.845,3,50.5265721,-84.7799969,4.845,2022-08-23 21:11:42,26.399999999999977,3.0,,44.0,84.0,6.0,26.399999999999977,0.0,223.0,22.0,45.0,88.5,29.5,91.5,21.0,2022,8,23,21,2.12,172.0
2914.18,4.975,3,50.526569,-84.7799236,4.975,2022-08-23 21:11:43,26.399999999999977,3.0,,42.0,84.0,6.0,26.399999999999977,0.0,244.0,15.5,29.0,72.5,28.0,96.5,22.0,2022,8,23,21,2.12,172.0
2919.02,4.861,3,50.5265614,-84.7798567,4.861,2022-08-23 21:11:44,26.399999999999977,3.0,,60.0,85.0,6.0,26.399999999999977,0.0,266.0,23.0,72.0,90.0,21.5,93.0,22.0,2022,8,23,21,2.12,172.0
2924.34,5.186,3,50.5265522,-84.7797805,5.186,2022-08-23 21:11:45,26.200000000000045,3.0,,83.0,85.0,6.0,26.200000000000045,0.0,307.0,23.5,48.0,94.0,26.0,94.5,22.0,2022,8,23,21,2.12,172.0
2929.63,5.275,3,50.5265493,-84.7797053,5.275,2022-08-23 21:11:46,26.200000000000045,3.0,,98.0,86.0,6.0,26.200000000000045,0.0,464.0,23.0,33.0,91.5,27.0,96.0,22.0,2022,8,23,21,2.12,172.0
2935.61,5.838,3,50.5265463,-84.7796202,5.838,2022-08-23 21:11:47,26.0,3.0,,96.0,86.0,6.0,26.0,0.0,415.0,23.0,35.0,90.5,26.0,93.5,22.0,2022,8,23,21,2.12,172.0
2943.19,7.134,3,50.5265294,-84.7795107,7.134,2022-08-23 21:11:48,26.0,3.0,,79.0,86.0,6.0,26.0,0.0,418.0,22.5,59.0,95.5,24.0,85.5,22.0,2022,8,23,21,2.12,172.0
2951.13,7.719,3,50.5265065,-84.7794039,7.719,2022-08-23 21:11:49,25.799999999999955,3.0,,78.0,87.0,6.0,25.799999999999955,0.0,359.0,16.5,93.0,97.0,17.5,82.5,22.0,2022,8,23,21,2.12,172.0
2958.52,7.427,3,50.5264836,-84.7793031,7.427,2022-08-23 21:11:50,25.799999999999955,3.0,,74.0,87.0,6.0,25.799999999999955,0.0,208.0,10.0,20.0,98.0,11.0,79.5,22.0,2022,8,23,21,2.12,172.0
2965.01,6.869,3,50.5264559,-84.7792131,6.869,2022-08-23 21:11:51,25.799999999999955,3.0,,37.0,87.0,6.0,25.799999999999955,0.0,74.0,4.0,51.0,99.5,4.0,76.5,22.0,2022,8,23,21,2.12,172.0
2972.51,7.369,3,50.5264209,-84.7791157,7.369,2022-08-23 21:11:52,25.799999999999955,3.0,,26.0,87.0,6.0,25.799999999999955,0.0,52.0,0.0,62.0,100.0,1.0,73.0,22.0,2022,8,23,21,2.12,172.0
2979.3,6.79,3,50.5263928,-84.7790252,6.79,2022-08-23 21:11:53,25.799999999999955,3.0,,15.0,87.0,6.0,25.799999999999955,0.0,30.0,0.0,53.0,99.0,3.5,70.0,22.0,2022,8,23,21,2.12,172.0
2984.76,5.801,3,50.52637,-84.7789493,5.801,2022-08-23 21:11:54,25.799999999999955,3.0,,4.0,87.0,6.0,25.799999999999955,0.0,0.0,0.0,44.0,98.5,6.0,67.0,22.0,2022,8,23,21,2.12,172.0
2989.53,5.083,3,50.5263535,-84.7788828,5.083,2022-08-23 21:11:55,25.799999999999955,3.0,,0.0,87.0,6.0,25.799999999999955,0.0,0.0,0.0,35.0,98.0,8.5,64.0,22.0,2022,8,23,21,2.12,172.0
2993.75,4.385,3,50.5263397,-84.7788311,4.385,2022-08-23 21:11:56,25.799999999999955,3.0,,19.0,87.0,6.0,25.799999999999955,0.0,1.0,0.0,26.0,97.0,11.0,61.0,22.0,2022,8,23,21,2.12,172.0
2998.6,4.722,3,50.5263229,-84.7787606,4.722,2022-08-23 21:11:57,26.0,3.0,,69.0,87.0,6.0,26.0,0.0,4.0,0.0,17.0,96.5,13.5,57.5,22.0,2022,8,23,21,2.12,172.0
3001.84,3.653,3,50.5263111,-84.7787166,3.653,2022-08-23 21:11:58,26.0,3.0,,72.0,87.0,6.0,26.0,0.0,31.0,1.5,8.0,96.0,15.5,55.0,22.0,2022,8,23,21,2.12,172.0
3004.55,2.978,3,50.5262959,-84.7786832,2.978,2022-08-23 21:11:59,25.799999999999955,3.0,,48.0,87.0,6.0,25.799999999999955,0.0,46.0,10.5,6.0,95.5,15.5,55.0,22.0,2022,8,23,21,2.12,172.0
3007.38,2.843,3,50.5262776,-84.7786527,2.843,2022-08-23 21:12:00,25.799999999999955,3.0,,40.0,87.0,6.0,25.799999999999955,0.0,98.0,19.5,44.0,94.5,15.5,55.0,22.0,2022,8,23,21,2.12,172.0
3012.06,4.246,3,50.5262378,-84.7786131,4.246,2022-08-23 21:12:01,25.799999999999955,3.0,,52.0,87.0,6.0,25.799999999999955,-0.01,120.0,23.5,48.0,95.0,19.0,70.0,22.0,2022,8,23,21,2.12,172.0
3017.93,5.474,3,50.5261908,-84.7785552,5.474,2022-08-23 21:12:02,25.799999999999955,3.0,,62.0,88.0,7.0,25.799999999999955,-0.15,245.0,24.0,49.0,95.0,23.5,89.5,22.0,2022,8,23,21,2.12,172.0
3023.37,5.453,3,50.5261517,-84.778498,5.453,2022-08-23 21:12:03,25.600000000000023,3.0,,67.0,88.0,7.0,25.600000000000023,-0.35,229.0,25.0,48.0,87.5,23.5,89.5,22.0,2022,8,23,21,2.12,172.0
3028.85,5.476,3,50.5261153,-84.7784373,5.476,2022-08-23 21:12:04,25.600000000000023,3.0,,70.0,88.0,7.0,25.600000000000023,-0.06,208.0,22.0,40.0,76.5,23.5,86.5,22.0,2022,8,23,21,2.12,172.0
3034.09,5.313,3,50.5260855,-84.7783748,5.313,2022-08-23 21:12:05,25.399999999999977,3.0,,69.0,88.0,7.0,25.399999999999977,-0.93,187.0,18.0,38.0,65.0,23.5,83.5,22.0,2022,8,23,21,2.12,172.0
3038.31,4.535,3,50.5260585,-84.7783234,4.535,2022-08-23 21:12:06,25.600000000000023,3.0,,48.0,88.0,7.0,25.600000000000023,-1.02,174.0,14.5,37.0,53.5,23.5,80.0,22.0,2022,8,23,21,2.12,172.0
3041.85,3.778,3,50.5260337,-84.7782831,3.778,2022-08-23 21:12:07,25.600000000000023,3.0,,28.0,88.0,7.0,25.600000000000023,0.0,161.0,11.5,35.0,45.0,23.5,76.5,22.0,2022,8,23,21,2.12,172.0
3044.79,3.095,3,50.5260106,-84.7782522,3.095,2022-08-23 21:12:08,25.799999999999955,3.0,,7.0,88.0,7.0,25.799999999999955,0.0,148.0,10.5,32.0,53.0,21.5,71.0,22.0,2022,8,23,21,2.12,172.0
3048.56,3.64,3,50.5259852,-84.7782074,3.64,2022-08-23 21:12:09,25.799999999999955,3.0,,7.0,88.0,7.0,25.799999999999955,0.0,1.0,10.0,30.0,60.5,20.0,65.5,22.0,2022,8,23,21,2.12,172.0
3054.15,5.094,3,50.5259484,-84.7781461,5.094,2022-08-23 21:12:10,25.799999999999955,3.0,,31.0,88.0,7.0,25.799999999999955,0.02,23.0,9.0,27.0,68.5,18.5,60.0,22.0,2022,8,23,21,2.12,172.0
3060.43,5.941,3,50.5259071,-84.7780756,5.941,2022-08-23 21:12:11,25.799999999999955,3.0,,62.0,89.0,7.0,25.799999999999955,0.19,86.0,15.5,37.0,80.5,18.0,63.0,22.0,2022,8,23,21,2.12,172.0
3067.09,6.542,3,50.5258636,-84.7779976,6.542,2022-08-23 21:12:12,25.799999999999955,3.0,,79.0,89.0,7.0,25.799999999999955,0.0,215.0,29.5,47.0,96.0,19.5,76.5,22.0,2022,8,23,21,2.12,172.0
3074.28,7.019,3,50.525824,-84.7779092,7.019,2022-08-23 21:12:13,25.799999999999955,3.0,,93.0,90.0,7.0,25.799999999999955,0.0,511.0,28.0,47.0,95.5,22.5,85.0,22.0,2022,8,23,21,2.12,172.0
3082.42,7.706,3,50.5257864,-84.7778023,7.706,2022-08-23 21:12:14,25.799999999999955,3.0,,101.0,90.0,7.0,25.799999999999955,0.0,499.0,26.0,44.0,95.0,25.0,93.5,22.0,2022,8,23,21,2.12,172.0
3089.95,7.528,3,50.5257563,-84.7777055,7.528,2022-08-23 21:12:15,25.799999999999955,3.0,,102.0,90.0,7.0,25.799999999999955,0.0,452.0,23.5,41.0,93.0,26.0,96.5,22.0,2022,8,23,21,2.12,172.0
3097.09,7.321,3,50.5257296,-84.777604,7.321,2022-08-23 21:12:16,25.600000000000023,3.0,,99.0,91.0,7.0,25.600000000000023,0.0,386.0,21.5,41.0,85.0,26.5,94.5,22.0,2022,8,23,21,2.12,172.0
3105.02,7.875,3,50.525703,-84.7774976,7.875,2022-08-23 21:12:17,25.600000000000023,3.0,,101.0,91.0,7.0,25.600000000000023,0.0,307.0,20.0,41.0,73.0,27.5,91.0,22.0,2022,8,23,21,2.12,172.0
