battery_soc,heart_rate,timestamp,temperature,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,enhanced_speed,gps_accuracy,position_lat,position_long,speed,distance,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,163.0,2022-03-11 18:49:04,14.0,101.0,26.0,46.0,97.0,315.0,29.5,85.5,10.596,3.0,50.5818271,-84.8614286,10.596,7739.65,10.600000000000023,10.600000000000023,-0.69,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:05,14.0,100.0,28.0,49.0,94.0,302.0,28.0,89.0,10.644,3.0,50.5819136,-84.8615287,10.644,7750.24,10.399999999999977,10.399999999999977,-0.98,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:06,14.0,101.0,28.5,50.0,92.0,307.0,27.5,93.0,10.851,3.0,50.5820046,-84.8616289,10.851,7761.17,10.399999999999977,10.399999999999977,-1.14,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:07,14.0,101.0,26.5,53.0,84.5,321.0,26.5,86.5,10.749,3.0,50.5821002,-84.861729,10.749,7772.36,10.399999999999977,10.399999999999977,-1.13,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:08,14.0,100.0,25.5,53.0,92.0,358.0,26.0,87.5,10.837,3.0,50.5821867,-84.8618291,10.837,7783.25,10.199999999999989,10.199999999999989,-0.93,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:09,14.0,99.0,23.5,53.0,88.5,429.0,26.5,87.5,10.649,3.0,50.5822731,-84.8619292,10.649,7793.66,10.0,10.0,-0.82,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:10,14.0,100.0,20.0,49.0,84.0,279.0,26.5,84.5,10.671,3.0,50.5823642,-84.8620294,10.671,7804.51,9.800000000000011,9.800000000000011,-0.88,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:11,14.0,100.0,21.0,44.0,81.5,245.0,24.0,77.5,10.663,3.0,50.5824506,-84.8621295,10.663,7815.28,9.600000000000023,9.600000000000023,-1.11,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:12,14.0,98.0,28.5,44.0,86.0,223.0,20.5,72.0,10.672,3.0,50.5825417,-84.8622296,10.672,7825.98,9.600000000000023,9.600000000000023,-1.45,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:13,14.0,98.0,20.0,50.0,80.0,260.0,24.5,81.0,10.58,3.0,50.5826281,-84.8623206,10.58,7836.15,9.600000000000023,9.600000000000023,-1.59,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:14,14.0,98.0,26.5,56.0,87.5,279.0,23.5,78.0,10.49,3.0,50.5827146,-84.8624208,10.49,7846.74,9.399999999999977,9.399999999999977,-1.53,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:15,14.0,98.0,28.0,55.0,89.0,242.0,23.5,77.5,10.62,3.0,50.5828011,-84.8625209,10.62,7857.47,9.199999999999989,9.199999999999989,-1.41,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:16,14.0,98.0,27.5,54.0,87.0,219.0,23.0,76.5,10.615,3.0,50.582883,-84.8626301,10.615,7868.0,9.199999999999989,9.199999999999989,-1.09,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:17,14.0,98.0,26.5,56.0,81.0,240.0,22.0,73.0,10.556,3.0,50.5829695,-84.8627302,10.556,7878.93,9.199999999999989,9.199999999999989,-0.54,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:18,14.0,99.0,25.0,56.0,82.0,238.0,20.5,70.0,10.279,2.0,50.5830605,-84.8628395,10.279,7890.04,9.199999999999989,9.199999999999989,-0.29,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:19,14.0,99.0,27.0,58.0,91.5,246.0,23.5,78.5,10.759,2.0,50.5831378,-84.8629487,10.759,7900.95,9.0,9.0,-0.27,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:20,14.0,99.0,27.5,51.0,93.0,235.0,24.0,80.0,10.758,2.0,50.5832243,-84.8630579,10.758,7911.7,9.0,9.0,-0.31,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:21,14.0,99.0,24.0,51.0,87.0,237.0,22.5,77.0,11.07,2.0,50.5833062,-84.8631671,11.07,7922.46,8.800000000000011,8.800000000000011,-0.54,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:22,14.0,99.0,21.5,55.0,82.0,253.0,21.5,75.0,10.943,2.0,50.5833927,-84.8632764,10.943,7933.31,8.600000000000023,8.600000000000023,-0.82,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:23,14.0,99.0,25.5,52.0,87.0,270.0,23.5,77.5,10.932,2.0,50.5834792,-84.8633856,10.932,7944.25,8.399999999999977,8.399999999999977,-1.24,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:24,14.0,100.0,26.5,53.0,83.0,248.0,25.0,81.0,10.966,2.0,50.5835657,-84.8634857,10.966,7955.22,8.199999999999989,8.199999999999989,-1.66,2022,3,11,18,3.74,286.0
,163.0,2022-03-11 18:49:25,14.0,100.0,26.5,56.0,82.0,237.0,25.5,82.0,10.953,2.0,50.5836476,-84.863595,10.953,7965.89,8.199999999999989,8.199999999999989,-1.67,2022,3,11,18,3.74,286.0
,163.0,2022-03-11 18:49:26,14.0,100.0,25.5,54.0,80.5,225.0,23.0,78.0,10.82,3.0,50.583734,-84.8637042,10.82,7976.56,8.0,8.0,-1.51,2022,3,11,18,3.74,286.0
,163.0,2022-03-11 18:49:27,14.0,100.0,23.5,50.0,79.0,216.0,20.5,73.0,10.967,3.0,50.583816,-84.8638134,10.967,7987.36,8.199999999999989,8.199999999999989,-1.35,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:28,14.0,100.0,22.5,50.0,80.0,218.0,21.0,74.0,10.92,3.0,50.5838933,-84.8639135,10.92,7997.77,7.800000000000011,7.800000000000011,-1.09,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:29,14.0,100.0,22.0,49.0,76.0,191.0,21.0,73.0,10.699,3.0,50.5839662,-84.8640228,10.699,8007.9,8.0,8.0,-0.66,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:30,14.0,99.0,20.5,49.0,69.5,171.0,21.5,71.5,10.552,3.0,50.5840481,-84.864132,10.552,8018.33,8.0,8.0,-0.17,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:31,14.0,99.0,18.5,51.0,66.5,149.0,21.0,71.0,10.364,3.0,50.5841209,-84.8642412,10.364,8028.45,8.0,8.0,0.0,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:32,14.0,99.0,18.0,50.0,64.0,108.0,20.5,68.5,10.185,3.0,50.5841983,-84.8643504,10.185,8039.01,8.0,8.0,0.0,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:33,14.0,98.0,17.0,50.0,61.5,67.0,19.5,66.5,9.957,3.0,50.5842665,-84.8644597,9.957,8048.73,8.199999999999989,8.199999999999989,0.16,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:34,14.0,98.0,16.5,49.0,59.0,26.0,19.0,64.5,9.855,3.0,50.5843348,-84.8645689,9.855,8058.55,8.199999999999989,8.199999999999989,0.44,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:35,14.0,25.0,17.0,50.0,62.0,419.0,20.5,66.5,10.079,3.0,50.5844122,-84.8646781,10.079,8068.82,8.199999999999989,8.199999999999989,0.63,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:36,14.0,94.0,24.0,58.0,90.0,351.0,34.5,88.0,10.392,3.0,50.5844804,-84.8647873,10.392,8078.86,8.199999999999989,8.199999999999989,0.47,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:37,14.0,96.0,19.5,58.0,68.5,143.0,27.0,92.0,10.174,3.0,50.5845487,-84.8649057,10.174,8089.11,8.0,8.0,0.12,2022,3,11,18,3.74,286.0
,163.0,2022-03-11 18:49:38,14.0,96.0,19.0,57.0,67.0,108.0,27.0,92.0,9.494,3.0,50.584617,-84.8650149,9.494,8099.13,8.199999999999989,8.199999999999989,0.0,2022,3,11,18,3.74,286.0
,163.0,2022-03-11 18:49:39,14.0,96.0,19.0,55.0,65.5,74.0,27.0,92.0,8.602,3.0,50.5846761,-84.8651241,8.602,8108.28,8.0,8.0,-0.16,2022,3,11,18,3.74,286.0
,163.0,2022-03-11 18:49:40,14.0,96.0,19.0,54.0,64.0,40.0,27.0,92.0,7.693,3.0,50.5847307,-84.8652151,7.693,8116.34,8.0,8.0,-0.46,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:41,14.0,96.0,18.5,53.0,62.5,5.0,27.0,92.0,6.697,3.0,50.5847717,-84.8652971,6.697,8123.19,8.0,8.0,-0.62,2022,3,11,18,3.74,286.0
,163.0,2022-03-11 18:49:42,14.0,0.0,18.5,51.0,62.5,0.0,27.0,92.0,5.734,3.0,50.5848081,-84.8653608,5.734,8129.07,7.800000000000011,7.800000000000011,-0.41,2022,3,11,18,3.74,286.0
,163.0,2022-03-11 18:49:43,14.0,0.0,18.5,50.0,62.5,0.0,27.0,92.0,5.216,3.0,50.58484,-84.8654245,5.216,8134.36,7.800000000000011,7.800000000000011,-0.29,2022,3,11,18,3.74,286.0
,163.0,2022-03-11 18:49:44,14.0,8.0,17.0,67.0,72.0,244.0,21.5,76.0,6.208,3.0,50.5848809,-84.8654882,6.208,8140.19,7.800000000000011,7.800000000000011,-0.29,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:45,14.0,25.0,21.5,73.0,87.0,419.0,22.0,74.0,6.747,3.0,50.5849219,-84.8655701,6.747,8146.81,7.800000000000011,7.800000000000011,-0.09,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:46,14.0,55.0,27.0,71.0,98.0,475.0,25.5,79.5,7.096,3.0,50.5849628,-84.8656521,7.096,8153.93,7.600000000000023,7.600000000000023,0.0,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:47,14.0,65.0,23.0,55.0,96.5,449.0,27.5,96.5,7.394,3.0,50.5850038,-84.8657431,7.394,8161.35,7.399999999999977,7.399999999999977,-0.45,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:48,14.0,68.0,21.5,52.0,95.5,440.0,26.5,98.0,8.09,3.0,50.5850448,-84.8658432,8.09,8169.08,7.399999999999977,7.399999999999977,-1.17,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:49,14.0,72.0,20.5,52.0,94.5,443.0,24.0,96.5,8.375,3.0,50.5850812,-84.8659524,8.375,8177.1,7.399999999999977,7.399999999999977,-1.39,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:50,14.0,77.0,20.0,52.0,94.0,452.0,21.5,95.0,8.66,3.0,50.5851267,-84.8660617,8.66,8185.71,7.199999999999989,7.199999999999989,-1.26,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:49:51,14.0,82.0,19.5,55.0,92.5,498.0,20.0,92.0,9.019,3.0,50.5851722,-84.8661618,9.019,8194.23,7.199999999999989,7.199999999999989,-1.18,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:52,14.0,84.0,20.5,56.0,93.5,486.0,20.0,94.0,9.476,3.0,50.5852268,-84.8662892,9.476,8204.21,7.199999999999989,7.199999999999989,-1.02,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:53,14.0,87.0,20.5,49.0,93.5,273.0,20.0,94.5,9.466,3.0,50.5852769,-84.8664075,9.466,8213.6,7.399999999999977,7.399999999999977,-0.56,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:54,14.0,89.0,22.5,50.0,94.0,222.0,20.0,84.0,9.464,3.0,50.585336,-84.8665259,9.464,8223.57,7.399999999999977,7.399999999999977,-0.12,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:55,14.0,91.0,26.5,58.0,95.5,293.0,20.0,66.5,9.568,3.0,50.5853906,-84.8666442,9.568,8233.25,7.399999999999977,7.399999999999977,0.0,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:56,14.0,98.0,27.5,58.0,94.0,277.0,24.0,79.5,9.563,3.0,50.5854453,-84.8667716,9.563,8242.98,7.399999999999977,7.399999999999977,0.0,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:49:57,14.0,98.0,27.5,57.0,94.0,268.0,24.0,79.5,9.678,3.0,50.5854953,-84.86689,9.678,8252.52,7.399999999999977,7.399999999999977,0.0,2022,3,11,18,3.74,286.0
,166.0,2022-03-11 18:49:58,14.0,98.0,25.0,53.0,88.0,218.0,23.0,79.5,9.389,3.0,50.5855408,-84.8670174,9.389,8262.11,7.399999999999977,7.399999999999977,0.0,2022,3,11,18,3.74,286.0
,166.0,2022-03-11 18:49:59,14.0,98.0,21.0,52.0,79.0,205.0,23.5,81.0,9.491,3.0,50.5855863,-84.8671357,9.491,8271.6,7.399999999999977,7.399999999999977,0.0,2022,3,11,18,3.74,286.0
,166.0,2022-03-11 18:50:00,14.0,98.0,21.0,57.0,77.5,224.0,24.5,79.5,9.399,3.0,50.5856319,-84.867254,9.399,8281.0,7.399999999999977,7.399999999999977,0.0,2022,3,11,18,3.74,286.0
,167.0,2022-03-11 18:50:01,14.0,98.0,22.5,59.0,81.5,203.0,21.0,68.0,9.291,3.0,50.5856819,-84.8673724,9.291,8290.15,7.399999999999977,7.399999999999977,0.0,2022,3,11,18,3.74,286.0
,167.0,2022-03-11 18:50:02,14.0,99.0,20.0,49.0,68.5,150.0,21.0,68.0,9.134,3.0,50.5857274,-84.8674816,9.134,8298.95,7.399999999999977,7.399999999999977,0.0,2022,3,11,18,3.74,286.0
,167.0,2022-03-11 18:50:03,14.0,98.0,18.0,49.0,61.5,107.0,22.5,72.5,8.948,3.0,50.5857775,-84.8675999,8.948,8308.42,7.199999999999989,7.199999999999989,0.0,2022,3,11,18,3.74,286.0
,167.0,2022-03-11 18:50:04,14.0,95.0,14.5,,50.0,72.0,22.0,73.0,8.918,3.0,50.5858276,-84.8677092,8.918,8317.24,7.199999999999989,7.199999999999989,0.0,2022,3,11,18,3.74,286.0
,166.0,2022-03-11 18:50:05,14.0,90.0,10.5,,36.0,49.0,20.5,69.0,8.674,3.0,50.5858822,-84.8678184,8.674,8326.1,7.199999999999989,7.199999999999989,-0.23,2022,3,11,18,3.74,286.0
,166.0,2022-03-11 18:50:06,14.0,86.0,6.0,,22.0,26.0,19.0,65.0,8.477,3.0,50.5859368,-84.8679185,8.477,8334.81,7.0,7.0,-0.6,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:50:07,14.0,82.0,2.0,,8.0,3.0,17.5,61.0,7.979,3.0,50.5859914,-84.8680186,7.979,8343.24,7.0,7.0,-0.71,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:50:08,14.0,0.0,1.5,,6.5,0.0,17.5,60.5,7.133,3.0,50.586046,-84.8681097,7.133,8351.2,6.800000000000011,6.800000000000011,-0.73,2022,3,11,18,3.74,286.0
,165.0,2022-03-11 18:50:09,14.0,0.0,1.5,,6.5,0.0,17.5,60.5,5.863,3.0,50.5860915,-84.8681825,5.863,8357.76,6.800000000000011,6.800000000000011,-0.79,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:50:10,14.0,0.0,1.5,,6.5,0.0,17.5,60.5,4.474,3.0,50.5861234,-84.8682371,4.474,8362.68,6.600000000000023,6.600000000000023,-0.89,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:50:11,14.0,0.0,1.5,,6.5,0.0,17.5,60.5,3.09,3.0,50.5861507,-84.8682735,3.09,8366.6,6.600000000000023,6.600000000000023,-1.06,2022,3,11,18,3.74,286.0
,164.0,2022-03-11 18:50:12,14.0,0.0,1.5,,6.5,0.0,17.5,60.5,1.672,3.0,50.5861734,-84.8683008,1.672,8368.86,6.600000000000023,6.600000000000023,-1.23,2022,3,11,18,3.74,286.0
,152.0,2022-03-11 18:50:50,15.0,0.0,1.5,,6.5,0.0,17.5,60.5,1.152,1.0,50.5862007,-84.868319,1.152,8369.13,6.600000000000023,6.600000000000023,0.0,2022,3,11,18,3.74,286.0
,152.0,2022-03-11 18:50:51,15.0,0.0,1.5,,6.5,0.0,17.5,60.5,1.549,1.0,50.5862326,-84.8683372,1.549,8372.21,6.600000000000023,6.600000000000023,0.0,2022,3,11,18,3.74,286.0
,152.0,2022-03-11 18:50:52,15.0,0.0,1.5,,6.5,0.0,17.5,60.5,2.706,1.0,50.5862463,-84.8683645,2.706,8374.42,6.600000000000023,6.600000000000023,0.0,2022,3,11,18,3.74,286.0
,153.0,2022-03-11 18:50:53,15.0,0.0,1.5,10.0,6.5,0.0,17.5,60.5,3.976,1.0,50.5862645,-84.8684009,3.976,8377.64,6.600000000000023,6.600000000000023,0.0,2022,3,11,18,3.74,286.0
,153.0,2022-03-11 18:50:54,15.0,4.0,1.5,42.0,6.5,0.0,17.5,60.5,4.837,1.0,50.5862781,-84.8684646,4.837,8382.07,6.399999999999977,6.399999999999977,0.0,2022,3,11,18,3.74,286.0
,152.0,2022-03-11 18:50:55,15.0,25.0,1.5,74.0,6.5,550.0,17.5,60.5,5.638,2.0,50.5863009,-84.8685375,5.638,8387.38,6.399999999999977,6.399999999999977,0.0,2022,3,11,18,3.74,286.0
,151.0,2022-03-11 18:50:56,15.0,44.0,1.5,59.0,6.5,573.0,17.5,60.5,5.96,2.0,50.5863282,-84.8686103,5.96,8393.25,6.399999999999977,6.399999999999977,0.0,2022,3,11,18,3.74,286.0
,151.0,2022-03-11 18:50:57,15.0,58.0,15.0,53.0,58.0,574.0,26.5,82.0,6.726,2.0,50.58636,-84.8686922,6.726,8399.66,6.399999999999977,6.399999999999977,-0.48,2022,3,11,18,3.74,286.0
,150.0,2022-03-11 18:50:58,15.0,67.0,24.0,52.0,99.0,558.0,30.0,99.5,7.204,2.0,50.5864055,-84.8687832,7.204,8406.93,6.399999999999977,6.399999999999977,-0.74,2022,3,11,18,3.74,286.0
,150.0,2022-03-11 18:50:59,15.0,78.0,21.0,52.0,97.5,529.0,24.0,99.0,7.413,2.0,50.5864511,-84.8688651,7.413,8414.3,6.399999999999977,6.399999999999977,-0.25,2022,3,11,18,3.74,286.0
,150.0,2022-03-11 18:51:00,15.0,81.0,19.5,52.0,93.0,505.0,22.5,98.5,7.764,2.0,50.5864966,-84.8689653,7.764,8422.29,6.399999999999977,6.399999999999977,0.0,2022,3,11,18,3.74,286.0
,150.0,2022-03-11 18:51:01,15.0,84.0,18.5,50.0,89.5,502.0,21.5,97.0,8.42,2.0,50.5865466,-84.8690654,8.42,8430.52,6.399999999999977,6.399999999999977,0.0,2022,3,11,18,3.74,286.0
,149.0,2022-03-11 18:51:02,15.0,90.0,19.5,50.0,90.0,524.0,21.0,96.0,9.11,2.0,50.5866012,-84.8691746,9.11,8439.56,6.600000000000023,6.600000000000023,0.0,2022,3,11,18,3.74,286.0
,148.0,2022-03-11 18:51:03,15.0,95.0,21.0,53.0,93.0,481.0,21.0,96.0,9.368,2.0,50.586665,-84.8692838,9.368,8449.36,6.600000000000023,6.600000000000023,0.0,2022,3,11,18,3.74,286.0
,148.0,2022-03-11 18:51:04,15.0,96.0,28.5,53.0,97.0,464.0,21.5,96.5,9.528,2.0,50.5867287,-84.8693931,9.528,8458.86,6.600000000000023,6.600000000000023,0.0,2022,3,11,18,3.74,286.0
,146.0,2022-03-11 18:51:05,15.0,97.0,31.0,47.0,98.5,414.0,25.5,98.5,9.504,2.0,50.5867969,-84.8695023,9.504,8468.74,6.600000000000023,6.600000000000023,0.0,2022,3,11,18,3.74,286.0
,145.0,2022-03-11 18:51:06,15.0,98.0,29.0,46.0,95.0,338.0,27.5,97.5,9.472,2.0,50.5868652,-84.8696115,9.472,8478.44,6.800000000000011,6.800000000000011,0.38,2022,3,11,18,3.74,286.0
,144.0,2022-03-11 18:51:07,15.0,98.0,28.5,48.0,93.5,306.0,25.5,94.5,9.375,2.0,50.586938,-84.8697116,9.375,8488.19,6.800000000000011,6.800000000000011,0.79,2022,3,11,18,3.74,286.0
,143.0,2022-03-11 18:51:08,15.0,98.0,30.0,52.0,96.0,333.0,23.5,91.0,9.116,2.0,50.5870108,-84.8698118,9.116,8497.9,6.600000000000023,6.600000000000023,0.52,2022,3,11,18,3.74,286.0
,142.0,2022-03-11 18:51:09,15.0,97.0,30.5,55.0,97.5,357.0,27.5,88.5,8.932,2.0,50.5870882,-84.8699119,8.932,8507.8,6.800000000000011,6.800000000000011,0.11,2022,3,11,18,3.74,286.0
,141.0,2022-03-11 18:51:10,15.0,96.0,29.0,52.0,97.5,370.0,29.0,91.5,8.849,2.0,50.5871656,-84.8699938,8.849,8517.07,6.800000000000011,6.800000000000011,0.0,2022,3,11,18,3.74,286.0
,141.0,2022-03-11 18:51:11,15.0,96.0,28.5,51.0,97.5,358.0,29.5,93.0,9.124,2.0,50.5872521,-84.8700848,9.124,8527.21,7.199999999999989,7.199999999999989,0.0,2022,3,11,18,3.74,286.0
,141.0,2022-03-11 18:51:12,15.0,95.0,28.5,51.0,97.0,326.0,29.5,93.5,9.297,2.0,50.587334,-84.8701759,9.297,8537.07,7.199999999999989,7.199999999999989,0.23,2022,3,11,18,3.74,286.0
,142.0,2022-03-11 18:51:13,15.0,95.0,28.0,53.0,95.0,303.0,29.0,95.5,9.189,2.0,50.5874113,-84.8702669,9.189,8546.86,7.399999999999977,7.399999999999977,0.79,2022,3,11,18,3.74,286.0
,143.0,2022-03-11 18:51:14,15.0,95.0,24.5,51.0,81.0,342.0,28.5,90.0,9.254,2.0,50.5874887,-84.8703579,9.254,8556.47,7.399999999999977,7.399999999999977,1.33,2022,3,11,18,3.74,286.0
,144.0,2022-03-11 18:51:15,15.0,94.0,28.0,56.0,93.0,392.0,28.5,90.0,9.051,2.0,50.5875706,-84.8704489,9.051,8566.1,7.800000000000011,7.800000000000011,1.7,2022,3,11,18,3.74,286.0
,144.0,2022-03-11 18:51:16,15.0,94.0,29.5,54.0,98.0,364.0,28.0,91.5,9.062,2.0,50.5876526,-84.8705308,9.062,8575.62,7.800000000000011,7.800000000000011,1.77,2022,3,11,18,3.74,286.0
,144.0,2022-03-11 18:51:17,15.0,94.0,29.5,52.0,98.0,318.0,28.0,92.5,9.024,2.0,50.5877299,-84.8706219,9.024,8585.12,7.800000000000011,7.800000000000011,1.52,2022,3,11,18,3.74,286.0
,143.0,2022-03-11 18:51:18,16.0,94.0,30.0,52.0,95.5,297.0,28.0,92.5,8.814,2.0,50.5878027,-84.8707129,8.814,8594.48,7.800000000000011,7.800000000000011,1.24,2022,3,11,18,3.74,286.0
,144.0,2022-03-11 18:51:19,16.0,99.0,30.0,52.0,95.5,310.0,28.0,92.5,8.808,2.0,50.5878801,-84.8708039,8.808,8604.0,8.0,8.0,1.04,2022,3,11,18,3.74,286.0
,144.0,2022-03-11 18:51:20,16.0,99.0,30.5,51.0,96.5,268.0,26.5,88.0,8.594,2.0,50.5879529,-84.8708949,8.594,8613.14,8.199999999999989,8.199999999999989,0.62,2022,3,11,18,3.74,286.0
,145.0,2022-03-11 18:51:21,16.0,98.0,26.0,52.0,86.5,182.0,28.0,91.5,8.329,2.0,50.5880257,-84.8709769,8.329,8622.18,8.399999999999977,8.399999999999977,0.44,2022,3,11,18,3.74,286.0
,146.0,2022-03-11 18:51:22,16.0,96.0,22.0,52.0,76.0,113.0,28.5,93.5,8.542,2.0,50.588094,-84.8710588,8.542,8630.54,8.600000000000023,8.600000000000023,0.9,2022,3,11,18,3.74,286.0
,146.0,2022-03-11 18:51:23,16.0,95.0,21.5,52.0,71.0,73.0,26.5,88.5,8.002,2.0,50.5881577,-84.8711316,8.002,8638.38,8.800000000000011,8.800000000000011,1.48,2022,3,11,18,3.74,286.0
,147.0,2022-03-11 18:51:24,16.0,94.0,20.5,52.0,66.0,34.0,24.5,84.0,7.551,2.0,50.5882214,-84.8711953,7.551,8645.74,8.800000000000011,8.800000000000011,1.87,2022,3,11,18,3.74,286.0
,147.0,2022-03-11 18:51:25,16.0,59.0,8.5,29.0,85.0,111.0,19.0,65.0,7.034,2.0,50.5882761,-84.871259,7.034,8652.58,9.0,9.0,2.17,2022,3,11,18,3.74,286.0
,148.0,2022-03-11 18:51:26,16.0,38.0,0.0,12.0,100.0,379.0,15.0,52.0,7.136,2.0,50.5883398,-84.8713318,7.136,8659.85,9.199999999999989,9.199999999999989,2.41,2022,3,11,18,3.74,286.0
,148.0,2022-03-11 18:51:27,16.0,81.0,3.0,52.0,98.0,400.0,17.5,59.5,7.565,2.0,50.5883989,-84.8713956,7.565,8667.48,9.199999999999989,9.199999999999989,2.29,2022,3,11,18,3.74,286.0
,148.0,2022-03-11 18:51:28,16.0,83.0,17.0,52.0,90.5,411.0,28.0,91.0,7.707,2.0,50.5884672,-84.8714684,7.707,8675.26,9.399999999999977,9.399999999999977,1.91,2022,3,11,18,3.74,286.0
,149.0,2022-03-11 18:51:29,16.0,87.0,29.0,52.0,96.0,339.0,27.5,96.5,8.156,2.0,50.5885309,-84.8715503,8.156,8683.54,9.199999999999989,9.199999999999989,1.62,2022,3,11,18,3.74,286.0
,150.0,2022-03-11 18:51:30,16.0,93.0,31.5,51.0,97.5,348.0,27.5,94.5,7.767,2.0,50.5885946,-84.8716231,7.767,8691.14,9.199999999999989,9.199999999999989,1.25,2022,3,11,18,3.74,286.0
,149.0,2022-03-11 18:51:31,16.0,94.0,30.5,48.0,97.0,303.0,29.5,92.0,8.017,2.0,50.5886583,-84.871705,8.017,8699.3,9.399999999999977,9.399999999999977,0.63,2022,3,11,18,3.74,286.0
,149.0,2022-03-11 18:51:32,16.0,95.0,30.0,48.0,98.0,330.0,29.5,92.0,8.066,2.0,50.5887175,-84.871787,8.066,8707.34,9.399999999999977,9.399999999999977,0.32,2022,3,11,18,3.74,286.0
,148.0,2022-03-11 18:51:33,16.0,96.0,31.5,53.0,95.0,366.0,27.5,85.0,8.063,2.0,50.5887812,-84.8718689,8.063,8715.66,9.399999999999977,9.399999999999977,0.29,2022,3,11,18,3.74,286.0
,149.0,2022-03-11 18:51:34,16.0,97.0,28.0,53.0,91.5,367.0,28.5,91.0,8.231,2.0,50.5888495,-84.8719508,8.231,8723.92,9.600000000000023,9.600000000000023,0.1,2022,3,11,18,3.74,286.0
,148.0,2022-03-11 18:51:35,16.0,98.0,25.5,53.0,89.0,314.0,28.5,95.0,8.376,2.0,50.5889178,-84.8720327,8.376,8732.42,9.600000000000023,9.600000000000023,0.25,2022,3,11,18,3.74,286.0
,149.0,2022-03-11 18:51:36,16.0,98.0,25.0,53.0,90.0,277.0,27.0,94.0,8.231,2.0,50.5889815,-84.8721146,8.231,8740.93,9.600000000000023,9.600000000000023,0.63,2022,3,11,18,3.74,286.0
,149.0,2022-03-11 18:51:37,16.0,99.0,24.5,53.0,91.0,259.0,25.5,93.5,8.27,2.0,50.5890543,-84.8721966,8.27,8749.66,10.0,10.0,0.88,2022,3,11,18,3.74,286.0
,149.0,2022-03-11 18:51:38,16.0,98.0,27.0,56.0,88.0,270.0,23.5,82.5,8.623,2.0,50.5891271,-84.8722785,8.623,8758.66,9.800000000000011,9.800000000000011,1.2,2022,3,11,18,3.74,286.0
,150.0,2022-03-11 18:51:39,16.0,99.0,26.5,51.0,84.5,249.0,23.5,82.0,8.31,2.0,50.5891908,-84.8723695,8.31,8767.01,9.800000000000011,9.800000000000011,0.96,2022,3,11,18,3.74,286.0
