distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
6441.35,7.981,2,50.5618553,-84.8493226,7.981,2022-03-02 20:43:09,,83.0,76.0,20.5,53.0,91.0,475.0,19.5,95.5,7.0,9.399999999999977,9.399999999999977,0.0,2022,3,2,20,3.96,133.0
6450.1,8.489,2,50.5619487,-84.8493096,8.489,2022-03-02 20:43:10,,86.0,76.0,19.5,51.0,89.5,494.0,19.0,95.5,7.0,9.399999999999977,9.399999999999977,0.0,2022,3,2,20,3.96,133.0
6459.32,8.616,2,50.5620471,-84.8492938,8.616,2022-03-02 20:43:11,,91.0,76.0,19.5,50.0,89.0,374.0,19.0,95.0,7.0,9.399999999999977,9.399999999999977,-0.21,2022,3,2,20,3.96,133.0
6468.53,8.735,2,50.5621454,-84.8492784,8.735,2022-03-02 20:43:12,,92.0,75.0,30.0,47.0,95.0,315.0,18.5,90.0,7.0,9.399999999999977,9.399999999999977,-0.33,2022,3,2,20,3.96,133.0
6478.19,8.894,2,50.5622485,-84.8492643,8.894,2022-03-02 20:43:13,,92.0,74.0,30.0,54.0,91.5,305.0,28.0,96.0,7.0,9.399999999999977,9.399999999999977,-0.12,2022,3,2,20,3.96,133.0
6487.67,8.942,2,50.5623499,-84.8492509,8.942,2022-03-02 20:43:14,,92.0,73.0,29.5,51.0,94.0,235.0,28.0,96.0,7.0,9.399999999999977,9.399999999999977,0.0,2022,3,2,20,3.96,133.0
6497.2,9.095,2,50.5624518,-84.8492389,9.095,2022-03-02 20:43:15,,92.0,74.0,27.0,50.0,89.0,264.0,27.5,94.0,7.0,9.600000000000023,9.600000000000023,0.0,2022,3,2,20,3.96,133.0
6506.78,9.125,2,50.5625543,-84.8492269,9.125,2022-03-02 20:43:16,,92.0,75.0,24.5,50.0,82.5,319.0,26.5,91.5,7.0,9.600000000000023,9.600000000000023,0.21,2022,3,2,20,3.96,133.0
6516.45,9.319,2,50.5626578,-84.8492156,9.319,2022-03-02 20:43:17,,92.0,75.0,24.5,56.0,82.5,388.0,26.5,91.5,7.0,9.800000000000011,9.800000000000011,0.71,2022,3,2,20,3.96,133.0
6526.14,9.418,2,50.5627616,-84.8492045,9.418,2022-03-02 20:43:18,,94.0,76.0,24.5,52.0,82.5,403.0,26.5,91.5,7.0,10.199999999999989,10.199999999999989,1.15,2022,3,2,20,3.96,133.0
6535.94,9.337,3,50.5628664,-84.8491912,9.337,2022-03-02 20:43:19,,96.0,77.0,29.0,50.0,90.0,401.0,29.0,93.5,7.0,10.199999999999989,10.199999999999989,1.52,2022,3,2,20,3.96,133.0
6545.92,9.634,3,50.5629732,-84.8491788,9.634,2022-03-02 20:43:20,,99.0,77.0,27.5,47.0,88.0,392.0,30.0,93.5,7.0,10.600000000000023,10.600000000000023,1.87,2022,3,2,20,3.96,133.0
6556.43,9.968,3,50.5630855,-84.8491631,9.968,2022-03-02 20:43:21,,99.0,77.0,27.0,45.0,88.0,458.0,30.0,92.0,7.0,10.800000000000011,10.800000000000011,2.2,2022,3,2,20,3.96,133.0
6567.11,10.014,3,50.5631994,-84.8491455,10.014,2022-03-02 20:43:22,,101.0,76.0,32.5,45.0,98.0,479.0,30.0,92.0,7.0,11.0,11.0,2.46,2022,3,2,20,3.96,133.0
6578.19,10.022,3,50.5633181,-84.849133,10.022,2022-03-02 20:43:23,,103.0,75.0,31.0,46.0,95.0,416.0,33.0,99.0,7.0,11.199999999999989,11.199999999999989,2.39,2022,3,2,20,3.96,133.0
6589.05,9.942,3,50.5634343,-84.8491197,9.942,2022-03-02 20:43:24,,103.0,77.0,28.0,47.0,89.0,374.0,33.0,99.0,7.0,11.199999999999989,11.199999999999989,2.08,2022,3,2,20,3.96,133.0
6599.73,10.729,3,50.5635486,-84.8491066,10.729,2022-03-02 20:43:25,,103.0,77.0,27.0,47.0,87.5,304.0,31.0,96.5,7.0,11.199999999999989,11.199999999999989,1.71,2022,3,2,20,3.96,133.0
6610.4,10.681,3,50.5636618,-84.8490846,10.681,2022-03-02 20:43:26,,102.0,76.0,27.0,48.0,89.0,377.0,28.5,93.0,7.0,11.199999999999989,11.199999999999989,1.25,2022,3,2,20,3.96,133.0
6621.2,10.785,3,50.5637749,-84.8490503,10.785,2022-03-02 20:43:27,,102.0,75.0,30.0,55.0,94.5,407.0,22.5,78.0,7.0,11.199999999999989,11.199999999999989,0.63,2022,3,2,20,3.96,133.0
6632.04,10.843,3,50.56389,-84.8490272,10.843,2022-03-02 20:43:28,,103.0,74.0,31.5,46.0,95.5,313.0,32.5,97.0,7.0,11.0,11.0,0.14,2022,3,2,20,3.96,133.0
6642.9,10.766,3,50.5640061,-84.8490123,10.766,2022-03-02 20:43:29,,104.0,75.0,27.5,50.0,89.5,299.0,32.5,97.0,7.0,10.800000000000011,10.800000000000011,-0.21,2022,3,2,20,3.96,133.0
6653.71,10.773,3,50.5641218,-84.8489991,10.773,2022-03-02 20:43:30,,104.0,75.0,25.0,52.0,85.5,253.0,32.0,96.0,7.0,10.800000000000011,10.800000000000011,-0.62,2022,3,2,20,3.96,133.0
6664.64,10.902,3,50.5642387,-84.8489901,10.902,2022-03-02 20:43:31,,105.0,75.0,21.5,52.0,77.0,311.0,27.5,86.0,7.0,10.800000000000011,10.800000000000011,-0.91,2022,3,2,20,3.96,133.0
6675.32,10.761,3,50.5643532,-84.8489934,10.761,2022-03-02 20:43:32,,105.0,77.0,22.5,52.0,80.5,278.0,24.0,78.0,7.0,10.800000000000011,10.800000000000011,-0.88,2022,3,2,20,3.96,133.0
6686.96,11.407,4,50.5644779,-84.8489814,11.407,2022-03-02 20:43:33,,106.0,76.0,22.5,52.0,75.5,249.0,23.5,78.5,7.0,10.800000000000011,10.800000000000011,-0.51,2022,3,2,20,3.96,133.0
6699.08,11.993,4,50.5646069,-84.8489584,11.993,2022-03-02 20:43:34,,106.0,77.0,23.0,51.0,75.0,306.0,23.5,77.5,7.0,11.199999999999989,11.199999999999989,0.07,2022,3,2,20,3.96,133.0
6710.46,11.546,4,50.5647279,-84.8489349,11.546,2022-03-02 20:43:35,,106.0,77.0,24.0,50.0,80.0,328.0,24.5,81.0,6.0,11.199999999999989,11.199999999999989,0.63,2022,3,2,20,3.96,133.0
6720.78,10.604,4,50.5648381,-84.8489199,10.604,2022-03-02 20:43:36,,106.0,79.0,25.0,49.0,85.5,309.0,25.5,86.0,6.0,11.399999999999977,11.399999999999977,0.97,2022,3,2,20,3.96,133.0
6731.05,10.357,4,50.5649479,-84.8489073,10.357,2022-03-02 20:43:37,,105.0,80.0,25.0,48.0,85.5,292.0,25.5,86.0,6.0,11.199999999999989,11.199999999999989,0.99,2022,3,2,20,3.96,133.0
6741.63,10.517,4,50.5650605,-84.8488863,10.517,2022-03-02 20:43:38,,104.0,79.0,23.5,49.0,79.0,287.0,24.5,82.5,6.0,11.199999999999989,11.199999999999989,0.81,2022,3,2,20,3.96,133.0
6751.24,9.849,4,50.565163,-84.8488719,9.849,2022-03-02 20:43:39,,103.0,77.0,21.5,49.0,75.0,224.0,24.0,81.5,6.0,11.199999999999989,11.199999999999989,0.47,2022,3,2,20,3.96,133.0
6760.78,9.64,4,50.565265,-84.8488589,9.64,2022-03-02 20:43:40,,103.0,79.0,19.5,47.0,70.5,174.0,24.5,81.5,6.0,11.0,11.0,0.12,2022,3,2,20,3.96,133.0
6771.38,10.294,4,50.5653788,-84.848854,10.294,2022-03-02 20:43:41,,103.0,79.0,19.0,47.0,68.5,128.0,25.0,81.0,6.0,10.600000000000023,10.600000000000023,-0.39,2022,3,2,20,3.96,133.0
6781.03,9.808,3,50.5654824,-84.8488503,9.808,2022-03-02 20:43:42,,103.0,79.0,18.5,46.0,66.0,82.0,25.0,80.0,6.0,10.600000000000023,10.600000000000023,-1.08,2022,3,2,20,3.96,133.0
6790.08,9.286,3,50.5655795,-84.8488435,9.286,2022-03-02 20:43:43,,102.0,79.0,18.0,45.0,63.5,36.0,25.5,79.5,6.0,10.399999999999977,10.399999999999977,-1.46,2022,3,2,20,3.96,133.0
6798.52,8.748,3,50.5656701,-84.8488401,8.748,2022-03-02 20:43:44,,63.0,78.0,10.0,47.0,79.0,38.0,24.0,76.5,6.0,10.600000000000023,10.600000000000023,-1.54,2022,3,2,20,3.96,133.0
6806.69,8.487,3,50.5657577,-84.848841,8.487,2022-03-02 20:43:45,,51.0,79.0,6.5,53.0,74.0,261.0,23.0,76.0,6.0,10.600000000000023,10.600000000000023,-1.47,2022,3,2,20,3.96,133.0
6816.31,9.096,3,50.5658608,-84.8488509,9.096,2022-03-02 20:43:46,,93.0,79.0,18.0,56.0,58.5,560.0,23.5,79.0,6.0,10.600000000000023,10.600000000000023,-0.93,2022,3,2,20,3.96,133.0
6825.88,9.655,3,50.5659635,-84.848856,9.655,2022-03-02 20:43:47,,95.0,79.0,28.5,56.0,97.0,792.0,21.0,78.5,6.0,11.0,11.0,0.1,2022,3,2,20,3.96,133.0
6835.75,9.923,3,50.5660694,-84.8488517,9.923,2022-03-02 20:43:48,,105.0,79.0,28.5,56.0,97.0,516.0,21.0,78.5,6.0,11.199999999999989,11.199999999999989,0.97,2022,3,2,20,3.96,133.0
6845.85,9.759,3,50.5661775,-84.8488407,9.759,2022-03-02 20:43:49,,108.0,78.0,27.0,51.0,91.5,310.0,23.0,86.5,6.0,11.199999999999989,11.199999999999989,1.39,2022,3,2,20,3.96,133.0
6855.84,9.57,3,50.5662842,-84.8488256,9.57,2022-03-02 20:43:50,,109.0,79.0,25.0,43.0,82.5,217.0,26.0,99.0,6.0,11.199999999999989,11.199999999999989,1.48,2022,3,2,20,3.96,133.0
6865.37,9.228,3,50.5663857,-84.8488077,9.228,2022-03-02 20:43:51,,108.0,78.0,24.0,45.0,77.0,121.0,25.5,91.0,6.0,11.0,11.0,1.22,2022,3,2,20,3.96,133.0
6874.5,8.889,3,50.5664825,-84.8487867,8.889,2022-03-02 20:43:52,,107.0,79.0,22.5,48.0,71.5,24.0,24.5,83.0,6.0,11.0,11.0,0.65,2022,3,2,20,3.96,133.0
6883.09,8.584,3,50.5665723,-84.8487586,8.584,2022-03-02 20:43:53,,88.0,80.0,18.5,46.0,59.5,7.0,24.0,80.5,6.0,11.0,11.0,0.15,2022,3,2,20,3.96,133.0
6891.36,8.075,3,50.566659,-84.8487321,8.075,2022-03-02 20:43:54,,65.0,81.0,14.0,43.0,46.0,5.0,24.0,80.0,6.0,10.800000000000011,10.800000000000011,-0.29,2022,3,2,20,3.96,133.0
6899.69,7.744,3,50.5667474,-84.8487145,7.744,2022-03-02 20:43:55,,42.0,81.0,9.5,40.0,32.5,2.0,23.5,79.0,6.0,10.600000000000023,10.600000000000023,-0.85,2022,3,2,20,3.96,133.0
6906.97,6.657,3,50.5668252,-84.8487045,6.657,2022-03-02 20:43:56,,0.0,82.0,5.5,37.0,20.5,0.0,23.0,78.0,6.0,10.600000000000023,10.600000000000023,-1.07,2022,3,2,20,3.96,133.0
6912.8,5.104,3,50.5668875,-84.8486958,5.104,2022-03-02 20:43:57,,0.0,81.0,5.5,34.0,20.5,0.0,23.0,78.0,6.0,10.600000000000023,10.600000000000023,-0.94,2022,3,2,20,3.96,133.0
6916.7,3.599,3,50.566929,-84.8486892,3.599,2022-03-02 20:43:58,,9.0,80.0,2.0,31.0,27.0,16.0,15.5,63.5,6.0,10.800000000000011,10.800000000000011,-0.56,2022,3,2,20,3.96,133.0
6918.75,2.237,3,50.5669504,-84.8486824,2.237,2022-03-02 20:43:59,,19.0,82.0,3.5,33.0,34.5,23.0,9.5,56.5,6.0,10.800000000000011,10.800000000000011,-0.14,2022,3,2,20,3.96,133.0
6920.57,1.795,3,50.5669697,-84.8486779,1.795,2022-03-02 20:44:00,,28.0,82.0,8.5,38.0,42.0,22.0,5.0,55.5,6.0,11.0,11.0,0.0,2022,3,2,20,3.96,133.0
6922.23,1.577,3,50.566987,-84.8486725,1.577,2022-03-02 20:44:01,,37.0,81.0,14.0,43.0,49.5,20.0,0.5,54.5,6.0,11.0,11.0,0.0,2022,3,2,20,3.96,133.0
6923.84,1.607,2,50.5670041,-84.8486691,1.607,2022-03-02 20:44:02,,33.0,81.0,17.0,47.0,56.5,41.0,6.5,53.5,6.0,11.0,11.0,0.0,2022,3,2,20,3.96,133.0
6925.84,2.118,2,50.5670256,-84.8486671,2.118,2022-03-02 20:44:03,,27.0,81.0,20.0,50.0,63.5,66.0,14.0,52.5,6.0,11.0,11.0,0.0,2022,3,2,20,3.96,133.0
6928.51,2.898,2,50.5670541,-84.8486646,2.898,2022-03-02 20:44:04,,25.0,81.0,21.5,57.0,68.0,140.0,19.0,52.0,6.0,11.199999999999989,11.199999999999989,0.64,2022,3,2,20,3.96,133.0
6932.15,3.637,2,50.5670931,-84.84866,3.637,2022-03-02 20:44:05,,33.0,81.0,25.5,63.0,75.5,283.0,25.5,61.5,6.0,11.199999999999989,11.199999999999989,1.83,2022,3,2,20,3.96,133.0
6936.6,4.719,2,50.5671408,-84.8486557,4.719,2022-03-02 20:44:06,,46.0,82.0,37.5,54.0,97.0,390.0,43.0,88.0,6.0,11.199999999999989,11.199999999999989,1.66,2022,3,2,20,3.96,133.0
6941.96,5.586,2,50.5671983,-84.8486563,5.586,2022-03-02 20:44:07,,61.0,82.0,39.0,51.0,100.0,496.0,45.5,92.0,6.0,11.199999999999989,11.199999999999989,0.47,2022,3,2,20,3.96,133.0
6948.25,6.361,2,50.5672658,-84.8486583,6.361,2022-03-02 20:44:08,,92.0,82.0,37.0,49.0,98.0,381.0,43.5,93.0,6.0,11.0,11.0,0.0,2022,3,2,20,3.96,133.0
6955.13,6.829,2,50.5673397,-84.8486597,6.829,2022-03-02 20:44:09,,105.0,81.0,25.5,43.0,88.0,219.0,32.5,97.5,6.0,11.199999999999989,11.199999999999989,0.0,2022,3,2,20,3.96,133.0
6962.69,7.464,2,50.5674209,-84.8486586,7.464,2022-03-02 20:44:10,,104.0,81.0,24.5,45.0,89.0,287.0,30.0,92.0,6.0,11.199999999999989,11.199999999999989,0.0,2022,3,2,20,3.96,133.0
6970.69,7.933,2,50.5675068,-84.8486546,7.933,2022-03-02 20:44:11,,104.0,81.0,23.0,46.0,90.5,355.0,28.0,86.5,6.0,11.199999999999989,11.199999999999989,0.0,2022,3,2,20,3.96,133.0
6978.76,8.199,2,50.5675934,-84.8486496,8.199,2022-03-02 20:44:12,,99.0,80.0,26.5,39.0,88.0,405.0,27.5,93.0,6.0,11.199999999999989,11.199999999999989,0.0,2022,3,2,20,3.96,133.0
6987.22,8.389,2,50.567684,-84.8486411,8.389,2022-03-02 20:44:13,,101.0,80.0,28.5,35.0,88.0,308.0,29.5,97.5,6.0,11.199999999999989,11.199999999999989,0.0,2022,3,2,20,3.96,133.0
6996.19,8.676,2,50.5677799,-84.8486293,8.676,2022-03-02 20:44:14,,101.0,79.0,26.5,35.0,92.0,365.0,34.5,96.0,6.0,11.199999999999989,11.199999999999989,0.0,2022,3,2,20,3.96,133.0
7005.37,8.935,2,50.5678778,-84.8486133,8.935,2022-03-02 20:44:15,,104.0,80.0,26.0,35.0,77.0,286.0,29.5,97.0,6.0,11.0,11.0,0.0,2022,3,2,20,3.96,133.0
7014.43,8.808,2,50.5679745,-84.8485992,8.808,2022-03-02 20:44:16,,100.0,78.0,26.0,53.0,77.0,341.0,29.5,97.0,6.0,10.800000000000011,10.800000000000011,-0.32,2022,3,2,20,3.96,133.0
7023.4,8.801,2,50.5680706,-84.848591,8.801,2022-03-02 20:44:17,,98.0,78.0,27.0,58.0,85.5,354.0,30.0,97.0,6.0,10.600000000000023,10.600000000000023,-0.9,2022,3,2,20,3.96,133.0
7032.68,9.057,2,50.5681701,-84.8485841,9.057,2022-03-02 20:44:18,,98.0,78.0,28.5,50.0,96.0,382.0,30.5,96.0,6.0,10.800000000000011,10.800000000000011,-1.25,2022,3,2,20,3.96,133.0
7042.06,9.148,2,50.5682703,-84.8485696,9.148,2022-03-02 20:44:19,,99.0,79.0,29.5,50.0,98.0,324.0,30.0,94.0,6.0,10.800000000000011,10.800000000000011,-1.18,2022,3,2,20,3.96,133.0
7051.63,9.318,3,50.5683725,-84.8485548,9.318,2022-03-02 20:44:20,,100.0,80.0,27.0,48.0,92.5,310.0,26.5,91.5,6.0,11.0,11.0,-0.67,2022,3,2,20,3.96,133.0
7061.17,9.209,3,50.5684745,-84.8485417,9.209,2022-03-02 20:44:21,,101.0,80.0,27.5,48.0,93.0,307.0,30.0,92.5,6.0,11.0,11.0,-0.15,2022,3,2,20,3.96,133.0
7070.28,9.041,3,50.5685718,-84.8485276,9.041,2022-03-02 20:44:22,,102.0,80.0,27.5,45.0,93.0,262.0,30.5,93.0,6.0,11.0,11.0,0.2,2022,3,2,20,3.96,133.0
7079.48,9.368,3,50.5686702,-84.8485176,9.368,2022-03-02 20:44:23,,102.0,79.0,25.5,46.0,85.5,230.0,28.5,87.5,6.0,11.0,11.0,0.59,2022,3,2,20,3.96,133.0
7088.82,9.239,3,50.5687703,-84.8485071,9.239,2022-03-02 20:44:24,,102.0,80.0,23.0,47.0,78.0,198.0,26.5,81.5,6.0,11.199999999999989,11.199999999999989,0.73,2022,3,2,20,3.96,133.0
7097.88,8.923,3,50.5688673,-84.8484952,8.923,2022-03-02 20:44:25,,100.0,79.0,23.0,48.0,78.0,212.0,26.5,81.0,6.0,11.600000000000023,11.600000000000023,0.75,2022,3,2,20,3.96,133.0
7106.77,8.728,3,50.5689623,-84.8484838,8.728,2022-03-02 20:44:26,,99.0,76.0,21.5,52.0,76.5,185.0,24.5,79.0,6.0,11.800000000000011,11.800000000000011,1.03,2022,3,2,20,3.96,133.0
7115.37,8.504,3,50.5690544,-84.8484739,8.504,2022-03-02 20:44:27,,96.0,75.0,20.5,52.0,73.5,96.0,24.5,78.5,6.0,11.800000000000011,11.800000000000011,1.48,2022,3,2,20,3.96,133.0
7123.51,7.99,3,50.5691415,-84.848464,7.99,2022-03-02 20:44:28,,91.0,75.0,18.0,51.0,66.5,73.0,24.5,78.5,6.0,11.800000000000011,11.800000000000011,1.71,2022,3,2,20,3.96,133.0
7130.75,7.148,3,50.569219,-84.8484546,7.148,2022-03-02 20:44:29,,86.0,75.0,15.5,50.0,59.0,49.0,24.5,78.5,6.0,12.0,12.0,1.72,2022,3,2,20,3.96,133.0
7136.42,5.481,3,50.5692796,-84.8484467,5.481,2022-03-02 20:44:30,,81.0,76.0,13.0,48.0,51.5,26.0,24.5,78.5,6.0,12.0,12.0,1.69,2022,3,2,20,3.96,133.0
7139.8,3.107,3,50.5693155,-84.8484398,3.107,2022-03-02 20:44:31,,75.0,77.0,11.0,47.0,44.5,3.0,24.5,78.5,6.0,12.200000000000045,12.200000000000045,1.44,2022,3,2,20,3.96,133.0
7141.24,1.414,2,50.5693302,-84.8484341,1.414,2022-03-02 20:44:32,,0.0,76.0,10.5,46.0,43.5,0.0,24.5,78.5,6.0,12.200000000000045,12.200000000000045,1.19,2022,3,2,20,3.96,133.0
7142.42,0.913,2,50.5693404,-84.8484242,0.913,2022-03-02 20:44:33,,0.0,77.0,10.5,44.0,43.5,0.0,24.5,78.5,6.0,12.399999999999977,12.399999999999977,1.42,2022,3,2,20,3.96,133.0
7143.25,0.712,2,50.5693464,-84.8484154,0.712,2022-03-02 20:44:34,,0.0,76.0,10.5,43.0,43.5,0.0,24.5,78.5,6.0,12.399999999999977,12.399999999999977,1.99,2022,3,2,20,3.96,133.0
7144.63,2.645,2,50.5694314,-84.8483721,2.645,2022-03-02 20:44:42,,0.0,73.0,10.5,32.0,43.5,0.0,24.5,78.5,6.0,12.600000000000023,12.600000000000023,0.0,2022,3,2,20,3.96,133.0
7147.79,2.894,2,50.5694645,-84.848363,2.894,2022-03-02 20:44:43,,15.0,73.0,10.5,53.0,43.5,387.0,24.5,78.5,6.0,12.600000000000023,12.600000000000023,0.0,2022,3,2,20,3.96,133.0
7151.67,3.226,3,50.5695061,-84.8483632,3.226,2022-03-02 20:44:44,,36.0,74.0,16.5,67.0,61.0,438.0,27.5,84.5,6.0,12.600000000000023,12.600000000000023,0.0,2022,3,2,20,3.96,133.0
7156.61,4.295,3,50.5695589,-84.8483685,4.295,2022-03-02 20:44:45,,53.0,77.0,28.5,55.0,97.5,419.0,33.5,97.5,6.0,12.600000000000023,12.600000000000023,0.0,2022,3,2,20,3.96,133.0
7162.56,5.199,3,50.5696227,-84.8483743,5.199,2022-03-02 20:44:46,,59.0,77.0,25.0,55.0,97.0,391.0,29.0,97.5,6.0,12.600000000000023,12.600000000000023,0.0,2022,3,2,20,3.96,133.0
7169.01,5.59,3,50.5696916,-84.8483842,5.59,2022-03-02 20:44:47,,68.0,76.0,23.0,55.0,96.5,382.0,26.0,97.5,6.0,12.600000000000023,12.600000000000023,0.0,2022,3,2,20,3.96,133.0
7175.68,5.877,3,50.5697629,-84.848393,5.877,2022-03-02 20:44:48,,70.0,75.0,21.5,55.0,93.0,370.0,23.0,94.0,6.0,12.600000000000023,12.600000000000023,0.0,2022,3,2,20,3.96,133.0
7182.23,6.109,3,50.5698332,-84.8483978,6.109,2022-03-02 20:44:49,,72.0,75.0,19.5,54.0,89.5,355.0,19.5,90.5,6.0,12.799999999999955,12.799999999999955,0.0,2022,3,2,20,3.96,133.0
7188.66,6.252,3,50.5699021,-84.8484014,6.252,2022-03-02 20:44:50,,76.0,74.0,20.0,53.0,87.0,356.0,19.0,90.0,6.0,12.799999999999955,12.799999999999955,0.0,2022,3,2,20,3.96,133.0
7195.93,6.764,3,50.56998,-84.8484088,6.764,2022-03-02 20:44:51,,78.0,74.0,19.5,53.0,87.0,385.0,19.0,90.0,6.0,12.799999999999955,12.799999999999955,0.0,2022,3,2,20,3.96,133.0
7203.88,7.078,3,50.5700652,-84.8484172,7.078,2022-03-02 20:44:52,,79.0,73.0,20.0,53.0,89.5,386.0,18.5,89.0,6.0,12.799999999999955,12.799999999999955,0.0,2022,3,2,20,3.96,133.0
7211.96,7.031,3,50.5701512,-84.8484323,7.031,2022-03-02 20:44:53,,80.0,74.0,20.5,54.0,91.0,393.0,17.0,86.5,6.0,13.200000000000045,13.200000000000045,0.36,2022,3,2,20,3.96,133.0
7220.3,7.377,3,50.57024,-84.8484479,7.377,2022-03-02 20:44:54,,81.0,75.0,20.5,54.0,91.0,403.0,17.0,86.5,6.0,13.399999999999977,13.399999999999977,1.16,2022,3,2,20,3.96,133.0
7229.46,8.329,3,50.5703373,-84.8484647,8.329,2022-03-02 20:44:55,,82.0,76.0,21.0,52.0,91.5,483.0,17.5,86.5,6.0,13.399999999999977,13.399999999999977,1.7,2022,3,2,20,3.96,133.0
7238.91,9.194,3,50.5704349,-84.8485021,9.194,2022-03-02 20:44:56,,84.0,76.0,22.5,53.0,93.5,436.0,18.0,87.5,6.0,13.399999999999977,13.399999999999977,1.75,2022,3,2,20,3.96,133.0
7248.19,9.305,3,50.5705292,-84.8485454,9.305,2022-03-02 20:44:57,,88.0,77.0,25.0,48.0,93.0,251.0,17.5,89.5,6.0,13.600000000000023,13.600000000000023,1.79,2022,3,2,20,3.96,133.0
7256.69,8.703,3,50.570616,-84.8485837,8.703,2022-03-02 20:44:58,,90.0,77.0,27.5,33.0,85.5,140.0,18.0,91.5,6.0,13.799999999999955,13.799999999999955,1.79,2022,3,2,20,3.96,133.0
7264.88,8.344,2,50.5706991,-84.848622,8.344,2022-03-02 20:44:59,,88.0,77.0,27.5,33.0,85.5,147.0,18.0,91.5,6.0,13.799999999999955,13.799999999999955,1.42,2022,3,2,20,3.96,133.0
7272.71,7.948,2,50.570779,-84.8486574,7.948,2022-03-02 20:45:00,,87.0,78.0,24.0,52.0,77.5,156.0,22.0,79.5,6.0,14.0,14.0,1.16,2022,3,2,20,3.96,133.0
7280.8,7.989,2,50.5708624,-84.8486904,7.989,2022-03-02 20:45:01,,85.0,79.0,25.0,62.0,80.5,243.0,22.5,73.0,6.0,14.200000000000045,14.200000000000045,1.2,2022,3,2,20,3.96,133.0
7289.51,8.538,2,50.5709534,-84.8487196,8.538,2022-03-02 20:45:02,,86.0,79.0,31.0,71.0,99.5,434.0,18.5,65.5,6.0,14.399999999999977,14.399999999999977,1.29,2022,3,2,20,3.96,133.0
7298.44,8.842,2,50.571047,-84.848748,8.842,2022-03-02 20:45:03,,90.0,80.0,29.5,66.0,99.0,375.0,30.0,88.5,6.0,14.600000000000023,14.600000000000023,1.57,2022,3,2,20,3.96,133.0
7306.76,8.467,2,50.5711335,-84.8487783,8.467,2022-03-02 20:45:04,,91.0,80.0,29.5,39.0,99.0,228.0,30.0,88.5,6.0,14.799999999999955,14.799999999999955,1.97,2022,3,2,20,3.96,133.0
7314.13,7.679,2,50.5712096,-84.8488077,7.679,2022-03-02 20:45:05,,91.0,79.0,28.0,,94.5,147.0,29.5,90.5,6.0,15.0,15.0,2.15,2022,3,2,20,3.96,133.0
7320.33,6.588,2,50.5712743,-84.8488285,6.588,2022-03-02 20:45:06,,91.0,79.0,26.0,,88.0,99.0,28.5,93.5,6.0,15.200000000000045,15.200000000000045,2.31,2022,3,2,20,3.96,133.0
7325.47,5.498,2,50.5713286,-84.848842,5.498,2022-03-02 20:45:07,,90.0,80.0,24.0,,81.0,51.0,27.5,96.5,6.0,15.200000000000045,15.200000000000045,2.51,2022,3,2,20,3.96,133.0
7329.65,4.549,2,50.5713726,-84.8488539,4.549,2022-03-02 20:45:08,,90.0,80.0,22.0,,74.5,3.0,26.5,99.5,6.0,15.399999999999977,15.399999999999977,2.41,2022,3,2,20,3.96,133.0
7332.92,3.541,2,50.5714067,-84.8488648,3.541,2022-03-02 20:45:09,,0.0,80.0,22.0,,74.0,0.0,26.5,99.5,6.0,15.399999999999977,15.399999999999977,2.23,2022,3,2,20,3.96,133.0
7335.29,2.664,2,50.5714317,-84.8488722,2.664,2022-03-02 20:45:10,,0.0,79.0,22.0,,74.0,0.0,26.5,99.5,6.0,15.399999999999977,15.399999999999977,2.17,2022,3,2,20,3.96,133.0
7336.52,1.423,2,50.5714485,-84.848877,1.423,2022-03-02 20:45:11,,0.0,80.0,22.0,,74.0,0.0,26.5,99.5,6.0,15.399999999999977,15.399999999999977,1.91,2022,3,2,20,3.96,133.0
7336.52,0.0,2,50.5714612,-84.8488784,0.0,2022-03-02 20:45:12,,0.0,79.0,22.0,,74.0,0.0,26.5,99.5,6.0,15.399999999999977,15.399999999999977,1.13,2022,3,2,20,3.96,133.0
7336.52,0.0,2,50.5714694,-84.8488773,0.0,2022-03-02 20:45:13,,0.0,78.0,22.0,,74.0,0.0,26.5,99.5,6.0,15.399999999999977,15.399999999999977,0.28,2022,3,2,20,3.96,133.0
7336.52,0.0,2,50.5714722,-84.8488745,0.0,2022-03-02 20:45:14,,0.0,78.0,22.0,,74.0,0.0,26.5,99.5,6.0,15.399999999999977,15.399999999999977,0.0,2022,3,2,20,3.96,133.0
7336.52,0.0,2,50.5714722,-84.8488745,0.0,2022-03-02 20:45:15,,0.0,78.0,22.0,,74.0,0.0,26.5,99.5,6.0,15.399999999999977,15.399999999999977,0.0,2022,3,2,20,3.96,133.0
7336.52,0.0,2,50.5714722,-84.8488745,0.0,2022-03-02 20:45:16,,0.0,79.0,22.0,,74.0,0.0,26.5,99.5,6.0,15.399999999999977,15.399999999999977,0.0,2022,3,2,20,3.96,133.0
7337.21,2.191,1,50.5715094,-84.8488796,2.191,2022-03-02 20:45:41,,0.0,75.0,22.0,,74.0,0.0,26.5,99.5,6.0,15.399999999999977,15.399999999999977,0.0,2022,3,2,20,3.96,133.0
