battery_soc,cadence,calories,distance,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,timestamp,left_right_balance,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,82,47,2109.65,7.534,2,26.0,85.5,50.532666,-84.8159871,165,19.5,71.5,7.534,21,2023-03-20 14:57:51,61.0,56.60000000000002,10.0,7.0,56.60000000000002,-0.78,2023,3,20,14,3.28,322.0
,83,48,2117.14,7.643,2,27.5,89.5,50.5327407,-84.8160277,175,19.5,71.5,7.643,21,2023-03-20 14:57:52,65.0,56.60000000000002,10.0,7.0,56.60000000000002,-0.85,2023,3,20,14,3.28,322.0
,84,48,2124.67,7.739,2,28.0,89.5,50.532816,-84.8160689,177,18.5,71.0,7.739,21,2023-03-20 14:57:53,64.0,56.200000000000045,10.0,7.0,56.200000000000045,-0.94,2023,3,20,14,3.28,322.0
,84,48,2132.49,7.803,2,26.0,85.5,50.5328937,-84.8161098,172,18.0,69.5,7.803,21,2023-03-20 14:57:54,62.0,56.200000000000045,10.0,7.0,56.200000000000045,-1.13,2023,3,20,14,3.28,322.0
,85,48,2140.3,7.937,2,24.5,81.5,50.5329709,-84.8161509,169,17.0,68.0,7.937,21,2023-03-20 14:57:55,62.0,55.799999999999955,10.0,7.0,55.799999999999955,-1.36,2023,3,20,14,3.28,322.0
,86,48,2148.24,8.065,2,24.0,79.0,50.5330508,-84.8161917,156,16.5,64.5,8.065,21,2023-03-20 14:57:56,59.0,55.60000000000002,10.0,8.0,55.60000000000002,-1.65,2023,3,20,14,3.28,322.0
,88,48,2156.13,7.962,2,23.0,76.5,50.53313,-84.8162327,148,15.5,60.5,7.962,21,2023-03-20 14:57:57,60.0,55.60000000000002,10.0,8.0,55.60000000000002,-1.99,2023,3,20,14,3.28,322.0
,88,49,2163.97,8.002,2,22.0,74.0,50.5332092,-84.8162732,138,14.5,55.5,8.002,21,2023-03-20 14:57:58,61.0,55.60000000000002,10.0,8.0,55.60000000000002,-1.92,2023,3,20,14,3.28,322.0
,89,49,2172.21,8.238,2,21.5,72.0,50.5332916,-84.8163146,127,14.0,52.0,8.238,21,2023-03-20 14:57:59,62.0,55.39999999999998,10.0,8.0,55.39999999999998,-2.0,2023,3,20,14,3.28,322.0
,90,49,2180.56,8.221,2,21.5,73.0,50.5333765,-84.8163556,131,13.5,55.5,8.221,21,2023-03-20 14:58:00,62.0,55.39999999999998,10.0,8.0,55.39999999999998,-1.74,2023,3,20,14,3.28,322.0
,91,49,2188.8,8.271,2,21.0,69.5,50.5334603,-84.8163967,133,14.5,57.0,8.271,21,2023-03-20 14:58:01,62.0,55.200000000000045,10.0,9.0,55.200000000000045,-1.64,2023,3,20,14,3.28,322.0
,92,49,2197.27,8.558,2,23.0,69.5,50.5335447,-84.8164374,131,14.5,56.5,8.558,21,2023-03-20 14:58:02,63.0,55.0,10.0,9.0,55.0,-1.59,2023,3,20,14,3.28,322.0
,92,49,2205.79,8.696,2,24.0,70.5,50.5336312,-84.8164738,128,13.0,52.5,8.696,21,2023-03-20 14:58:03,63.0,55.200000000000045,10.0,9.0,55.200000000000045,-1.29,2023,3,20,14,3.28,322.0
,93,49,2214.23,8.718,2,22.5,70.5,50.5337167,-84.8165146,126,11.5,48.0,8.718,21,2023-03-20 14:58:04,62.0,54.799999999999955,10.0,9.0,54.799999999999955,-1.32,2023,3,20,14,3.28,322.0
,93,49,2223.05,8.737,2,22.5,67.5,50.5338061,-84.8165604,127,13.5,53.0,8.737,21,2023-03-20 14:58:05,61.0,54.60000000000002,11.0,9.0,54.60000000000002,-1.27,2023,3,20,14,3.28,322.0
,94,50,2231.82,8.597,2,20.5,67.0,50.5338954,-84.8166062,117,13.0,50.5,8.597,21,2023-03-20 14:58:06,63.0,54.39999999999998,11.0,10.0,54.39999999999998,-1.37,2023,3,20,14,3.28,322.0
,95,50,2240.29,8.478,2,18.5,66.0,50.5339812,-84.8166514,117,13.0,48.5,8.478,21,2023-03-20 14:58:07,64.0,54.39999999999998,11.0,10.0,54.39999999999998,-1.52,2023,3,20,14,3.28,322.0
,95,50,2248.82,8.495,2,17.0,65.0,50.5340676,-84.8166921,115,13.0,49.0,8.495,21,2023-03-20 14:58:08,66.0,54.39999999999998,11.0,10.0,54.39999999999998,-1.34,2023,3,20,14,3.28,322.0
,94,50,2257.51,8.589,2,20.0,68.5,50.5341545,-84.8167287,121,13.5,51.5,8.589,21,2023-03-20 14:58:09,67.0,54.0,11.0,10.0,54.0,-1.34,2023,3,20,14,3.28,322.0
,94,50,2266.12,8.593,2,21.0,67.5,50.5342428,-84.8167649,123,13.0,50.5,8.593,21,2023-03-20 14:58:10,65.0,54.0,11.0,10.0,54.0,-1.32,2023,3,20,14,3.28,322.0
,94,50,2274.56,8.439,2,21.0,66.0,50.5343291,-84.8168061,121,13.0,50.0,8.439,21,2023-03-20 14:58:11,64.0,54.0,11.0,11.0,54.0,-1.24,2023,3,20,14,3.28,322.0
,94,50,2282.99,8.405,2,21.0,64.5,50.534414,-84.8168519,118,13.0,50.0,8.405,21,2023-03-20 14:58:12,63.0,53.799999999999955,11.0,11.0,53.799999999999955,-1.25,2023,3,20,14,3.28,322.0
,94,50,2291.3,8.43,2,20.5,64.0,50.5344975,-84.8168971,115,13.0,50.0,8.43,21,2023-03-20 14:58:13,62.0,53.39999999999998,11.0,11.0,53.39999999999998,-1.32,2023,3,20,14,3.28,322.0
,95,50,2299.5,8.418,2,21.0,65.0,50.5345783,-84.816942,114,13.5,50.0,8.418,21,2023-03-20 14:58:14,62.0,53.39999999999998,11.0,11.0,53.39999999999998,-1.46,2023,3,20,14,3.28,322.0
,94,51,2307.99,8.371,2,22.0,66.5,50.5346612,-84.816988,135,14.0,50.5,8.371,21,2023-03-20 14:58:15,61.0,53.799999999999955,11.0,12.0,53.799999999999955,-1.32,2023,3,20,14,3.28,322.0
,93,51,2316.49,8.194,2,22.0,67.5,50.5347467,-84.8170293,151,14.5,52.0,8.194,21,2023-03-20 14:58:16,62.0,53.799999999999955,11.0,12.0,53.799999999999955,-0.17,2023,3,20,14,3.28,322.0
,92,51,2324.46,7.884,2,22.0,68.0,50.5348281,-84.8170704,169,14.5,54.5,7.884,21,2023-03-20 14:58:17,64.0,53.799999999999955,11.0,12.0,53.799999999999955,0.0,2023,3,20,14,3.28,322.0
,90,51,2331.97,7.615,2,22.0,68.5,50.5349028,-84.817111,196,15.0,57.0,7.615,21,2023-03-20 14:58:18,64.0,54.0,11.0,12.0,54.0,0.0,2023,3,20,14,3.28,322.0
,89,51,2339.47,7.575,3,22.0,69.0,50.5349776,-84.8171472,245,15.5,59.5,7.575,21,2023-03-20 14:58:19,61.0,53.60000000000002,11.0,12.0,53.60000000000002,0.0,2023,3,20,14,3.28,322.0
,89,52,2347.07,7.6,3,21.5,69.5,50.5350551,-84.8171837,247,16.0,62.0,7.6,21,2023-03-20 14:58:20,61.0,53.60000000000002,11.0,12.0,53.60000000000002,0.0,2023,3,20,14,3.28,322.0
,88,52,2354.6,7.424,3,21.5,70.0,50.5351303,-84.817225,212,16.5,64.0,7.424,21,2023-03-20 14:58:21,61.0,53.39999999999998,11.0,12.0,53.39999999999998,0.0,2023,3,20,14,3.28,322.0
,87,52,2362.24,7.366,3,21.5,70.5,50.5352077,-84.8172656,171,16.5,66.5,7.366,21,2023-03-20 14:58:22,61.0,53.200000000000045,11.0,12.0,53.200000000000045,0.0,2023,3,20,14,3.28,322.0
,87,52,2369.87,7.296,3,22.0,72.0,50.5352845,-84.8173018,138,17.5,68.5,7.296,21,2023-03-20 14:58:23,61.0,53.200000000000045,11.0,12.0,53.200000000000045,0.0,2023,3,20,14,3.28,322.0
,86,52,2377.42,7.158,3,23.5,76.0,50.5353592,-84.817338,150,18.5,69.5,7.158,21,2023-03-20 14:58:24,61.0,53.200000000000045,11.0,12.0,53.200000000000045,0.0,2023,3,20,14,3.28,322.0
,84,52,2384.82,7.036,3,25.5,80.0,50.5354349,-84.8173747,168,20.0,70.5,7.036,21,2023-03-20 14:58:25,62.0,53.39999999999998,11.0,12.0,53.39999999999998,0.0,2023,3,20,14,3.28,322.0
,83,53,2391.93,6.874,3,27.0,84.0,50.5355082,-84.8174066,187,21.5,71.5,6.874,21,2023-03-20 14:58:26,59.0,53.39999999999998,11.0,12.0,53.39999999999998,0.0,2023,3,20,14,3.28,322.0
,86,53,2399.02,6.931,3,28.0,86.5,50.5355808,-84.8174386,194,23.0,74.0,6.931,21,2023-03-20 14:58:27,58.0,53.0,11.0,12.0,53.0,0.0,2023,3,20,14,3.28,322.0
,88,53,2406.06,6.937,3,26.0,80.5,50.5356534,-84.8174701,193,24.5,79.5,6.937,21,2023-03-20 14:58:28,58.0,53.0,11.0,12.0,53.0,-0.73,2023,3,20,14,3.28,322.0
,88,53,2412.93,6.747,3,20.0,67.0,50.5357233,-84.8175019,175,19.0,74.5,6.747,21,2023-03-20 14:58:29,55.0,53.200000000000045,11.0,12.0,53.200000000000045,-0.12,2023,3,20,14,3.28,322.0
,83,53,2419.84,6.441,3,16.5,63.0,50.5357919,-84.8175338,154,17.0,71.5,6.441,21,2023-03-20 14:58:30,52.0,52.799999999999955,11.0,12.0,52.799999999999955,0.0,2023,3,20,14,3.28,322.0
,60,53,2426.69,6.237,3,14.0,63.0,50.5358608,-84.817571,138,16.0,69.0,6.237,21,2023-03-20 14:58:31,44.0,52.799999999999955,11.0,12.0,52.799999999999955,0.0,2023,3,20,14,3.28,322.0
,36,53,2433.32,6.032,3,11.5,62.5,50.5359266,-84.8176116,123,15.5,66.5,6.032,21,2023-03-20 14:58:32,33.0,52.60000000000002,11.0,12.0,52.60000000000002,0.0,2023,3,20,14,3.28,322.0
,13,53,2439.56,5.39,3,9.0,62.5,50.5359855,-84.8176481,108,15.0,64.0,5.39,21,2023-03-20 14:58:33,23.0,52.200000000000045,11.0,13.0,52.200000000000045,-0.85,2023,3,20,14,3.28,322.0
,26,53,2444.78,4.332,3,6.5,62.5,50.536035,-84.8176795,3,14.0,61.5,4.332,21,2023-03-20 14:58:34,13.0,51.799999999999955,11.0,13.0,51.799999999999955,-1.39,2023,3,20,14,3.28,322.0
,81,53,2448.92,3.206,3,4.5,62.5,50.5360783,-84.8177021,10,13.5,59.5,3.206,21,2023-03-20 14:58:35,3.0,51.60000000000002,11.0,13.0,51.60000000000002,-2.09,2023,3,20,14,3.28,322.0
,65,53,2452.32,3.052,3,2.0,62.0,50.5361146,-84.8177155,14,12.5,57.0,3.052,21,2023-03-20 14:58:36,16.0,51.39999999999998,11.0,13.0,51.39999999999998,-2.69,2023,3,20,14,3.28,322.0
,47,53,2455.25,3.13,3,3.5,62.0,50.5361437,-84.8177293,18,12.0,55.0,3.13,21,2023-03-20 14:58:37,39.0,51.200000000000045,11.0,14.0,51.200000000000045,-3.51,2023,3,20,14,3.28,322.0
,39,54,2457.94,2.814,3,19.5,62.0,50.5361685,-84.8177521,40,12.0,55.0,2.814,21,2023-03-20 14:58:38,58.0,51.0,11.0,14.0,51.0,-4.37,2023,3,20,14,3.28,322.0
,36,54,2460.12,2.335,3,21.5,67.5,50.5361866,-84.81777,43,13.0,54.5,2.335,21,2023-03-20 14:58:39,62.0,51.0,11.0,14.0,51.0,-5.0,2023,3,20,14,3.28,322.0
,33,54,2461.78,1.822,3,23.5,73.0,50.5362027,-84.8177791,46,14.0,53.5,1.822,21,2023-03-20 14:58:40,66.0,50.60000000000002,11.0,14.0,50.60000000000002,-5.46,2023,3,20,14,3.28,322.0
,30,54,2463.09,1.44,3,25.0,78.5,50.5362137,-84.8177882,49,15.0,53.0,1.44,21,2023-03-20 14:58:41,62.0,50.60000000000002,11.0,15.0,50.60000000000002,-5.86,2023,3,20,14,3.28,322.0
,26,54,2464.2,1.19,3,25.5,81.0,50.5362207,-84.8177973,49,16.0,53.0,1.19,21,2023-03-20 14:58:42,55.0,50.60000000000002,11.0,15.0,50.60000000000002,-5.56,2023,3,20,14,3.28,322.0
,23,54,2464.72,0.691,3,20.5,72.0,50.536225,-84.8178017,42,15.0,56.5,0.691,21,2023-03-20 14:58:43,50.0,50.39999999999998,11.0,15.0,50.39999999999998,-5.2,2023,3,20,14,3.28,322.0
,40,54,2466.63,5.551,3,30.0,98.0,50.5363353,-84.8178617,62,13.0,56.5,5.551,21,2023-03-20 14:58:51,51.0,50.60000000000002,11.0,15.0,50.60000000000002,0.0,2023,3,20,14,3.28,322.0
,53,54,2470.54,4.305,3,34.0,99.0,50.5363766,-84.8178793,170,17.5,65.5,4.305,21,2023-03-20 14:58:52,52.0,50.39999999999998,11.0,15.0,50.39999999999998,0.0,2023,3,20,14,3.28,322.0
,66,54,2475.22,4.605,3,38.0,100.0,50.5364263,-84.8178978,244,22.0,74.5,4.605,21,2023-03-20 14:58:53,55.0,50.39999999999998,11.0,15.0,50.39999999999998,0.0,2023,3,20,14,3.28,322.0
,75,55,2480.53,5.162,3,34.0,100.0,50.5364784,-84.817925,280,33.5,95.0,5.162,21,2023-03-20 14:58:54,57.0,50.200000000000045,11.0,15.0,50.200000000000045,0.0,2023,3,20,14,3.28,322.0
,85,55,2485.92,5.306,3,34.0,99.0,50.5365315,-84.8179526,284,34.0,100.0,5.306,21,2023-03-20 14:58:55,45.0,50.200000000000045,11.0,15.0,50.200000000000045,0.0,2023,3,20,14,3.28,322.0
,83,55,2491.38,5.416,3,32.0,97.0,50.5365838,-84.8179848,264,32.0,100.0,5.416,21,2023-03-20 14:58:56,46.0,50.200000000000045,11.0,15.0,50.200000000000045,0.0,2023,3,20,14,3.28,322.0
,83,55,2497.12,5.678,3,27.5,93.5,50.5366355,-84.8180301,239,30.0,96.0,5.678,21,2023-03-20 14:58:57,52.0,50.200000000000045,11.0,15.0,50.200000000000045,0.0,2023,3,20,14,3.28,322.0
,85,56,2503.06,5.87,3,26.0,86.0,50.5366903,-84.8180755,245,22.0,80.0,5.87,21,2023-03-20 14:58:58,57.0,50.200000000000045,11.0,15.0,50.200000000000045,0.0,2023,3,20,14,3.28,322.0
,83,56,2509.33,6.137,3,26.5,87.5,50.5367504,-84.8181171,216,21.0,87.5,6.137,21,2023-03-20 14:58:59,63.0,50.39999999999998,11.0,15.0,50.39999999999998,0.0,2023,3,20,14,3.28,322.0
,81,56,2515.68,6.301,3,25.0,84.0,50.5368068,-84.8181674,207,23.5,90.5,6.301,21,2023-03-20 14:59:00,61.0,50.799999999999955,11.0,15.0,50.799999999999955,0.0,2023,3,20,14,3.28,322.0
,79,56,2522.21,6.483,3,25.0,83.0,50.5368616,-84.8182268,189,23.0,86.5,6.483,21,2023-03-20 14:59:01,61.0,50.799999999999955,11.0,15.0,50.799999999999955,0.0,2023,3,20,14,3.28,322.0
,79,56,2528.79,6.563,3,25.5,85.5,50.536918,-84.8182854,157,19.0,77.0,6.563,21,2023-03-20 14:59:02,63.0,51.0,11.0,15.0,51.0,0.0,2023,3,20,14,3.28,322.0
,79,56,2535.2,6.457,3,23.5,81.5,50.5369726,-84.8183399,137,16.5,68.0,6.457,21,2023-03-20 14:59:03,65.0,51.0,11.0,15.0,51.0,0.0,2023,3,20,14,3.28,322.0
,78,57,2541.5,6.35,3,18.5,68.0,50.5370248,-84.8183945,119,17.0,65.0,6.35,21,2023-03-20 14:59:04,63.0,51.0,11.0,15.0,51.0,0.0,2023,3,20,14,3.28,322.0
,69,57,2547.81,6.295,3,12.5,45.0,50.5370775,-84.8184542,94,15.0,57.0,6.295,21,2023-03-20 14:59:05,57.0,50.799999999999955,11.0,15.0,50.799999999999955,0.0,2023,3,20,14,3.28,322.0
,51,57,2554.03,6.197,3,6.5,,50.5371302,-84.8185137,65,11.0,46.0,6.197,21,2023-03-20 14:59:06,,50.39999999999998,11.0,15.0,50.39999999999998,0.0,2023,3,20,14,3.28,322.0
,38,57,2559.76,5.864,3,5.0,,50.5371802,-84.8185584,42,10.0,42.0,5.864,21,2023-03-20 14:59:07,,50.200000000000045,11.0,15.0,50.200000000000045,0.0,2023,3,20,14,3.28,322.0
,24,57,2565.61,5.878,3,4.0,,50.53723,-84.8186091,18,9.0,38.0,5.878,21,2023-03-20 14:59:08,,50.39999999999998,11.0,15.0,50.39999999999998,0.0,2023,3,20,14,3.28,322.0
,15,57,2571.46,5.855,3,2.5,,50.5372753,-84.8186728,0,8.0,34.0,5.855,21,2023-03-20 14:59:09,,50.799999999999955,11.0,15.0,50.799999999999955,0.0,2023,3,20,14,3.28,322.0
,10,57,2576.93,5.562,3,1.0,,50.5373138,-84.8187317,0,7.0,30.0,5.562,21,2023-03-20 14:59:10,,51.0,11.0,15.0,51.0,0.0,2023,3,20,14,3.28,322.0
,6,57,2582.13,5.283,3,,,50.5373503,-84.8187864,0,,,5.283,20,2023-03-20 14:59:11,,50.799999999999955,11.0,15.0,50.799999999999955,0.0,2023,3,20,14,3.28,322.0
,1,57,2587.0,4.986,3,,,50.5373866,-84.8188361,0,,,4.986,20,2023-03-20 14:59:12,,50.799999999999955,11.0,15.0,50.799999999999955,0.0,2023,3,20,14,3.28,322.0
,0,57,2591.55,4.652,3,,,50.5374206,-84.8188817,0,,,4.652,20,2023-03-20 14:59:13,,50.60000000000002,11.0,15.0,50.60000000000002,0.0,2023,3,20,14,3.28,322.0
,0,57,2595.4,4.1,3,,,50.5374473,-84.8189264,0,,,4.1,20,2023-03-20 14:59:14,,50.39999999999998,11.0,15.0,50.39999999999998,0.0,2023,3,20,14,3.28,322.0
,0,57,2599.01,3.729,3,,,50.53747,-84.8189719,0,,,3.729,20,2023-03-20 14:59:15,,50.39999999999998,11.0,15.0,50.39999999999998,0.0,2023,3,20,14,3.28,322.0
,0,57,2602.57,3.558,2,,,50.5374908,-84.8190135,0,,,3.558,20,2023-03-20 14:59:16,,50.39999999999998,11.0,15.0,50.39999999999998,0.0,2023,3,20,14,3.28,322.0
,0,57,2604.12,1.661,2,,,50.537504,-84.8190446,0,,,1.661,20,2023-03-20 14:59:17,,50.200000000000045,11.0,15.0,50.200000000000045,0.0,2023,3,20,14,3.28,322.0
,0,57,2604.12,0.0,2,,,50.5375107,-84.8190671,0,,,0.0,20,2023-03-20 14:59:18,,50.200000000000045,11.0,15.0,50.200000000000045,0.0,2023,3,20,14,3.28,322.0
,0,57,2604.12,0.0,2,,,50.5375178,-84.8190952,0,,,0.0,20,2023-03-20 14:59:19,,50.200000000000045,11.0,15.0,50.200000000000045,0.0,2023,3,20,14,3.28,322.0
,0,57,2604.12,0.0,2,,,50.5375221,-84.8191124,0,,,0.0,20,2023-03-20 14:59:20,,50.0,11.0,15.0,50.0,0.0,2023,3,20,14,3.28,322.0
,0,57,2604.12,0.0,2,,,50.5375221,-84.8191124,0,,,0.0,20,2023-03-20 14:59:21,,50.0,11.0,15.0,50.0,0.0,2023,3,20,14,3.28,322.0
,0,57,2604.12,0.0,2,,,50.5375221,-84.8191124,0,,,0.0,20,2023-03-20 14:59:22,,49.799999999999955,11.0,15.0,49.799999999999955,0.0,2023,3,20,14,3.28,322.0
,0,57,2605.8,5.418,2,,,50.5376178,-84.8191991,0,,,5.418,20,2023-03-20 14:59:32,,50.0,11.0,15.0,50.0,0.0,2023,3,20,14,3.28,322.0
,0,57,2609.24,3.911,2,,,50.5376476,-84.8192265,0,,,3.911,20,2023-03-20 14:59:33,,50.0,11.0,15.0,50.0,0.0,2023,3,20,14,3.28,322.0
,19,57,2612.47,3.362,2,24.0,93.5,50.5376727,-84.8192589,15,13.0,57.0,3.362,20,2023-03-20 14:59:34,,49.799999999999955,11.0,15.0,49.799999999999955,0.0,2023,3,20,14,3.28,322.0
,27,57,2615.07,2.799,3,29.0,96.0,50.5376837,-84.8192952,35,13.0,57.0,2.799,20,2023-03-20 14:59:35,,49.799999999999955,11.0,15.0,49.799999999999955,0.0,2023,3,20,14,3.28,322.0
,43,57,2617.51,2.528,3,33.5,98.5,50.5376883,-84.8193317,153,13.0,57.0,2.528,20,2023-03-20 14:59:36,,50.0,11.0,15.0,50.0,0.0,2023,3,20,14,3.28,322.0
,66,57,2620.54,2.909,3,32.0,98.5,50.5376952,-84.8193727,227,20.0,81.5,2.909,20,2023-03-20 14:59:37,60.0,50.0,11.0,15.0,50.0,0.0,2023,3,20,14,3.28,322.0
,72,58,2624.49,3.693,3,30.5,98.0,50.5377137,-84.8194229,286,24.5,95.5,3.693,20,2023-03-20 14:59:38,59.0,50.200000000000045,11.0,15.0,50.200000000000045,0.0,2023,3,20,14,3.28,322.0
,77,58,2629.43,4.624,3,31.0,97.5,50.5377437,-84.8194828,292,26.0,93.0,4.624,20,2023-03-20 14:59:39,59.0,50.60000000000002,11.0,15.0,50.60000000000002,0.94,2023,3,20,14,3.28,322.0
,81,58,2635.47,5.679,3,31.0,96.5,50.5377757,-84.8195565,277,27.0,91.0,5.679,20,2023-03-20 14:59:40,58.0,50.60000000000002,12.0,15.0,50.60000000000002,1.64,2023,3,20,14,3.28,322.0
,84,58,2641.83,6.2,3,29.5,91.5,50.537817,-84.8196285,251,24.0,87.0,6.2,20,2023-03-20 14:59:41,58.0,50.799999999999955,12.0,15.0,50.799999999999955,2.62,2023,3,20,14,3.28,322.0
,88,59,2648.73,6.728,3,28.0,87.0,50.5378646,-84.8197064,232,21.5,83.0,6.728,20,2023-03-20 14:59:42,58.0,51.200000000000045,12.0,15.0,51.200000000000045,3.46,2023,3,20,14,3.28,322.0
,89,59,2655.62,6.843,3,28.0,86.5,50.5379078,-84.819788,220,20.0,79.5,6.843,20,2023-03-20 14:59:43,60.0,51.39999999999998,12.0,15.0,51.39999999999998,4.08,2023,3,20,14,3.28,322.0
,90,59,2662.03,6.527,3,31.0,95.0,50.5379484,-84.8198602,211,22.0,78.5,6.527,20,2023-03-20 14:59:44,63.0,51.799999999999955,12.0,15.0,51.799999999999955,3.93,2023,3,20,14,3.28,322.0
,89,59,2668.51,6.467,3,24.5,80.0,50.5379918,-84.8199332,183,20.0,77.0,6.467,20,2023-03-20 14:59:45,64.0,52.0,13.0,15.0,52.0,3.74,2023,3,20,14,3.28,322.0
,89,59,2675.14,6.602,3,24.0,82.0,50.5380372,-84.8200058,171,17.0,70.5,6.602,20,2023-03-20 14:59:46,63.0,52.200000000000045,13.0,15.0,52.200000000000045,3.56,2023,3,20,14,3.28,322.0
,89,59,2681.81,6.681,3,26.0,85.5,50.538085,-84.8200785,168,16.0,68.5,6.681,20,2023-03-20 14:59:47,63.0,52.39999999999998,13.0,15.0,52.39999999999998,3.36,2023,3,20,14,3.28,322.0
,91,60,2688.37,6.586,2,27.5,85.5,50.5381305,-84.8201516,167,16.5,70.5,6.586,20,2023-03-20 14:59:48,62.0,52.200000000000045,14.0,15.0,52.200000000000045,3.15,2023,3,20,14,3.28,322.0
,89,60,2695.17,6.741,2,26.0,83.0,50.5381739,-84.8202292,167,17.0,68.0,6.741,20,2023-03-20 14:59:49,64.0,51.799999999999955,14.0,15.0,51.799999999999955,2.74,2023,3,20,14,3.28,322.0
,85,60,2701.83,6.647,2,24.5,80.5,50.538215,-84.8203071,178,17.5,66.0,6.647,20,2023-03-20 14:59:50,71.0,51.799999999999955,14.0,15.0,51.799999999999955,0.43,2023,3,20,14,3.28,322.0
,84,60,2708.42,6.593,2,25.0,85.5,50.5382563,-84.8203848,193,18.5,69.0,6.593,20,2023-03-20 14:59:51,68.0,51.39999999999998,14.0,15.0,51.39999999999998,0.0,2023,3,20,14,3.28,322.0
,87,60,2715.4,6.883,3,26.0,92.5,50.5383043,-84.820462,213,20.0,73.5,6.883,20,2023-03-20 14:59:52,64.0,51.39999999999998,14.0,16.0,51.39999999999998,-0.04,2023,3,20,14,3.28,322.0
,90,61,2722.64,7.159,3,26.5,95.5,50.5383566,-84.8205394,245,20.5,75.5,7.159,20,2023-03-20 14:59:53,63.0,51.60000000000002,14.0,16.0,51.60000000000002,-0.62,2023,3,20,14,3.28,322.0
,93,61,2730.88,7.978,2,26.0,90.5,50.5384133,-84.8206353,240,19.5,73.0,7.978,20,2023-03-20 14:59:54,63.0,51.200000000000045,14.0,16.0,51.200000000000045,-1.41,2023,3,20,14,3.28,322.0
,93,61,2739.26,8.279,2,25.5,85.5,50.5384702,-84.8207303,209,18.0,70.5,8.279,20,2023-03-20 14:59:55,63.0,51.799999999999955,14.0,16.0,51.799999999999955,-1.75,2023,3,20,14,3.28,322.0
,92,61,2746.85,7.767,2,25.0,80.5,50.5385249,-84.8208123,194,17.0,67.5,7.767,20,2023-03-20 14:59:56,63.0,52.39999999999998,14.0,16.0,52.39999999999998,-1.31,2023,3,20,14,3.28,322.0
,91,62,2754.09,7.457,2,24.5,80.5,50.5385786,-84.8208882,196,16.5,66.5,7.457,20,2023-03-20 14:59:57,63.0,52.200000000000045,14.0,17.0,52.200000000000045,-0.45,2023,3,20,14,3.28,322.0
,90,62,2761.31,7.295,2,24.5,82.5,50.5386306,-84.8209652,213,16.5,67.0,7.295,20,2023-03-20 14:59:58,63.0,51.799999999999955,15.0,17.0,51.799999999999955,0.41,2023,3,20,14,3.28,322.0
,91,62,2768.49,7.145,2,26.0,83.0,50.5386813,-84.8210435,216,16.5,67.0,7.145,20,2023-03-20 14:59:59,64.0,51.799999999999955,15.0,17.0,51.799999999999955,0.77,2023,3,20,14,3.28,322.0
,92,62,2775.59,7.098,2,32.0,94.5,50.538734,-84.8211167,230,17.0,65.5,7.098,20,2023-03-20 15:00:00,65.0,51.39999999999998,15.0,17.0,51.39999999999998,0.13,2023,3,20,15,2.97,318.0
,93,62,2782.86,7.204,3,32.5,96.0,50.5387889,-84.8211947,229,21.5,75.0,7.204,20,2023-03-20 15:00:01,58.0,50.799999999999955,15.0,17.0,50.799999999999955,0.3,2023,3,20,15,2.97,318.0
,93,63,2790.02,7.176,3,28.5,87.0,50.5388412,-84.8212719,210,21.5,77.5,7.176,20,2023-03-20 15:00:02,55.0,50.799999999999955,15.0,17.0,50.799999999999955,-0.33,2023,3,20,15,2.97,318.0
,86,63,2796.99,7.021,3,23.5,75.0,50.5388888,-84.8213447,183,19.0,73.5,7.021,20,2023-03-20 15:00:03,41.0,50.60000000000002,15.0,18.0,50.60000000000002,-1.15,2023,3,20,15,2.97,318.0
,65,63,2804.03,7.077,3,22.5,69.5,50.5389361,-84.8214214,108,19.0,73.5,7.077,20,2023-03-20 15:00:04,26.0,50.39999999999998,15.0,18.0,50.39999999999998,-2.11,2023,3,20,15,2.97,318.0
,41,63,2811.11,7.06,3,21.5,64.5,50.538984,-84.8215035,71,19.0,73.5,7.06,20,2023-03-20 15:00:05,29.0,50.39999999999998,15.0,18.0,50.39999999999998,-2.95,2023,3,20,15,2.97,318.0
,16,63,2818.38,7.155,3,20.5,59.0,50.53903,-84.8215912,33,19.0,73.5,7.155,20,2023-03-20 15:00:06,32.0,50.200000000000045,15.0,18.0,50.200000000000045,-3.18,2023,3,20,15,2.97,318.0
,0,63,2825.74,7.327,3,19.5,54.0,50.5390754,-84.8216772,0,19.0,73.5,7.327,20,2023-03-20 15:00:07,35.0,50.0,15.0,19.0,50.0,-2.84,2023,3,20,15,2.97,318.0
,0,63,2832.61,7.009,3,18.5,52.5,50.5391232,-84.8217541,0,18.0,69.5,7.009,20,2023-03-20 15:00:08,38.0,50.0,15.0,19.0,50.0,-2.46,2023,3,20,15,2.97,318.0
,8,63,2838.77,6.372,3,17.5,58.0,50.5391709,-84.8218174,1,14.0,57.5,6.372,20,2023-03-20 15:00:09,41.0,50.0,15.0,19.0,50.0,-2.06,2023,3,20,15,2.97,318.0
,54,63,2844.28,5.711,3,16.5,63.5,50.539219,-84.8218576,128,10.0,45.0,5.711,20,2023-03-20 15:00:10,44.0,50.0,15.0,19.0,50.0,-1.5,2023,3,20,15,2.97,318.0
