distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
4168.74,3.548,3,50.5270336,-84.7733452,3.548,2023-05-14 14:45:16,,31.0,110.0,89.0,21.0,93.0,80.5,24.0,0.5,2.5,17.0,-5.199999999999989,-5.199999999999989,8.0,11.0,0.36,2023,5,14,14,1.81,276.0
4171.58,2.942,3,50.5270608,-84.7733265,2.942,2023-05-14 14:45:17,,45.0,110.0,90.0,18.0,53.0,69.0,68.0,11.5,44.0,17.0,-5.199999999999989,-5.199999999999989,8.0,12.0,1.38,2023,5,14,14,1.81,276.0
4173.72,2.338,3,50.5270799,-84.7733091,2.338,2023-05-14 14:45:18,,32.0,110.0,90.0,15.0,34.0,59.0,56.0,22.0,82.0,17.0,-5.0,-5.0,8.0,12.0,1.69,2023,5,14,14,1.81,276.0
4176.25,2.501,3,50.5271058,-84.7732978,2.501,2023-05-14 14:45:19,,18.0,110.0,91.0,15.0,29.0,62.0,45.0,21.0,77.5,17.0,-5.0,-5.0,8.0,12.0,1.88,2023,5,14,14,1.81,276.0
4179.65,3.145,3,50.5271241,-84.7732527,3.145,2023-05-14 14:45:20,,5.0,110.0,93.0,15.0,24.0,64.5,0.0,20.0,72.5,17.0,-5.0,-5.0,8.0,12.0,2.01,2023,5,14,14,1.81,276.0
4181.79,2.405,3,50.5271368,-84.7732247,2.405,2023-05-14 14:45:21,,3.0,110.0,95.0,15.5,19.0,67.0,0.0,19.0,68.0,17.0,-4.800000000000011,-4.800000000000011,8.0,12.0,2.08,2023,5,14,14,1.81,276.0
4184.5,2.621,3,50.5271406,-84.7731876,2.621,2023-05-14 14:45:22,,19.0,110.0,97.0,15.5,14.0,70.0,10.0,18.0,63.5,17.0,-4.800000000000011,-4.800000000000011,8.0,12.0,2.08,2023,5,14,14,1.81,276.0
4187.6,2.971,3,50.5271351,-84.7731426,2.971,2023-05-14 14:45:23,,14.0,110.0,99.0,,,,9.0,,,17.0,-4.800000000000011,-4.800000000000011,8.0,12.0,2.01,2023,5,14,14,1.81,276.0
4190.36,2.822,3,50.527122,-84.7731065,2.822,2023-05-14 14:45:24,,8.0,110.0,101.0,,,,8.0,,,17.0,-4.800000000000011,-4.800000000000011,8.0,12.0,1.97,2023,5,14,14,1.81,276.0
4193.07,2.75,4,50.5271133,-84.7730726,2.75,2023-05-14 14:45:25,,2.0,110.0,102.0,,,,0.0,,,17.0,-4.600000000000023,-4.600000000000023,8.0,12.0,1.98,2023,5,14,14,1.81,276.0
4193.9,1.263,4,50.5271087,-84.7730625,1.263,2023-05-14 14:45:26,,0.0,110.0,102.0,,,,0.0,,,17.0,-4.600000000000023,-4.600000000000023,8.0,12.0,2.01,2023,5,14,14,1.81,276.0
4193.9,0.0,4,50.5271046,-84.773046,0.0,2023-05-14 14:45:27,,0.0,110.0,103.0,,,,0.0,,,17.0,-4.600000000000023,-4.600000000000023,8.0,12.0,2.05,2023,5,14,14,1.81,276.0
4193.9,0.0,4,50.5271046,-84.773046,0.0,2023-05-14 14:45:28,,0.0,110.0,103.0,,,,0.0,,,17.0,-4.399999999999977,-4.399999999999977,9.0,12.0,1.53,2023,5,14,14,1.81,276.0
4193.9,0.0,4,50.5271046,-84.773046,0.0,2023-05-14 14:45:29,,0.0,110.0,103.0,,,,0.0,,,16.0,-4.199999999999989,-4.199999999999989,9.0,12.0,0.0,2023,5,14,14,1.81,276.0
4193.9,0.0,4,50.5271046,-84.773046,0.0,2023-05-14 14:45:30,,0.0,110.0,103.0,,,,0.0,,,16.0,-4.0,-4.0,9.0,12.0,0.0,2023,5,14,14,1.81,276.0
4193.9,0.0,5,50.5271046,-84.773046,0.0,2023-05-14 14:45:31,,0.0,110.0,104.0,,,,0.0,,,16.0,-3.6000000000000227,-3.6000000000000227,9.0,12.0,0.0,2023,5,14,14,1.81,276.0
4194.03,1.378,2,50.5166635,-84.7741003,1.378,2023-05-14 15:12:07,,,110.0,91.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,9.0,12.0,0.0,2023,5,14,15,2.04,281.0
4195.48,1.441,2,50.5166542,-84.7740823,1.441,2023-05-14 15:12:08,,,110.0,91.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,9.0,12.0,0.0,2023,5,14,15,2.04,281.0
4197.35,1.749,2,50.5166412,-84.7740639,1.749,2023-05-14 15:12:09,,,110.0,92.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,9.0,12.0,0.0,2023,5,14,15,2.04,281.0
4198.68,1.442,2,50.5166363,-84.7740458,1.442,2023-05-14 15:12:10,,,110.0,93.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,9.0,12.0,0.0,2023,5,14,15,2.04,281.0
4199.9,1.28,2,50.5166276,-84.7740284,1.28,2023-05-14 15:12:11,,,110.0,94.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,9.0,12.0,0.0,2023,5,14,15,2.04,281.0
4201.12,1.233,2,50.5166227,-84.7740187,1.233,2023-05-14 15:12:12,,,110.0,95.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,9.0,12.0,0.0,2023,5,14,15,2.04,281.0
4202.39,1.255,2,50.5166134,-84.7740001,1.255,2023-05-14 15:12:13,,,110.0,96.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,9.0,12.0,0.0,2023,5,14,15,2.04,281.0
4203.79,1.367,2,50.5166044,-84.7739829,1.367,2023-05-14 15:12:14,,,110.0,96.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,9.0,12.0,0.0,2023,5,14,15,2.04,281.0
4204.98,1.235,2,50.5165957,-84.7739732,1.235,2023-05-14 15:12:15,,,110.0,97.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,9.0,12.0,0.0,2023,5,14,15,2.04,281.0
4205.96,1.044,3,50.5165912,-84.7739556,1.044,2023-05-14 15:12:16,,,111.0,97.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,11.0,12.0,0.68,2023,5,14,15,2.04,281.0
4206.92,0.976,3,50.516587,-84.7739457,0.976,2023-05-14 15:12:17,,,111.0,98.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,12.0,12.0,0.81,2023,5,14,15,2.04,281.0
4208.19,1.202,3,50.516587,-84.773929,1.202,2023-05-14 15:12:18,,,111.0,98.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,12.0,12.0,0.85,2023,5,14,15,2.04,281.0
4208.19,0.3,3,50.516587,-84.773929,0.3,2023-05-14 15:12:19,,,111.0,98.0,,,,,,,22.0,-1.1999999999999886,-1.1999999999999886,12.0,12.0,0.9,2023,5,14,15,2.04,281.0
4208.19,0.144,3,50.516587,-84.773929,0.144,2023-05-14 15:12:20,,,111.0,98.0,,,,,,,22.0,-1.0,-1.0,12.0,12.0,0.16,2023,5,14,15,2.04,281.0
4208.49,1.293,3,50.516587,-84.7739247,1.293,2023-05-14 15:12:21,,,111.0,98.0,,,,,,,22.0,-1.0,-1.0,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4215.37,5.172,3,50.5165866,-84.7738265,5.172,2023-05-14 15:12:22,,,111.0,99.0,,,,,,,22.0,-1.0,-1.0,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4217.26,2.72,3,50.5165821,-84.7738009,2.72,2023-05-14 15:12:23,,,111.0,100.0,,,,,,,22.0,-1.0,-1.0,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4218.16,1.347,3,50.5165771,-84.7737917,1.347,2023-05-14 15:12:24,,,111.0,100.0,,,,,,,22.0,-1.0,-1.0,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4219.1,1.048,3,50.5165677,-84.7737826,1.048,2023-05-14 15:12:25,,,111.0,101.0,,,,,,,22.0,-0.8000000000000114,-0.8000000000000114,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4220.24,1.091,3,50.5165551,-84.7737742,1.091,2023-05-14 15:12:26,,,112.0,101.0,,,,,,,22.0,-0.8000000000000114,-0.8000000000000114,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4220.24,0.0,3,50.5165551,-84.7737742,0.0,2023-05-14 15:12:27,,,112.0,102.0,,,,,,,22.0,-0.8000000000000114,-0.8000000000000114,12.0,12.0,1.15,2023,5,14,15,2.04,281.0
4220.24,0.0,3,50.5165551,-84.7737742,0.0,2023-05-14 15:12:28,,,112.0,102.0,,,,,,,22.0,-0.8000000000000114,-0.8000000000000114,12.0,12.0,0.24,2023,5,14,15,2.04,281.0
4220.24,0.0,1,50.5165551,-84.7737742,0.0,2023-05-14 15:12:29,,,112.0,102.0,,,,,,,22.0,-0.8000000000000114,-0.8000000000000114,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4220.24,0.0,1,50.5165551,-84.7737742,0.0,2023-05-14 15:12:30,,,112.0,103.0,,,,,,,22.0,-0.8000000000000114,-0.8000000000000114,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4220.24,0.0,1,50.5165551,-84.7737742,0.0,2023-05-14 15:12:31,,,112.0,103.0,,,,,,,22.0,-0.8000000000000114,-0.8000000000000114,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4220.48,4.111,2,50.5163397,-84.7734891,4.111,2023-05-14 15:15:03,,,112.0,79.0,,,,,,,23.0,-0.39999999999997726,-0.39999999999997726,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4224.92,4.374,2,50.5163122,-84.7734345,4.374,2023-05-14 15:15:04,,,112.0,79.0,,,,,,,23.0,-0.19999999999998863,-0.19999999999998863,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4230.55,5.354,2,50.5162759,-84.7733705,5.354,2023-05-14 15:15:05,,,112.0,79.0,,,,,,,23.0,-0.19999999999998863,-0.19999999999998863,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
4235.36,5.038,2,50.5162445,-84.7733081,5.038,2023-05-14 15:15:06,,,112.0,79.0,,,,,,,23.0,-0.19999999999998863,-0.19999999999998863,12.0,12.0,0.0,2023,5,14,15,2.04,281.0
