battery_soc,cadence,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,106,165,23.0,63.0,85.5,346,24.5,86.5,2022-06-28 18:13:08,21325.83,7.295,2.0,50.3991937,-84.5068728,7.295,29.0,13.799999999999955,13.799999999999955,3.13,2022,6,28,18,4.52,155.0
,106,164,24.5,47.0,85.5,308,22.5,83.5,2022-06-28 18:13:09,21332.51,6.826,2.0,50.3991817,-84.5067776,6.826,29.0,14.200000000000045,14.200000000000045,3.26,2022,6,28,18,4.52,155.0
,105,164,26.0,49.0,85.5,284,22.0,84.0,2022-06-28 18:13:10,21338.94,6.682,2.0,50.3991688,-84.5066863,6.682,29.0,14.399999999999977,14.399999999999977,3.23,2022,6,28,18,4.52,155.0
,104,165,25.0,49.0,91.0,300,25.5,82.5,2022-06-28 18:13:11,21345.37,6.54,2.0,50.3991562,-84.5065949,6.54,29.0,14.600000000000023,14.600000000000023,3.5,2022,6,28,18,4.52,155.0
,104,165,25.0,50.0,91.0,279,25.5,82.5,2022-06-28 18:13:12,21351.84,6.439,2.0,50.3991483,-84.506502,6.439,29.0,14.600000000000023,14.600000000000023,3.44,2022,6,28,18,4.52,155.0
,104,165,25.0,50.0,91.0,252,25.5,82.5,2022-06-28 18:13:13,21358.6,6.71,2.0,50.3991401,-84.5064049,6.71,29.0,14.799999999999955,14.799999999999955,2.86,2022,6,28,18,4.52,155.0
,105,166,23.0,49.0,82.0,233,26.5,85.5,2022-06-28 18:13:14,21365.78,7.066,2.0,50.3991304,-84.5063019,7.066,29.0,14.799999999999955,14.799999999999955,2.47,2022,6,28,18,4.52,155.0
,106,166,21.0,47.0,72.5,221,28.0,88.5,2022-06-28 18:13:15,21372.51,6.839,2.0,50.3991245,-84.506205,6.839,29.0,15.0,15.0,2.09,2022,6,28,18,4.52,155.0
,106,166,21.0,53.0,73.0,229,27.0,85.5,2022-06-28 18:13:16,21379.32,6.791,2.0,50.3991202,-84.5061067,6.791,29.0,15.0,15.0,1.68,2022,6,28,18,4.52,155.0
,106,166,21.0,54.0,76.0,228,23.0,73.5,2022-06-28 18:13:17,21386.39,6.993,2.0,50.3991104,-84.5060054,6.993,29.0,15.0,15.0,1.41,2022,6,28,18,4.52,155.0
,107,166,21.0,54.0,74.5,235,20.5,71.0,2022-06-28 18:13:18,21393.31,6.945,2.0,50.3991023,-84.5059059,6.945,29.0,15.0,15.0,1.21,2022,6,28,18,4.52,155.0
,107,166,21.0,54.0,74.0,266,19.5,69.5,2022-06-28 18:13:19,21400.63,7.236,2.0,50.3990927,-84.5058009,7.236,29.0,15.200000000000045,15.200000000000045,1.02,2022,6,28,18,4.52,155.0
,108,166,22.0,54.0,76.5,266,21.0,72.5,2022-06-28 18:13:20,21407.43,7.083,2.0,50.3990888,-84.5057028,7.083,29.0,15.200000000000045,15.200000000000045,0.83,2022,6,28,18,4.52,155.0
,108,166,26.0,54.0,84.5,276,25.5,82.0,2022-06-28 18:13:21,21415.3,7.577,2.0,50.3990809,-84.5055895,7.577,29.0,15.200000000000045,15.200000000000045,0.7,2022,6,28,18,4.52,155.0
,109,166,21.0,44.0,72.5,251,23.0,76.0,2022-06-28 18:13:22,21422.68,7.278,2.0,50.3990762,-84.5054831,7.278,29.0,15.399999999999977,15.399999999999977,0.36,2022,6,28,18,4.52,155.0
,108,165,25.5,50.0,79.0,278,21.5,71.5,2022-06-28 18:13:23,21429.83,7.228,2.0,50.3990649,-84.505381,7.228,29.0,15.399999999999977,15.399999999999977,0.36,2022,6,28,18,4.52,155.0
,108,165,27.0,51.0,81.5,309,21.5,72.0,2022-06-28 18:13:24,21437.03,7.209,2.0,50.399061,-84.505277,7.209,29.0,15.600000000000023,15.600000000000023,0.83,2022,6,28,18,4.52,155.0
,107,165,25.5,48.0,80.0,337,22.0,78.5,2022-06-28 18:13:25,21444.7,7.574,2.0,50.3990591,-84.5051662,7.574,29.0,15.600000000000023,15.600000000000023,1.13,2022,6,28,18,4.52,155.0
,107,165,26.5,49.0,82.5,343,23.5,80.5,2022-06-28 18:13:26,21452.36,7.636,2.0,50.399059,-84.5050554,7.636,29.0,15.600000000000023,15.600000000000023,1.18,2022,6,28,18,4.52,155.0
,106,165,30.5,51.0,91.5,337,29.0,88.0,2022-06-28 18:13:27,21460.48,8.017,2.0,50.399057,-84.5049381,8.017,29.0,15.799999999999955,15.799999999999955,1.12,2022,6,28,18,4.52,155.0
,106,165,30.5,49.0,91.5,325,29.0,88.0,2022-06-28 18:13:28,21468.24,7.786,2.0,50.3990551,-84.5048259,7.786,29.0,15.799999999999955,15.799999999999955,1.28,2022,6,28,18,4.52,155.0
,105,165,31.0,50.0,91.0,330,27.0,87.0,2022-06-28 18:13:29,21475.5,7.414,3.0,50.399055,-84.504721,7.414,29.0,16.0,16.0,1.39,2022,6,28,18,4.52,155.0
,104,165,31.5,52.0,90.5,360,26.0,86.5,2022-06-28 18:13:30,21481.97,7.212,3.0,50.3990532,-84.5046274,7.212,29.0,16.200000000000045,16.200000000000045,1.44,2022,6,28,18,4.52,155.0
,103,165,31.0,47.0,90.5,359,29.0,90.0,2022-06-28 18:13:31,21490.1,7.375,3.0,50.3990509,-84.50451,7.375,29.0,16.399999999999977,16.399999999999977,1.67,2022,6,28,18,4.52,155.0
,103,165,31.0,49.0,90.5,359,29.0,90.0,2022-06-28 18:13:32,21497.36,7.247,3.0,50.3990469,-84.5044051,7.247,29.0,16.600000000000023,16.600000000000023,1.77,2022,6,28,18,4.52,155.0
,102,165,31.0,47.0,90.5,279,29.0,90.0,2022-06-28 18:13:33,21504.61,7.252,3.0,50.3990431,-84.5043005,7.252,29.0,16.600000000000023,16.600000000000023,1.75,2022,6,28,18,4.52,155.0
,102,165,27.0,47.0,82.5,211,27.0,88.0,2022-06-28 18:13:34,21512.2,7.557,2.0,50.399041,-84.5041908,7.557,29.0,17.0,17.0,1.86,2022,6,28,18,4.52,155.0
,102,165,20.0,49.0,70.0,156,24.0,84.0,2022-06-28 18:13:35,21519.7,7.534,2.0,50.399037,-84.5040826,7.534,29.0,17.200000000000045,17.200000000000045,2.04,2022,6,28,18,4.52,155.0
,102,165,18.0,48.0,66.0,111,22.5,80.5,2022-06-28 18:13:36,21527.17,7.468,2.0,50.3990329,-84.5039747,7.468,29.0,17.200000000000045,17.200000000000045,2.31,2022,6,28,18,4.52,155.0
,102,165,15.5,48.0,61.5,66,21.0,77.0,2022-06-28 18:13:37,21534.97,7.716,2.0,50.3990271,-84.5038622,7.716,29.0,17.399999999999977,17.399999999999977,2.56,2022,6,28,18,4.52,155.0
,102,165,13.5,47.0,57.5,22,19.5,73.5,2022-06-28 18:13:38,21542.54,7.636,2.0,50.399023,-84.5037529,7.636,29.0,17.399999999999977,17.399999999999977,2.55,2022,6,28,18,4.52,155.0
,0,164,12.5,46.0,55.5,0,18.5,72.0,2022-06-28 18:13:39,21549.88,7.409,2.0,50.3990169,-84.5036471,7.409,29.0,17.399999999999977,17.399999999999977,2.06,2022,6,28,18,4.52,155.0
,0,164,12.5,46.0,55.5,0,18.5,72.0,2022-06-28 18:13:40,21558.68,8.425,2.0,50.3990069,-84.5035206,8.425,29.0,17.200000000000045,17.200000000000045,0.94,2022,6,28,18,4.52,155.0
,0,164,12.5,45.0,55.5,0,18.5,72.0,2022-06-28 18:13:41,21567.44,8.65,2.0,50.3989969,-84.5033948,8.65,29.0,17.0,17.0,0.06,2022,6,28,18,4.52,155.0
,0,164,12.5,45.0,55.5,0,18.5,72.0,2022-06-28 18:13:42,21576.25,8.727,2.0,50.3989869,-84.5032681,8.727,29.0,16.799999999999955,16.799999999999955,-0.51,2022,6,28,18,4.52,155.0
,0,164,12.5,44.0,55.5,0,18.5,72.0,2022-06-28 18:13:43,21585.17,8.883,2.0,50.398977,-84.5031399,8.883,29.0,16.600000000000023,16.600000000000023,-1.45,2022,6,28,18,4.52,155.0
,0,163,12.5,43.0,55.5,0,18.5,72.0,2022-06-28 18:13:44,21593.9,8.849,2.0,50.3989674,-84.5030144,8.849,29.0,16.399999999999977,16.399999999999977,-2.15,2022,6,28,18,4.52,155.0
,12,163,14.5,53.0,61.5,156,14.5,56.5,2022-06-28 18:13:45,21603.36,9.273,2.0,50.3989612,-84.5028779,9.273,29.0,16.0,16.0,-2.27,2022,6,28,18,4.52,155.0
,58,164,21.0,89.0,83.0,168,0.0,0.0,2022-06-28 18:13:46,21613.11,9.643,2.0,50.3989514,-84.5027376,9.643,29.0,15.799999999999955,15.799999999999955,-2.1,2022,6,28,18,4.52,155.0
,86,163,18.0,89.0,68.5,190,12.0,40.5,2022-06-28 18:13:47,21621.2,8.6,2.0,50.3989457,-84.5026209,8.6,29.0,15.600000000000023,15.600000000000023,-2.24,2022,6,28,18,4.52,155.0
,87,162,17.0,69.0,62.5,243,17.5,58.0,2022-06-28 18:13:48,21630.74,9.264,2.0,50.3989395,-84.5024832,9.264,29.0,15.399999999999977,15.399999999999977,-2.36,2022,6,28,18,4.52,155.0
,89,162,18.0,51.0,67.5,238,19.5,65.0,2022-06-28 18:13:49,21641.03,9.979,2.0,50.3989314,-84.5023349,9.979,29.0,15.0,15.0,-2.32,2022,6,28,18,4.52,155.0
,91,162,19.0,42.0,74.5,201,22.5,74.5,2022-06-28 18:13:50,21650.42,10.273,2.0,50.3989226,-84.5021996,10.273,29.0,14.799999999999955,14.799999999999955,-2.63,2022,6,28,18,4.52,155.0
,94,163,18.0,47.0,70.5,215,20.5,77.0,2022-06-28 18:13:51,21664.35,12.178,3.0,50.3989154,-84.5019985,12.178,29.0,14.399999999999977,14.399999999999977,-3.04,2022,6,28,18,4.52,155.0
,97,164,18.5,50.0,72.0,206,19.5,78.5,2022-06-28 18:13:52,21676.52,12.096,3.0,50.3989051,-84.5018231,12.096,28.0,14.0,14.0,-3.15,2022,6,28,18,4.52,155.0
,99,164,19.5,51.0,75.5,188,19.5,78.5,2022-06-28 18:13:53,21689.5,12.761,3.0,50.3988916,-84.5016365,12.761,28.0,13.600000000000023,13.600000000000023,-3.23,2022,6,28,18,4.52,155.0
,101,165,19.5,53.0,75.5,189,19.5,78.5,2022-06-28 18:13:54,21701.19,12.048,3.0,50.3988835,-84.5014678,12.048,28.0,13.399999999999977,13.399999999999977,-3.27,2022,6,28,18,4.52,155.0
,104,163,19.0,58.0,72.5,214,18.5,65.5,2022-06-28 18:13:55,21712.92,11.873,3.0,50.3988696,-84.5012992,11.873,28.0,13.0,13.0,-3.24,2022,6,28,18,4.52,155.0
,107,164,19.0,58.0,72.5,139,18.5,65.5,2022-06-28 18:13:56,21725.37,12.258,3.0,50.3988541,-84.5011206,12.258,28.0,12.600000000000023,12.600000000000023,-3.16,2022,6,28,18,4.52,155.0
,110,164,15.0,42.0,53.5,240,16.5,58.5,2022-06-28 18:13:57,21737.04,11.791,3.0,50.3988498,-84.5009519,11.791,28.0,12.200000000000045,12.200000000000045,-2.83,2022,6,28,18,4.52,155.0
,106,165,12.0,29.0,38.0,296,15.0,53.0,2022-06-28 18:13:58,21747.41,10.775,3.0,50.3988405,-84.5008025,10.775,28.0,12.0,12.0,-2.53,2022,6,28,18,4.52,155.0
,107,165,22.0,56.0,79.0,288,28.0,85.0,2022-06-28 18:13:59,21759.33,11.602,3.0,50.3988256,-84.5006315,11.602,28.0,11.800000000000011,11.800000000000011,-2.44,2022,6,28,18,4.52,155.0
,107,164,25.5,53.0,81.0,275,23.5,74.5,2022-06-28 18:14:00,21770.3,11.15,3.0,50.3988093,-84.5004743,11.15,28.0,11.600000000000023,11.600000000000023,-2.32,2022,6,28,18,4.52,155.0
,108,163,25.5,53.0,81.0,271,23.5,74.5,2022-06-28 18:14:01,21781.06,10.944,3.0,50.3987879,-84.5003216,10.944,28.0,11.399999999999977,11.399999999999977,-2.15,2022,6,28,18,4.52,155.0
,108,163,25.0,53.0,80.0,246,23.0,74.0,2022-06-28 18:14:02,21792.16,10.912,3.0,50.3987612,-84.5001652,10.912,28.0,11.199999999999989,11.199999999999989,-2.23,2022,6,28,18,4.52,155.0
,107,162,22.5,53.0,77.5,244,22.0,73.0,2022-06-28 18:14:03,21803.53,11.288,3.0,50.3987337,-84.500005,11.288,28.0,11.0,11.0,-2.24,2022,6,28,18,4.52,155.0
,107,159,21.0,53.0,75.5,238,21.5,72.5,2022-06-28 18:14:04,21814.88,11.364,4.0,50.3987097,-84.4998443,11.364,28.0,11.0,11.0,-1.92,2022,6,28,18,4.52,155.0
,106,157,21.0,53.0,75.5,250,21.5,72.5,2022-06-28 18:14:05,21825.58,10.977,4.0,50.3986847,-84.4996933,10.977,28.0,10.800000000000011,10.800000000000011,-1.62,2022,6,28,18,4.52,155.0
,106,155,20.0,52.0,72.0,237,20.0,70.5,2022-06-28 18:14:06,21837.11,11.33,4.0,50.3986682,-84.4995282,11.33,28.0,10.800000000000011,10.800000000000011,-1.41,2022,6,28,18,4.52,155.0
,106,157,19.5,51.0,71.0,243,19.5,69.5,2022-06-28 18:14:07,21848.65,11.445,4.0,50.3986389,-84.499366,11.445,28.0,10.600000000000023,10.600000000000023,-1.24,2022,6,28,18,4.52,155.0
,106,158,20.0,51.0,71.5,238,20.0,70.0,2022-06-28 18:14:08,21858.61,10.346,4.0,50.398627,-84.499223,10.346,28.0,10.399999999999977,10.399999999999977,-1.16,2022,6,28,18,4.52,155.0
,106,159,22.0,51.0,72.0,221,21.0,71.0,2022-06-28 18:14:09,21868.27,9.839,4.0,50.3986153,-84.4990843,9.839,28.0,10.199999999999989,10.199999999999989,-1.11,2022,6,28,18,4.52,155.0
,106,159,22.0,49.0,72.0,223,21.0,71.0,2022-06-28 18:14:10,21877.89,10.252,4.0,50.3985986,-84.498947,10.252,28.0,10.199999999999989,10.199999999999989,-1.08,2022,6,28,18,4.52,155.0
,106,159,22.0,49.0,71.5,234,21.0,70.5,2022-06-28 18:14:11,21891.04,11.835,4.0,50.3985672,-84.4987618,11.835,28.0,10.0,10.0,-1.15,2022,6,28,18,4.52,155.0
,106,159,21.5,50.0,70.5,240,20.5,69.5,2022-06-28 18:14:12,21902.04,11.088,4.0,50.398551,-84.4986042,11.088,28.0,9.800000000000011,9.800000000000011,-1.23,2022,6,28,18,4.52,155.0
,106,159,21.5,51.0,71.0,250,20.0,69.5,2022-06-28 18:14:13,21912.94,10.695,3.0,50.398533,-84.4984486,10.695,28.0,9.800000000000011,9.800000000000011,-1.25,2022,6,28,18,4.52,155.0
,105,159,23.5,53.0,75.0,268,20.5,72.0,2022-06-28 18:14:14,21922.99,10.436,3.0,50.3985121,-84.498306,10.436,28.0,9.800000000000011,9.800000000000011,-1.26,2022,6,28,18,4.52,155.0
,105,159,24.5,50.0,78.0,276,21.5,72.5,2022-06-28 18:14:15,21933.84,10.225,3.0,50.3984918,-84.4981516,10.225,28.0,9.800000000000011,9.800000000000011,-1.14,2022,6,28,18,4.52,155.0
,104,159,26.5,50.0,81.5,296,21.5,75.0,2022-06-28 18:14:16,21944.35,10.65,3.0,50.3984776,-84.498001,10.65,28.0,10.0,10.0,-0.53,2022,6,28,18,4.52,155.0
,103,158,27.5,51.0,83.5,292,21.5,76.0,2022-06-28 18:14:17,21953.83,10.186,3.0,50.3984589,-84.4978662,10.186,28.0,10.199999999999989,10.199999999999989,0.15,2022,6,28,18,4.52,155.0
,102,159,27.5,52.0,83.5,282,21.5,76.0,2022-06-28 18:14:18,21964.48,9.845,3.0,50.3984339,-84.4977159,9.845,28.0,10.600000000000023,10.600000000000023,0.8,2022,6,28,18,4.52,155.0
,103,159,27.5,50.0,83.5,307,21.5,76.0,2022-06-28 18:14:19,21973.42,9.556,3.0,50.3984144,-84.4975895,9.556,28.0,10.800000000000011,10.800000000000011,1.61,2022,6,28,18,4.52,155.0
,106,159,27.5,50.0,83.5,318,21.5,76.0,2022-06-28 18:14:20,21983.39,9.378,3.0,50.3983897,-84.4974493,9.378,28.0,11.199999999999989,11.199999999999989,2.35,2022,6,28,18,4.52,155.0
,104,158,27.5,50.0,83.5,318,21.5,76.0,2022-06-28 18:14:21,21993.27,9.39,3.0,50.3983666,-84.4973099,9.39,28.0,11.399999999999977,11.399999999999977,2.63,2022,6,28,18,4.52,155.0
,103,158,27.5,50.0,84.0,325,23.0,79.0,2022-06-28 18:14:22,22002.71,9.19,3.0,50.3983524,-84.4971747,9.19,28.0,11.600000000000023,11.600000000000023,2.57,2022,6,28,18,4.52,155.0
,103,158,27.0,49.0,84.5,331,25.5,85.0,2022-06-28 18:14:23,22012.13,9.523,3.0,50.3983384,-84.4970399,9.523,28.0,11.600000000000023,11.600000000000023,2.37,2022,6,28,18,4.52,155.0
,102,157,27.0,48.0,85.0,332,28.0,90.0,2022-06-28 18:14:24,22021.21,9.168,3.0,50.3983228,-84.4969103,9.168,28.0,11.600000000000023,11.600000000000023,2.09,2022,6,28,18,4.52,155.0
,108,157,24.5,48.0,80.5,290,28.5,89.0,2022-06-28 18:14:25,22030.52,8.868,3.0,50.398303,-84.4967784,8.868,28.0,11.600000000000023,11.600000000000023,1.56,2022,6,28,18,4.52,155.0
,114,157,21.0,48.0,72.0,266,26.5,83.0,2022-06-28 18:14:26,22039.11,9.046,3.0,50.3982874,-84.4966561,9.046,28.0,11.600000000000023,11.600000000000023,1.0,2022,6,28,18,4.52,155.0
,116,157,19.0,51.0,67.5,247,24.5,79.0,2022-06-28 18:14:27,22048.63,9.131,2.0,50.3982672,-84.4965212,9.131,28.0,11.800000000000011,11.800000000000011,0.47,2022,6,28,18,4.52,155.0
,116,157,19.5,52.0,68.5,247,23.5,76.5,2022-06-28 18:14:28,22057.89,9.206,2.0,50.3982532,-84.4963886,9.206,28.0,12.0,12.0,0.4,2022,6,28,18,4.52,155.0
,115,157,21.0,47.0,71.5,290,20.5,69.5,2022-06-28 18:14:29,22066.77,9.035,2.0,50.3982418,-84.4962612,9.035,28.0,12.0,12.0,0.4,2022,6,28,18,4.52,155.0
,107,157,26.0,59.0,87.5,321,22.0,74.0,2022-06-28 18:14:30,22075.31,9.206,2.0,50.3982362,-84.4961379,9.206,28.0,11.800000000000011,11.800000000000011,0.3,2022,6,28,18,4.52,155.0
,103,156,27.0,51.0,90.0,311,22.5,75.0,2022-06-28 18:14:31,22085.7,9.24,2.0,50.3982299,-84.495988,9.24,28.0,11.800000000000011,11.800000000000011,0.62,2022,6,28,18,4.52,155.0
,102,156,26.5,44.0,89.0,296,23.0,76.0,2022-06-28 18:14:32,22095.26,9.471,2.0,50.3982301,-84.4958498,9.471,28.0,11.800000000000011,11.800000000000011,0.42,2022,6,28,18,4.52,155.0
,103,156,23.0,51.0,80.5,307,28.5,85.0,2022-06-28 18:14:33,22104.57,9.46,2.0,50.398232,-84.4957154,9.46,28.0,11.800000000000011,11.800000000000011,0.04,2022,6,28,18,4.52,155.0
,104,156,23.0,52.0,80.5,283,28.0,84.5,2022-06-28 18:14:34,22114.09,9.485,2.0,50.398234,-84.4955777,9.485,28.0,11.800000000000011,11.800000000000011,0.0,2022,6,28,18,4.52,155.0
,104,156,23.5,50.0,77.5,289,24.5,81.0,2022-06-28 18:14:35,22123.98,9.764,2.0,50.398236,-84.4954347,9.764,28.0,11.600000000000023,11.600000000000023,0.0,2022,6,28,18,4.52,155.0
,107,156,23.0,50.0,75.5,286,24.5,79.0,2022-06-28 18:14:36,22133.85,9.968,2.0,50.398238,-84.4952922,9.968,28.0,11.600000000000023,11.600000000000023,-0.24,2022,6,28,18,4.52,155.0
,109,156,22.5,49.0,73.5,273,25.5,77.0,2022-06-28 18:14:37,22143.86,10.172,2.0,50.3982399,-84.4951474,10.172,28.0,11.600000000000023,11.600000000000023,-0.49,2022,6,28,18,4.52,155.0
,109,156,21.5,49.0,72.0,261,24.0,75.5,2022-06-28 18:14:38,22154.33,10.026,3.0,50.3982424,-84.4949962,10.026,28.0,11.800000000000011,11.800000000000011,-0.28,2022,6,28,18,4.52,155.0
,109,156,20.5,50.0,70.0,265,20.5,71.0,2022-06-28 18:14:39,22164.34,9.761,3.0,50.398254,-84.4948523,9.761,28.0,11.800000000000011,11.800000000000011,-0.02,2022,6,28,18,4.52,155.0
,109,156,21.0,51.0,72.5,254,21.5,75.5,2022-06-28 18:14:40,22174.21,9.666,3.0,50.3982703,-84.4947114,9.666,28.0,11.600000000000023,11.600000000000023,0.0,2022,6,28,18,4.52,155.0
,108,156,21.0,51.0,73.0,241,21.5,76.5,2022-06-28 18:14:41,22184.15,10.214,3.0,50.3982824,-84.4945686,10.214,28.0,11.399999999999977,11.399999999999977,0.0,2022,6,28,18,4.52,155.0
,109,156,20.5,51.0,72.0,246,22.0,76.0,2022-06-28 18:14:42,22194.4,10.039,3.0,50.3982988,-84.4944221,10.039,28.0,11.399999999999977,11.399999999999977,0.0,2022,6,28,18,4.52,155.0
,109,156,18.5,51.0,69.0,247,22.5,74.0,2022-06-28 18:14:43,22204.41,9.761,4.0,50.3983208,-84.4942805,9.761,28.0,11.399999999999977,11.399999999999977,0.0,2022,6,28,18,4.52,155.0
,109,156,17.0,51.0,66.0,245,23.5,72.0,2022-06-28 18:14:44,22213.92,9.911,3.0,50.3983481,-84.494148,9.911,28.0,11.199999999999989,11.199999999999989,-0.48,2022,6,28,18,4.52,155.0
,109,156,17.5,51.0,67.0,226,23.5,72.0,2022-06-28 18:14:45,22223.75,9.88,3.0,50.3983639,-84.4940076,9.88,28.0,11.199999999999989,11.199999999999989,-0.87,2022,6,28,18,4.52,155.0
,109,157,21.5,48.0,69.0,262,25.0,77.5,2022-06-28 18:14:46,22233.5,9.599,3.0,50.3983779,-84.4938679,9.599,28.0,11.0,11.0,-0.72,2022,6,28,18,4.52,155.0
,108,157,24.0,47.0,72.0,322,26.0,81.0,2022-06-28 18:14:47,22243.42,9.616,3.0,50.3983938,-84.4937262,9.616,28.0,11.0,11.0,-0.67,2022,6,28,18,4.52,155.0
,108,157,28.0,50.0,86.5,322,30.5,89.5,2022-06-28 18:14:48,22253.23,9.598,3.0,50.3984079,-84.4935856,9.598,28.0,11.0,11.0,-0.76,2022,6,28,18,4.52,155.0
,108,158,30.0,50.0,87.5,329,30.5,89.5,2022-06-28 18:14:49,22262.69,9.365,3.0,50.3984256,-84.493451,9.365,28.0,11.199999999999989,11.199999999999989,-0.47,2022,6,28,18,4.52,155.0
,107,158,28.5,50.0,85.5,326,31.0,90.0,2022-06-28 18:14:50,22271.59,9.366,3.0,50.3984404,-84.4933238,9.366,28.0,11.399999999999977,11.399999999999977,-0.05,2022,6,28,18,4.52,155.0
,107,159,25.5,50.0,82.5,321,32.0,91.0,2022-06-28 18:14:51,22281.6,9.236,3.0,50.398451,-84.4931798,9.236,28.0,11.600000000000023,11.600000000000023,0.0,2022,6,28,18,4.52,155.0
,105,159,22.0,49.0,78.0,330,30.5,89.0,2022-06-28 18:14:52,22291.19,9.205,3.0,50.3984632,-84.4930422,9.205,28.0,12.0,12.0,0.7,2022,6,28,18,4.52,155.0
,104,159,20.0,41.0,70.5,273,27.0,83.0,2022-06-28 18:14:53,22300.26,8.827,3.0,50.3984773,-84.4929125,8.827,28.0,12.200000000000045,12.200000000000045,1.85,2022,6,28,18,4.52,155.0
,110,159,21.5,55.0,76.0,344,22.5,80.0,2022-06-28 18:14:54,22309.06,8.791,3.0,50.3984929,-84.4927871,8.791,28.0,12.600000000000023,12.600000000000023,2.61,2022,6,28,18,4.52,155.0
,111,160,23.0,56.0,81.5,370,22.5,81.0,2022-06-28 18:14:55,22317.71,8.41,3.0,50.3985031,-84.4926629,8.41,28.0,13.0,13.0,3.27,2022,6,28,18,4.52,155.0
,112,160,24.5,54.0,86.5,376,23.0,83.0,2022-06-28 18:14:56,22325.91,8.276,2.0,50.3985188,-84.4925462,8.276,28.0,13.399999999999977,13.399999999999977,3.88,2022,6,28,18,4.52,155.0
,112,160,26.0,51.0,91.5,383,24.0,85.0,2022-06-28 18:14:57,22334.32,8.284,2.0,50.3985309,-84.4924256,8.284,28.0,13.600000000000023,13.600000000000023,3.85,2022,6,28,18,4.52,155.0
,112,161,27.0,48.0,95.5,388,25.0,87.0,2022-06-28 18:14:58,22342.7,8.271,2.0,50.3985451,-84.4923061,8.271,28.0,14.0,14.0,3.56,2022,6,28,18,4.52,155.0
,111,161,25.0,48.0,90.5,378,26.5,89.0,2022-06-28 18:14:59,22351.11,8.25,2.0,50.398563,-84.4921869,8.25,28.0,14.200000000000045,14.200000000000045,3.59,2022,6,28,18,4.52,155.0
,109,161,23.0,47.0,85.5,368,27.5,90.5,2022-06-28 18:15:00,22359.52,8.407,2.0,50.3985807,-84.4920678,8.407,28.0,14.600000000000023,14.600000000000023,3.54,2022,6,28,18,4.52,155.0
,108,161,22.0,47.0,83.5,285,28.0,91.0,2022-06-28 18:15:01,22368.15,8.581,2.0,50.3985966,-84.4919448,8.581,28.0,14.799999999999955,14.799999999999955,3.45,2022,6,28,18,4.52,155.0
,109,161,22.0,47.0,83.5,262,28.0,91.0,2022-06-28 18:15:02,22376.84,8.633,2.0,50.3986127,-84.4918211,8.633,28.0,15.200000000000045,15.200000000000045,3.7,2022,6,28,18,4.52,155.0
,109,162,22.0,47.0,83.0,237,27.5,89.0,2022-06-28 18:15:03,22385.88,8.963,2.0,50.3986327,-84.4916932,8.963,28.0,15.200000000000045,15.200000000000045,3.76,2022,6,28,18,4.52,155.0
,110,162,22.5,47.0,79.5,211,22.0,73.0,2022-06-28 18:15:04,22395.08,9.067,2.0,50.3986524,-84.4915629,9.067,28.0,15.399999999999977,15.399999999999977,3.29,2022,6,28,18,4.52,155.0
,105,162,22.0,49.0,77.0,253,21.5,71.0,2022-06-28 18:15:05,22404.5,9.245,2.0,50.3986682,-84.4914284,9.245,28.0,15.399999999999977,15.399999999999977,2.64,2022,6,28,18,4.52,155.0
,100,162,19.5,52.0,70.5,135,22.5,72.0,2022-06-28 18:15:06,22414.09,9.469,2.0,50.3986838,-84.4912913,9.469,28.0,15.399999999999977,15.399999999999977,1.81,2022,6,28,18,4.52,155.0
,101,162,12.5,52.0,49.5,113,23.5,73.5,2022-06-28 18:15:07,22423.77,9.454,2.0,50.3986939,-84.4911521,9.454,28.0,15.200000000000045,15.200000000000045,0.76,2022,6,28,18,4.52,155.0
,102,162,13.5,52.0,48.5,142,19.5,65.0,2022-06-28 18:15:08,22433.32,9.233,2.0,50.3987058,-84.491015,9.233,28.0,15.0,15.0,-0.15,2022,6,28,18,4.52,155.0
,104,162,16.5,54.0,59.0,169,17.0,56.0,2022-06-28 18:15:09,22442.79,9.868,2.0,50.3987173,-84.490879,9.868,28.0,14.799999999999955,14.799999999999955,-0.57,2022,6,28,18,4.52,155.0
,105,163,17.5,55.0,64.0,179,16.5,54.0,2022-06-28 18:15:10,22452.19,9.878,2.0,50.3987247,-84.4907435,9.878,28.0,14.399999999999977,14.399999999999977,-0.99,2022,6,28,18,4.52,155.0
,105,163,17.5,54.0,65.0,181,17.0,56.0,2022-06-28 18:15:11,22463.21,10.102,2.0,50.3987293,-84.4905844,10.102,28.0,14.200000000000045,14.200000000000045,-1.61,2022,6,28,18,4.52,155.0
,106,163,18.0,53.0,66.0,184,17.5,57.5,2022-06-28 18:15:12,22473.31,9.983,2.0,50.3987329,-84.4904385,9.983,28.0,13.799999999999955,13.799999999999955,-2.17,2022,6,28,18,4.52,155.0
,107,163,18.0,52.0,66.5,187,18.0,59.5,2022-06-28 18:15:13,22483.42,10.144,2.0,50.3987308,-84.4902922,10.144,28.0,13.600000000000023,13.600000000000023,-2.45,2022,6,28,18,4.52,155.0
