cadence,calories,distance,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,timestamp,battery_soc,left_right_balance,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
74.0,2,103.96,6.897,3,17.0,70.0,50.5414838,-84.8245657,134.0,21.5,68.0,6.897,2023-02-14 22:36:33,,43.0,16.0,,,,,,2023,2,14,22,2.08,235.0
50.0,2,110.58,6.194,3,17.5,70.5,50.5415003,-84.8246621,124.0,21.5,67.5,6.194,2023-02-14 22:36:34,,41.0,16.0,,,,,,2023,2,14,22,2.08,235.0
27.0,2,116.56,5.475,3,17.5,70.5,50.5415105,-84.8247459,114.0,21.0,67.5,5.475,2023-02-14 22:36:35,,39.0,16.0,,,,,,2023,2,14,22,2.08,235.0
3.0,2,121.93,5.27,3,18.0,71.0,50.5415117,-84.8248219,0.0,21.0,67.0,5.27,2023-02-14 22:36:36,,38.0,16.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,127.31,5.227,3,18.5,71.5,50.5415105,-84.8249004,0.0,20.5,67.0,5.227,2023-02-14 22:36:37,,36.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,132.48,4.918,3,18.5,72.0,50.5415151,-84.8249739,0.0,20.5,66.5,4.918,2023-02-14 22:36:38,,34.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,137.34,4.578,3,19.0,72.5,50.5415263,-84.8250432,0.0,20.0,66.0,4.578,2023-02-14 22:36:39,,32.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,142.38,4.715,3,19.5,72.5,50.5415441,-84.8251106,0.0,20.0,66.0,4.715,2023-02-14 22:36:40,,30.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,147.03,4.615,3,19.5,73.0,50.5415532,-84.8251802,0.0,19.5,65.5,4.615,2023-02-14 22:36:41,,28.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,151.37,4.046,3,20.0,73.5,50.5415622,-84.8252434,0.0,19.5,65.5,4.046,2023-02-14 22:36:42,,26.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,155.33,3.197,3,20.5,74.0,50.5415728,-84.8252965,0.0,19.0,65.0,3.197,2023-02-14 22:36:43,,24.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,158.86,2.801,3,20.5,74.5,50.5415894,-84.8253388,0.0,18.5,64.5,2.801,2023-02-14 22:36:44,,22.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,162.92,3.994,3,21.0,74.5,50.5416151,-84.8253869,0.0,18.5,64.5,3.994,2023-02-14 22:36:45,,20.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,166.92,3.923,3,21.5,75.0,50.5416461,-84.8254275,0.0,18.0,64.0,3.923,2023-02-14 22:36:46,,18.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,170.49,3.617,3,21.5,75.5,50.5416619,-84.8254738,0.0,18.0,63.5,3.617,2023-02-14 22:36:47,,16.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,173.42,3.121,3,22.0,76.0,50.5416574,-84.8255122,0.0,17.5,63.5,3.121,2023-02-14 22:36:48,,14.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,175.63,2.431,3,22.5,76.5,50.5416478,-84.8255395,0.0,17.5,63.0,2.431,2023-02-14 22:36:49,,12.0,15.0,,,,,,2023,2,14,22,2.08,235.0
0.0,2,177.73,2.18,3,22.5,76.5,50.5416329,-84.8255635,0.0,17.0,63.0,2.18,2023-02-14 22:36:50,,10.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
21.0,2,179.8,2.101,3,23.0,76.5,50.5416205,-84.8255883,14.0,17.0,62.0,2.101,2023-02-14 22:36:51,,19.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
25.0,2,182.58,2.609,3,22.0,72.0,50.5416056,-84.8256246,31.0,15.5,56.0,2.609,2023-02-14 22:36:52,,47.0,15.0,-12.0,0.0,0.0,-12.0,0.0,2023,2,14,22,2.08,235.0
31.0,2,185.61,2.931,3,21.5,67.0,50.541595,-84.8256641,92.0,14.0,50.5,2.931,2023-02-14 22:36:53,,74.0,15.0,-12.0,0.0,0.0,-12.0,0.0,2023,2,14,22,2.08,235.0
39.0,2,188.87,3.179,3,23.0,72.5,50.5415797,-84.8257063,97.0,12.5,44.0,3.179,2023-02-14 22:36:54,,61.0,15.0,-12.0,0.0,0.0,-12.0,0.0,2023,2,14,22,2.08,235.0
46.0,2,191.95,3.131,3,24.5,78.0,50.5415616,-84.8257456,136.0,12.5,46.0,3.131,2023-02-14 22:36:55,,54.0,15.0,-12.0,0.0,0.0,-12.0,0.0,2023,2,14,22,2.08,235.0
50.0,3,195.05,3.125,3,22.5,75.0,50.541556,-84.8257846,170.0,16.0,62.5,3.125,2023-02-14 22:36:56,,54.0,15.0,-12.0,0.0,0.0,-12.0,0.0,2023,2,14,22,2.08,235.0
40.0,3,198.57,3.385,3,24.0,77.5,50.541581,-84.8258188,166.0,16.0,61.0,3.385,2023-02-14 22:36:57,,50.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
28.0,3,202.87,4.052,3,25.5,80.5,50.5416159,-84.8258579,157.0,16.0,60.0,4.052,2023-02-14 22:36:58,,46.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
17.0,3,206.3,3.61,3,27.0,83.5,50.541646,-84.8258883,148.0,16.0,59.0,3.61,2023-02-14 22:36:59,,42.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
25.0,3,209.69,3.447,3,26.0,83.0,50.5416716,-84.8259214,107.0,17.5,65.0,3.447,2023-02-14 22:37:00,,50.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
37.0,3,212.65,3.093,3,22.0,78.0,50.5416895,-84.8259518,97.0,22.5,83.0,3.093,2023-02-14 22:37:01,,57.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
57.0,3,215.81,3.13,3,22.5,78.0,50.541705,-84.8259946,95.0,25.5,85.5,3.13,2023-02-14 22:37:02,,50.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
66.0,4,220.02,3.955,3,23.0,78.5,50.5417321,-84.8260488,174.0,29.0,88.5,3.955,2023-02-14 22:37:03,,43.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
70.0,4,224.84,4.631,3,24.5,85.0,50.541761,-84.8261034,264.0,29.0,93.5,4.631,2023-02-14 22:37:04,,59.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
71.0,4,229.92,4.905,3,24.5,87.5,50.5417946,-84.8261583,257.0,26.0,93.0,4.905,2023-02-14 22:37:05,,61.0,15.0,-12.0,0.0,0.0,-12.0,0.0,2023,2,14,22,2.08,235.0
73.0,4,235.09,5.077,3,22.5,78.0,50.5418308,-84.8262126,242.0,22.5,82.5,5.077,2023-02-14 22:37:06,,53.0,15.0,-12.0,0.0,0.0,-12.0,0.0,2023,2,14,22,2.08,235.0
74.0,4,240.4,5.224,3,20.5,68.5,50.5418665,-84.8262721,196.0,19.0,72.0,5.224,2023-02-14 22:37:07,,45.0,15.0,-12.0,0.0,0.0,-12.0,0.0,2023,2,14,22,2.08,235.0
75.0,5,245.41,5.071,3,18.0,60.0,50.5418985,-84.8263326,122.0,20.0,72.5,5.071,2023-02-14 22:37:08,,51.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
74.0,5,250.33,4.982,3,15.5,51.0,50.5419335,-84.826387,98.0,20.5,72.0,4.982,2023-02-14 22:37:09,,53.0,15.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
56.0,5,255.07,4.858,3,,,50.5419674,-84.8264407,80.0,,,4.858,2023-02-14 22:37:10,,53.0,15.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
34.0,5,259.4,4.5,3,,,50.5419929,-84.8264914,64.0,,,4.5,2023-02-14 22:37:11,,,15.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
13.0,5,263.73,4.388,3,,,50.5420232,-84.8265369,49.0,,,4.388,2023-02-14 22:37:12,,,15.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
0.0,5,267.75,4.093,3,,,50.5420507,-84.8265827,0.0,,,4.093,2023-02-14 22:37:13,,,14.0,-11.399999999999977,0.0,0.0,-11.399999999999977,0.0,2023,2,14,22,2.08,235.0
0.0,5,271.67,3.914,3,,,50.5420785,-84.8266257,0.0,,,3.914,2023-02-14 22:37:14,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,1.16,2023,2,14,22,2.08,235.0
0.0,5,274.98,3.408,3,,,50.5421022,-84.8266616,0.0,,,3.408,2023-02-14 22:37:15,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,1.25,2023,2,14,22,2.08,235.0
0.0,5,277.9,2.834,3,,,50.5421189,-84.826698,0.0,,,2.834,2023-02-14 22:37:16,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,1.12,2023,2,14,22,2.08,235.0
0.0,5,280.61,2.49,3,,,50.5421295,-84.8267321,0.0,,,2.49,2023-02-14 22:37:17,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.03,2023,2,14,22,2.08,235.0
0.0,5,282.75,1.853,3,,,50.542134,-84.8267592,0.0,,,1.853,2023-02-14 22:37:18,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
0.0,5,284.35,1.304,3,,,50.5421385,-84.8267829,0.0,,,1.304,2023-02-14 22:37:19,,,14.0,-11.399999999999977,0.0,0.0,-11.399999999999977,0.0,2023,2,14,22,2.08,235.0
0.0,5,286.24,1.371,3,,,50.5421398,-84.8268106,0.0,,,1.371,2023-02-14 22:37:20,,,14.0,-11.399999999999977,0.0,0.0,-11.399999999999977,0.0,2023,2,14,22,2.08,235.0
0.0,5,288.22,1.154,3,,,50.5421306,-84.8268496,0.0,,,1.154,2023-02-14 22:37:21,,,14.0,-11.399999999999977,0.0,0.0,-11.399999999999977,0.0,2023,2,14,22,2.08,235.0
0.0,5,288.22,0.0,3,,,50.5421155,-84.8268707,0.0,,,0.0,2023-02-14 22:37:22,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
0.0,5,288.22,0.0,3,,,50.542108,-84.8268766,0.0,,,0.0,2023-02-14 22:37:23,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
0.0,5,288.22,0.0,3,,,50.542105,-84.8268766,0.0,,,0.0,2023-02-14 22:37:24,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
0.0,5,288.22,0.0,3,,,50.542105,-84.8268766,0.0,,,0.0,2023-02-14 22:37:25,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
0.0,5,288.22,0.0,2,,,50.542105,-84.8268766,0.0,,,0.0,2023-02-14 22:37:26,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
0.0,5,289.36,1.901,1,,,50.5421114,-84.8268926,0.0,,,1.901,2023-02-14 22:37:38,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
0.0,5,292.61,2.865,1,,,50.5421266,-84.826939,0.0,,,2.865,2023-02-14 22:37:39,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
24.0,5,295.87,3.592,1,,,50.5421391,-84.8269844,7.0,,,3.592,2023-02-14 22:37:40,,,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
53.0,5,299.51,3.864,1,,,50.542157,-84.8270293,81.0,,,3.864,2023-02-14 22:37:41,,58.0,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
66.0,5,303.52,4.213,2,24.5,86.5,50.5421796,-84.8270772,169.0,25.5,93.0,4.213,2023-02-14 22:37:42,,52.0,14.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
74.0,5,308.09,4.525,2,24.5,86.0,50.5422129,-84.8271287,244.0,25.5,91.5,4.525,2023-02-14 22:37:43,,45.0,14.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
78.0,6,312.9,4.667,2,25.0,85.0,50.5422478,-84.8271772,230.0,25.5,90.0,4.667,2023-02-14 22:37:44,,42.0,14.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
79.0,6,317.71,4.855,2,25.0,84.5,50.5422816,-84.8272324,203.0,25.0,88.0,4.855,2023-02-14 22:37:45,,43.0,14.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
82.0,6,322.64,5.016,2,25.5,83.5,50.5423176,-84.8272865,188.0,25.0,86.5,5.016,2023-02-14 22:37:46,,46.0,14.0,-11.800000000000011,0.0,0.0,-11.800000000000011,-1.06,2023,2,14,22,2.08,235.0
85.0,6,327.97,5.132,2,25.0,83.0,50.5423569,-84.8273429,202.0,25.0,86.0,5.132,2023-02-14 22:37:47,,49.0,14.0,-11.800000000000011,0.0,0.0,-11.800000000000011,-0.04,2023,2,14,22,2.08,235.0
86.0,6,333.27,5.316,2,25.0,84.5,50.5423945,-84.8273975,218.0,25.0,85.0,5.316,2023-02-14 22:37:48,,52.0,14.0,-11.800000000000011,0.0,0.0,-11.800000000000011,0.0,2023,2,14,22,2.08,235.0
88.0,7,338.57,5.207,2,25.5,85.5,50.5424327,-84.8274517,210.0,25.5,84.0,5.207,2023-02-14 22:37:49,,53.0,14.0,-11.600000000000023,0.0,0.0,-11.600000000000023,0.0,2023,2,14,22,2.08,235.0
88.0,7,344.4,5.509,2,23.0,75.5,50.5424807,-84.827509,203.0,29.0,91.5,5.509,2023-02-14 22:37:50,,54.0,14.0,-11.399999999999977,0.0,0.0,-11.399999999999977,0.0,2023,2,14,22,2.08,235.0
86.0,7,350.46,5.743,2,22.5,75.0,50.5425261,-84.8275726,202.0,28.0,87.0,5.743,2023-02-14 22:37:51,,61.0,14.0,-11.399999999999977,0.0,0.0,-11.399999999999977,0.0,2023,2,14,22,2.08,235.0
85.0,7,356.56,5.632,2,22.0,74.5,50.5425701,-84.8276365,202.0,27.0,81.5,5.632,2023-02-14 22:37:52,,55.0,14.0,-11.199999999999989,0.0,0.0,-11.199999999999989,0.0,2023,2,14,22,2.08,235.0
81.0,7,362.53,5.549,2,21.0,72.0,50.5426111,-84.8277003,183.0,26.5,79.0,5.549,2023-02-14 22:37:53,,49.0,14.0,-11.199999999999989,0.0,0.0,-11.199999999999989,1.26,2023,2,14,22,2.08,235.0
58.0,7,368.1,5.19,2,19.5,66.5,50.5426504,-84.8277607,139.0,26.5,80.5,5.19,2023-02-14 22:37:54,,42.0,13.0,-11.199999999999989,1.0,0.0,-11.199999999999989,1.39,2023,2,14,22,2.08,235.0
35.0,7,373.07,4.507,2,18.0,61.0,50.5426853,-84.8278153,94.0,27.0,82.0,4.507,2023-02-14 22:37:55,,34.0,13.0,-11.0,1.0,0.0,-11.0,1.42,2023,2,14,22,2.08,235.0
12.0,7,377.46,4.177,2,16.0,55.0,50.5427172,-84.8278636,49.0,27.0,83.5,4.177,2023-02-14 22:37:56,,25.0,13.0,-11.0,1.0,0.0,-11.0,1.39,2023,2,14,22,2.08,235.0
4.0,7,381.8,4.134,3,18.5,60.5,50.5427508,-84.8279034,0.0,25.5,79.5,4.134,2023-02-14 22:37:57,,17.0,13.0,-10.800000000000011,1.0,0.0,-10.800000000000011,1.38,2023,2,14,22,2.08,235.0
22.0,7,387.62,5.309,3,22.5,71.0,50.5427774,-84.8279727,30.0,23.0,73.5,5.309,2023-02-14 22:37:58,,9.0,13.0,-10.800000000000011,1.0,0.0,-10.800000000000011,1.37,2023,2,14,22,2.08,235.0
28.0,7,394.64,6.665,2,26.5,81.0,50.5428015,-84.8280651,73.0,20.5,67.0,6.665,2023-02-14 22:37:59,,34.0,13.0,-10.800000000000011,1.0,0.0,-10.800000000000011,1.42,2023,2,14,22,2.08,235.0
63.0,8,400.38,6.055,2,30.5,91.0,50.5428425,-84.8281302,127.0,18.0,61.0,6.055,2023-02-14 22:38:00,,80.0,13.0,-10.800000000000011,1.0,0.0,-10.800000000000011,1.4,2023,2,14,22,2.08,235.0
81.0,8,406.06,5.792,2,26.5,91.5,50.5428741,-84.8281994,209.0,18.0,60.5,5.792,2023-02-14 22:38:01,,55.0,13.0,-10.600000000000023,1.0,0.0,-10.600000000000023,1.38,2023,2,14,22,2.08,235.0
86.0,8,412.26,6.006,2,24.0,88.0,50.5429147,-84.8282718,273.0,17.5,59.0,6.006,2023-02-14 22:38:02,,56.0,13.0,-10.600000000000023,1.0,0.0,-10.600000000000023,1.24,2023,2,14,22,2.08,235.0
91.0,9,418.6,6.265,2,23.0,83.0,50.5429544,-84.828347,304.0,16.5,57.0,6.265,2023-02-14 22:38:03,,55.0,13.0,-10.600000000000023,1.0,0.0,-10.600000000000023,1.11,2023,2,14,22,2.08,235.0
70.0,9,424.92,6.338,2,21.5,78.0,50.542998,-84.8284135,358.0,16.0,54.5,6.338,2023-02-14 22:38:04,,61.0,13.0,-10.600000000000023,1.0,0.0,-10.600000000000023,0.9,2023,2,14,22,2.08,235.0
77.0,9,430.99,6.177,2,20.5,72.5,50.5430385,-84.8284855,247.0,15.0,52.5,6.177,2023-02-14 22:38:05,,97.0,13.0,-10.399999999999977,1.0,0.0,-10.399999999999977,0.77,2023,2,14,22,2.08,235.0
81.0,9,436.85,5.892,2,19.0,67.5,50.5430798,-84.8285524,148.0,14.5,50.0,5.892,2023-02-14 22:38:06,,71.0,13.0,-10.399999999999977,1.0,0.0,-10.399999999999977,0.72,2023,2,14,22,2.08,235.0
49.0,9,442.46,5.643,2,,,50.5431194,-84.8286075,113.0,,,5.643,2023-02-14 22:38:07,,,13.0,-10.399999999999977,1.0,0.0,-10.399999999999977,0.03,2023,2,14,22,2.08,235.0
17.0,9,447.14,4.945,2,,,50.5431522,-84.8286583,79.0,,,4.945,2023-02-14 22:38:08,,,13.0,-10.399999999999977,1.0,0.0,-10.399999999999977,0.0,2023,2,14,22,2.08,235.0
0.0,9,450.6,3.84,2,,,50.543178,-84.8286975,0.0,,,3.84,2023-02-14 22:38:09,,,13.0,-10.399999999999977,1.0,0.0,-10.399999999999977,0.0,2023,2,14,22,2.08,235.0
0.0,9,452.36,1.995,2,,,50.543196,-84.8287185,0.0,,,1.995,2023-02-14 22:38:10,,,13.0,-10.199999999999989,1.0,0.0,-10.199999999999989,0.0,2023,2,14,22,2.08,235.0
0.0,9,452.36,0.0,2,,,50.5432035,-84.8287276,0.0,,,0.0,2023-02-14 22:38:11,,,13.0,-10.199999999999989,1.0,0.0,-10.199999999999989,0.0,2023,2,14,22,2.08,235.0
0.0,9,452.36,0.0,2,,,50.543208,-84.8287334,0.0,,,0.0,2023-02-14 22:38:12,,,13.0,-10.199999999999989,1.0,0.0,-10.199999999999989,0.0,2023,2,14,22,2.08,235.0
0.0,9,452.36,0.0,2,,,50.543211,-84.8287334,0.0,,,0.0,2023-02-14 22:38:13,,,13.0,-10.0,1.0,0.0,-10.0,0.0,2023,2,14,22,2.08,235.0
0.0,9,452.36,0.0,2,,,50.543211,-84.8287334,0.0,,,0.0,2023-02-14 22:38:14,,,13.0,-10.0,1.0,0.0,-10.0,0.0,2023,2,14,22,2.08,235.0
0.0,9,452.36,0.0,2,,,50.543211,-84.8287334,0.0,,,0.0,2023-02-14 22:38:15,,,13.0,-9.800000000000011,1.0,0.0,-9.800000000000011,0.0,2023,2,14,22,2.08,235.0
0.0,9,453.94,3.815,2,8.0,29.5,50.5430098,-84.8287895,0.0,11.5,38.0,3.815,2023-02-14 22:46:59,,,17.0,-9.800000000000011,1.0,0.0,-9.800000000000011,0.0,2023,2,14,22,2.08,235.0
0.0,9,458.57,4.541,2,10.5,39.0,50.5429808,-84.8287374,0.0,15.0,51.0,4.541,2023-02-14 22:47:00,,,17.0,-9.800000000000011,1.0,0.0,-9.800000000000011,0.0,2023,2,14,22,2.08,235.0
0.0,9,463.96,5.125,2,13.5,49.0,50.5429489,-84.8286703,0.0,19.0,63.5,5.125,2023-02-14 22:47:01,,50.0,17.0,-9.800000000000011,1.0,0.0,-9.800000000000011,0.0,2023,2,14,22,2.08,235.0
75.0,9,469.63,5.349,2,16.0,58.5,50.5429158,-84.8286015,64.0,22.5,76.5,5.349,2023-02-14 22:47:02,,51.0,17.0,-9.800000000000011,1.0,0.0,-9.800000000000011,0.0,2023,2,14,22,2.08,235.0
83.0,9,475.69,5.81,2,18.0,66.5,50.5428766,-84.8285352,135.0,25.0,84.5,5.81,2023-02-14 22:47:03,,55.0,17.0,-9.800000000000011,1.0,0.0,-9.800000000000011,0.0,2023,2,14,22,2.08,235.0
86.0,10,482.69,6.641,2,19.0,69.0,50.5428275,-84.8284586,168.0,23.5,79.0,6.641,2023-02-14 22:47:04,,60.0,17.0,-10.0,1.0,0.0,-10.0,0.0,2023,2,14,22,2.08,235.0
90.0,10,489.82,6.761,2,20.0,71.0,50.5427723,-84.8283825,179.0,22.0,73.5,6.761,2023-02-14 22:47:05,,55.0,16.0,-10.0,1.0,0.0,-10.0,0.0,2023,2,14,22,2.08,235.0
91.0,10,496.66,6.553,2,20.5,73.5,50.5427209,-84.8283153,184.0,20.5,68.0,6.553,2023-02-14 22:47:06,,55.0,16.0,-10.199999999999989,1.0,0.0,-10.199999999999989,0.0,2023,2,14,22,2.08,235.0
88.0,10,503.53,6.521,2,20.5,72.0,50.5426739,-84.8282394,202.0,21.0,69.5,6.521,2023-02-14 22:47:07,,55.0,16.0,-10.199999999999989,1.0,0.0,-10.199999999999989,0.0,2023,2,14,22,2.08,235.0
89.0,10,510.64,6.847,2,19.5,66.5,50.5426255,-84.8281576,177.0,22.5,76.0,6.847,2023-02-14 22:47:08,,55.0,16.0,-10.399999999999977,1.0,0.0,-10.399999999999977,0.0,2023,2,14,22,2.08,235.0
90.0,10,517.65,6.913,2,16.5,59.5,50.5425817,-84.8280724,137.0,23.0,80.5,6.913,2023-02-14 22:47:09,,57.0,16.0,-10.600000000000023,1.0,0.0,-10.600000000000023,0.0,2023,2,14,22,2.08,235.0
90.0,11,524.85,7.056,2,19.5,67.0,50.5425408,-84.8279847,126.0,19.5,67.0,7.056,2023-02-14 22:47:10,,63.0,16.0,-10.600000000000023,1.0,0.0,-10.600000000000023,0.0,2023,2,14,22,2.08,235.0
90.0,11,532.03,7.155,2,19.0,66.5,50.542498,-84.8278992,129.0,18.5,64.0,7.155,2023-02-14 22:47:11,,61.0,16.0,-10.800000000000011,1.0,0.0,-10.800000000000011,0.0,2023,2,14,22,2.08,235.0
91.0,11,539.3,7.246,2,18.5,64.0,50.5424542,-84.8278116,131.0,19.0,64.0,7.246,2023-02-14 22:47:12,,58.0,16.0,-11.0,1.0,0.0,-11.0,0.0,2023,2,14,22,2.08,235.0
92.0,11,546.73,7.274,2,18.0,61.0,50.5424103,-84.8277271,125.0,19.0,63.0,7.274,2023-02-14 22:47:13,,55.0,16.0,-11.0,1.0,0.0,-11.0,0.0,2023,2,14,22,2.08,235.0
93.0,11,554.41,7.314,2,17.0,57.0,50.5423609,-84.8276373,116.0,16.0,61.0,7.314,2023-02-14 22:47:14,,53.0,16.0,-11.0,1.0,0.0,-11.0,0.0,2023,2,14,22,2.08,235.0
