heart_rate,timestamp,altitude,ascent,battery_soc,cadence,calories,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,year,month,day,hour,wind_speed,wind_direction
140,2022-10-29 18:21:42,39.39999999999998,28.0,,105.0,328.0,35.0,12472.81,39.39999999999998,7.638,3.0,2.33,25.0,61.0,82.5,50.5486524,-84.8391315,236.0,23.5,82.5,7.638,13.0,2022,10,29,18,4.74,205.0
140,2022-10-29 18:21:43,39.39999999999998,28.0,,106.0,328.0,35.0,12480.35,39.39999999999998,7.565,3.0,2.31,23.5,58.0,74.5,50.548618,-84.8390354,214.0,24.5,81.5,7.565,13.0,2022,10,29,18,4.74,205.0
139,2022-10-29 18:21:44,39.60000000000002,29.0,,106.0,329.0,35.0,12488.02,39.60000000000002,7.641,3.0,2.26,23.0,53.0,71.5,50.5485782,-84.83894,197.0,24.5,79.0,7.641,13.0,2022,10,29,18,4.74,205.0
138,2022-10-29 18:21:45,39.60000000000002,29.0,,106.0,329.0,35.0,12496.27,39.60000000000002,8.118,2.0,2.07,23.5,52.0,76.0,50.5485303,-84.8388365,167.0,23.0,77.0,8.118,13.0,2022,10,29,18,4.74,205.0
139,2022-10-29 18:21:46,39.60000000000002,29.0,,97.0,329.0,35.0,12504.74,39.60000000000002,8.369,2.0,1.76,23.5,57.0,80.5,50.5484848,-84.8387311,185.0,21.5,75.0,8.369,13.0,2022,10,29,18,4.74,205.0
138,2022-10-29 18:21:47,39.60000000000002,29.0,,95.0,329.0,35.0,12512.58,39.60000000000002,7.998,2.0,1.39,24.0,61.0,85.5,50.5484433,-84.8386316,203.0,27.0,85.5,7.998,13.0,2022,10,29,18,4.74,205.0
138,2022-10-29 18:21:48,39.799999999999955,29.0,,96.0,329.0,35.0,12520.42,39.799999999999955,7.886,2.0,1.05,26.0,65.0,88.0,50.5484086,-84.8385272,198.0,24.0,78.0,7.886,13.0,2022,10,29,18,4.74,205.0
137,2022-10-29 18:21:49,39.799999999999955,29.0,,98.0,330.0,35.0,12528.18,39.799999999999955,7.769,2.0,0.74,25.5,71.0,87.0,50.5483767,-84.8384217,177.0,18.5,65.5,7.769,13.0,2022,10,29,18,4.74,205.0
137,2022-10-29 18:21:50,39.60000000000002,29.0,,101.0,330.0,35.0,12535.63,39.60000000000002,7.536,2.0,0.0,21.0,72.0,82.0,50.5483431,-84.8383256,148.0,16.5,60.0,7.536,13.0,2022,10,29,18,4.74,205.0
138,2022-10-29 18:21:51,39.60000000000002,29.0,,100.0,330.0,35.0,12543.52,39.60000000000002,7.79,2.0,0.0,18.0,65.0,66.5,50.5483066,-84.8382267,127.0,15.5,50.5,7.79,13.0,2022,10,29,18,4.74,205.0
138,2022-10-29 18:21:52,39.39999999999998,29.0,,98.0,330.0,35.0,12551.8,39.39999999999998,8.127,2.0,0.0,20.5,66.0,75.5,50.5482678,-84.8381163,137.0,13.0,44.5,8.127,13.0,2022,10,29,18,4.74,205.0
135,2022-10-29 18:21:53,39.200000000000045,29.0,,100.0,330.0,35.0,12560.22,39.200000000000045,8.388,2.0,0.0,21.0,66.0,76.5,50.5482294,-84.838005,160.0,15.0,54.0,8.388,13.0,2022,10,29,18,4.74,205.0
135,2022-10-29 18:21:54,39.200000000000045,29.0,,101.0,330.0,35.0,12569.14,39.200000000000045,8.894,2.0,-0.07,20.5,66.0,74.5,50.5481937,-84.8378854,170.0,18.0,66.0,8.894,13.0,2022,10,29,18,4.74,205.0
137,2022-10-29 18:21:55,38.799999999999955,29.0,,102.0,330.0,36.0,12578.21,38.799999999999955,8.976,2.0,-0.89,21.0,67.0,76.5,50.5481566,-84.8377633,160.0,19.0,69.5,8.976,13.0,2022,10,29,18,4.74,205.0
137,2022-10-29 18:21:56,38.60000000000002,29.0,,86.0,331.0,36.0,12587.16,38.60000000000002,8.871,2.0,-1.26,21.5,68.0,78.0,50.5481199,-84.8376453,149.0,19.5,72.5,8.871,13.0,2022,10,29,18,4.74,205.0
137,2022-10-29 18:21:57,38.60000000000002,29.0,,102.0,331.0,36.0,12596.46,38.60000000000002,9.18,2.0,-1.49,22.0,68.0,79.5,50.5480818,-84.8375187,183.0,20.0,75.5,9.18,13.0,2022,10,29,18,4.74,205.0
137,2022-10-29 18:21:58,38.39999999999998,29.0,,105.0,331.0,36.0,12605.74,38.39999999999998,9.319,2.0,-1.62,22.5,69.0,80.5,50.5480393,-84.837396,191.0,20.5,77.5,9.319,13.0,2022,10,29,18,4.74,205.0
138,2022-10-29 18:21:59,38.200000000000045,29.0,,105.0,331.0,36.0,12614.56,38.200000000000045,9.066,2.0,-1.65,21.5,60.0,80.5,50.5479943,-84.8372826,194.0,20.5,77.0,9.066,13.0,2022,10,29,18,4.74,205.0
139,2022-10-29 18:22:00,38.200000000000045,29.0,,102.0,331.0,37.0,12623.0,38.200000000000045,8.527,2.0,-1.6,21.0,36.0,81.0,50.5479502,-84.837176,152.0,20.5,77.0,8.527,13.0,2022,10,29,18,4.74,205.0
140,2022-10-29 18:22:01,38.200000000000045,29.0,,90.0,331.0,37.0,12631.26,38.200000000000045,8.232,2.0,-1.46,20.5,13.0,81.0,50.5479093,-84.8370722,135.0,20.5,76.5,8.232,13.0,2022,10,29,18,4.74,205.0
142,2022-10-29 18:22:02,38.0,29.0,,76.0,331.0,37.0,12639.98,38.0,8.59,2.0,-1.32,20.0,47.0,81.0,50.547868,-84.8369585,115.0,20.5,76.5,8.59,13.0,2022,10,29,18,4.74,205.0
144,2022-10-29 18:22:03,38.0,29.0,,72.0,332.0,37.0,12648.39,38.0,8.512,2.0,-1.17,19.5,59.0,81.5,50.5478307,-84.8368472,101.0,20.5,76.0,8.512,13.0,2022,10,29,18,4.74,205.0
146,2022-10-29 18:22:04,37.799999999999955,29.0,,52.0,332.0,37.0,12656.22,37.799999999999955,8.1,2.0,-1.06,19.0,59.0,82.0,50.5477996,-84.8367423,102.0,20.5,76.0,8.1,13.0,2022,10,29,18,4.74,205.0
147,2022-10-29 18:22:05,37.799999999999955,29.0,,32.0,332.0,37.0,12664.83,37.799999999999955,8.504,2.0,-1.03,20.0,60.0,83.5,50.5477659,-84.8366239,102.0,21.0,75.5,8.504,13.0,2022,10,29,18,4.74,205.0
148,2022-10-29 18:22:06,37.799999999999955,29.0,,12.0,332.0,37.0,12673.35,37.799999999999955,8.41,2.0,-1.01,21.0,61.0,85.0,50.5477269,-84.8365146,103.0,21.0,74.5,8.41,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:22:07,37.799999999999955,29.0,,0.0,332.0,37.0,12680.48,37.799999999999955,7.44,2.0,-0.83,22.0,62.0,86.5,50.5476878,-84.8364272,0.0,21.5,74.0,7.44,13.0,2022,10,29,18,4.74,205.0
150,2022-10-29 18:22:08,37.799999999999955,29.0,,0.0,332.0,37.0,12686.58,37.799999999999955,6.419,2.0,0.0,22.5,63.0,88.0,50.5476548,-84.8363521,0.0,22.0,73.5,6.419,13.0,2022,10,29,18,4.74,205.0
150,2022-10-29 18:22:09,38.0,29.0,,0.0,332.0,37.0,12691.31,38.0,5.155,2.0,0.0,23.5,64.0,89.5,50.5476297,-84.8362928,0.0,22.0,73.0,5.155,13.0,2022,10,29,18,4.74,205.0
150,2022-10-29 18:22:10,38.0,29.0,,0.0,332.0,37.0,12694.98,38.0,4.075,2.0,0.0,24.5,65.0,91.0,50.5476074,-84.8362466,0.0,22.5,72.0,4.075,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:22:11,38.200000000000045,29.0,,0.0,332.0,37.0,12698.33,38.200000000000045,3.535,2.0,0.0,25.5,66.0,92.5,50.5475864,-84.8362101,0.0,22.5,71.5,3.535,13.0,2022,10,29,18,4.74,205.0
151,2022-10-29 18:22:12,38.200000000000045,29.0,,0.0,332.0,37.0,12701.36,38.200000000000045,3.137,2.0,0.0,26.5,67.0,94.0,50.5475698,-84.836173,0.0,23.0,71.0,3.137,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:13,38.200000000000045,29.0,,0.0,332.0,37.0,12704.41,38.200000000000045,3.064,2.0,0.0,27.0,68.0,95.5,50.5475544,-84.8361333,0.0,23.5,70.5,3.064,13.0,2022,10,29,18,4.74,205.0
153,2022-10-29 18:22:14,38.200000000000045,29.0,,33.0,332.0,37.0,12708.24,38.200000000000045,3.649,2.0,0.09,28.0,69.0,97.0,50.5475324,-84.8360875,22.0,23.5,69.5,3.649,13.0,2022,10,29,18,4.74,205.0
154,2022-10-29 18:22:15,38.200000000000045,29.0,,50.0,332.0,37.0,12712.59,38.200000000000045,4.179,2.0,1.25,29.0,69.0,98.5,50.5475031,-84.8360342,55.0,24.0,69.0,4.179,13.0,2022,10,29,18,4.74,205.0
155,2022-10-29 18:22:16,38.200000000000045,29.0,,60.0,332.0,37.0,12717.6,38.200000000000045,4.801,2.0,1.36,30.0,61.0,99.0,50.5474714,-84.8359746,234.0,29.0,87.5,4.801,13.0,2022,10,29,18,4.74,205.0
155,2022-10-29 18:22:17,38.200000000000045,29.0,,68.0,332.0,37.0,12723.16,38.200000000000045,5.363,2.0,1.18,31.0,58.0,99.0,50.5474375,-84.8359121,264.0,31.5,99.0,5.363,13.0,2022,10,29,18,4.74,205.0
155,2022-10-29 18:22:18,38.200000000000045,29.0,,81.0,333.0,37.0,12729.07,38.200000000000045,5.881,2.0,0.0,31.0,57.0,98.5,50.5474023,-84.8358383,281.0,30.5,99.0,5.881,13.0,2022,10,29,18,4.74,205.0
155,2022-10-29 18:22:19,38.200000000000045,29.0,,88.0,333.0,37.0,12735.65,38.200000000000045,6.476,2.0,0.0,31.0,56.0,97.5,50.5473628,-84.8357605,312.0,29.0,99.0,6.476,13.0,2022,10,29,18,4.74,205.0
155,2022-10-29 18:22:20,38.200000000000045,29.0,,93.0,333.0,37.0,12742.75,38.200000000000045,6.822,2.0,0.0,29.5,55.0,97.5,50.5473177,-84.8356817,321.0,29.5,98.5,6.822,13.0,2022,10,29,18,4.74,205.0
154,2022-10-29 18:22:21,38.200000000000045,29.0,,98.0,334.0,37.0,12749.56,38.200000000000045,6.889,2.0,0.0,27.0,55.0,94.0,50.5472771,-84.8355969,297.0,28.5,91.5,6.889,13.0,2022,10,29,18,4.74,205.0
153,2022-10-29 18:22:22,38.0,29.0,,95.0,334.0,37.0,12756.59,38.0,6.883,2.0,0.0,26.5,56.0,93.5,50.5472355,-84.8355083,255.0,25.0,82.0,6.883,13.0,2022,10,29,18,4.74,205.0
154,2022-10-29 18:22:23,38.0,29.0,,89.0,334.0,37.0,12763.69,38.0,6.987,2.0,0.0,27.0,57.0,91.0,50.5471926,-84.8354261,249.0,23.0,77.5,6.987,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:24,38.0,29.0,,102.0,334.0,37.0,12770.46,38.0,6.958,2.0,0.0,10.5,58.0,42.5,50.5471485,-84.8353468,205.0,30.5,94.5,6.958,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:25,38.0,29.0,,102.0,334.0,37.0,12777.43,38.0,7.042,2.0,0.0,24.0,60.0,74.5,50.5471016,-84.8352689,187.0,28.0,82.0,7.042,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:26,38.0,29.0,,92.0,335.0,37.0,12784.61,38.0,7.056,2.0,0.0,29.0,58.0,89.0,50.5470527,-84.8351916,222.0,26.5,78.0,7.056,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:27,38.0,29.0,,92.0,335.0,37.0,12791.65,38.0,7.116,2.0,0.0,30.0,58.0,94.0,50.5470065,-84.8351116,247.0,25.5,78.5,7.116,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:28,38.0,29.0,,93.0,335.0,37.0,12798.99,38.0,7.166,2.0,0.0,31.0,58.0,97.5,50.5469552,-84.8350275,299.0,25.5,80.0,7.166,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:29,37.799999999999955,29.0,,95.0,336.0,37.0,12806.52,37.799999999999955,7.401,2.0,0.0,30.0,59.0,94.5,50.5469023,-84.834944,275.0,27.5,85.5,7.401,13.0,2022,10,29,18,4.74,205.0
151,2022-10-29 18:22:30,37.799999999999955,29.0,,96.0,336.0,37.0,12814.02,37.799999999999955,7.509,2.0,0.0,29.0,62.0,92.0,50.5468481,-84.8348628,267.0,29.5,91.0,7.509,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:31,38.0,29.0,,98.0,336.0,37.0,12821.6,38.0,7.618,2.0,0.0,30.0,60.0,93.0,50.5467936,-84.8347809,265.0,27.0,88.5,7.618,13.0,2022,10,29,18,4.74,205.0
153,2022-10-29 18:22:32,38.0,29.0,,98.0,336.0,37.0,12829.52,38.0,7.766,2.0,0.0,29.5,58.0,94.0,50.5467399,-84.8346938,263.0,25.0,86.0,7.766,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:33,38.0,29.0,,99.0,337.0,37.0,12837.48,38.0,7.878,2.0,0.0,26.5,57.0,91.0,50.5466873,-84.8346046,256.0,25.5,87.0,7.878,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:34,38.200000000000045,29.0,,100.0,337.0,37.0,12845.34,38.200000000000045,7.723,2.0,0.0,24.5,58.0,82.5,50.5466308,-84.8345185,229.0,22.5,83.5,7.723,13.0,2022,10,29,18,4.74,205.0
150,2022-10-29 18:22:35,38.0,29.0,,101.0,337.0,37.0,12853.45,38.0,7.78,2.0,0.0,25.0,58.0,87.5,50.5465768,-84.8344274,219.0,21.5,77.5,7.78,13.0,2022,10,29,18,4.74,205.0
150,2022-10-29 18:22:36,37.799999999999955,29.0,,103.0,337.0,37.0,12861.56,37.799999999999955,7.953,2.0,0.0,23.0,58.0,83.5,50.5465245,-84.8343303,207.0,20.0,69.0,7.953,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:22:37,37.799999999999955,29.0,,105.0,337.0,37.0,12869.78,37.799999999999955,8.187,2.0,0.0,18.5,60.0,72.5,50.5464678,-84.834239,202.0,18.5,61.5,8.187,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:22:38,37.799999999999955,29.0,,101.0,338.0,37.0,12878.04,37.799999999999955,8.183,2.0,0.0,22.5,63.0,76.5,50.5464111,-84.834149,191.0,20.0,67.5,8.183,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:22:39,37.60000000000002,29.0,,101.0,338.0,37.0,12886.39,37.60000000000002,8.288,2.0,0.0,20.0,58.0,69.5,50.5463536,-84.8340555,178.0,19.5,68.5,8.288,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:22:40,37.60000000000002,29.0,,103.0,338.0,37.0,12895.18,37.60000000000002,8.708,2.0,0.0,17.5,53.0,62.5,50.5462902,-84.8339594,160.0,19.0,69.0,8.708,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:22:41,37.39999999999998,29.0,,104.0,338.0,37.0,12904.32,37.39999999999998,8.507,2.0,0.0,17.0,57.0,61.0,50.5462248,-84.8338659,139.0,18.5,67.5,8.507,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:22:42,37.200000000000045,29.0,,89.0,338.0,37.0,12913.12,37.200000000000045,8.289,2.0,0.0,16.0,62.0,65.5,50.5461648,-84.8337672,115.0,17.5,63.0,8.289,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:22:43,37.0,29.0,,79.0,338.0,37.0,12921.8,37.0,8.472,2.0,0.0,0.5,66.0,68.0,50.5461113,-84.8336603,89.0,16.5,57.0,8.472,13.0,2022,10,29,18,4.74,205.0
148,2022-10-29 18:22:44,36.799999999999955,29.0,,95.0,338.0,37.0,12930.7,36.799999999999955,8.553,2.0,0.0,7.5,70.0,70.0,50.5460585,-84.8335547,66.0,18.5,62.0,8.553,13.0,2022,10,29,18,4.74,205.0
148,2022-10-29 18:22:45,36.60000000000002,29.0,,95.0,338.0,37.0,12939.51,36.60000000000002,8.581,2.0,-0.11,15.0,62.0,72.5,50.546005,-84.8334512,119.0,20.5,67.0,8.581,13.0,2022,10,29,18,4.74,205.0
148,2022-10-29 18:22:46,36.39999999999998,29.0,,96.0,339.0,38.0,12948.39,36.39999999999998,8.692,2.0,-1.72,20.0,59.0,74.0,50.5459472,-84.8333449,165.0,21.5,70.0,8.692,13.0,2022,10,29,18,4.74,205.0
147,2022-10-29 18:22:47,36.200000000000045,29.0,,97.0,339.0,38.0,12957.46,36.200000000000045,8.839,2.0,-1.85,22.5,59.0,76.0,50.5458868,-84.8332442,185.0,22.0,73.0,8.839,13.0,2022,10,29,18,4.74,205.0
150,2022-10-29 18:22:48,36.0,29.0,,98.0,339.0,38.0,12966.81,36.0,8.894,2.0,-1.94,25.0,58.0,82.0,50.5458184,-84.8331438,204.0,26.5,85.5,8.894,13.0,2022,10,29,18,4.74,205.0
151,2022-10-29 18:22:49,36.0,29.0,,99.0,339.0,38.0,12976.21,36.0,8.952,2.0,-1.96,23.5,58.0,77.0,50.5457482,-84.8330473,201.0,23.0,78.0,8.952,13.0,2022,10,29,18,4.74,205.0
151,2022-10-29 18:22:50,35.799999999999955,29.0,,99.0,339.0,39.0,12985.58,35.799999999999955,8.944,2.0,-1.86,20.0,56.0,68.0,50.5456775,-84.832953,180.0,20.5,73.5,8.944,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:51,35.799999999999955,29.0,,97.0,340.0,39.0,12995.08,35.799999999999955,8.855,2.0,-1.69,18.0,61.0,65.5,50.545609,-84.8328489,157.0,18.5,66.0,8.855,13.0,2022,10,29,18,4.74,205.0
151,2022-10-29 18:22:52,35.60000000000002,29.0,,89.0,340.0,39.0,13004.49,35.60000000000002,8.608,2.0,-1.52,15.0,67.0,71.5,50.5455442,-84.8327429,140.0,16.5,57.0,8.608,13.0,2022,10,29,18,4.74,205.0
151,2022-10-29 18:22:53,35.60000000000002,29.0,,84.0,340.0,39.0,13013.29,35.60000000000002,8.405,2.0,-1.34,0.5,73.0,71.5,50.5454841,-84.8326443,111.0,17.5,64.0,8.405,13.0,2022,10,29,18,4.74,205.0
151,2022-10-29 18:22:54,35.39999999999998,29.0,,88.0,340.0,39.0,13021.91,35.39999999999998,8.49,2.0,-1.17,12.0,79.0,71.5,50.545422,-84.8325523,122.0,6.0,72.0,8.49,13.0,2022,10,29,18,4.74,205.0
151,2022-10-29 18:22:55,35.39999999999998,29.0,,94.0,340.0,39.0,13030.95,35.39999999999998,8.694,2.0,-1.14,21.5,74.0,79.5,50.5453552,-84.8324603,161.0,10.0,80.0,8.694,13.0,2022,10,29,18,4.74,205.0
151,2022-10-29 18:22:56,35.200000000000045,29.0,,97.0,340.0,39.0,13041.35,35.200000000000045,8.934,2.0,-1.06,27.0,65.0,93.0,50.5452804,-84.8323506,253.0,26.5,85.5,8.934,13.0,2022,10,29,18,4.74,205.0
151,2022-10-29 18:22:57,35.0,29.0,,99.0,341.0,40.0,13050.69,35.0,9.109,2.0,-1.11,26.0,59.0,92.0,50.5452114,-84.8322483,311.0,25.5,82.0,9.109,13.0,2022,10,29,18,4.74,205.0
151,2022-10-29 18:22:58,34.799999999999955,29.0,,102.0,341.0,40.0,13060.3,34.799999999999955,9.216,2.0,-1.19,25.0,70.0,91.0,50.5451402,-84.8321425,324.0,24.5,79.0,9.216,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:22:59,34.39999999999998,29.0,,103.0,341.0,40.0,13070.07,34.39999999999998,9.476,2.0,-1.36,24.5,50.0,85.5,50.5450719,-84.8320386,332.0,25.0,85.5,9.476,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:23:00,34.200000000000045,29.0,,103.0,342.0,40.0,13080.2,34.200000000000045,9.703,2.0,-1.52,23.0,48.0,80.0,50.5450033,-84.8319251,339.0,26.0,90.5,9.703,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:23:01,34.200000000000045,29.0,,105.0,342.0,40.0,13090.37,34.200000000000045,9.905,2.0,-1.65,22.0,54.0,79.0,50.544935,-84.8318105,295.0,25.5,88.0,9.905,13.0,2022,10,29,18,4.74,205.0
152,2022-10-29 18:23:02,34.200000000000045,29.0,,106.0,342.0,40.0,13100.45,34.200000000000045,9.818,2.0,-1.69,26.0,59.0,87.5,50.5448668,-84.8316976,297.0,24.5,77.0,9.818,13.0,2022,10,29,18,4.74,205.0
154,2022-10-29 18:23:03,34.200000000000045,29.0,,106.0,343.0,41.0,13110.52,34.200000000000045,9.714,2.0,-1.58,24.5,63.0,88.5,50.5448001,-84.8315824,309.0,23.5,85.0,9.714,13.0,2022,10,29,18,4.74,205.0
154,2022-10-29 18:23:04,34.0,29.0,,106.0,343.0,41.0,13120.23,34.0,9.539,2.0,-1.43,24.0,64.0,88.0,50.5447364,-84.8314734,290.0,24.0,85.0,9.539,13.0,2022,10,29,18,4.74,205.0
153,2022-10-29 18:23:05,34.0,29.0,,105.0,343.0,41.0,13129.82,34.0,9.462,2.0,-1.29,23.0,59.0,81.0,50.5446709,-84.8313643,265.0,23.5,79.5,9.462,13.0,2022,10,29,18,4.74,205.0
155,2022-10-29 18:23:06,33.799999999999955,29.0,,104.0,343.0,41.0,13139.37,33.799999999999955,9.404,2.0,-1.13,21.0,58.0,70.0,50.5446046,-84.8312552,236.0,21.5,72.5,9.404,13.0,2022,10,29,18,4.74,205.0
154,2022-10-29 18:23:07,33.799999999999955,29.0,,77.0,343.0,41.0,13148.76,33.799999999999955,9.144,2.0,-0.94,20.0,59.0,70.0,50.5445428,-84.8311498,223.0,21.5,72.5,9.144,13.0,2022,10,29,18,4.74,205.0
154,2022-10-29 18:23:08,34.0,29.0,,49.0,343.0,41.0,13157.97,34.0,8.896,2.0,0.0,23.5,47.0,74.0,50.544484,-84.8310465,210.0,21.0,70.5,8.896,13.0,2022,10,29,18,4.74,205.0
154,2022-10-29 18:23:09,34.0,29.0,,21.0,343.0,41.0,13167.02,34.0,8.757,2.0,0.0,27.5,34.0,77.5,50.5444266,-84.8309372,197.0,20.5,69.0,8.757,13.0,2022,10,29,18,4.74,205.0
154,2022-10-29 18:23:10,34.0,29.0,,0.0,343.0,41.0,13175.5,34.0,8.076,2.0,0.0,31.0,22.0,81.5,50.5443737,-84.830835,0.0,20.0,67.0,8.076,13.0,2022,10,29,18,4.74,205.0
154,2022-10-29 18:23:11,34.200000000000045,29.0,,0.0,343.0,41.0,13182.9,34.200000000000045,6.692,2.0,0.0,35.0,9.0,85.0,50.5443296,-84.8307486,0.0,19.5,65.5,6.692,13.0,2022,10,29,18,4.74,205.0
153,2022-10-29 18:23:12,34.200000000000045,29.0,,19.0,343.0,41.0,13188.86,34.200000000000045,5.042,2.0,0.0,38.5,17.0,89.0,50.544295,-84.8306776,20.0,19.0,63.5,5.042,13.0,2022,10,29,18,4.74,205.0
153,2022-10-29 18:23:13,34.39999999999998,29.0,,21.0,343.0,41.0,13193.22,34.39999999999998,3.662,2.0,0.0,34.0,83.0,85.5,50.544265,-84.8306303,42.0,19.0,63.5,3.662,13.0,2022,10,29,18,4.74,205.0
153,2022-10-29 18:23:14,34.39999999999998,29.0,,31.0,343.0,41.0,13196.18,34.39999999999998,2.408,2.0,0.0,29.0,90.0,81.5,50.5442414,-84.8306013,51.0,19.0,63.5,2.408,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:23:36,34.60000000000002,29.0,,0.0,344.0,41.0,13197.54,34.60000000000002,1.076,1.0,0.0,,,,50.5442076,-84.8305539,0.0,,,1.076,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:23:37,34.60000000000002,29.0,,0.0,344.0,41.0,13199.64,34.60000000000002,1.868,1.0,0.0,,,,50.5441935,-84.830529,0.0,,,1.868,13.0,2022,10,29,18,4.74,205.0
148,2022-10-29 18:23:38,34.60000000000002,29.0,,0.0,344.0,41.0,13203.66,34.60000000000002,1.955,1.0,0.0,,,,50.544166,-84.8304832,0.0,,,1.955,13.0,2022,10,29,18,4.74,205.0
148,2022-10-29 18:23:39,34.60000000000002,29.0,,0.0,344.0,41.0,13205.69,34.60000000000002,2.216,1.0,0.0,,,,50.5441524,-84.8304616,0.0,,,2.216,13.0,2022,10,29,18,4.74,205.0
149,2022-10-29 18:23:40,34.39999999999998,29.0,,0.0,344.0,41.0,13208.39,34.39999999999998,3.044,1.0,0.0,,92.0,,50.5441368,-84.8304304,0.0,,,3.044,13.0,2022,10,29,18,4.74,205.0
148,2022-10-29 18:23:41,34.39999999999998,29.0,,14.0,344.0,41.0,13212.18,34.39999999999998,4.258,1.0,0.0,32.0,79.0,100.0,50.5441151,-84.8303834,51.0,0.0,0.0,4.258,13.0,2022,10,29,18,4.74,205.0
147,2022-10-29 18:23:42,34.39999999999998,29.0,,45.0,344.0,41.0,13217.34,34.39999999999998,5.655,1.0,0.0,32.5,66.0,100.0,50.5440846,-84.8303204,142.0,18.0,65.0,5.655,13.0,2022,10,29,18,4.74,205.0
147,2022-10-29 18:23:43,34.200000000000045,29.0,,83.0,344.0,41.0,13223.64,34.200000000000045,6.635,1.0,0.0,34.5,53.0,100.0,50.5440447,-84.8302497,306.0,28.0,97.0,6.635,13.0,2022,10,29,18,4.74,205.0
147,2022-10-29 18:23:44,33.799999999999955,29.0,,97.0,345.0,41.0,13230.64,33.799999999999955,7.329,1.0,0.0,35.5,47.0,100.0,50.5439976,-84.8301679,477.0,32.0,100.0,7.329,13.0,2022,10,29,18,4.74,205.0
147,2022-10-29 18:23:45,33.799999999999955,29.0,,100.0,345.0,41.0,13238.13,33.799999999999955,7.655,2.0,0.0,33.0,49.0,99.5,50.5439455,-84.8300821,524.0,37.0,100.0,7.655,13.0,2022,10,29,18,4.74,205.0
147,2022-10-29 18:23:46,33.60000000000002,29.0,,101.0,346.0,41.0,13246.05,33.60000000000002,7.998,2.0,0.0,31.0,52.0,96.5,50.5438907,-84.8299908,444.0,33.5,98.0,7.998,13.0,2022,10,29,18,4.74,205.0
145,2022-10-29 18:23:47,33.60000000000002,29.0,,105.0,346.0,41.0,13254.33,33.60000000000002,8.285,2.0,0.0,29.5,54.0,94.0,50.5438362,-84.8298999,415.0,30.0,96.5,8.285,13.0,2022,10,29,18,4.74,205.0
147,2022-10-29 18:23:48,33.60000000000002,29.0,,106.0,346.0,41.0,13262.79,33.60000000000002,8.345,2.0,0.0,26.5,55.0,87.5,50.5437801,-84.8298059,395.0,27.5,95.5,8.345,13.0,2022,10,29,18,4.74,205.0
148,2022-10-29 18:23:49,33.60000000000002,29.0,,94.0,347.0,41.0,13271.3,33.60000000000002,8.295,2.0,0.0,24.5,47.0,83.0,50.5437207,-84.8297088,306.0,24.5,91.5,8.295,13.0,2022,10,29,18,4.74,205.0
146,2022-10-29 18:23:50,33.60000000000002,29.0,,79.0,347.0,41.0,13279.6,33.60000000000002,8.358,2.0,0.0,27.0,40.0,88.0,50.5436604,-84.8296221,217.0,20.0,76.5,8.358,13.0,2022,10,29,18,4.74,205.0
147,2022-10-29 18:23:51,33.39999999999998,29.0,,83.0,347.0,41.0,13287.91,33.39999999999998,8.4,2.0,0.0,29.5,56.0,93.0,50.543599,-84.8295377,199.0,15.0,61.5,8.4,13.0,2022,10,29,18,4.74,205.0
145,2022-10-29 18:23:52,33.39999999999998,29.0,,84.0,347.0,41.0,13296.73,33.39999999999998,8.505,2.0,0.0,29.5,58.0,96.5,50.54354,-84.8294371,243.0,13.0,54.5,8.505,13.0,2022,10,29,18,4.74,205.0
