distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,enhanced_altitude,ascent,battery_soc,cadence,calories,descent,grade,heart_rate,left_right_balance,power,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
3941.84,0.828,6.0,50.5105294,-84.8169097,0.828,2023-05-17 23:29:28,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,68.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3941.84,0.796,6.0,50.5105294,-84.8169097,0.796,2023-05-17 23:29:29,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,68.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3941.84,0.415,6.0,50.5105294,-84.8169097,0.415,2023-05-17 23:29:30,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,68.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3941.84,0.0,6.0,50.5104721,-84.8168927,0.0,2023-05-17 23:29:31,57.0,57.0,12.0,,,95.0,18.0,0.0,67.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3941.84,0.0,6.0,50.5103871,-84.816856,0.0,2023-05-17 23:29:32,57.0,57.0,12.0,,,95.0,18.0,0.0,67.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3941.84,0.0,6.0,50.510333,-84.8168002,0.0,2023-05-17 23:29:33,57.0,57.0,12.0,,,95.0,18.0,0.0,67.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3941.84,0.0,6.0,50.5102648,-84.8167269,0.0,2023-05-17 23:29:34,57.0,57.0,12.0,,,95.0,18.0,0.0,66.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3941.84,0.0,6.0,50.510229,-84.8166912,0.0,2023-05-17 23:29:35,57.0,57.0,12.0,,,95.0,18.0,0.0,66.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3941.84,5.042,7.0,50.5098197,-84.8166002,5.042,2023-05-17 23:52:02,56.200000000000045,56.200000000000045,12.0,,,95.0,18.0,0.0,89.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
3945.2,10.475,7.0,50.5097255,-84.8166002,10.475,2023-05-17 23:52:03,56.200000000000045,56.200000000000045,12.0,,,95.0,18.0,0.0,90.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
3952.36,10.298,7.0,50.5096506,-84.8166089,10.298,2023-05-17 23:52:04,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,90.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
3959.15,10.093,7.0,50.5095773,-84.8166228,10.093,2023-05-17 23:52:05,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,90.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
3967.21,9.958,7.0,50.5094921,-84.8166448,9.958,2023-05-17 23:52:06,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,89.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
3977.4,9.938,7.0,50.5093898,-84.816694,9.938,2023-05-17 23:52:07,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,88.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
3987.7,9.93,7.0,50.5092868,-84.8167494,9.93,2023-05-17 23:52:08,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,88.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
3997.8,9.915,7.0,50.5091849,-84.816799,9.915,2023-05-17 23:52:09,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,88.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
4007.57,9.882,7.0,50.5090894,-84.8168577,9.882,2023-05-17 23:52:10,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,87.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
4017.14,9.846,7.0,50.5089979,-84.8169174,9.846,2023-05-17 23:52:11,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,87.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
4026.48,9.807,7.0,50.508907,-84.816972,9.807,2023-05-17 23:52:12,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,87.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
4035.64,9.763,7.0,50.5088157,-84.8170268,9.763,2023-05-17 23:52:13,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,86.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
4044.51,9.712,7.0,50.508729,-84.8170814,9.712,2023-05-17 23:52:14,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,85.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
4053.1,9.654,7.0,50.5086452,-84.8171315,9.654,2023-05-17 23:52:15,56.200000000000045,56.200000000000045,12.0,,,96.0,18.0,0.0,84.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
4057.57,0.0,9.0,50.5094281,-84.8162725,0.0,2023-05-17 23:53:22,55.799999999999955,55.799999999999955,12.0,,,101.0,18.0,0.0,86.0,,,,,,,25.0,2023,5,17,23,1.44,124.0
4057.57,2.515,8.0,50.5097535,-84.8162332,2.515,2023-05-18 00:45:46,54.60000000000002,54.60000000000002,12.0,,,101.0,18.0,0.0,97.0,,,,,,,25.0,2023,5,18,0,1.97,120.0
4060.76,5.214,8.0,50.5096736,-84.8161826,5.214,2023-05-18 00:45:47,54.60000000000002,54.60000000000002,12.0,,,101.0,18.0,0.0,97.0,,,,,,,25.0,2023,5,18,0,1.97,120.0
4067.09,4.894,8.0,50.5096116,-84.8161461,4.894,2023-05-18 00:45:48,54.60000000000002,54.60000000000002,12.0,,,101.0,18.0,0.0,97.0,,,,,,,25.0,2023,5,18,0,1.97,120.0
4071.9,4.448,8.0,50.5095658,-84.8161141,4.448,2023-05-18 00:45:49,54.60000000000002,54.60000000000002,12.0,,,101.0,18.0,0.0,97.0,,,,,,,25.0,2023,5,18,0,1.97,120.0
4074.3,4.066,7.0,50.5095423,-84.8160954,4.066,2023-05-18 00:45:50,54.60000000000002,54.60000000000002,12.0,,,102.0,18.0,0.0,98.0,,,,,,,25.0,2023,5,18,0,1.97,120.0
4075.59,3.734,7.0,50.509531,-84.816082,3.734,2023-05-18 00:45:51,54.60000000000002,54.60000000000002,12.0,,,102.0,18.0,0.0,98.0,,,,,,,25.0,2023,5,18,0,1.97,120.0
4077.43,3.483,7.0,50.509515,-84.8160722,3.483,2023-05-18 00:45:52,54.60000000000002,54.60000000000002,12.0,,,102.0,18.0,0.0,100.0,,,,,,,25.0,2023,5,18,0,1.97,120.0
4079.03,3.317,7.0,50.5094989,-84.8160722,3.317,2023-05-18 00:45:53,54.60000000000002,54.60000000000002,12.0,,,102.0,18.0,0.0,100.0,,,,,,,25.0,2023,5,18,0,1.97,120.0
4080.51,3.175,7.0,50.509483,-84.8160722,3.175,2023-05-18 00:45:54,54.60000000000002,54.60000000000002,12.0,,,102.0,18.0,0.0,,,,,,,,25.0,2023,5,18,0,1.97,120.0
